gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
118,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*((5)*(2)))*((x)*((5)*(x)))),((((9)+(x))*((x)+((x)+(1))))*(((0)-(4))/((3)+((6)*(x))))),-0.07431168414485384,-0.000027896843806124947,-0.937023750026489,-0.18457875484204628,0.19400905649087563,0.298307142990264,0.00005720008631507767,0.0024637648198440063,2.673097491035354,0.007464813194981343,7.2280312796686506,-0.227465854130398,-0.9078396961166025,-0.08231354439772247,0.4998844026701939,0.6430958012144453,NaN,3192.904776631769,20481.756753809528,228.4910944586541,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,3,2,0
119,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((0)/(8)))+(((2)*(8))*((x)*((3)*(x)))))-(((4)/((7)/(x)))-(((x)+(x))+((x)+((x)+(x)))))),(((7)*((x)*(2)))*((7)+(x))),-0.25750283905416255,-0.00011222249723819273,-0.9529471817943578,-0.0983519660252407,0.22843332660934154,0.15811932522097724,0.00008656768849326506,0.0021940170223161775,1.6889746128469025,-0.13511524158008778,3.070093054613191,-0.2935155441505972,-0.9203481875766889,0.004542079358744854,0.8661051714626294,0.5935807978654722,NaN,656.0150378976039,271986.0760411121,260.1907419994459,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,2,4,0
120,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)-((0)+(4)))/((2)-(3))),((((x)*(6))/((5)+(8)))*((0)*((x)*(x)))),-0.09214002422192616,-0.000016542215829377565,-0.9577208102902026,-0.15291667974265155,0.02456076586113288,0.2695334031860873,0.000015084940729997845,0.002136717531662805,-0.34489192564131366,-0.32217831104282824,-0.3037536990136238,-0.7814585689812676,-0.9492758653593749,-0.07321843865750632,-0.9369343142615775,0.7206322888820003,NaN,NaN,645.9973340158267,178.8520120720542,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,0,0,1,12,0
121,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((9)*(x))*((x)*(5)))*(((8)-(0))-((4)*((2)-(3)))))*(((8)*((7)/(x)))-(((6)+(x))-((x)+((x)+(x)))))),(0),NaN,0,-0.9409969688755057,0,0.24883900201851725,0,0.00011891661298808752,0,1.7935593447404754,NaN,3.3833773450570557,NaN,-0.8987322485411795,0,0.8475038545314433,0,3485.5442401440205,640.2028758309526,175611.39641171417,640.2028758309526,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,2,1,0
122,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(0),NaN,0,-0.9374999999999999,0,0,0,0,0,NaN,NaN,NaN,NaN,-0.9374999999999999,0,-0.9374999999999999,0,640.2028758309526,640.2028758309526,640.2028758309526,640.2028758309526,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,1,1,0
123,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((7)*(x)))+((x)+(x))),((((x)*(5))/((x)*(3)))*((x)*((x)*(x)))),0.0137571588929677,0.0000003945468713764537,-0.9388664857155287,-0.2956441527344006,0.002506875969343974,0.44936115972871293,0.00000017232131342803468,0.004773101887795337,-0.8203740190762161,-0.03936772152224701,1.1981910612054096,-0.9638275836194778,-0.9380965659759106,-0.1753854584449268,-0.9238146145867258,0.8931489569623206,634.0921037765372,7327.592023053716,780.3856454058823,4.873397172404494,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,1,1,0
124,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)+(x)),((((7)*(x))+((x)*((7)+(9))))-(((x)*(x))*((3)*((x)/(x))))),NaN,0,-0.9380159615292172,-0.15934318976355205,0,0.25252953173894976,0,0.002712361420232195,NaN,-0.2600081574992513,NaN,-0.25429867986729127,-0.9380159615292172,-0.06399784019920465,-0.9380159615292172,0.5516245196414308,634.9177549537858,1776.5977709940396,634.9177549537858,247.81220488282835,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,ReplaceBranchR,0,0,1,2,0
125,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((2)+(9))*((7)-((0)/(x))))*(((4)*(8))/((x)/((x)*(x))))),(((((9)*(4))+((3)+(4)))+(((9)-(7))-((0)+((6)*(x)))))/(((x)/((1)+(3)))*(((x)*(x))+((x)-((x)/(x)))))),-0.027002855698813468,-0.0000030062041634696303,-0.9414306012986331,-0.2915481642647895,0.008766110913599722,0.39336558579968717,0.000004584832868086444,0.002703298751579415,-0.6682688056190007,-0.13922215170034938,0.3904500858156923,-0.368342546494143,-0.9377843686740053,-0.18767309662131407,-0.908511875382552,0.16342461553806614,NaN,NaN,937.1353677515332,523.9529771097996,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,0,0,1,1,0
126,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*((x)/(x))),((x)*(9)),-0.004959395471534582,-0.000000019663227408102332,-0.9432006330980665,0.012343156770578418,0.010951453878291677,0.021755889813565462,0.000004936127538162406,0.0000031846796241756598,-0.528004826279682,0.5430875487538291,-0.006817985282553174,0.4584082815214603,-0.9395077272389487,0.017290949527041077,-0.937386481899341,0.07377034044034662,619.6372317948079,629.136373539601,641.3656696629639,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithSub,0,0,1,3,0
127,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((9)*(x))),((9)*((x)*(9))),0.21015101616997028,0.0000011501726340205084,-0.9410788957347834,0.0017168851241825406,0.005888652282885537,0.06442671883268383,0.0000014031531730260084,0.00002134803907735267,0.06289507485552391,0.5788858226972481,0.8014322674399361,0.33430627898809817,-0.9378100950823266,0.015292430781907505,-0.9170735237990815,0.555261194414619,637.0264956151677,630.4447317958384,849.4362967416818,284.7230623293839,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithSub,0,0,3,3,0
128,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(x))*((8)*(7)))*((7)*((7)-(x)))),((((x)-(3))+((0)*(x)))+((4)+((4)*(x)))),-0.01615274117007554,-0.000018410459980184162,-0.9235148195406149,-0.2388216492598733,0.2713836270891242,0.19213902297560084,0.0002167184735423582,0.005994333167926979,0.22952105372658152,1.079618466660412,0.888969840501781,2.1204208770510804,-0.8892235053723507,0.004797505488361951,0.917337545049002,0.6592153484979821,2774.1601047609656,682.5008635540687,123916.5473535404,218.1713139306408,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithMult|SubXD|MultXD|AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DivXD|SkipD|MutateNonTerminalR|SkipD|AddToLeafR,AddTreeWithDiv,AddXD,0,0,3,5,0
129,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((8)*(x))*((5)+(x))),NaN,0,-0.9374999999999999,-0.09267564165334394,0,0.07306949400162646,0,0.003963109186111854,NaN,-1.0062920121299186,NaN,2.0005181798777483,-0.9374999999999999,0.014250622767649178,-0.9374999999999999,0.32184180125650774,640.2028758309526,632.8027340522005,640.2028758309526,434.15882910392247,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithMult|SubXD|MultXD|AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DivXD|SkipD|MutateNonTerminalR|SkipD|AddToLeafR,AddTreeWithDiv,MutateNonTerminalR,0,0,1,6,0
130,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)-((4)*(x)))*((7)*((x)*(x)))),(((9)*(6))*((x)+(0))),0.03976440539445821,0.00005836013478029846,-0.8906676935116755,-0.023114454745841048,0.3756392828374095,0.05281966191932452,0.000851458503823477,0.0025297645336632133,0.7665993711592906,-2.140390390420154,0.25679915770647277,3.5575973666731566,-0.8096499704843386,0.008126362508565578,0.6612778623000836,0.4117610783970426,2515.995781456576,635.0096641201262,30240.851935015908,376.5922492859116,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,ReplaceBranchR,0,0,3,7,0
131,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((5)*((x)*(x)))*((x)*((8)+(6)))),((((8)-((0)*(0)))+(((6)+(2))/((7)+(1))))*(((6)*((x)-(0)))-((7)+((x)+((x)-(x)))))),0.12371989942029517,0.00010676229799513366,-0.9388825231426963,-0.36160084761399947,0.28157260402617373,0.45353861613677454,0.0001995614226052832,0.0037314714106889057,0.9208177267443337,0.09086407455174182,0.8089441394238777,0.14767661149626665,-0.8956638449253852,-0.20273571598372736,0.6101500069602073,0.5936672220015,NaN,NaN,26274.83954385936,260.1354130190197,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,2,2,0
132,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*(8)),(((x)-((1)*(2)))*((x)*(x))),-0.016791321089003282,-0.00000007498639352279724,-0.9376315432071753,-0.012978129193474786,0.0007057410197536851,0.1851588040956614,0.00000002027593654269177,0.000983590390585081,-0.46770195771590145,0.4422516317053886,-0.18709446346835712,-0.2899249097443537,-0.9373358901318203,0.06159586538024055,-0.9362570518205551,0.720195024284432,641.8838935839274,607.4062268992525,652.934699814784,179.13195012491647,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,SubXD,0,0,1,1,0
133,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((8)*(7))*((9)+((9)*(0))))+(((7)-((x)*(x)))*((x)*((5)-(2)))))+((((6)*(3))*((5)*(7)))*(((8)/(2))+((5)/((x)/((x)+(x))))))),(((((4)*(x))*((x)+((0)+(3))))*(((8)+(0))+((1)*((1)-(x)))))*((((x)-(3))*((1)+(1)))-(((x)/(x))+((x)+((x)+((x)+(x))))))),0.012041971996877966,0.000021957469761046207,-0.9075144149880212,-0.3202953875766152,0.44902011237643696,0.4153121060460473,0.0009774377524611943,0.0034015765714275584,0.061994033031595654,-0.23266524708281108,0.04179254640602803,-0.480986638143325,-0.8228583872638449,-0.19680377206749966,0.8997742801611693,0.6806555449166519,NaN,NaN,40842317.89163721,204.4452385250279,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,3,1,0
134,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((0)-(x))*((9)-(x))),((((0)*(6))-((2)+(1)))+((x)*((x)*(x)))),0.17289510829529872,0.00000017110600476946631,-0.9369824234908258,-0.009709787887311468,0.0006543485791201104,0.0966793702531084,0.000000002250172164863345,0.0004352605852765901,0.24894259686885845,-0.2670600219207421,-0.22317471921094345,-0.2980658567431784,-0.9368769407978295,0.03241956117240827,-0.932297264622954,0.6026754083482279,646.5850245196341,619.920560420744,693.4957742401094,254.36834621382346,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,ReplaceBranchR,0,0,2,2,0
135,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)-(0))*((9)+(6)))*(((6)*(2))*((7)*(x))))+(((2)*((x)/(1)))-((9)-((x)*((7)*(1)))))),(((9)+(9))*((x)-(2))),0.008904344999840798,0.0000004364897791878424,-0.922697456377517,-0.002457061150446277,0.2775685148120268,0.036282223342375824,0.00022678431299470297,0.000010595737491636658,1.0050111279277028,0.7504396762703499,0.5549102382497009,1.1053762175427635,-0.8762523421179395,0.008800097987246805,0.883868729781636,0.1465499514613178,2355.134761058459,634.7584048315402,88204.02975042516,546.3811754525304,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,0,0,2,5,0
136,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((9)+(3))*((2)*(2)))+(((x)*(7))*((x)-((2)*(x)))))*(((3)+((3)*(x)))*(((0)+(x))+((0)+((x)-(x)))))),(((((9)/(1))*((x)*(0)))+(((x)*(2))-((0)*(x))))*(((x)-((x)*(9)))/((x)*((x)+((x)-(x)))))),0.14740237303341971,0.00004544049864437371,-0.9421518984366946,-0.07250980321775109,0.24396876205297885,0.09218696574587111,0.00006216531537504715,0.0015287240048264775,2.1514073967941045,-1.2157673684910084,4.774617059783582,3.2566320056755225,-0.914717795174887,-0.001691527852847416,0.9994222651856479,0.8685144534133273,277585.0173651629,654.5194350899162,17730013.422824077,84.17742505499255,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,SubXD,0,0,1,1,0
137,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*(7)),((((7)*(7))+((8)*(x)))/((4)/((3)*((x)/(x))))),0.1063589216177237,0.000019524881273666806,-0.9538345857910502,-0.1931015886705316,0.021907110108223653,0.3498991220690453,0.000015990830938387255,0.002107453112294441,0.02366465330206508,-0.7588493645803814,-0.786027114607037,1.3865138061360063,-0.9462748515852782,-0.10945960049618476,-0.9364535968330467,0.5465789773019484,NaN,NaN,650.9214408991473,290.2814426935043,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,ReplaceBranchR,0,0,7,5,0
138,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)+(9)),((0)+(x)),NaN,0,-0.9374865035375988,0.008255384467473688,0.00014858522800003713,0,0.0000000010548938240639008,0,-0.6829067738671977,NaN,1.439201259389367,NaN,-0.9374276124973325,0.008255384467473688,-0.9372607417928671,0.008255384467473688,640.9443588290645,634.9177549537858,642.6536565073151,634.9177549537858,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,SubXD,0,0,1,1,0
139,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((8)+((8)*(9))),((x)*(9)),-0.07275575217526749,-0.00000001479110480592837,-0.9375508339391772,0.0008469973632194575,0.0010525038657281046,0.017765558573452144,0.000000020389581257703075,0.0000020270210189678864,0.18227485649347586,0.4595616881643765,-0.021196340535929892,-0.5336869751899673,-0.9371967884503143,0.004420487593939723,-0.9342817287093306,0.07377034044034662,643.3087463284562,637.3783993569743,673.168420398805,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,1,1,0
140,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((9)*(8))*((9)*(x)))+(((0)*(x))-((6)/(1))))+(((0)-((0)-(x)))-(((x)-(x))/((x)*((2)+(2)))))),((x)*(9)),-0.10326850961103791,-0.0000007429756872768374,-0.9583416128442783,0.0006911613452218871,0.1826136261671288,0.015450205828767976,0.000028192449332118622,0.0000018360334013289506,0.6680495811150466,0.47231739652805715,1.4683289729579667,-0.29927620356248763,-0.9403374079289963,0.0043084341840634345,0.4774272766964239,0.07377034044034662,715.5530792991894,637.4465727464793,21816.177201155617,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,ReplaceBranchR,0,0,3,8,0
