gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
442,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)+(0))*((3)+(5)))*(((x)-(1))*((3)*((x)*(7)))))/(((9)+((9)*(4)))/(((x)*(x))-((1)-((x)/(x)))))),((((8)*(x))/((9)-(8)))/((5)+((8)*((x)/(x))))),-0.004874589965918825,-0.000002560014968734934,-0.9574760686803805,-0.23967020171898346,0.21412515920210595,0.3347622018954477,0.00010049793825080989,0.0027444269592916026,1.6196672190947266,-0.2505992315583326,1.7296891279899875,0.2507747082689509,-0.9284532774547223,-0.12340642868831081,0.689920555340451,0.5338503274115338,NaN,NaN,43883.02447631532,260.4556370841086,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithMult|SubXD|MultXD|AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DivXD|SkipD|MutateNonTerminalR|SkipD|AddToLeafR,MutateNonTerminalR,SkipD,0,0,1,2,0
443,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((x)-(x)))*((x)*(x))),((((3)-(6))-((x)*((x)*(x))))+(((3)+(x))/((x)/((x)/(x))))),-0.14789456754466532,-0.00007365972139913743,-0.8649490869203907,-0.07420042535012032,0.13271859916000744,0.02546358580167184,0.00020397148173588916,0.001216147494422051,0.31821543646018285,-0.1256999409669618,1.466424750185705,-0.5933912706083979,-0.8187373816982988,-0.003685828131875676,-0.6160275208280067,0.37649125038347997,1856.7175922783574,643.0414459404625,3933.1245664936105,372.39089669684694,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithMult|SubXD|MultXD|AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DivXD|SkipD|MutateNonTerminalR|SkipD|AddToLeafR,AddTreeWithDiv,DeleteNonTerminalR,0,0,7,1,0
444,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((9)*(x)))*((x)+((9)*(5))))+(((x)+(0))*((x)*((x)-((1)/(x)))))),((((3)+(3))*((4)-((1)*(4))))-(((6)+(3))/((1)/((x)-(x))))),-0.04271890099343693,-0.00005253863636806533,-0.9176168732239334,-0.23128162189289325,0.40767462239569296,0.3162128241735904,0.0006579338446102785,0.0022989801586108132,1.6429012245593713,-0.13322796176404855,3.69527720878093,0.2846157806234233,-0.8183097417746388,-0.11363416102071733,0.9297188700815319,0.41560473430412403,NaN,NaN,145746.74631979116,344.5680468193313,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithMult|SubXD|MultXD|AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DivXD|SkipD|MutateNonTerminalR|SkipD|AddToLeafR,DeleteTerminalR,AddXD,0,0,1,2,0
445,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((7)*(2)))-((9)*((8)-(x))))/(((6)*(x))*((3)/((x)-((x)*(x)))))),(((9)+((3)*(8)))*((x)+((x)+(x)))),-0.08057531374528658,-0.0000946029094301276,-0.9272897032463798,-0.3178227929633421,0.34115936643949735,0.4664056492423165,0.0006192571228812652,0.002226045129640998,0.393300903121133,-0.11699759318875529,-0.5496663421023973,-0.1323363971662066,-0.8685323925900268,-0.2169978417946426,0.7360811043814168,0.5930613435140839,NaN,NaN,56240.74867742448,260.52329816906763,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithMult|SubXD|MultXD|AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DivXD|SkipD|MutateNonTerminalR|SkipD|AddToLeafR,AddRandomSubTreeR,AddXD,0,0,2,1,0
446,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((5)+(9))*((x)*((x)+(2))))*(((5)+((0)*(6)))*((3)/((x)-(3)))))*((((x)*(x))+((x)*((x)*(8))))-(((x)*(x))-((2)-((x)/((x)-(x))))))),((x)-((9)+(x))),-0.0827515399352516,-0.0000021283767158322007,-0.9227149619010492,0.00407944198789067,0.45851873887671574,0.0055230471131022,0.0013325795661370066,0.0000004964227545770967,0.8241565353426139,-0.14341599309165384,-0.22665839235293817,-0.8373654121263843,-0.8356503560712669,0.005481454086765045,0.8987447073374707,0.01812445795145286,126379.8940006487,636.6947115443754,7344041.502951323,628.5995457275553,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithMult|SubXD|MultXD|AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DivXD|SkipD|MutateNonTerminalR|SkipD|AddToLeafR,DeleteTerminalR,AddXD,0,0,3,3,0
447,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)+(3))*((7)*(7)))*((6)*((8)+((x)+(x))))),((((0)+((8)+(3)))-((3)+((3)+(1))))*(((x)*(7))-((x)+((0)-((x)+(x)))))),0.03307793447365781,0.000004203140126528616,-0.9350352114561895,-0.03416161157726881,0.19753571823090998,0.018434507280879663,0.00002987558094808887,0.0005404488707658869,2.3654266048334756,-0.9728368300635722,6.7456626761774245,1.7110872280160039,-0.9121391758957247,0.005110790992380342,0.6381530851790141,0.5623322355714343,1080.1085649152446,636.9844487883678,28308.230894721924,280.1961614456717,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithMult|SubXD|MultXD|AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DivXD|SkipD|MutateNonTerminalR|SkipD|AddToLeafR,MutateNonTerminalR,AddXD,0,0,3,4,0
448,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))+((x)*(x)))+(((3)*(2))+((9)*(3))))*(((x)*((1)+(6)))+(((x)+(6))-((2)-((x)-(x)))))),((((7)+(x))*((5)/(3)))-((5)+((6)/((9)-(x))))),-0.14788873584232087,-0.0002135747863132904,-0.9360986367386822,-0.2844433842387026,0.32875154264247514,0.3487742124889168,0.00037419363725370335,0.0055735688370474115,1.1311027675566234,-0.5342106000549806,0.7797158170676708,1.0294415561209687,-0.8816287467661778,-0.1449312412281878,0.9793450601068363,0.0805194935675597,NaN,NaN,495922.3346220208,588.654064488549,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,SubXD,0,0,2,2,0
449,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*(x)),(((9)+((8)+(x)))*((7)*(9))),-0.19228067389228062,-0.0000014717181134113704,-0.9379138056637173,-0.09952152547436748,0.0011667631548073912,0.10360144498398804,0.000000022587946752540247,0.002593589526590404,-0.029167434955488146,0.4292109925186027,-0.21676853156243414,0.15903580641810988,-0.9375818150755666,0.01934415035230398,-0.9361150957943566,0.46337788558956466,639.3648238843266,632.5366426159627,654.3887903142052,343.54702088004717,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithMult|SubXD|MultXD|AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DivXD|SkipD|MutateNonTerminalR|SkipD|AddToLeafR,AddRandomSubTreeR,MutateNonTerminalR,0,0,2,2,0
450,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)-(3))*((0)-(7)))*(((9)+(8))*((x)+((x)*(1)))))/((((x)/(8))+((8)*(6)))-(((7)/(x))+((x)*((x)+(x)))))),((9)*(x)),0.05183880761090077,0.00012549966853391732,-0.962657054670824,-0.33105161843329994,0.19591067086860725,0.01616965280124127,0.00009629085747539055,0.060868149217654106,1.7097075551214145,0.5579090143415366,2.8242878160451537,-1.5827704393139828,-0.9298611197550102,0.003311103541824315,0.5313079900959563,0.07377034044034662,864.0565648956907,638.0907274146475,25004.397069426723,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,ReplaceBranchR,0,0,2,5,0
451,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((2)-(x)))+(((1)+(x))+((x)/(0))))+(((7)-((0)*(x)))*(((x)-(3))/((1)/((6)+(9)))))),((((7)+(1))-((8)+(x)))*((2)*((x)*((x)-(x))))),0.023239971886956257,0.000022802859649084484,-0.9281595596350675,-0.10145721638575858,0.3741950358243875,0.33116935195667385,0.0005412266561650578,0.001778804639883729,1.218426522405639,0.10695020147282171,1.9094552314473474,0.18184907594828514,-0.8428218939757048,0.016955520139085578,0.6110638467837454,0.8068452588949324,NaN,NaN,26336.574598658706,123.65822073584738,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,1,1,0
452,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*(x)),(((9)/(1))*((x)-(x))),-0.012725651335067985,-0.00000003369159321827433,-0.937529029845228,-0.08936954116235407,0.0004305454532969632,0.12642692955409476,0.0000000062752555086849765,0.0011169960655985777,-0.3436988497781585,-0.2819227657637696,0.6015653074635834,-0.2010988253805599,-0.9373430186680183,-0.013541318901207588,-0.9361150957943566,0.0656359193027019,641.8108742339355,1140.8730221106312,654.3887903142052,598.1825715355545,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithSub,0,0,1,9,0
453,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((0)+(7))*((x)*(0)))+(((x)*(5))*((x)/(3))))*(((8)-((4)*(0)))+(((4)/(x))*((x)/((x)/(x)))))),((x)*(9)),0.061918013247444,0.0000004249074419191331,-0.9631319804793846,0.00048529469247285325,0.1770688691654995,0.018638923959278745,0.000021599111522920027,0.000002180312589907781,0.43614681075836437,0.18194131716549108,1.5073470863802734,-0.7533792934513226,-0.9472196378780046,0.0036405244296414466,0.42488533440264475,0.07377034044034662,615.7691172698451,637.8845846494658,19403.57155756262,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,1,2,0
454,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((3)/(1))/((2)+(9))),((((2)+((4)*(8)))+(((x)+(1))-((2)+(x))))*(((9)+((7)*(2)))+((x)-((x)/((x)-(x)))))),0.06275980051152043,0.000011939482358642183,-0.9726741757613805,-0.1822828109034047,0.031247088971495505,0.2711570130370777,0.000013665983264401678,0.0026482989167162184,0.18291410646487533,-0.7969411930817837,-0.3906904489241363,1.9314739048433087,-0.9648470259915429,-0.083403848503837,-0.9374967366475356,0.3891699578392553,NaN,NaN,640.2363031530739,391.0551496352508,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,3,6,0
455,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)/(2))-((6)+(x)))*((7)*((8)*((9)*(x))))),((9)*(x)),0.006117396577184124,0.00000004628072690660677,-0.9413036509558756,0.0005801690826364868,0.1966937522850411,0.01809391676933117,0.00003847468619236584,0.000001487619920503143,1.3300992920741028,0.7463375995272865,3.229982088913791,1.2358279111037693,-0.9168064615644487,0.004418205252681685,0.6078799728276162,0.07377034044034662,1002.9972080847887,637.3852792916493,26122.73106058953,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,0,0,1,10,0
456,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)*(1)))*(((5)*(9))+((2)*((1)+(3)))))/(((x)-((x)+(1)))*(((x)-(x))*((x)-((x)*(x)))))),(((3)/((1)/(x)))+((x)*(9))),-0.019154315913517427,-0.0001197654205141613,-0.41482026937427124,-0.346067241605578,0.78634868856943,0.38397189397842046,0.011467411418252575,0.0034092920154574938,0.07937312827390207,0.521440645173504,0.0720895203733769,0.48585228557088067,-0.14672291275971017,-0.16401584971396627,0.999219203437362,0.07414369231954882,268180.4532516822,NaN,13118969.144392874,592.7358707832522,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,0,0,1,4,0
457,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((7)*(6))-((0)+(x))),((x)*((x)*(x))),0.1467908464617546,0.000003795951068194205,-0.9422461240427973,-0.0068064574866537435,0.0005729937765385034,0.09994778547258112,0.000004268667476274519,0.00015665740787436128,-0.3773362768800788,-0.6476876157119122,-0.12777001622245177,3.9118015795221504,-0.9379822768141153,0.022476171644805202,-0.9373809542116628,0.6005462915314183,635.2627957774624,626.9311342932826,641.4222911277371,255.73141292292496,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,3,2,0
458,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)+(x))*((5)*((x)+(4))))*((x)-((0)*((9)*(5))))),(((x)*((x)+(x)))-((x)*(x))),-0.051407227081738685,-0.00003821415951237437,-0.9240204875666543,-0.036571440868122265,0.3074240104715696,0.21728223303685223,0.00044510556806572196,0.0012414728889237863,1.07254524662068,-0.02637491398604626,0.7207592435481689,-1.2391280873362347,-0.8639933265284181,0.029019221897335613,0.8831239030771774,0.6005462915314183,2468.653933890544,1118.6743988023668,87641.92408015825,255.73141292292496,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,SubXD,0,0,1,6,0
459,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((1)/(3))+((7)*(7)))*((0)+((3)-((x)+(x))))),((((x)*(x))*((x)-((4)-(6))))+((6)-((9)/((1)+(x))))),-0.0027593815108751018,-0.0000004552905450529822,-0.9510568724453076,-0.18348000060132097,0.018369847906553938,0.27845325692109935,0.000011625509253947042,0.0023417567286176345,0.11705356243140036,-0.10127012377093904,-0.3447590532537652,-0.648055024579933,-0.9434221085949095,-0.07467925311690725,-0.93395286458272,0.6078486649967938,NaN,NaN,676.5370565526243,251.05641242999994,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,SubXD,0,0,1,3,0
460,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((x)*((x)*(x)))+((1)/(3))),NaN,0,-0.9374999999999999,-0.07914417883635483,0,0.1939791218902541,0,0.001085630001039491,NaN,-0.5171605034209696,NaN,-0.23707887973985642,-0.9374999999999999,-0.011954694462304249,-0.9374999999999999,0.6004882698424802,640.2028758309526,1631.8234243547727,640.2028758309526,255.7685585750437,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,1,2,0
461,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((7)*((7)*(8)))/((2)*((6)/(3))))+(((7)+(x))*((x)*((x)*(x))))),((((7)*((5)*(x)))-(((x)+(6))*((x)*(1))))/(((2)/((8)*(0)))-((8)*((x)+((x)*(x)))))),0.11214609556818168,0.0005018200267846397,-0.6021140597906212,-0.5114118365994975,0.643433552119408,0.5387786447733698,0.00449666376018164,0.004452841620989598,0.21639075755490236,-0.1045957179147136,-0.8623259791004512,-0.2231181515920051,-0.46827290158953483,-0.3782849694096849,0.9848545605449902,0.928916651625907,NaN,NaN,676325.4406531584,45.50776405278776,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,ReplaceBranchR,0,0,1,3,0
462,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)*((0)+(2)))-((x)-((0)*(x))))*(((x)+(x))/((0)+((1)-((x)*(x)))))),((9)*(x)),0.22294629588395218,0.0000005517792151509,-0.9477860437527716,0.0008346958819269866,0.08693397719353665,0.007332589812204864,0.000009567430654877587,0.0000006402282429958599,-0.06087890438376982,-0.18293683184183782,-0.33283091059443004,1.346854241449789,-0.9412443627952993,0.0024010546317013645,-0.28778322806337814,0.07377034044034662,601.8484465556719,638.5640528010011,7295.411609741808,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,0,0,2,2,0
463,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((7)*(6))*((8)-(x)))+(((0)*(x))+((2)*(0))))*(((4)+((8)/(x)))*((x)-((6)-((5)+(x)))))),((((x)*(2))*((x)-(5)))-((1)-((x)*(x)))),0.09144451855699601,0.000057699244411143963,-0.9493189020379147,-0.164915280924477,0.20812773808315865,0.31441969488247784,0.00015728041448473667,0.0025313386569986835,1.2535831261730699,-0.16832055422233805,0.4904191327658456,-0.5281595982589264,-0.912252798666023,-0.07672919645558765,0.5105875363707751,0.7962563062245132,NaN,NaN,23673.924881724946,130.4372986874877,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithDiv,0,0,9,2,0
