gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
66,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*(x)),((x)*((8)-(0))),0.302252315830684,0.000002563864704756882,-0.9385011313810789,-0.12115443032453418,0.0008743733465107499,0.019026558915722913,0.000000024663454224016782,0.0029174070757232574,0.1358175357923459,0.13841475514166052,-0.39659818152401716,0.15305608276572213,-0.9380995055669281,0.002638659730992944,-0.9361150957943566,0.0656359193027019,634.0619928225665,638.6184632290115,654.3887903142052,598.1825715355545,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,2,6,3
67,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((7)-(x))*((7)*(6)))+((9)/((5)-((4)*(x))))),(((x)+((2)*(x)))*((7)+((9)/(x)))),-0.20307737789632324,-0.00016744038845449387,-0.9366187805447033,-0.3602489972498146,0.09298547892929095,0.00812209318299893,0.00005315254647185195,0.012790080427224558,-0.04359436261144761,1.9866773943428693,-0.4114340395116973,4.300752280111,-0.9223150905634016,0.0009889011942254733,-0.3676977482070311,0.11029080156195775,NaN,639.5550738557592,6476.827519875933,561.7489999002123,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,3,7,3
68,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)-(7))-((x)/(x))),((x)*((8)*(8))),0.08401953363729775,0.0000000331280682349623,-0.9374939230024888,-0.08398007188207417,0.00010476901445462424,0.14413255515091122,0.00000000009359774614039809,0.0016609872545132155,-0.02305945727674877,-0.11190043072595379,-0.03414357769406973,-0.34699023262352124,-0.9374730474790348,0.00025714614206443637,-0.9371149922492498,0.4734744704442924,640.4789571338777,1131.9979853948957,644.1466049389136,337.0831582199792,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,3,8,3
69,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)-((9)*(x))),(((x)*(5))*((4)*(5))),0.00676815593444353,0.0000003604226579038304,-0.9498252448409823,-0.008297205891838322,0.01837414109940828,0.1235086177982533,0.00000819309156207556,0.0003461271365741063,-0.0029751261656717075,-0.4664023419779059,-0.6860021496195143,1.365318416501791,-0.9439425160816495,0.04496187296126118,-0.9314678582779189,0.5938995984379163,NaN,611.5695066843998,701.9915874772922,259.98664495615066,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,1,9,3
70,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((x)*(x)))*((6)-((x)/(x)))),(((5)+((4)+(x)))*((x)-((x)*(x)))),-0.2276453809232803,-0.00002593156650935305,-0.9455044787399699,-0.018513904066336767,0.013405549506301287,0.25024190394352497,0.00000788457503543282,0.0016457411570851394,-1.0266370745257156,-0.42614134011620114,1.1733913804763447,-0.09928013446099238,-0.9405434863091569,0.06829002730731594,-0.9256194449840799,0.686199915625868,609.0276968281624,688.5846176330683,761.898323633512,200.89571645231484,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,8,1,3
71,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((0)+(4)))+(((7)*(2))+((8)+(9))))*(((2)*((x)*(3)))*((x)-((9)-((5)-(1)))))),(0),NaN,0,-0.9250663245863096,0,0.42115272979105084,0,0.0007050719036115138,0,1.1451017603631022,NaN,1.3185548717500528,NaN,-0.8352761213345076,0,0.9865721984448618,0,16812.862659515733,640.2028758309526,762838.6501866056,640.2028758309526,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,1,1,3
72,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*(7))*((9)+(x))),(((x)-((6)+(3)))*((x)+((x)*(x)))),-0.10900126628621494,-0.0000017738590660001968,-0.9380425649649865,-0.16227298624392797,0.0035908522989543125,0.2324000075720678,0.00000010163153333828724,0.0026058334790828854,0.14136960909527096,-0.251347614823925,0.8324710741317394,0.07369861302833547,-0.9371388772400135,-0.06168456159072992,-0.9119815680838467,0.6146295576030923,643.9019451024955,2160.751534715393,901.5944518216357,246.7152654827468,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,7,3,3
73,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(9))+((3)*(8)))*((6)+((x)+((x)+(x))))),((((x)*(9))-((7)*(x)))*((x)-((1)/(4)))),-0.22272443576858914,-0.000008619132854888506,-0.9388617041116789,-0.09484266042147452,0.026579595072293415,0.19482125943623568,0.0000010894248795437279,0.0013746562973614303,1.036863605107968,-0.39147528567864626,1.1811448603909738,-0.12627112822699615,-0.9357407157866192,-0.019162015363812932,-0.7287657162133764,0.8000510847216082,658.223656835919,1636.7758235437243,2778.319496066322,128.00787058050594,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,8,1,3
74,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((x)-(9)),NaN,0,-0.9374999999999999,-0.00006772719068574885,0,0.003628697199355234,0,0.0000002763575320598943,NaN,0.5162946858595043,NaN,1.4661432293259566,-0.9374999999999999,0.0018137283616839557,-0.9374999999999999,0.00988042725195995,640.2028758309526,639.0418388554656,640.2028758309526,633.8773978898093,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,1,2,3
75,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((9)-(4)))*(((3)*(4))*((x)+(5))))-(((7)/((5)-(7)))+(((5)-(x))*((x)+((4)*(x)))))),(((x)*((x)+(x)))*((x)+((9)-(7)))),-0.04628516576948348,-0.000042952538905403644,-0.8575769241040907,-0.014791193529555689,0.4692919160991708,0.12537837045751316,0.0014087546386993771,0.0006113060214881861,0.3465831039114963,-0.3057176046172211,-0.21808505428339986,-0.4267569918693943,-0.7610295663294142,0.028972630284658126,0.9812175414802026,0.7991397664325226,17992.487558607947,627.3109364899454,545362.3657679564,128.59129916997583,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,10,1,3
76,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)-((x)*(9))),(((x)*((2)*(x)))*((x)+((0)/(7)))),0.03596607026839122,0.00000032745133708224337,-0.9383376111439505,-0.33708890193193286,0.0013619801542096108,0.42287778053436037,0.000000022534860089585323,0.0036783469740635775,-0.19031794774226868,-0.12609805085348774,-0.6700618647584804,-0.5535851904353715,-0.9380122553546524,-0.20651850328336163,-0.9328207931442247,0.7986383143367062,634.9557182116206,7187.426259160653,688.1331428017562,128.91233024380907,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,2,2,3
77,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((9)*(x)))*((6)*(x))),(((1)-((0)+(x)))*((2)*((x)*(x)))),0.11852692414225902,0.00008249367779470465,-0.9365699821512925,-0.21635512948568436,0.18774437558997958,0.5231462501345917,0.000077044649819272,0.006287309188373045,1.1285437290152818,0.07474254804477505,0.6928362276583795,-0.2913666444660228,-0.9118780936503543,-0.04924072301766287,0.49096405773326257,0.8088004252403622,NaN,152327.8745569588,20122.834485286166,122.40651761877533,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,2,1,3
78,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)*((0)+(x)))-((1)*((6)*(2))))*(((7)*(x))*((8)+((7)*((9)+(x)))))),((0)+((8)*(x))),-0.0545937945540686,-0.00000017300781105047452,-0.9369633073516707,0.0011888069843817902,0.20207547209091112,0.004135324821504153,0.00003654547886676079,0.0000002747965041682537,2.206582811672494,0.4123206608838009,5.3327889307701035,0.46056749424131826,-0.9129309631384384,0.002554379636072469,0.6756259771336924,0.0656359193027019,1117.09852977349,638.5675842054493,31578.502873878548,598.1825715355545,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,1,1,3
79,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((8)*(8))*((x)*(x))),((((x)+(1))*((x)+(x)))*((x)+((2)+((8)-(x))))),-0.07439629341837473,-0.000004234516040063524,-0.9375747460393165,-0.18164291879911348,0.03070396039320252,0.32075317482921173,0.0000014556474009886294,0.002225608534599617,1.365575934076233,0.24209287176352404,2.0727653963306705,-0.5259440516945162,-0.9336722372110287,-0.0837306825444158,-0.6946421084605447,0.7945232896794148,679.4115917589245,2567.7512084638047,3127.856005139765,131.5467808635223,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,1,3,3
80,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)+((0)*(x)))*((x)*(x))),((((3)+(7))*((9)*((x)-(0))))+((x)-((x)*((2)-(1))))),-0.08354874647479184,-0.000005523983939755923,-0.9362556924490557,-0.029592403605146454,0.05562498722870414,0.06019585323353779,0.000008849925300213735,0.0004939526649878352,1.4672550236957522,-0.6150320407862452,1.7799174489696026,-0.03525496681458762,-0.9262534476508115,0.007283022388626747,-0.6369529479088643,0.4670078195179787,755.4040783450943,635.6029628977262,3718.780268971116,341.22312674000017,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,3,2,3
81,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(9),((((7)*((9)-(2)))+((6)-((x)*(4))))+(((5)+(8))-((x)*((x)/(1))))),0.01933508875563229,0.000000009957829265739604,-0.9374956971845737,-0.04246257464833636,0.00007841936963094418,0.10711078117510002,0.00000000040269266357557784,0.0006586630394462181,0.1902055918427431,-0.13617557693155505,-0.3307714381386959,0.09837674392562645,-0.9374495511155998,0.012798162854099633,-0.9373864210134779,0.4960331739247609,640.719636164961,632.5620792639004,641.3662933318386,322.6410113767656,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,1,3,3
82,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((5)*(7))*((x)*((x)+(2))))*(((8)-(8))/((3)*((3)+(x)))))/((((x)*(x))-((x)+(x)))-(((x)/(x))+((x)/((x)/(x)))))),((((7)/((5)*(6)))*((x)*((6)+(0))))*(((x)*(2))/((x)-((x)-(x))))),0.030566328794478466,0.00000502541980333763,-0.9407565078505356,-0.27965865866283757,0.13296898928962433,0.35298821527212404,0.000008002642049328563,0.0033777285219109316,3.9356774445096874,-0.3701744665441842,24.702600850916262,-0.576077270504153,-0.9229433690014154,-0.16623675686981398,0.1206281145751397,0.5934966902344352,NaN,5192.314975374224,11828.65533690658,260.24458794671517,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,1,2,3
83,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*((x)*(x)))-((x)-(x))),(((x)*((x)+(x)))-((x)*(x))),-0.03691718233858213,-0.0000007984878529002673,-0.9377402237649155,-0.06429639654530235,0.0039016761527690194,0.19844714369957137,0.0000002929911684355025,0.0015967061741583844,-0.3256927031344044,-0.1813888644973653,0.5447231618917328,0.04557206964851579,-0.9364633482644249,0.016913882191003527,-0.9161887278748255,0.7666382404888548,650.8215545885565,1122.9669218228541,858.4994790653958,149.39886954800636,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,2,7,3
84,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((8)*((8)*(9))),((x)*((x)*(x))),-0.04111786364329209,-0.0000008036731108455135,-0.9410114076903309,-0.00829079600058952,0.003845163044989617,0.11315615139251388,0.0000032145379933759386,0.00011884453861174136,-0.3056526289845828,-0.07170387343942854,0.10747941107246684,-0.49710410846245745,-0.9368463837644114,0.017084468720751148,-0.9109586734431829,0.6005462915314183,646.898027730371,630.0577661233542,912.072213271637,255.73141292292496,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,1,2,3
85,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)/(7))*((0)+((5)+(6))))-((x)/((x)/((8)*(8))))),(((6)+(4))*((8)*(x))),0.047036699511238685,0.000008640171245038171,-0.9701381140797611,-0.1396710529010347,0.030487847487768695,0.14299819373064518,0.00001816281951425286,0.0018577520623811866,-0.024838455863147,0.1070877341905782,-0.21810171400181222,0.0888440307096432,-0.9609492827348299,-0.028082029377887147,-0.9373377432898324,0.5514940606563927,NaN,1157.3540001679514,641.8649112305066,287.1347921950402,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,4,1,3
86,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((0)-((9)+(4)))*((7)*((8)*(6)))),(((((6)-(2))-((x)*(x)))*(((4)-(2))+((8)+(3))))-(((8)-((7)*(7)))+(((8)*(2))+((x)/((x)-(x)))))),-0.0679552180575259,-0.000014287577262246195,-0.9401865636732205,-0.27543001170926673,0.058704029069605784,0.35036826494803724,0.000014739001905985468,0.0029991866069204033,0.05802532897357101,-0.3931215656443152,-0.9237081936502674,0.015211404341799906,-0.9325414132386067,-0.17047342564044488,-0.5766508943637413,0.5617158374020538,NaN,NaN,4336.469038540714,240.6338819369675,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,2,1,3
87,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((8)*(9))*((8)*((3)-(8))))+(((x)+(0))*((x)/((x)+(x))))),(((((6)*(4))*((0)-(1)))+(((x)*(x))-((7)*(0))))/(((9)+((8)+(0)))*((6)+((x)+((x)*(x)))))),0.2647426943751009,0.000021994420626220957,-0.9396100153152513,-0.1279237135547876,0.02677477704254719,0.3204161190347984,0.000003879345093684081,0.0017791750060680764,0.5674745391781927,0.09852983645610276,0.19149913355882564,-0.5601867463148484,-0.9344043589793396,-0.02985806101756822,-0.7268366703528029,0.8324250833216424,671.912288374426,2022.6774261100682,2798.0791873871062,107.28194357461675,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,3,2,3
88,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((8)*((1)+(7)))*(((x)*(0))+((1)*(x))))*(((7)/(7))-((0)+((x)*((x)+(x)))))),(((9)*(0))+((9)/(x))),-0.127339579343607,-0.00006383393997141179,-0.9425139015544142,-0.16443865171898497,0.26457171916915984,0.2938285466845677,0.00015084270034515905,0.0016659124795983043,1.0085525527603292,-0.3848251172100108,0.17438766422341168,0.2071166111658611,-0.9055488469659978,-0.0936189567337416,0.5724883249403078,0.008858576380017746,NaN,NaN,23960.155034046747,633.9014468595576,MutateNonTerminalR|AddRandomSubTreeR|AddToLeafX|MultXD|AddToLeafX|DivXD|AddTreeWithMult|AddTreeWithMult|DivXD|MutateTerminalR|FellTreeD|DivXD|AddRandomSubTreeR|SkipD|AddToLeafR|ReplaceBranchXR,AddTreeWithAdd|FellTreeD|DivXD|AddTreeWithDiv|AddTreeWithAdd|AddTreeWithMult|DeleteTerminalR|AddTreeWithDiv|DeleteTerminalR|SubXD|DeleteNonTerminalR|MultXD|DeleteTerminalR|MultXD|MutateNonTerminalR|AddTreeWithMult,DivXD,DeleteTerminalR,0,0,3,4,3
