gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
10,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((7)+((6)/(x)))/((x)/(x))),(((((1)/(5))+((2)+(8)))*(((0)+(x))+((2)/((0)+(1)))))+(((x)+((x)*(x)))*(((6)+(x))+((x)/((x)-(x)))))),-0.2154632560297425,-0.000025544027612355078,-0.9429721345531681,-0.2067372454439177,0.00004369121239320931,0.17515802036199002,0.000005375794142760891,0.0026145062429801342,-0.1153188603478751,0.4018665704060252,-0.4235100245014225,0.9318273713066172,-0.9374917312904496,-0.03599724588955487,-0.9372377947941636,0.411448041700054,640.2875742570898,1647.1425077340443,642.8887082603006,347.5248541071879,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,AddToLeafR,ReplaceBranchXR,0,0,5,1,1
11,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((9)-(8))-((6)*(5)))*(((x)*(9))*((9)*(1))))*(((3)-((7)*(3)))/((4)/((9)-((7)+(x)))))),(((x)+((x)*(x)))*((x)-(x))),0.17144477785462864,0.000041654745357901855,-0.94750718649213,0.011288284437939451,0.3360527007190071,0.09946823574692296,0.00035199011054745416,0.0001677065340654546,1.1811222856104788,-0.17377206471030532,1.2710068005585495,0.14066047835178086,-0.8863310803239464,0.037746371847447696,0.8965664220905623,0.8068452588949324,2489.3738388731495,616.2853658288884,99032.11529880372,123.65822073584738,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,AddToLeafR,ReplaceBranchXR,0,0,1,2,1
12,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*(x)),((((x)+(x))*((x)*(x)))*((1)+((3)+(2)))),-0.11483038834073206,-0.000000704945314179971,-0.9376083245401508,-0.10399823369759732,0.0008619084660145174,0.2876622181515481,0.00000002318089193010357,0.0016257997289437682,-0.9778833010837047,0.12957352858681903,0.7521474846334439,0.2756163484367664,-0.937406004864415,0.0005437011094981056,-0.9361150957943566,0.7998028751962264,641.1656911288019,773.3532645651758,654.3887903142052,128.16677503246396,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,0,0,6,6,1
13,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((2)+((6)*(x)))*((8)/((7)+(x))))+(((0)-(x))*((x)*((x)*(x))))),((x)*((6)*(5))),-0.07177412336582599,-0.00007020220144422257,-0.9076827253324296,-0.25798743492355913,0.38654647297409916,0.3508385203055177,0.0005104195117881611,0.0018742969609797744,0.9672561709875587,0.10277468578519028,0.7697643180914668,0.01921542202673887,-0.8439968577636499,-0.14172804722819493,0.9572523677870316,0.23984793065919646,NaN,NaN,239621.36574637555,486.65154086083214,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,SubXD,DeleteNonTerminalR,0,0,2,6,1
14,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)-(5)))*(((x)+(9))/((4)*(x))))-(((6)+(7))*((x)*((x)*((x)/(x)))))),((((0)-(x))+((x)*((x)+(x))))*(((7)/(9))*((x)+((2)+(x))))),-0.07779207800758689,-0.00016082542688398228,-0.9059639273876914,-0.4673889484756485,0.47468757936473055,0.46765269698467443,0.0011332841929766295,0.003771376139440444,0.7157002198619759,0.050319738040831063,0.482589477027354,-0.39864056821267013,-0.8105463724561517,-0.3261475767456687,0.9472066834911186,0.9059757232596555,NaN,NaN,194025.43144968065,60.19461236709388,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,0,0,4,2,1
15,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((4)*(x)))*(((x)+(x))-((2)*(x))))+(((0)-(0))*((x)-((7)/((2)-(1)))))),(((x)*(x))*((x)-(6))),-0.06811302149855705,-0.000023479816242524244,-0.9493492012820195,-0.30731055622706105,0.15740349832567693,0.4027350377912441,0.00003674402076181327,0.0032340178864911236,2.2862042343550693,0.12465401426565717,6.074436339402155,-0.511995065502866,-0.9261267102207785,-0.17446708869906005,0.3025508504203606,0.5504221260730022,NaN,NaN,14686.728085436715,287.82104779802944,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,SubXD,DeleteNonTerminalR,0,0,3,6,1
16,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((9)*(x))),((((x)/((7)+(0)))*((x)+((3)*(x))))*(((9)*(6))/((5)-((0)+((x)+(x)))))),0.04029146660291405,0.0000014806699090467294,-0.9393061194494259,-0.08378259450667308,0.007207712464444841,0.19233279904211614,0.00000108900975321308,0.0012401053463818794,-0.03503199532441419,-0.005976206992824423,0.08017314061143299,-0.25388869691379234,-0.9367528086932444,-0.008083863212143844,-0.9170735237990815,0.6571357479639608,647.8565402050459,1631.017893247708,849.4362967416818,219.50268017310083,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,DivXD,MutateNonTerminalR,0,0,1,1,1
17,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((8)*(8))/((8)/(x))),NaN,0,-0.9374999999999999,-0.7362900633273588,0,0.49760021162705526,0,0.0033377797413867366,NaN,0.26742365410297064,NaN,0.24230665171248278,-0.9374999999999999,-0.5782637961308686,-0.9374999999999999,0.05907379620241744,640.2028758309526,19213.596976865163,640.2028758309526,598.1815267031312,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,AddToLeafR,SkipD,0,0,1,1,1
18,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(x),NaN,0,-0.9374999999999999,-0.00010686586760459755,0,0.00358842683839422,0,0.00000007352141608432057,NaN,0.0485206530133657,NaN,-0.560517802779041,-0.9374999999999999,0.0005084056168427353,-0.9374999999999999,0.008255384467473688,640.2028758309526,639.878175664471,640.2028758309526,634.9177549537858,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,SubXD,SkipD,0,0,1,3,1
19,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+(x)))*(((5)-(3))*((3)*(x))))*(((0)+((7)+(7)))-(((x)-(x))/((x)-((x)+(x)))))),((((x)+((4)*(3)))*(((x)/(8))*((5)*(x))))+(((1)+(8))+((8)*((6)+((x)+(x)))))),-0.005097544061369367,-0.000001640649455142106,-0.9445941411660832,-0.0672598624202685,0.2395876591165002,0.09391359966607568,0.00010797167685078473,0.0009594001329757718,1.3448277869794947,-0.4375734179083975,1.2453509207278741,-0.1904430020623642,-0.9109161260052665,-0.0002738861966779544,0.7071642502423845,0.5283960401619594,NaN,643.7355907452771,47807.11783760749,301.92221134157865,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,0,0,3,2,1
20,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((4)*(8))*((x)+(0)))*((x)-((6)*((6)+(9))))),((x)/(1)),-0.18260400268200488,-0.000037444232727242916,-0.9381711027953012,-0.09298607656904778,0.20556545679683239,0.1754377458493558,0.000027751229192810244,0.0015151898814080428,3.4919470460513216,-0.29710396610772033,19.39701095337378,-0.3915827399108087,-0.9068251876046589,-0.03092142214265282,0.6608734051523655,0.008255384467473688,1160.5383145446544,1643.952438038209,30204.785377853983,634.9177549537858,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,SubXD,MutateNonTerminalR,0,0,5,1,1
21,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((x)+((7)*(x)))-((2)-((1)-(0))))*(((2)*(9))*((x)/((x)+(x))))),NaN,0,-0.9374999999999999,-0.3598340751648778,0,0.43551779862162765,0,0.003154942862715763,NaN,-0.019748608124838612,NaN,-0.8180535152428927,-0.9374999999999999,-0.25174780274540487,-0.9374999999999999,0.44832676286531575,640.2028758309526,8673.016439263161,640.2028758309526,321.2916726105563,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,SubXD,ReplaceBranchXR,0,0,1,1,1
22,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)-(0))*((x)*((8)*(x))))+(((9)+(x))/((7)-((4)*(x))))),((((7)+(3))*((3)*(8)))+((3)+((1)*(x)))),0.3391160634847566,0.00008274586898989527,-0.9574902647027559,-0.15239406704955266,0.13222300581094965,0.25055154171162153,0.00004275944354839472,0.0013923995465048374,3.018428241614892,-0.2943413547350288,12.49054704365284,-0.5541783403091105,-0.9248463179322027,-0.0810117149327162,-0.013256284662829187,0.5623322355714343,NaN,NaN,10107.45862827161,280.1961614456717,MutateTerminalR|AddTreeWithAdd|SubXD|DeleteNonTerminalR|SubXD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddTreeWithDiv|ReplaceBranchR|AddToLeafR|DivXD|DivXD|FellTreeD|AddTreeWithSub|AddTreeWithMult,AddToLeafX|ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddTreeWithSub|SkipD|SkipD|MutateNonTerminalR|MutateTerminalR|SubXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MultXD|DeleteNonTerminalR,DivXD,MutateNonTerminalR,0,0,3,4,1
