gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
88,x*x*x*x*3*x+1,25,-10,-0.04971788571880598,0.011428571428571425,-0.021098468473794894,0.011428571428571425,36087.3296,8451.128,132586.7976,8451.128,0.536235415721957,0.28571428571428564,1.199545073044545,0,2900145.0999999996,211278.2,11389302.2,211278.2,((((x)*((2)-(6)))*((x)*((x)*(9))))*(((5)*(5))/((6)*((x)+((1)*(x)))))),((7)*((0)*(x))),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|AddTreeWithMult|DeleteTerminalR,AddTreeWithMult,AddToLeafR,88,88,89,89,3
89,x*x*x*x*3*x+1,25,-10,-0.03409847230413248,0.011428571428571425,0.022205390515773374,0.011428571428571425,228676.89489999998,8451.128,650446.322,8451.128,0.8454736049325966,0.28571428571428564,1.39168965262152,0,14735674.16,211278.2,34181571.36,211278.2,((((x)*((x)*(x)))*((3)*((9)/(2))))*(((3)*(x))+((x)*((6)+((1)*(x)))))),(0),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|MutateNonTerminalR|FellTreeD,AddTreeWithMult,FellTreeD,89,89,90,90,3
90,x*x*x*x*3*x+1,25,-10,-0.029236570631286082,0.011428571428571425,0.01805280093651225,0.011428571428571425,522272.26592857146,8451.128,2009854.8975999998,8451.128,0.9510762745728187,0.28571428571428564,0.8688322591787951,0,28502405.72285714,211278.2,107963057.88,211278.2,((((x)*((8)*(8)))*((8)*((x)*(x))))*(((3)*(x))+((0)/((3)*(x))))),((5)*((0)*(x))),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|MultXD|AddTreeWithMult|DeleteTerminalR,AddTreeWithMult,AddToLeafR,90,90,91,91,3
91,x*x*x*x*3*x+1,25,-10,-0.035154980495359735,0.011428571428571425,-0.01591494720095203,0.011428571428571425,107725.63158333334,8451.128,350114.8914,8451.128,0.8348430696057694,0.28571428571428564,0.7752179524539217,0,9534626.86,211278.2,31981431.16,211278.2,((((9)/((3)*(x)))*((x)*((6)*(x))))*(((0)+(8))*((3)*((x)+((1)*(x)))))),((0)*((0)*(x))),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|AddRandomSubTreeR,AddToLeafR|FellTreeD|MultXD|AddTreeWithMult|DeleteTerminalR,AddTreeWithMult,MultXD,91,91,92,92,3
92,x*x*x*x*3*x+1,25,-10,-0.039995519327051865,0.011428571428571425,-0.0017438297048106143,0.011428571428571425,150820.63932000002,8451.128,541157.5104,8451.128,0.8624589710078716,0.28571428571428564,1.231545274939081,0,10954394.290000001,211278.2,38402759.08,211278.2,((((x)*((5)*(5)))*((x)*((x)*(6))))*(((8)*(5))/((4)+((4)*(x))))),((7)*((4)*(0))),DeleteNonTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|MultXD|AddTreeWithMult|DeleteTerminalR,DeleteNonTerminalR,AddTreeWithMult,92,92,93,93,3
93,x*x*x*x*3*x+1,25,-10,-0.030111414207060126,0.011428571428571425,-0.00023595755151076925,0.011428571428571425,139837.0154,8451.128,453366.3012,8451.128,0.821488071968598,0.28571428571428564,1.24280489175334,0,9008196.54,211278.2,29588807.08,211278.2,((((9)*((9)*(x)))*((x)*((x)*(2))))*(((5)*(5))/((1)+((1)*(x))))),((0)*((0)*(0))),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|MultXD|AddTreeWithMult|DeleteTerminalR,AddTreeWithMult,AddToLeafR,93,93,94,94,3
94,x*x*x*x*3*x+1,25,-10,-0.03860676661548811,0.011428571428571425,-0.005545447667396251,0.011428571428571425,80105.3089,8451.128,261694.44640000002,8451.128,0.6871255314738203,0.28571428571428564,1.2748953494087396,0,4463409.48,211278.2,16882026.28,211278.2,((((x)*((x)*(4)))*((8)*((x)*(3))))*(((7)/(2))*((8)+((1)*(x))))),((0)*((0)*(0))),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|MultXD|AddTreeWithMult|DeleteTerminalR,AddTreeWithMult,MultXD,94,94,95,95,3
95,x*x*x*x*3*x+1,25,-10,-0.05132460105913857,0.011428571428571425,0.013901595763445683,0.011428571428571425,226034.5398,8451.128,899912.5952,8451.128,0.9128919034321349,0.28571428571428564,1.4564459517160677,0,15159196.47,211278.2,60636785.88,211278.2,((((x)*((x)*(x)))*((x)*((8)*(9))))*(((3)+(1))/((2)/((6)*(x))))),((0)*((0)*(2))),AddTreeWithMult|DivXD|MultXD|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|MultXD|SubXD|DeleteTerminalR,MutateTerminalR,DeleteTerminalR,95,95,96,96,3
96,x*x*x*x*3*x+1,25,-10,-0.046247947959509476,0.011428571428571425,-0.027020116123269412,0.011428571428571425,87845.37290000002,8451.128,287848.424,8451.128,0.7979648320009639,0.28571428571428564,0.8351014255347327,0,7740472.79,211278.2,26143740.48,211278.2,((((x)*((x)*(x)))/((2)*((x)*(9))))*(((3)*(x))+((9)*((2)*(x))))),((0)*((7)*(0))),DeleteTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|MultXD|AddTreeWithMult|DeleteTerminalR,AddTreeWithMult,AddToLeafR,96,96,97,97,3
97,x*x*x*x*3*x+1,25,-10,-0.04056302790146331,0.011428689755971033,-0.013582692953100621,0.011428787798673568,50814.349421428575,8451.093,143409.77688571427,8451.063999999998,0.23664048552460468,0.2857359227244999,1.189760735524544,0.00001144150688662317,2849612.365,211274.7,6919354.38,211271.8,((((3)*((9)*(x)))*((x)*((x)*(3))))*(((x)+(2))/((8)*((x)*(x))))),((x)*((0)+(x))),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DeleteTerminalR,AddTreeWithMult,DeleteTerminalR,97,97,98,98,3
98,x*x*x*x*3*x+1,25,-10,-0.03061520172853774,0.011428798279100393,0.007188131711613109,0.011429436908979995,192495.5293952381,8451.0609,715308.2772,8450.872,0.8749280139707347,0.2857359227244999,0.8807441649684286,0.000012492133671648494,11086024.94,211275,42231319.48,211271.8,((((x)*((9)/(2)))*((x)*((x)*(9))))*(((9)*(3))*((6)+((1)*(x))))),((2)*((0)+(x))),AddTreeWithMult|AddTreeWithMult|MultXD|AddTreeWithDiv|MutateTerminalR,AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DeleteTerminalR,AddTreeWithMult,AddToLeafR,98,98,99,99,3
99,x*x*x*x*3*x+1,25,-10,-0.017699179353590347,0.011429004168775712,0.03303427031650721,0.011429436908979995,350823.27560000005,8451,1317889.1071999997,8450.872,0.8749280139707347,0.2857359227244999,0.8807441649684286,0.000012492133671648494,11086024.94,211275,42231319.48,211271.8,((((x)*((9)/(2)))*((x)*((x)*(9))))*(((9)*(3))*((6)+((1)*(x))))),((2)*((0)+(x))),AddTreeWithMult|AddTreeWithMult|MultXD|MutateTerminalR|MutateTerminalR,AddToLeafR|FellTreeD|AddXD|AddTreeWithMult|DeleteTerminalR,MutateTerminalR,AddToLeafR,99,99,99,99,3
