gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
77,x*x*x*x,25,-10,-0.03123950589149753,0.0017383025263244724,-0.011960209554749737,0.011638628003809028,6412.150199999999,4010.1857,22219.882400000002,243.03200000000004,0.7095886053667464,0.2883376589428087,0.7937139127988091,0.0046556753350939254,482170.39999999997,6131.93,1686104.64,6098.32,((((x)*(x))*((6)*(4)))*((x)*((x)-((x)*(x))))),((x)*((5)+(7))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|ReplaceBranchXR|DeleteTerminalR|SkipD|AddRandomSubTreeR,MultXD,AddXD,77,77,78,78,2
78,x*x*x*x,25,-10,-0.021322729327259024,0.005445661599842757,0.011424784257616383,0.01164861736094255,16515.7042,613.1699,53556.97519999999,242.94639999999998,0.8544890558929104,0.28798756465074604,0.873153398749893,0.0012422372231174006,1072935.92,6115.469999999999,3365135.2,6101.32,((((x)*(x))*((4)*(x)))*((x)*((x)-((x)*(x))))),((((5)+(1))+((8)*(x)))-((x)+((2)+(x)))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|ReplaceBranchXR|DeleteTerminalR|SkipD|AddRandomSubTreeR,MultXD,AddXD,78,78,79,79,2
79,x*x*x*x,25,-10,-0.024365523633591936,0.0070899255133876175,0.008502878998503785,0.017356414661015368,15954.639,552.1474000000001,56946.1088,194.03560000000002,0.8549714639153136,0.5807550833691209,0.8555775463930638,0.010309969510220332,910064.06,6069.34,3376328.64,3592.56,((((x)*(6))*((8)*(x)))*((x)*((x)-((x)*(x))))),((((1)+(0))*((x)*(x)))*((x)+((8)*((x)+(x))))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|AddTreeWithSub|DeleteTerminalR|SkipD|AddRandomSubTreeR,MultXD,AddXD,79,79,80,80,2
80,x*x*x*x,25,-10,-0.02582078706283787,0.0012049091671751172,0.003856063943132908,0.01279295890359804,27537.7258,6442.043099999998,103853.43840000001,233.14039999999997,0.903052020839824,0.2887857796366489,0.8601929658431748,0.001369155339944397,1339193.8,6111.41,5050791.2,6094.48,((((6)*(x))*((x)*(x)))*((x)*((x)-((x)*(x))))),(((0)-((7)-(1)))*((2)-((8)+(x)))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|AddTreeWithSub|DeleteTerminalR|ReplaceBranchXR|AddRandomSubTreeR,MultXD,AddXD,80,80,81,81,2
81,x*x*x*x,25,-10,-0.032401948780059635,0.009798978053767117,-0.012211278325048376,0.011860961218888291,11934.5308,263.6148,46463.29119999999,241.1268,0.8836339633388429,0.3038818455103909,0.9355097996017179,0.0082314823211227,1056623.4,6064.35,4207963.2,5965.12,((((x)*(x))*((5)*(x)))*((x)*((x)-((x)*(x))))),((((7)-(4))*((x)*((9)-(2))))*(((x)-(x))*((x)+((4)-(6))))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|AddTreeWithSub|DeleteTerminalR|SkipD|AddRandomSubTreeR,MultXD,SkipD,81,81,82,82,2
82,x*x*x*x,25,-10,-0.02466285015218233,0.00846436482239179,0.0038592483260504445,0.017765604869578205,8262.0578,380.97619999999995,24484.3256,190.52919999999997,0.5346596385127689,0.560552308755158,0.7241820181525831,0.1385398963707554,345712.45999999996,5545.68,1052270.64,3765.68,((((x)*(8))+((7)*(x)))*((x)*((x)-((x)*(x))))),((((x)*(x))*((0)+(6)))*((1)*((8)+(x)))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|AddTreeWithSub,AddXD|AddTreeWithSub|DeleteTerminalR|SkipD|AddRandomSubTreeR,AddTreeWithAdd,AddRandomSubTreeR,82,82,83,83,2
83,x*x*x*x,25,-10,-0.034365270069997025,0.009033308364859194,-0.022090213726596374,0.01432669865750509,3825.3066000000003,289.08889999999997,13034.506399999998,219.99759999999998,0.5943737717659281,0.4264335194278993,0.7635077369120169,0.000695080618804837,327745.80000000005,6118.85,1207180.32,4914.96,((((x)*(x))*((x)*(7)))+((x)*((x)-((x)*(x))))),((((x)*(x))*((7)*((4)+(x))))*((x)-((x)*((x)+(x))))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|AddTreeWithSub|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,83,83,84,84,2
84,x*x*x*x,25,-10,-0.02168355928327136,0.011457617585002895,0.0034010785119282694,0.011504938663480034,17777.426399999997,244.58309999999997,56486.044799999996,244.1776,0.8895341573044212,0.2882723080082903,0.7924734725995899,0.0008844730410816875,1301251.9999999998,6111.07,4432718.64,6098.88,((((x)*(x))*((9)*(7)))*((x)*((x)-((x)*(x))))),((0)+((4)*(8))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|AddTreeWithSub|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,AddXD,84,84,85,85,2
85,x*x*x*x,25,-10,-0.02781789258178446,0.011441233172134364,-0.0041392314171914265,0.011470115951229534,13180.569599999999,244.72350000000003,46421.448,244.476,0.871103219391258,0.28661986294975456,0.9295672175066141,0.00032787527559699996,954116.68,6116.46,3798884.64,6113.04,((((6)*(9))*((x)*(x)))*((x)*((x)-((x)*(x))))),((0)+((1)+(9))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|AddTreeWithSub|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,DeleteTerminalR,85,85,86,86,2
86,x*x*x*x,25,-10,-0.02532675311701224,0.011461147702447862,0.011198798863803077,0.011503654984409134,24625.4768,244.55284999999995,94832.2728,244.1886,0.9169162473204919,0.28981272289336596,0.9047248334586185,0.0017507494390422715,1528254.86,6107.34,5893619.2,6085.68,((((x)*(7))*((x)*(x)))*((x)*((x)-((x)*(x))))),((0)+((9)*(6))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|AddTreeWithSub|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,86,86,87,87,2
87,x*x*x*x,25,-10,-0.03187729448298662,0.01147083947943313,-0.012925257529384717,0.011506479078365111,4055.2658,244.46980000000002,13569.004,244.16440000000003,0.2224033412975757,0.28995276061019115,0.5746473406233102,0.0019070797214012565,186965.24000000002,6103.7,629714.64,6084.48,((((x)*(x))*((0)+(9)))*((x)*((x)-((x)*(x))))),((0)+((8)*(7))),AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|SubXD|MultXD,AddXD|ReplaceBranchR|MultXD|FellTreeD|AddRandomSubTreeR,AddTreeWithAdd,AddRandomSubTreeR,87,87,88,88,2
88,x*x*x*x,25,-10,-0.030277008043807063,0.01146864555520287,-0.008553542566026832,0.011579905521220384,21337.470399999995,244.48860000000002,81704.08320000001,243.53520000000003,0.9353858427307373,0.2905129114774913,0.9413824979414461,0.0020704071142469984,1914337,6105.46,7578277.28,6079.68,((((x)*(x))*((9)*(x)))*((x)*((x)-((x)*(x))))),((0)+((8)*(8))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,DeleteTerminalR,88,88,89,89,2
89,x*x*x*x,25,-10,-0.01988044587941019,0.011465086263233566,0.006048884315467462,0.011549097223518871,19366.8448,244.5191,59584.57119999999,243.79919999999998,0.8912617650229419,0.2882723080082903,0.8603989982775669,0.0011989471123080675,1371115.44,6110.01,4503144.64,6098.88,((((x)*(x))*((x)*(8)))*((8)*((x)-((x)*(x))))),((0)+((4)*(8))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddToLeafR|ReplaceBranchR|AddXD|FellTreeD|AddRandomSubTreeR,MultXD,AddXD,89,89,90,90,2
90,x*x*x*x,25,-10,-0.022440634905245723,0.011462367197565214,0.005554729178341822,0.011528558358384528,22105.7015,244.5424,51765.97440000001,243.97519999999997,0.871103219391258,0.28918255316765323,1.0693186698306907,0.0016592505210457514,1793629.36,6110.0199999999995,3798884.64,6091.08,((((x)*(6))*((9)*(x)))*((x)*((x)-((x)*(x))))),((0)+((9)*(5))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|ReplaceBranchR|SubXD|FellTreeD|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,90,90,91,91,2
91,x*x*x*x,25,-10,-0.008178820308506004,0.011461795376888177,0.021193039567431855,0.011556099109360125,21683.930299999996,244.5473,52517.164,243.73919999999998,0.8010135474182395,0.2905129114774913,0.7878887625865033,0.0024936487511779282,914967.04,6109.139999999999,2460790.64,6079.68,((((x)*(x))*((x)*(5)))*((7)*((x)-((x)*(x))))),((0)+((8)*(8))),AddTreeWithAdd|ReplaceBranchR|MultXD|AddToLeafR|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddToLeafR,MultXD,AddXD,91,91,92,92,2
92,x*x*x*x,25,-10,-0.02295357219657037,0.01145594880221073,0.012344016500609121,0.011500270739585865,25441.445499999998,244.5974,94008.67440000002,244.21759999999998,0.9353858427307373,0.28772149298877836,0.897604729387568,0.0008446868077383499,1954079.24,6110.91,7578277.28,6103.6,((((x)*(x))*((x)*(9)))*((x)*((x)-((x)*(x))))),((0)+((x)*(9))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,DeleteTerminalR,92,92,93,93,2
93,x*x*x*x,25,-10,-0.017825811251113398,0.005612373265866275,0.011194195248591799,0.011461246895830612,25037.547799999997,312.32079999999996,80644.35359999999,244.55200000000002,0.9169021770223116,0.28644248184177606,0.8699735679421013,0.00034482658695337626,1575595.96,6116.5,5892621.28,6114.56,((((x)*(x))*((7)*(x)))*((x)*((x)-((x)*(x))))),((0)+((4)+(4))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,DeleteTerminalR,93,93,94,94,2
94,x*x*x*x,25,-10,-0.02758184933663307,0.011438630804563364,-0.004615181623097443,0.011469229045689639,20562.501999999997,244.74580000000003,75253.7944,244.4836,0.9273112390756956,0.2868859346117221,0.953211989192402,0.0008988390183321862,1691850.2,6117.72,6736447.2,6110.76,((((x)*(8))*((x)*(x)))*((x)*((x)-((x)*(x))))),((0)+((4)+(9))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|ReplaceBranchXR|AddRandomSubTreeR,MultXD,AddXD,94,94,95,95,2
95,x*x*x*x,25,-10,-0.033061227751513614,0.011444547398099223,-0.021328930251904653,0.01148337285508897,3475.5363,244.69510000000002,9454.027999999998,244.3624,0.2224033412975757,0.28883245887559056,0.5641498730487986,0.0015590865806524024,217331.1,6114.120000000001,629714.64,6094.08,((((x)*(x))*((x)*(4)))+((5)*((x)-((x)*(x))))),((0)+((8)*(5))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,AddXD,95,95,96,96,2
96,x*x*x*x,25,-10,-0.028931598879805707,0.011465798121627428,-0.004620517202662893,0.01156062699553747,9215.867400000001,244.51300000000003,32508.338400000004,243.70039999999997,0.7419300217500946,0.29224937916612215,0.8248810034383094,0.00299870999944868,510236.2,6103.070000000001,1897407.84,6064.8,((((7)+(4))*((5)*(x)))*((x)*((x)*((x)*(x))))),((0)+((x)*(x))),AddTreeWithAdd|ReplaceBranchR|MultXD|AddTreeWithMult|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,AddXD,96,96,97,97,2
97,x*x*x*x,25,-10,-0.036271896647497054,-0.011411696883694008,-0.03130925695987453,-0.011379931661594187,1825.5180000000003,511.1494,4255.544,510.8772,-0.5769371650764605,0.2877821759994026,0.17631353367986696,0.0006192348974758356,83881.86,6113.08,207158.64,6103.08,((((3)*(1))*((x)*(x)))*((x)*((x)-((x)*(x))))),((0)+((5)*(5))),AddTreeWithAdd|ReplaceBranchR|MultXD|SubXD|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,FellTreeD,97,97,98,98,2
98,x*x*x*x,25,-10,-0.022781240472006106,0.011460943480777492,-0.0012227541483723337,0.01156095375021006,20390.359,244.5546,64356.23039999999,243.69760000000002,0.8800023674869465,0.2910730623447916,0.8101603400296995,0.0023764776011670754,1153576.88,6104.0599999999995,4080613.84,6074.88,((((x)*(x))*((7)*(7)))+((9)*((x)*((x)*(x))))),((0)+((8)*(9))),AddTreeWithAdd|ReplaceBranchR|MultXD|AddTreeWithMult|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,AddXD,98,98,99,99,2
99,x*x*x*x,25,-10,-0.007285995027138599,0.011479008346247925,0.03324658424017861,0.01156095375021006,39936.7752,244.3998,126603.0336,243.69760000000002,0.8800023674869465,0.2910730623447916,0.8101603400296995,0.0023764776011670754,1153576.88,6104.0599999999995,4080613.84,6074.88,((((x)*(x))*((7)*(7)))+((9)*((x)*((x)*(x))))),((0)+((8)*(9))),AddTreeWithAdd|ReplaceBranchR|MultXD|AddTreeWithMult|MultXD,AddXD|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddRandomSubTreeR,MultXD,AddXD,99,99,99,99,2
