gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
70,x*x*x*x*3*x+1,25,-10,-0.034994982312420306,0.000000011361590870471253,-0.028353474120851086,0.00000032753024211877557,26436.278199999997,8451.125600000001,61516.4256,8451.058799999999,-0.5756832082060525,0.000003597152948147576,0.1775549779006877,0.0000006558370177866683,942565.7000000001,211277.56,2241222.2,211277.44,((((5)+((1)*(x)))*((x)*((x)*(7))))+(((7)*(7))+((2)+((2)-((6)*(9)))))),((9)-((5)-(5))),FellTreeD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddRandomSubTreeR,AddTreeWithSub,70,70,71,71,2
71,x*x*x*x*3*x+1,25,-10,-0.03315686494867904,-0.00000014860548244493436,-0.019907470926957917,0.0000008898220450593845,36145.1314,8451.1594,106127.83439999999,8450.94,-0.31961214360970513,0.000028019928227393102,0.3108000483205825,0.000014509738363751484,1194839.04,211276.14,3593778.04,211272.28,((((8)*((5)+(8)))+((0)*((x)*(5))))*(((9)*(x))*((3)*((x)+(1))))),((x)-((5)-(3))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddRandomSubTreeR,AddTreeWithSub,71,71,72,72,2
72,x*x*x*x*3*x+1,25,-10,-0.037730394749671284,0.00000013537221675095272,-0.03658771875186366,0.0000010090960638644255,11987.952800000001,8451.0994,18023.516,8450.9148,-0.8171001835494623,0.000033320995729839374,0.07537863010099916,0.000013589509046024528,543828.5,211275.33000000002,966068.6,211271.16,((((0)+((6)*(9)))*((x)*((5)+(8))))*(((7)+(7))*((3)*((3)-((8)+(1)))))),((x)-((0)-(8))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddRandomSubTreeR,AddTreeWithSub,72,72,73,73,2
73,x*x*x*x*3*x+1,25,-10,-0.037776803494160786,-0.00000017464631275046283,-0.0353930776010019,0.00000012116725720192045,11742.8239,8451.164900000002,24333.5568,8451.1024,-0.6697784892146942,0.0000030291814300480114,0.14896305961421719,0.0000024220614770581827,566632.0599999999,211277.98,1744215.16,211277.56,((((x)*((x)*(x)))*((x)*((0)-(2))))-(((x)*(1))*((x)+((8)+(1))))),((7)-((0)-(1))),AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR|DeleteTerminalR|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,73,73,74,74,2
74,x*x*x*x*3*x+1,25,-10,-0.036923488897576746,-0.0000001292105597558272,-0.032511788532844366,0.0000001590320250775206,16249.9932,8451.1553,39552.396,8451.0944,-0.5597414139272295,0.000004354448305659579,0.198528977944807,0.0000035024867700023603,752816.26,211278.13,2325426.04,211277.28,((((0)+((5)*(3)))*((x)*((x)*(6))))-(((0)*(6))*((8)*((x)+(1))))),((8)-((1)-(6))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|FellTreeD|AddTreeWithSub,AddRandomSubTreeR,FellTreeD,74,74,75,75,2
75,x*x*x*x*3*x+1,25,-10,-0.03836906573418365,-0.0002961189852711699,-0.03800771282602748,0.0000005092811279189012,8614.521400000001,8522.110900000001,10523.171199999999,8451.020400000001,-0.9243510026117224,0.000013441992595665862,0.0179579962253011,0.0000053802068970879945,257324.32,211277.03,399574.6,211275.36,((((x)*((x)*(x)))*((3)*((x)*(x))))-(((7)-(6))*((2)+((0)+(1))))),((x)-((8)-(5))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR,MutateNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddTreeWithSub,AddRandomSubTreeR,AddTreeWithSub,75,75,76,76,2
76,x*x*x*x*3*x+1,25,-10,-0.03700494559306166,0.0000000932475693411959,-0.03294119953691389,0.00000041083273144234087,15819.7426,8451.1083,37284.2664,8451.041200000001,-0.5423949882193241,0.000031806405014815366,0.20694720294094368,0.000001594334559397345,777838.7000000001,211271.89,2417049.08,211271.48,((((x)*((x)*(7)))+((0)*((x)+(4))))*(((x)*(3))*((x)+((6)-(0))))),((8)-((6)+(x))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR,AddXD|DeleteMaliciousR|FellTreeD|AddTreeWithAdd|AddXD,AddRandomSubTreeR,AddXD,76,76,77,77,2
77,x*x*x*x*3*x+1,25,-10,-0.03750348736405365,0.00000022577342570966694,-0.03506833375142348,0.0000009693380934409046,13186.4674,8451.0803,26048.839200000002,8450.9232,-0.8054146163683711,0.00003294234805115225,0.07673624678936429,0.000004576196489839209,535201.84,211272.03,1027791.24,211271.24,((((3)+((7)-(6)))*((9)+((1)*(x))))*(((x)*(x))*((3)*((x)+((1)-(x)))))),((8)-((2)+(x))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|SubXD|AddRandomSubTreeR,AddXD|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddXD,AddRandomSubTreeR,AddXD,77,77,78,78,2
78,x*x*x*x*3*x+1,25,-10,-0.038469348034960535,-0.019999314172402517,-0.03829253880428743,0.0000013063344916840985,8084.8348,6665.8711,9018.733199999999,8450.851999999999,-0.9513526715013665,0.00003237437653305268,0.004323664249316739,0,222696.90000000002,32767,256953,211271.36,((((x)*(x))*((7)+((0)+(3))))*((x)*((3)*((9)-(x))))),((4)-((1)+(x))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR,AddXD|DeleteMaliciousR|FellTreeD|DivXD|AddXD,AddRandomSubTreeR,AddXD,78,78,79,79,2
79,x*x*x*x*3*x+1,25,-10,-0.03827504304750798,0.0000007781209798284304,-0.03730060282603695,0.0000010090960638644255,9111.145,8450.9636,14258.0944,8450.9148,-0.8545472575968558,0.000033320995729839374,0.0529308783680919,0.000003103217363785926,348931.36,211271.6,768274.84,211271.16,((((x)*((x)*(9)))+((9)*((4)-(x))))*(((9)+(6))*((3)*((x)+(1))))),((9)-((1)+(x))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|AddRandomSubTreeR,AddXD|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddXD,AddTreeWithAdd,AddXD,79,79,80,80,2
80,x*x*x*x*3*x+1,25,-10,-0.038495010994981975,0.0000012519038878619764,-0.0381083352660142,0.0000014994448078434604,7949.2842,8450.863500000001,9991.688,8450.8112,-0.9521483617334869,0.00004998149359469018,0.004820973547341224,0.000010653146625565498,218791.90000000002,211269.71000000002,252750.2,211267.64,((((2)+(4))*((3)+((5)*(x))))*(((0)-(9))*((6)+((9)+(0))))),((x)-((8)+(x))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR,AddXD|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddXD,AddRandomSubTreeR,AddXD,80,80,81,81,2
81,x*x*x*x*3*x+1,25,-10,-0.03833076949727894,0.0000011491957050017355,-0.03725266936200706,0.0000012608967702306234,8816.8004,8450.8852,14511.2768,8450.8616,-0.8543731856859818,0.000031806405014815366,0.06002435359178684,0.0000016675909155536757,299643.86,211271.79,769194.28,211271.48,((((x)*(x))*((x)*((3)+(9))))*(((6)-(0))-((6)*((x)+(1))))),((8)-((6)+(x))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR,AddXD|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddXD,AddRandomSubTreeR,AddXD,81,81,82,82,2
82,x*x*x*x*3*x+1,25,-10,-0.038186519309611686,0.0000011865871632781158,-0.03736010806604751,0.0000021582917688665053,9578.723399999999,8450.8773,13943.7904,8450.671999999999,-0.8757312017993337,0.00005263202734605107,0.040997408794079364,0.000011402996482204124,342728.54,211270.66,656382.2,211267.08,((((x)*((6)+(0)))*((x)*((x)*(3))))+(((9)*(1))-((5)+((0)-(7))))),((x)-((6)+(x))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR,DeleteNonTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithSub|DivXD,AddRandomSubTreeR,DeleteNonTerminalR,82,82,83,83,2
83,x*x*x*x*3*x+1,25,-10,-0.037611393451856365,0.0000011752277329150914,-0.03506351235480045,0.0000014729394703298517,12616.5123,8450.8797,26074.305600000007,8450.8168,-0.6608984589986094,0.00003351031956925181,0.149125034877439,0.0000008087917963772157,609650.92,211271.35,1791119.08,211271.12,((((x)*((x)*(8)))*((7)+((1)*(5))))-(((0)*(3))*((x)+((5)*(7))))),((9)-((0)+(x))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR,AddXD|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddXD,AddRandomSubTreeR,AddXD,83,83,84,84,2
84,x*x*x*x*3*x+1,25,-10,-0.03808912631781225,0.0000012424376958941093,-0.036882711647486584,0.0000013214803988329612,10093.148799999999,8450.8655,16465.3768,8450.8488,-0.8400001741779323,0.00003294234805115225,0.05999991291103385,0.0000007631887954921383,369736.62,211271.37,845111.88,211271.24,((((x)-(0))*((x)+((0)*(x))))*((x)*((3)*((5)*(x))))),((6)-((0)+(x))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|AddRandomSubTreeR,AddXD|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddXD,AddRandomSubTreeR,AddXD,84,84,85,85,2
85,x*x*x*x*3*x+1,25,-10,-0.038274350122255864,0.000001192740188057987,-0.03757767129784332,0.0000017985764740545028,9114.805,8450.876,12794.631199999998,8450.748,-0.886745002560605,0.00005660782797288577,0.036627498719697504,0.000011995823003230705,308010.6,211270.03999999998,598207.8,211266.24,((((5)*(4))*((x)*((0)-(7))))*(((3)*(x))+((7)+((5)*(x))))),((x)-((3)+(x))),AddTreeWithSub|DeleteMaliciousR|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|FellTreeD|AddTreeWithSub|AddXD,AddRandomSubTreeR,AddXD,85,85,86,86,2
86,x*x*x*x*3*x+1,25,-10,-0.0343944242236066,0.0011724750574997787,-0.028268420764660056,0.009375373322945767,29608.398999999994,8203.409599999999,61965.6736,6470.316,-0.5600004392313074,0.4687359131230766,0.16867464363772097,0.2343799713593871,1271723.22,186523.58000000002,2324057.88,112244.52,((((x)*(x))*((x)*((x)*(4))))*((9)*((0)+((1)*(x))))),((((6)-((5)+(1)))*(((x)*(x))*((x)*(2))))*(((0)+((7)*(x)))+((x)-((3)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|AddTreeWithSub|AddXD,AddRandomSubTreeR,AddXD,86,86,87,87,2
87,x*x*x*x*3*x+1,25,-10,-0.03787185880985355,0.00011478247157712961,-0.03677513102629613,0.0004578020827515577,11240.746000000001,8426.877,17033.6128,8354.404400000001,-0.8225065605443438,0.04568043461180566,0.06978424719600233,0.022860908736766983,439451.80000000005,208871.78,937512.36,201626.92,((((x)*(0))-((9)*((7)-(x))))*(((x)*(3))*((x)+((1)*(x))))),((((x)*((0)-(9)))*((7)-((x)*(x))))*(((3)*(x))+((0)*((x)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddTreeWithSub,AddXD,87,87,88,88,2
88,x*x*x*x*3*x+1,25,-10,-0.0325805144875335,-0.0001294224009919008,-0.025083119867549044,0.008127645918982653,39189.388600000006,9003.1612,78790.2896,6733.9336,-0.2718310171139285,0.008102303029844184,0.3209632193469268,0.003787709884780786,2286388.42,210742.14,3846155.8,209566.36,((((x)*((x)*(3)))+((x)*((2)*(x))))*(((4)-(6))*((x)+((0)*(x))))),((((x)*((x)*(7)))+(((3)*(3))-((2)*(3))))*(((0)*(0))+((1)*((x)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddTreeWithSub,AddXD,88,88,89,89,2
89,x*x*x*x*3*x+1,25,-10,-0.034754345237387484,0.0006062150016629645,-0.02469881882624519,0.006365196219960227,28320.695200000006,8326.5341,83273.6816,7106.300799999998,0.1935476089179114,0.2995837715391366,0.5767738044589557,0.14937395125942204,1795863.12,195317.34,6549617.88,147982.68,((((x)*((x)*(x)))*((x)*((3)*(7))))+(((0)+(3))*((9)-((2)*(x))))),((((x)*((x)*(4)))-(((3)-(1))*((0)*(x))))+(((7)*(x))+((1)*((x)+((0)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddTreeWithSub,AddXD,89,89,90,90,2
90,x*x*x*x*3*x+1,25,-10,-0.034505930550336,-0.0008888444122198383,-0.023220434706467587,0.0027805121399178917,29019.4276,9172.0952,88628.90879999999,7863.666400000001,-0.21333404014233362,0.26852671028056857,0.3759574300629134,0.13366923377159629,1176644.64,196903.84999999998,4155134.2,154544.36,((((x)*((x)*(x)))*((7)*((4)*(x))))+(((0)*(2))-((4)+((0)*(x))))),((((x)*((x)*(4)))*(((x)-(3))*((0)*(3))))*(((6)+(4))+((1)*((x)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|SkipD|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddTreeWithSub,AddXD,90,90,91,91,2
91,x*x*x*x*3*x+1,25,-10,-0.03695124933854983,0.0012675642444827573,-0.034619804068758635,0.005380464240986529,16103.3638,8183.6234,28417.952800000003,7314.3532000000005,-0.5849820227548322,0.5256220471397428,0.16128032300817638,0.26659338118455517,1007751.26,184677.08000000002,2192106.28,100225.72,((((x)*((x)*(x)))*((8)+((8)*(3))))*(((0)+(6))+((2)-((0)*(x))))),((((4)-((1)-(1)))*(((x)*(x))*((x)*(3))))*(((0)+(x))+((7)*((x)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddRandomSubTreeR,AddXD,91,91,92,92,2
92,x*x*x*x*3*x+1,25,-10,-0.03508314599400581,0.00039355679487712347,-0.02512993101892686,0.001442185705860806,27443.731400000004,8368.101299999998,84435.5544,8146.4256000000005,0.2828510732280789,0.14284483680758356,0.6214255366140394,0.06781534694056353,1999762.04,202268.47,7365213.56,181098.2,((((x)*((x)*(8)))+((4)*((x)*(0))))+(((0)-(8))*((x)+((1)*(x))))),((((x)*((9)-(0)))*(((x)*(x))*((6)+(9))))+(((4)*(0))+((1)*((x)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,DeleteTerminalR,SkipD,92,92,93,93,2
93,x*x*x*x*3*x+1,25,-10,-0.022092651027351168,-0.001341645476044494,0.006317035145378831,0.011541147169939918,119390.67020000001,10765.6456,343863.9304,6012.7352,0.6324963326342132,0.31840824088808023,0.6568283332833326,0.14862967186177686,5433126.500000001,189820.12,14372523.24,144005.48,((((6)*((x)-(9)))*((x)*((x)*(x))))*(((3)+(0))*((x)+((1)*(x))))),((((x)*((x)*(x)))*(((0)+(0))+((3)*(3))))-(((0)*(x))+((1)*((x)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddTreeWithSub,AddXD,93,93,94,94,2
94,x*x*x*x*3*x+1,25,-10,-0.029223237846928516,0.0019218578055725832,-0.0129518424611897,0.010399388105351147,61878.46,8045.0823,162691.5,6253.964,0.44865971332891674,0.45410875329305156,0.6693796410291092,0.2146273505731601,2950882.86,180391.36,9580208.68,115334.92,((((x)*((1)+(6)))*((x)*((8)*(9))))-(((0)*(3))*((x)+((1)*(x))))),((((x)*((4)*(4)))*(((5)+(2))*((x)*(x))))-(((4)*(x))+((0)*((0)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddTreeWithSub,AddXD,94,94,95,95,2
95,x*x*x*x*3*x+1,25,-10,-0.02930910720171128,-0.0010722123496546187,-0.008005548498322985,0.001831350323885761,65756.6199,9104.4196,206144.474,8064.2036,0.5372335247992639,0.07052805258658966,0.7013798409496845,0.035167347319714534,3713817.16,207522.06,11413867,196377.16,((((x)*((7)*(8)))-((4)+((0)*(x))))*(((x)*(3))*((x)+((1)*(x))))),((((0)*((9)+(6)))+(((6)*(x))*((x)*(2))))-(((0)*(x))+((1)*((x)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithAdd|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddTreeWithAdd,SkipD,95,95,96,96,2
96,x*x*x*x*3*x+1,25,-10,-0.03396727299772664,-0.004033573100069745,-0.02668441851299923,0.00009643777730026463,31867.342200000003,11719.4724,70343.3008,8430.7528,0.014326419160541037,0.004204882472493723,0.48507473734283074,0.012895930245812886,2290674.16,212349.41999999998,5358726.36,210389.8,((((9)+(8))*((x)*((x)*(x))))*(((3)*(x))+((0)+((9)*(x))))),((((0)+((5)*(x)))*((x)*((7)+(0))))*(((x)+(0))*((x)+((x)+(x))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,MultXD,AddXD,96,96,97,97,2
97,x*x*x*x*3*x+1,25,-10,-0.0338120655091049,-0.00013151397061029167,-0.02306512075634432,0.0006435230894621413,32877.5396,8485.021700000001,90221.86239999998,8315.1656,0.11384961241478478,0.0027202049241237436,0.5097842157989911,0.002419803504549602,1969291.08,211304.65000000002,5960562.76,210703.48,((((x)*((x)*(x)))*((x)*((2)-(1))))+(((6)*(x))+((6)-((0)*(x))))),((((x)*((x)*(x)))*((1)-((0)+(0))))*(((1)*(4))*((x)+((x)+(x))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddTreeWithSub,AddXD,97,97,98,98,2
98,x*x*x*x*3*x+1,25,-10,-0.03298116433422797,-0.0002598223448145202,-0.017579819185129096,0.006368092874702643,37313.0112,9303.0793,119381.7344,7105.6888,0.12599349589330924,0.025783256388969625,0.5267409304600559,0.013082216421021392,1836656.1600000001,209958.62,6043381.8,205830.76,((((x)*((0)-(2)))+((x)*((x)*(x))))*(((3)*(x))+((x)+((1)*(x))))),((((x)*((x)*(0)))+((1)*((x)*(3))))*(((0)+(6))+((1)*((x)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|ReplaceBranchR|MultXD,AddXD|DeleteMaliciousR|ReplaceBranchXR|SkipD|AddXD,AddRandomSubTreeR,AddXD,98,98,99,99,2
99,x*x*x*x*3*x+1,25,-10,-0.02783631518689414,0.00019409204155120894,0.00005269110926434006,0.001031330255558785,64967.547,8410.124399999999,214434.5568,8233.2304,0.12599349589330924,0.025783256388969625,0.5267409304600559,0.013082216421021392,1836656.1600000001,209958.62,6043381.8,205830.76,((((x)*((0)-(2)))+((x)*((x)*(x))))*(((3)*(x))+((x)+((1)*(x))))),((((x)*((x)*(0)))+((1)*((x)*(3))))*(((0)+(6))+((1)*((x)+((x)+(x)))))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|DeleteTerminalR|MultXD,AddXD|DeleteMaliciousR|SkipD|SkipD|AddXD,AddTreeWithSub,SkipD,99,99,99,99,2
