gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
81,x*x*x*x*3*x+1,25,-10,-0.03834072571614109,-0.0025530173642413444,-0.03749020413842981,0.0022720015600284377,8764.212099999999,9715.639700000002,13256.628799999999,7971.1035999999995,-0.911255987603075,0.0664284341687879,0.030332647709702832,0.04682493161087157,256105.06,213272.94,468741.88,197243.32,((((x)*((x)*(2)))+((9)*((x)*(7))))+(((4)*(9))+((0)*((7)-((0)+(1)))))),((((x)*((x)*(x)))-((5)*((5)-(0))))*(((3)*(x))+((4)-((7)-((7)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,81,81,82,82,4
82,x*x*x*x*3*x+1,25,-10,-0.03747369199472543,0.003367245422041815,-0.034272534317312434,0.020502348088917835,13343.8452,7741.7379,30252.216,4119.4288,-0.6007655120121242,0.5695663821444901,0.18507779890769063,0.28494626903400333,646538.68,181245.55,2108738.6,90941.24,((((7)*((4)*(2)))-((4)*((9)*(x))))*(((x)*(3))*((3)+((x)+(1))))),((((4)*(2))*((7)*((x)*(x))))*((x)*((0)+((9)+(x))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,82,82,83,83,4
83,x*x*x*x*3*x+1,25,-10,-0.035454364681259114,-0.0031264298598811407,-0.026127543759838927,0.0016857792237911923,24009.841200000003,35007.0793,73273.68959999998,8094.959599999999,-0.3155184169497847,0.032226514614380516,0.3227273348802065,0.01783852375570904,1058477,208324.95,3615400.92,204469.44,((((x)*((x)*(0)))+((8)*((7)-(1))))+(((7)*(x))*((3)*((x)+((5)*(8)))))),((((9)-((8)+(8)))*((7)-((1)+(7))))*(((x)*(3))*((x)+((7)*((8)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|ReplaceBranchR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,83,83,84,84,4
84,x*x*x*x*3*x+1,25,-10,-0.03698490411641668,0.00041937264736275763,-0.022184482694174903,0.0026386101358303903,38508.888557142855,8366.104464285714,131614.36182857142,7893.647199999999,0.5593974898028846,0.23241811033982684,0.7605982267969121,0.11629339799022678,3148367.14,199028.38,11988027.48,162173.32,((((x)*((x)*(x)))*((x)*((x)-(0))))-(((5)*(3))*((9)*((9)+(1))))),((((x)*((x)*(x)))*((x)*((3)*(4))))+(((2)*(2))+((9)+((3)-((0)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|ReplaceBranchR|DeleteTerminalR|SkipD|SkipD,AddRandomSubTreeR,SkipD,84,84,85,85,4
85,x*x*x*x*3*x+1,25,-10,-0.03402375556537284,-0.0037005129503215445,-0.021847321552189602,0.00036703834091733216,33199.1803,18537.602400000003,102413.3352,8373.580800000002,0.2952182722269382,0.0179878473027506,0.6185685182896195,0.012685711260739441,2109918.43,210823.62,7494455.08,207477.76,((((7)*((3)*(x)))*((8)+((5)*(x))))*(((6)*(2))*((x)+((4)*(9))))),((((x)*((x)*(5)))-((1)-((4)*(5))))*(((7)+(x))+((0)*((5)-((0)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,85,85,86,86,4
86,x*x*x*x*3*x+1,25,-10,-0.036400679066747064,-0.00017039606098044128,-0.031592382744646624,0.004131027242753868,19011.4512,8517.3935,44408.656,7578.331999999999,-0.6805044723023956,0.10598518919604585,0.11886988578435655,0.05135258415654856,749998.24,205087.85,1687561,188885.84,((((7)-((9)+(7)))*((x)*((x)*(5))))*(((6)*(3))*((x)+((4)*(7))))),((((4)*((x)*(x)))*((x)*((5)*(2))))-(((0)+(9))-((5)*((9)+((1)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR,MutateTerminalR|MutateNonTerminalR|AddXD|FellTreeD|SkipD,AddRandomSubTreeR,FellTreeD,86,86,87,87,4
87,x*x*x*x*3*x+1,25,-10,-0.034137806776799194,-0.004008080731911577,-0.021628339426404315,0.0027792095919030014,32236.377300000004,12022.056299999998,102128.4304,7863.941599999999,0.2659658634919567,0.00003029181429992911,0.6074343627091587,0.0019043297931467253,2003228.1800000002,211537.56,7195789.32,211271.8,((((7)*(7))*((4)-((x)*(x))))*(((x)*(2))+((9)*((7)*(4))))),((((9)*(0))*((3)+((2)*(x))))+((3)-((5)-((6)+(x))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,87,87,88,88,4
88,x*x*x*x*3*x+1,25,-10,-0.03692999260690407,0.002392139368879585,-0.03250574501297342,0.011759180076316442,16215.640900000004,7963.899,39584.3176,5966.669599999999,-0.5311305832783505,0.6390130169605762,0.21192551829943385,0.33635729749788773,801151.76,182306.95,2476547.16,76268.68,((((x)*((x)*(x)))*((x)*((7)-(9))))-(((x)-(6))+((4)*((x)+((8)*(7)))))),((((x)+((x)*(x)))*((8)*((3)*(8))))*(((x)+(x))+((5)+((9)+(x))))),AddTreeWithSub|DeleteNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddTreeWithSub,SkipD,88,88,89,89,4
89,x*x*x*x*3*x+1,25,-10,-0.035333818633441594,-0.002069142452630653,-0.02893448081250219,0.005630000634234863,24646.56,9720.8368,58447.574400000005,7261.631600000001,-0.27905529676038515,0.0006643373523629751,0.3282911625270571,0.0007283883095950405,1228478.02,211297.49,3807997.48,211137.84,((((x)*((x)*(x)))*((x)*((6)*(7))))-(((4)+(6))*((8)+((3)+(1))))),((((8)*((4)*(1)))*((x)-((1)+(4))))-(((7)*(3))*((x)+((1)+(x))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|AddToLeafR|SkipD,AddRandomSubTreeR,MutateNonTerminalR,89,89,90,90,4
90,x*x*x*x*3*x+1,25,-10,-0.029407656480793642,-0.0055677115284079185,-0.0020261678011345265,0.008024718120468654,111106.2468,102348.0257,421207.9328,6755.68,0.781982936880029,0.21917263588955235,0.8680920791717934,0.1083546355699227,6238522.02,199306.86,24227255.08,164971.8,((((8)*((9)*(x)))*((x)*((8)*(7))))*(((9)*(3))*((4)-((1)+(1))))),((((7)*((4)*(3)))*((x)*((x)*(x))))-(((4)*(7))+((3)-((2)+((1)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SubXD|SkipD,AddRandomSubTreeR,MutateNonTerminalR,90,90,91,91,4
91,x*x*x*x*3*x+1,25,-10,-0.03574485007918469,-0.014497463105399545,-0.0286578880736394,0.010261601179656377,22475.5104,13481.147471428572,59908.52480000001,6283.076000000001,-0.38615064308575137,0.5134222082543302,0.2899179807140836,0,949057.8,211271.8,3242324.68,102803.28,((((x)*((0)+(x)))*((x)*((7)*(3))))-(((0)*(x))+((2)*((8)*((x)+(1)))))),((((x)*(5))-((1)+((8)*(x))))*((7)*((8)*((x)+(x))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,FellTreeD|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,91,91,92,92,4
92,x*x*x*x*3*x+1,25,-10,-0.037183262239076253,-0.0009513948378288082,-0.035082901084920265,0.01117258855859242,14877.882100000003,11139.9989,25971.895200000006,6090.6035999999995,-0.7465990149480637,0.5582987738441544,0.08713528169413062,0.2875676563842413,649746.8,184404.83000000002,1338452.6,93321.84,((((x)*((x)*(x)))*((3)-((4)*(8))))-(((1)*(3))*((0)+((x)+((9)+(6)))))),((((x)*((x)*(9)))-((5)-((7)+(x))))*(((x)+(3))*((x)+((4)*((9)+(x)))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,92,92,93,93,4
93,x*x*x*x*3*x+1,25,-10,-0.03644656204000223,-0.002795625130842083,-0.03180122844666416,0.0012536797454730311,18769.0994,9700.615199999998,43305.542400000006,8186.2528,-0.5499915239717112,0.007846337199010638,0.19703980118227613,0.012387460737420822,818832.1000000001,211786.72,2376924.52,209620.44,((((x)*((x)*(x)))*((3)-((9)*(3))))-(((3)+(8))*((x)*((3)*((x)+(1)))))),((((1)*((3)*(x)))+((x)*((7)+(9))))*(((4)*(7))*((x)+((1)+(x))))),AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|SkipD|AddXD|SkipD|SkipD,AddRandomSubTreeR,SkipD,93,93,94,94,4
94,x*x*x*x*3*x+1,25,-10,-0.041529724694872955,-0.0065517798408785246,-0.02044052045177035,0.0018710082711137915,156165.99910000002,26920.640900000002,601837.3852,8055.824799999999,0.9033026561661219,0.08339222882436531,0.9345446002452419,0.04038998876970631,13791727.090000002,206435.08000000002,54623579,193659.24,((((9)+((2)*(x)))*((6)*((9)*(2))))*(((x)*(3))-((9)*((9)*((x)+(1)))))),((((x)*((9)*(6)))+((9)-((3)*(4))))*(((3)+(1))*((3)*((4)+((2)+(x)))))),AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddTreeWithMult,SkipD,94,94,95,95,4
95,x*x*x*x*3*x+1,25,-10,-0.03281892642541542,-0.0033705042125801994,-0.021981171537701558,0.005891091461400184,38019.4336,11242.0701,95531.94559999999,7206.4688000000015,0.07893455151699659,0.17318549665796096,0.487631078311348,0.08650290157096191,1912199,202100.56,5734614.2,174687.88,((((x)*((x)*(6)))*((6)*((9)-(4))))+(((6)*(3))*((3)*((x)+((x)*(6)))))),((((x)*((1)*(5)))*((3)+((4)*(6))))*(((6)-(3))*((x)+((2)*((9)+(x)))))),AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|SkipD|SkipD,AddTreeWithMult,SkipD,95,95,96,96,4
96,x*x*x*x*3*x+1,25,-10,-0.01917325302244043,-0.0015922648937676653,0.012713680242906764,0.003900866251227057,159158.9658,10231.143,475043.3888,7626.96,0.5697569015857332,0.19504331256135285,0.5486685714784963,0,5625796.640000001,211278.2,12276675.72,170069.8,((((x)*((4)-(x)))*((7)-((4)*(x))))*(((5)+(7))*((8)*((3)*((x)+(1)))))),((((x)*((x)*(8)))*(((1)+(1))*((1)*(2))))*(((1)*(1))*((x)+((x)+((8)+(x)))))),AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|FellTreeD|SkipD,AddTreeWithMult,AddXD,96,96,97,97,4
97,x*x*x*x*3*x+1,25,-10,-0.02704950608711719,-0.0032401139310621494,-0.009685383504527655,0.003013141914310138,144898.16600000003,26252.4356,464508.69279999996,7814.5168,0.8689686938139881,0,0.832376405779364,0,12079628.9,211278.2,40310633.8,211278.2,((((x)*((x)*(7)))*((x)*((x)*(3))))*(((x)+(7))+((8)-((8)*((6)*(7)))))),(0),AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|FellTreeD|SkipD,AddTreeWithMult,MutateTerminalR,97,97,98,98,4
98,x*x*x*x*3*x+1,25,-10,-0.031245580880480402,0,-0.01469462709133862,0,47650.724,8451.128,139302.9456,8451.128,0.2777362882070845,0,0.5896515311607415,0,2330770.5,211278.2,7313056.04,211278.2,((((7)*((x)*(x)))*((x)*((7)*(1))))-(((x)*(9))+((8)+((7)*((x)+(1)))))),(0),AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|DeleteMaliciousR,MutateTerminalR|MutateNonTerminalR|AddXD|FellTreeD|SkipD,AddTreeWithAdd,MutateTerminalR,98,98,99,99,4
99,x*x*x*x*3*x+1,25,-10,-0.025136186332271597,0,0.006149846351456143,0,82740.8234,8451.128,260684.72560000003,8451.128,0.2777362882070845,0,0.5896515311607415,0,2330770.5,211278.2,7313056.04,211278.2,((((7)*((x)*(x)))*((x)*((7)*(1))))-(((x)*(9))+((8)+((7)*((x)+(1)))))),(0),AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,MutateTerminalR|MutateNonTerminalR|AddXD|FellTreeD|SkipD,AddTreeWithAdd,MutateTerminalR,99,99,99,99,4
