gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
68,x*x*x*x*3*x+1,25,-10,-0.0384,0.011913381774091491,-0.0384,0.01256706492739363,8451.128,8307.7262,8451.128,8114.3736,-0.96,0.3911947105082979,0,0.04261611318399151,211278.2,197772.32,211278.2,180078.2,(0),(((8)*((x)*(1)))*((7)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteTerminalR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,68,68,69,69,4
69,x*x*x*x*3*x+1,25,-10,-0.0384,0.01225730475607178,-0.0384,0.014916733346973665,8451.128,8205.9974,8451.128,7419.3664,-0.96,0.5689340946135069,0,0.12980742240206444,211278.2,184647.02000000002,211278.2,127504.76,(0),(((8)*((5)*(x)))*((4)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteTerminalR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,69,69,70,70,4
70,x*x*x*x*3*x+1,25,-10,-0.0384,0.01178935572691767,-0.0384,0.013361968113267585,8451.128,8344.4118,8451.128,7879.249600000001,-0.96,0.37707466810516715,0,0.04378048443928592,211278.2,203551.58000000002,211278.2,184254.76,(0),(((8)*((6)*(x)))+((8)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteTerminalR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,70,70,71,71,4
71,x*x*x*x*3*x+1,25,-10,-0.0384,0.014155465569634184,-0.0384,0.022650571616002025,8451.128,7644.541399999999,8451.128,5131.7784,-0.96,0.6377446554218222,0,0.17850313005289106,211278.2,165579.21999999997,211278.2,107151.32,(0),(((5)*((7)*(x)))*((6)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteTerminalR|MultXD|SubXD|AddTreeWithSub|FellTreeD,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,71,71,72,72,4
72,x*x*x*x*3*x+1,25,-10,-0.03839446186118587,0.01082317858892009,-0.03837781185186166,0.017354542832287337,8480.3802,9670.3016,8568.3248,6698.2880000000005,-0.9577811851861668,0.4636110790688025,0.0011100018897331825,0.08487788030329697,214203.41999999998,177517.62,222997.88,158658.2,((((0)-((x)-(x)))-((4)-((5)-(x))))*(((x)*(x))*((x)-((2)-(8))))),(((x)*((3)*(4)))*((8)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,72,72,73,73,4
73,x*x*x*x*3*x+1,25,-10,-0.038397860224102624,0.012676534675945877,-0.038391357745380265,0.020417678140547797,8462.4302,8081.993600000001,8496.776,5792.2447999999995,-0.9591369862105982,0.7271295787801513,0.0004311033822398511,0.22909850667693102,212421,181931.5,215836.6,80712.2,((((0)*((0)*(3)))*(((7)-(6))*((0)-(x))))-(((x)*((x)-(x)))*((4)+((7)*((x)-(x)))))),((((6)*(x))+((x)+((0)*(5))))*((9)+((0)*((x)*(x))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,73,73,74,74,4
74,x*x*x*x*3*x+1,25,-10,-0.03840019619629474,0.008997425245776904,-0.03839951290762606,0.014393336774519497,8450.091699999999,61324.9079,8453.7008,7574.1816,-0.9599987883274281,0.4240886457489969,0.0000006995594855171932,0.06605915116384546,211281.40000000002,195979.74,211284.6,170348.52,((0)*((x)-(x))),(((x)*((2)*(5)))*((x)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,74,74,75,75,4
75,x*x*x*x*3*x+1,25,-10,-0.03839825339291986,0.011650686156924848,-0.03839275192613341,0.014350279124193323,8460.353500000001,8385.4288,8489.412,7586.9176,-0.9592873850685967,0.40596196997945966,0.0003581388684673957,0.05939155929419638,212204.91,196800.94,215042.2,175710.2,((((7)*(1))-((x)*(x)))+((0)*((x)-(x)))),(((x)*((8)*(2)))*((4)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|MultXD|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|MultXD|MultXD,SubXD,MultXD,75,75,76,76,4
76,x*x*x*x*3*x+1,25,-10,-0.03839972858534387,0.008804274811272725,-0.0383985050989643,0.013499474017804823,8452.5616,9888.056199999999,8459.024,7838.576800000001,-0.9598553565867183,0.29038842084579874,0.00007255688448507298,0.003012577788166492,211467.62,210684.06,212042.2,209895.64,((((0)-(x))*((x)-((3)-(8))))*((x)+((x)*((x)-(x))))),(((3)*((x)-(6)))*((2)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|ReplaceBranchR|MutateNonTerminalR|SubXD|DivXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,AddXD|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,MultXD,76,76,77,77,4
77,x*x*x*x*3*x+1,25,-10,-0.04099991845822238,0.0008115001250213472,-0.038399189315319805,0.015974918377759748,NaN,NaN,8455.41,7106.3664,-0.9599310482576999,0.3618092164738245,0.000034091512231920735,0.0301472862521478,211374.07,205441.08000000002,211642.4,188770.12,((((0)-(0))-((x)-((x)-(8))))*(((7)+(7))*((x)-((9)-(8))))),(((x)*((8)*(5)))+((5)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,77,77,78,78,4
78,x*x*x*x*3*x+1,25,-10,-0.038398439479321575,0.012991986733267187,-0.03839379752383351,0.01747201286536627,8459.3706,7988.6862,8483.8892,6663.5416,-0.9596027152825044,0.7295028883380166,0.00019860269835936942,0.21784374559962918,211803.14,176553.5,213376.64,80010.2,(((((x)*(1))*((x)*(5)))-(((0)*(0))-((x)-(x))))-(((x)-((x)*(6)))-(((x)+(x))*((x)-((2)-(7)))))),(((x)*((6)*(9)))*((6)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,78,78,79,79,4
79,x*x*x*x*3*x+1,25,-10,-0.03839724227109091,0.013076697318647032,-0.03838896060265565,0.016992547537525673,8465.6942,7963.6296999999995,8509.4376,6805.3624,-0.9589044662440328,0.6551976087858162,0.0005471610416976636,0.16272496212604634,212729.64,157182.09999999998,217064.76,101988.92,((((0)+((7)*(0)))-((x)+((x)-(8))))-(((5)-(x))*((x)*((x)*((x)-(x)))))),(((x)*((4)*(7)))*((x)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|MutateNonTerminalR|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddToLeafR|MultXD,SubXD,AddTreeWithMult,79,79,80,80,4
80,x*x*x*x*3*x+1,25,-10,-0.03839967086050525,0.007469137820768346,-0.038398037241892446,0.01337206042621935,8452.866499999998,11240.8106,8461.4952,7876.264399999999,-0.959888753311984,0.3461686331778939,0.0000551552433313641,0.01206730780113189,211429.9,213380.68,211865.8,193396.44,((((0)-(x))-((x)-(x)))*((8)+((x)*((x)-(x))))),(((4)*((x)*(8)))-((2)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,80,80,81,81,4
81,x*x*x*x*3*x+1,25,-10,-0.03840014248512151,0.011760802311157247,-0.03839986073338376,0.014516843533448181,8450.375399999999,8352.8576,8451.8636,7537.649600000001,-0.9599933433738076,0.40596196997945966,0.0000031703522926179905,0.06509784252717561,211288.63999999998,204156,211313.36,175710.2,((((0)-(x))+((7)+(2)))-((x)*((x)-(x)))),(((x)+((x)*(9)))*((7)*((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|SubXD|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MultXD|MultXD,SubXD,AddTreeWithMult,81,81,82,82,4
82,x*x*x*x*3*x+1,25,-10,-0.03839327853039263,0.009272323332925944,-0.03837661373487657,0.012030472483335103,8486.630500000001,9908.443000000001,8574.6532,8273.092,-0.9576746185834601,0.29806820715868587,0.0011136756557884899,0.00554124943274858,214853.32,209446.78,223560.76,207624.04,((((0)*((2)*(2)))*((5)-((x)-(x))))-(((0)-(x))*((x)*((x)*(x))))),(((9)*((9)*(8)))+((4)-((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,82,82,83,83,4
83,x*x*x*x*3*x+1,25,-10,-0.038396260021147474,0.008265509403348768,-0.03838480108217506,0.011607214698778331,8470.8824,17857.0397,8531.408000000001,8398.287199999999,-0.9585662126996537,0.2927368478419178,0.0007184950972514758,0.0007236474929449829,213158.84000000003,211203.7,218851.4,209201,((((0)-(x))-((4)-((9)*(6))))-(((x)-(x))*((x)*((8)*(x))))),((((0)-((x)-(x)))*((3)-((3)+(x))))-(((x)*(x))*((4)-((x)*(x))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,83,83,84,84,4
84,x*x*x*x*3*x+1,25,-10,-0.03839970139844054,0.011593835588743722,-0.038396265019296834,0.012139344509480185,8452.7052,8402.2446,8470.856,8240.8888,-0.959666487124559,0.32531298949509624,0.000165873862378127,0.019112760645881733,211725.7,208034.82,213039.8,199565.32,((((0)-(x))-((4)-(x)))-((x)*((x)+((x)*(x))))),(((((7)*(x))-((4)*(9)))*(((1)-(x))-((x)-(4))))-(((7)-((0)-(0)))*(((7)*(x))-((x)-((x)*(x)))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,84,84,85,85,4
85,x*x*x*x*3*x+1,25,-10,-0.03669354492796701,0.008334149187321796,-0.031569578309546376,0.01216209582572037,17464.5469,993943.4892999999,44529.108,8234.1592,-0.27790584357496423,0.2981731466582246,0.3410470782347651,0.005994993975787459,1111975.8599999999,209518.04,3814068.84,207593,(((((x)*(x))*((x)-(1)))*(((2)*(1))*((x)*((9)+(1)))))-(((2)-((x)-(7)))-(((x)*(2))-((5)+((0)*(x)))))),(((((6)*(8))*((8)-((6)*(x))))+(((x)+((9)-(9)))-((5)-((9)*(8)))))-((((x)-(3))+((x)-(x)))*(((x)+(1))*((8)*((x)-((x)*(x))))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|AddXD|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,85,85,86,86,4
86,x*x*x*x*3*x+1,25,-10,-0.037661674361103036,0.012097506307526555,-0.03544623352527615,0.0133256355161786,12350.9308,8253.2641,24052.7896,7889.9964,-0.664638892228351,0.40242864621148794,0.1476811572076513,0.055114228743357294,601294.4400000001,197112.13999999998,1771362.28,176755.32,(((((7)*(x))*((2)+(5)))*(((3)*(x))+((0)*((4)*(6)))))-(((x)-((7)+(4)))-(((x)*(4))-((3)+((x)*(x)))))),((((x)-(2))*((7)*((9)*(x))))+((x)*((x)-((x)*(x))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,86,86,87,87,4
87,x*x*x*x*3*x+1,25,-10,-0.03839772322937246,0.008967103535388404,-0.03839169686224135,0.011892777254958489,8463.1538,10689.3582,8494.9848,8313.820800000001,-0.959259819517584,0.32073919599845124,0.00035143417750126566,0.01784829891924383,212475.02,208829.2,215187.8,200918.2,(((((0)*(3))*((x)+(5)))*(((0)-(8))-((1)-(x))))-(((x)-((0)-(x)))*((x)+((x)*((3)*(9)))))),(((7)*((x)*(8)))*((8)-((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,87,87,88,88,4
88,x*x*x*x*3*x+1,25,-10,-0.03839404614389937,0.012283590680777423,-0.03837623834356787,0.016745379855970535,8482.576000000001,8198.2223,8576.636,6878.472000000001,-0.9577400489023477,0.521327533352437,0.0011291324356825145,0.11735742269931669,214269.14,193654.92,223215.16,141586.28,(((((x)*(x))*((0)*(3)))*(((0)+(1))+((7)*((3)+(6)))))-((((4)-(8))+((7)-(5)))-(((x)*(x))*((x)+((x)*(x)))))),(((((x)*(x))*((0)*((3)*(x))))+(((9)+((5)*(6)))*((3)+((6)-(4)))))-((((8)+(7))-((5)-((x)*(x))))*(((x)+(x))*((6)*((8)-((x)*(x))))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|DivXD|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|AddTreeWithMult|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,88,88,89,89,4
89,x*x*x*x*3*x+1,25,-10,-0.03839815187747719,0.01254836108437663,-0.03839081552190429,0.015624342015138602,8460.8897,8119.906,8499.64,7210.0632000000005,-0.9596712580853113,0.6767848538764799,0.00016442150570978407,0.1889582172194558,211711.90000000002,178889.84,213014.6,95603.64,((((0)-(x))-((x)-((2)+(1))))-((x)*((x)+((x)*(x))))),((((0)-((5)-(0)))*(((6)-(9))+((8)*(5))))*(((x)+(x))*((6)*((x)-((x)*(x)))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,89,89,90,90,4
90,x*x*x*x*3*x+1,25,-10,-0.038397654959195976,0.011599213061938509,-0.0383912055290134,0.012222596963218568,8463.5144,8400.653999999999,8497.58,8216.2636,-0.959612037588355,0.33684849102814607,0.00018564256214632525,0.024986796398446552,211882.06,207226,213327.4,196153.24,((((0)*((3)-(0)))-(((5)-(9))-((8)*(4))))-(((x)-((x)*(x)))+((3)+((1)-((x)*(x)))))),(((x)*((x)*(3)))*((9)-((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,90,90,91,91,4
91,x*x*x*x*3*x+1,25,-10,-0.03838840830715142,0.009217610410943856,-0.03835720660247957,0.017371966034762293,8512.3548,16222.3495,8677.160800000001,6693.134400000001,-0.9559163605142414,0.5809542651753538,0.0019881808901579673,0.148825041780808,217166.06,189959.46,232847.8,123949.32,(((((4)*(x))*((0)*(x)))+(((6)*(x))*((0)-(x))))*(((5)*((x)-(x)))-((x)*((x)+((x)*(x)))))),((((1)+(7))*((x)*(8)))*((x)*((3)-((x)*(x))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,91,91,92,92,4
92,x*x*x*x*3*x+1,25,-10,-0.03839806149427627,0.011290015114803946,-0.03839347302277282,0.012800374103906602,8461.367100000001,8492.111499999999,8485.603200000001,8045.363200000001,-0.9596019049764718,0.33873172230466064,0.00019524336222630898,0.028736751171622957,211836.83000000002,207258.03999999998,213380.92,195596.2,(((((5)*(0))*((x)*(x)))*(((3)*(0))-((9)+(1))))+(((8)-((x)-(x)))-((x)*((x)+((6)*(x)))))),(((x)*((4)*(x)))*((7)-((x)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|DeleteTerminalR|AddTreeWithMult|SubXD|MultXD,SubXD,ReplaceBranchXR,92,92,93,93,4
93,x*x*x*x*3*x+1,25,-10,-0.0383989469808054,0.01070831496189833,-0.038394619416485,0.012812398872333118,8456.69,8666.7266,8479.548,8041.806400000001,-0.9596808000068157,0.41086599834449816,0.0001595999965921524,0.05992716451829704,211699.7,200401.38,212964.2,174259.64,(((((x)*(2))-((2)*(8)))*(((0)*(0))*((5)+(1))))-(((x)-((x)-(x)))-(((2)-(3))*((x)-((x)*(x)))))),((((4)*(6))+((x)*(x)))*((6)*((6)-((x)*(x))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MultXD,SubXD,AddTreeWithMult,93,93,94,94,4
94,x*x*x*x*3*x+1,25,-10,-0.038397924480613715,0.01189321202363248,-0.03839334246505319,0.013417848396771919,8462.0908,8313.692200000001,8486.292800000001,7862.720799999998,-0.9594190635853581,0.4229686600077866,0.0002766152232964606,0.06847270147782696,212205.68,201059.84,214346.68,170679.8,(((((0)*(x))*((1)*(9)))+(((1)-(6))-((0)-((x)-(6)))))-(((0)*((0)+(3)))+(((9)-(x))*((x)+((7)*(x)))))),(((((x)-(0))*((x)-((8)*(3))))*(((0)-(4))*((9)+((1)-(x)))))-((((2)+(2))-((x)*(6)))-(((1)+(0))+((2)*((x)-((x)*(x))))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|SubXD|MutateTerminalR,SubXD,AddTreeWithMult,94,94,95,95,4
95,x*x*x*x*3*x+1,25,-10,-0.038399878529824655,0.011900710938063108,-0.03839893206208686,0.01343329451743855,8451.7696,8311.4741,8456.768799999998,7858.151999999999,-0.9598960233474157,0.42605896599162346,0.00005153783000064341,0.06803529374312257,211421.8,199895.99,211827.4,169765.72,(((0)-((x)*(x)))+((2)*(x))),((((0)-((1)+(5)))*((4)-((x)-(6))))*(((8)*(9))+((x)*((x)*((4)*(x)))))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithMult|MutateNonTerminalR|MultXD,SubXD,AddRandomSubTreeR,95,95,96,96,4
96,x*x*x*x*3*x+1,25,-10,-0.03839877730878055,0.011543783436787542,-0.0383958118537549,0.011932275617104433,8457.5862,8417.0495,8473.249600000001,8302.1376,-0.9597310238349248,0.31451963741239203,0.00013759066944123716,0.014367873675036119,211884.40000000002,207960.05,212698.92,202757.88,((((0)-(x))-((x)-(7)))+((7)*((x)+((9)*(x))))),(((0)+((x)*(8)))*((5)*((9)*(x)))),MutateTerminalR|SubXD|AddTreeWithSub|SubXD|SubXD|AddTreeWithMult|AddTreeWithAdd|SubXD|MultXD|ReplaceBranchXR|AddXD|DeleteNonTerminalR|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|MultXD|AddToLeafR|AddTreeWithSub|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|MutateNonTerminalR,SubXD,AddTreeWithMult,96,96,97,97,4
