gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
86,x*x*x*x,25,-10,0.027308268556666994,0.01162875534477286,0.03391830009381803,0.01214565789719365,28160.2188,243.11659999999995,40660.8336,238.68719999999996,0.8440652425644536,0.34400731930466616,0.03313847007700586,0.02901187102840304,822849.34,5994.0599999999995,981307.84,5621.28,((((x)*(7))+((7)*(x)))*((x)-((x)*((x)*(x))))),((9)*((x)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,86,86,87,87,2
87,x*x*x*x,25,-10,0.026641469384899863,0.011613234497824752,0.03504799025528124,0.012710943480777493,31499.2656,243.2496,50996.0976,233.8432,0.8673516920487092,0.3375655843307132,0.0481604445142116,0.026685975476161305,926492.5800000001,6015.74,1153576.72,5676.48,((((x)+(6))*((x)*(x)))*((x)-((x)*((x)*(x))))),((x)*((8)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,MultXD,87,87,88,88,2
88,x*x*x*x,25,-10,0.02939433526260628,0.01158784099184047,0.033931095416360996,0.012251993203502813,27071.658000000003,243.46720000000002,40532.1512,237.77599999999998,0.8551152442623289,0.32468211438280714,0.09693744299913075,0.017934464709524377,735920.8200000001,6015.139999999999,1056149.76,5786.88,((((x)*(x))*((4)+(x)))*((x)-((x)*((x)*(x))))),((x)*((6)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,88,88,89,89,2
89,x*x*x*x,25,-10,0.030040319682814277,0.01152176652911851,0.03339672313840876,0.011760180742013184,28493.8266,244.03339999999997,37851.076799999995,241.99040000000002,0.8673516920487092,0.29420990720167306,0.05424253912290337,0.006260883266660899,883523.06,6098.66,1153576.72,6048,((((x)*(x))*((x)*(x)))+((6)-((x)*((x)*(x))))),((x)+((9)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,89,89,90,90,2
90,x*x*x*x,25,-10,0.02694075399151319,0.011462040442892623,0.03268267986567553,0.011629665589932225,23748.422199999997,244.5452,33577.547999999995,243.10879999999997,0.8179321354944716,0.29314562055380256,0.05866113010069888,0.0011790674335339774,681997.34,6098.84,840455.84,6057.12,((((x)*(5))+((7)*(x)))*((x)-((x)*((x)*(x))))),((x)+((4)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,90,90,91,91,2
91,x*x*x*x,25,-10,0.02952361525624283,0.011546319808801839,0.03283230456610521,0.011744869951640311,25519.243599999998,243.82300000000004,34322.4936,242.1216,0.8179321354944716,0.29620777862837727,0.025205824923556885,0.0047875235736530766,717210.34,6080.9400000000005,840455.84,6030.88,((((x)*(x))*((x)*(5)))+((7)-((x)*((x)*(x))))),((9)*((6)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,AddTreeWithAdd,91,91,92,92,2
92,x*x*x*x,25,-10,0.030743966880393884,0.011487433948876902,0.0342198763139016,0.011672517131280695,30328.1806,244.32760000000002,42994.3416,242.7416,0.8788451579361283,0.29224937916612215,0.05287438568881938,0.0028864583391546446,910881.8400000001,6097,1263011.84,6064.8,((((9)+(9))*((x)*(x)))*((x)-((x)*((x)*(x))))),((0)+((x)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|ReplaceBranchR,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,AddTreeWithAdd,MutateNonTerminalR,92,92,93,93,2
93,x*x*x*x,25,-10,0.028929155625911075,0.011463884272830818,0.032589189944453284,0.011549003865040985,26005.0978,244.52939999999998,35561.6504,243.8,0.8673516920487092,0.2928375375767874,0.13750946563619937,0.003235411201907137,777884.06,6096.280000000001,1153576.72,6059.76,((((x)*(x))+((6)*(x)))*((x)-((x)*((x)*(x))))),((5)*((7)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,93,93,94,94,2
94,x*x*x*x,25,-10,0.02751293705766386,0.011458189405679933,0.03264126743077316,0.011529025150773945,23934.6586,244.5782,34322.4936,243.97119999999998,0.8636379644454216,0.2887484362454955,0.277819882144538,0.0014005923948687067,664390.8400000001,6109.02,1122159.84,6094.8,((((x)*(7))+((9)*(x)))*((x)-((x)*((x)*(x))))),((9)+((5)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,AddToLeafR,94,94,95,95,2
95,x*x*x*x,25,-10,0.02665934801020515,0.011509279832701608,0.03480920947356026,0.011755139384207483,31174.878600000004,244.14039999999997,47788.10879999999,242.0336,0.8794180191307229,0.2946113486565715,0.033860367069405636,0.004066616425495593,1052168.54,6090.24,1269012.16,6044.56,((((x)*(x))*((8)+(x)))*((x)-((x)*((x)*(x))))),((5)*((9)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,AddToLeafR,95,95,96,96,2
96,x*x*x*x,25,-10,0.03126671814115838,0.01150314151278078,0.03432427087106009,0.011707899994398495,31155.067000000003,244.19300000000004,44189.1072,242.4384,0.8682981016267001,0.29314562055380256,0.049106815402367054,0.0034739004075558357,885595.46,6078.34,1161866.32,6057.12,((((x)*(x))*((6)+(x)))*((x)-((x)*((x)*(x))))),((x)+((4)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,MutateNonTerminalR,96,96,97,97,2
97,x*x*x*x,25,-10,0.023678561929541927,0.011650064417349743,0.034221947866376785,0.012712063782512092,26186.4562,242.93400000000003,43236.6984,233.83360000000002,0.8673516920487092,0.34400731930466616,0.07739005457325619,0.026992363188895897,829686.4199999999,5964.44,1153576.72,5621.28,((((x)+(6))*((x)*(x)))*((x)-((x)*((x)*(x))))),((9)*((x)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,FellTreeD,97,97,98,98,2
98,x*x*x*x,25,-10,0.029589086561984647,0.011617575667046328,0.03426546400121678,0.012457475213324123,29040.987,243.21239999999997,43345.9768,236.0152,0.8636379644454216,0.3311238493567601,0.035972736703552395,0.02114524321310102,914223.6000000001,6001.72,1122159.84,5731.68,((((x)*(8))+((8)*(x)))*((x)-((x)*((x)*(x))))),((x)*((7)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|AddToLeafR|MultXD,MultXD,AddToLeafR,98,98,99,99,2
99,x*x*x*x,25,-10,0.031940336684389,0.011745990253374911,0.03484934193786102,0.012457475213324123,33332.1036,242.112,47700.092800000006,236.0152,0.8636379644454216,0.3311238493567601,0.035972736703552395,0.02114524321310102,914223.6000000001,6001.72,1122159.84,5731.68,((((x)*(8))+((8)*(x)))*((x)-((x)*((x)*(x))))),((x)*((7)*(x))),AddTreeWithAdd|SkipD|SubXD|MultXD|MultXD,MutateNonTerminalR|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|MultXD,MultXD,MutateNonTerminalR,99,99,99,99,2
