gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
86,x*x*x*x,25,-10,-0.03647013985099987,0.011077730268685701,-0.03185736243628284,0.011475717459902536,540.1392,247.8384,1245.9864,244.428,-0.7329379166122075,0.28772149298877836,0.11353104169389627,0.0011529512161605842,14807.06,6115.75,40865.84,6103.6,((((x)*(x))*((0)+(5)))*((9)+((7)*(x)))),((x)*(9)),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR,FellTreeD|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithMult,MultXD,86,86,87,87,1
87,x*x*x*x,25,-10,-0.02931431117216121,0.011448083350449055,-0.014266799445967529,0.011486827118770658,1969.0896,244.66480000000004,5239.786400000001,244.33280000000002,0.5903844914246825,0.28772149298877836,0.7865008680944459,0.0006550357519338492,140828.66,6113.700000000001,373569.84,6103.6,((((x)*(0))+((7)*(6)))*((8)+((8)*((x)*(x))))),((x)*(9)),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR,FellTreeD|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,MutateTerminalR,87,87,88,88,1
88,x*x*x*x,25,-10,-0.034517526091708224,0.011466229904587637,-0.02361254849178386,0.011577384842317535,996.5061999999999,244.5093,3137.9199999999996,243.5568,0.4680851063829787,0.29224937916612215,0.6993808030133616,0.0026692525984573245,80218.33999999998,6098.84,287677.6,6064.8,((((x)*(x))*((x)*(0)))+((8)*((6)+((0)*(x))))),((x)*(x)),AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR,FellTreeD|SkipD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,FellTreeD,88,88,89,89,1
89,x*x*x*x,25,-10,-0.03537149522938179,0.0114542916892283,-0.030710401254737944,0.011500457456541633,708.2538000000001,244.61160000000004,1421.4943999999998,244.216,-0.49788367533655736,0.28772149298877836,0.21805918302907362,0.0006715486285681808,40121.8,6110.74,76833.84,6103.6,((((x)*(8))*((2)*(x)))*((9)+((0)*(x)))),((x)*(9)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|FellTreeD|DeleteMaliciousR,FellTreeD|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithAdd,DeleteMaliciousR,89,89,90,90,1
90,x*x*x*x,25,-10,-0.036141159325578355,0.011460745094011989,-0.02996953600836492,0.01154984409134194,590.4798000000001,244.55630000000002,1534.8616,243.7928,-0.72,0.29224937916612215,0.11313808528799163,0.003068833661698419,18326,6103.58,42845.6,6064.8,((((0)+(0))-((6)*(x)))*((x)*((x)*(x)))),((x)*(x)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteMaliciousR,FellTreeD|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,AddTreeWithSub,FellTreeD,90,90,91,91,1
91,x*x*x*x,25,-10,-0.03451362044177232,0.011453486472356557,-0.031699803947196445,0.011476230931530895,839.5258000000001,244.61850000000007,1270.096,244.4236,-0.2899803947196445,0.2872920439905149,0.23259138524856654,0.0004661442650279058,67625.54000000001,6112.79,108647.2,6107.28,((((0)+(0))-((x)-(8)))*((x)*((x)*((x)*(x))))),((x)*(7)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteMaliciousR,FellTreeD|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteMaliciousR,MutateTerminalR,91,91,92,92,1
92,x*x*x*x,25,-10,-0.04563607712862517,0.011464152678454732,-0.03612248653044627,0.01159530967007114,719.1992,244.5271,2329.2639999999997,243.4032,0.3055555555555555,0.29224937916612215,0.6331423132014428,0.003064968390817815,59594.31999999999,6104.1900000000005,220348.8,6064.8,((((0)-(7))*((x)*(x)))*((x)*((0)+((5)*(x))))),((x)*(x)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteMaliciousR,FellTreeD|MultXD|MutateTerminalR|DeleteMaliciousR|ReplaceBranchXR,DeleteMaliciousR,ReplaceBranchXR,92,92,93,93,1
93,x*x*x*x,25,-10,-0.03539436936348189,0.011463067386149337,-0.02949027839498105,0.011590828463132738,704.7536,244.5364,1608.1976000000002,243.4416,-0.5130037903542021,0.29224937916612215,0.23565150175774327,0.0030986858777428444,36992.44,6103.4400000000005,74520.16,6064.8,((((x)*(x))+((0)-(0)))*((x)*((0)-((x)*(x))))),((x)*(x)),AddTreeWithAdd|SkipD|AddRandomSubTreeR|MultXD|DeleteMaliciousR,FellTreeD|MultXD|MutateTerminalR|FellTreeD|ReplaceBranchXR,AddTreeWithAdd,FellTreeD,93,93,94,94,1
94,x*x*x*x,25,-10,-0.03220546328366662,0.011460196612954427,-0.015399226027098853,0.011487200552682193,1361.3608000000002,244.56099999999998,4438.9736,244.3296,0.4791666666666667,0.28751610433743496,0.7195833333333334,0.0006424050952323318,78040.2,6112.75,293798.4,6105.36,((((0)-(7))*((8)+(9)))*((x)*((x)*((x)*(x))))),((x)*(8)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteMaliciousR,ReplaceBranchR|MutateNonTerminalR|MutateTerminalR|FellTreeD|ReplaceBranchXR,AddTreeWithSub,ReplaceBranchR,94,94,95,95,1
95,x*x*x*x,25,-10,-0.034443327669585674,0.011443263719028327,-0.02778814272644099,0.011481132251619772,850.2820000000002,244.70609999999996,1868.6583999999996,244.3816,-0.36,0.2867645685904737,0.28354893757515653,0.00025085476861181824,38255,6115.32,97932.8,6111.8,((((x)*(8))-((0)*(0)))+((9)*((x)*((x)*(x))))),((x)+(9)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteNonTerminalR,FellTreeD|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|MutateTerminalR,DeleteNonTerminalR,MutateTerminalR,95,95,96,96,1
96,x*x*x*x,25,-10,-0.03840780486210953,0.010616930976037468,-0.03822435760031369,0.011635827249472527,243.6377,251.81169999999997,271.7088,243.056,-0.9424357600313684,0.29224937916612215,0.009049850322861186,0.0033867589346237344,6737.21,6108.05,8808.48,6064.8,((((9)-(5))*((x)*(0)))-((5)+((3)*((x)*(x))))),((x)*(x)),AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|MultXD|DeleteMaliciousR,FellTreeD|MutateNonTerminalR|MutateTerminalR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithSub,MutateNonTerminalR,96,96,97,97,1
97,x*x*x*x,25,-10,-0.03161483409449255,0.011479650185783372,-0.021469112877774102,0.011582332841645353,1283.4544,244.39430000000002,2837.0215999999996,243.51440000000002,0.030056951668413583,0.29224937916612215,0.4781498374491225,0.0026680645955351277,68646.88,6098.58,157761.84,6064.8,((((x)*(x))*((8)+(4)))*((3)*((8)-((0)*(x))))),((x)*(x)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteMaliciousR,ReplaceBranchR|MutateNonTerminalR|MutateTerminalR|FellTreeD|ReplaceBranchXR,AddRandomSubTreeR,ReplaceBranchR,97,97,98,98,1
98,x*x*x*x,25,-10,-0.036097625147039604,0.011447499859962285,-0.029582485949549077,0.01147581081838042,597.1414,244.6698,1594.0880000000002,244.4272,-0.10627473532871522,0.2872920439905149,0.42197489094394647,0.0007480375348803001,39959.399999999994,6114.49,136757.84,6107.28,((((x)*(x))*((0)+(x)))*((x)*((2)*(x)))),((x)*(7)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteMaliciousR,ReplaceBranchR|MutateNonTerminalR|MutateTerminalR|FellTreeD|ReplaceBranchXR,DeleteMaliciousR,ReplaceBranchR,98,98,99,99,1
99,x*x*x*x,25,-10,-0.033922863677950596,0.011455225274007134,-0.021108022480721474,0.011491681759620596,929.9234,244.6036,2890.8504,244.2912,-0.10627473532871522,0.2872920439905149,0.42197489094394647,0.0007480375348803001,39959.399999999994,6114.49,136757.84,6107.28,((((x)*(x))*((0)+(x)))*((x)*((2)*(x)))),((x)*(7)),AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|MultXD|DeleteMaliciousR,ReplaceBranchR|MutateNonTerminalR|MutateTerminalR|FellTreeD|ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchR,99,99,99,99,1
