gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
50,x*x*x*x*3*x+1,25,-10,-0.03839976145196239,0.00007129310151599236,-0.038399618323139824,0.0005409209279518695,8452.388,8436.065322222223,8453.144,8336.843200000001,-0.9599904580784956,0.027000797999983065,0,0.013358912530700361,211328.6,209805.11,211328.6,205573.52,((((x)*(0))*((x)*((x)*(3))))*((0)-((x)-((x)*(x))))),((((6)*((5)/(4)))*((x)*((0)*(1))))-(((0)-(x))+((8)+((0)*(x))))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,50,50,51,51,1
51,x*x*x*x*3*x+1,25,-10,-0.03839971374235487,0.000002536939447610798,-0.038399666032747345,0.000010723302262138538,8452.64,8450.591999999999,8452.892,8448.8624,-0.9599904580784956,0.0003566861133804393,0,0.00019068144084651904,211328.6,211243.58000000002,211328.6,211202.84,((((x)*(x))*((0)*((3)*(x))))+((1)-((x)-((x)*(x))))),(((0)+(4))*((3)*(x))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,51,51,52,52,1
52,x*x*x*x*3*x+1,25,-10,-0.038399737597158624,0.0000014843218385966637,-0.038399618323139824,0.000011881964159105733,8452.514000000001,8450.814400000001,8453.144,8448.617600000001,-0.9599904580784956,0.000533893227034391,0.000002385480376065896,0.0002669466135171955,211322.3,211250,211328.6,211165.4,((((x)*(x))*((0)*((x)*(3))))*((0)-((x)-((x)*(x))))),(((6)*((3)-(0)))-((0)+((0)*(x)))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,52,52,53,53,1
53,x*x*x*x*3*x+1,25,-10,-0.03839973759715863,-0.0000014489768983699157,-0.038399618323139824,0.000005399515898943492,8452.514000000001,8451.4348,8453.144,8449.9872,-0.9599904580784956,0.00035782205641663844,0.000002385480376065896,0.0001789110282083192,211322.3,211259.30000000002,211328.6,211202.6,((((0)*(3))*((x)+(1)))-((x)-((x)*(x)))),(((8)+(x))+((0)*(x))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,FellTreeD|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,53,53,54,54,1
54,x*x*x*x*3*x+1,25,-10,-0.03839985687117743,-0.000013658234581973272,-0.03839971374235487,0.000006580896656640177,8451.884000000002,8454.032,8452.64,8449.7376,-0.9599904580784956,0.00023854803761118413,0.000004770960752187303,0.00010414962350626151,211316,211256.9,211328.6,211227.8,((((x)*(0))*((x)*(x)))*((0)-((x)-((x)*(x))))),(((0)+(x))+((x)*(x))),DeleteTerminalR|MutateNonTerminalR|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchR,54,54,55,55,1
55,x*x*x*x*3*x+1,25,-10,-0.038399725669756746,-0.005010218811044524,-0.038399618323139824,0.000002385480376111841,8452.577000000001,8007.013799999999,8453.144,8450.624,-0.9599904580784956,0.00011927401880559206,0,0.9995798971879952,211328.6,166784.1,211328.6,211253,((((0)*(x))*((0)*((3)*(x))))+((1)-((x)-((x)*(x))))),((((0)*(2))+((2)-(0)))+((x)-((2)+((x)*(x))))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,55,55,56,56,1
56,x*x*x*x*3*x+1,25,-10,-0.03839978530676615,-0.0000003348970227389403,-0.038399618323139824,0.000007152654651545896,8452.262,8451.1992,8453.144,8449.6168,-0.9599904580784956,0.0005959914463489976,0.000004770960752187303,0.0002837433842239051,211316,211240.41999999998,211328.6,211152.28,((((0)*(3))*((x)+(0)))-((x)-((x)*(x)))),(((0)+((x)*(4)))+((1)*(x))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,56,56,57,57,1
57,x*x*x*x*3*x+1,25,-10,-0.038399725669756746,0.000010210471312232896,-0.038399666032747345,0.000034945394271630296,8452.577,8448.97075,8452.892,8443.7448,-0.9599904580784956,0.002659999943202848,0,0.0012371009449513523,211328.6,211106.555,211328.6,210716.2,((((x)*(x))*((0)*((3)*(x))))+((1)-((x)-((x)*(x))))),(((0)+((x)*(x)))+((0)*(x))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,57,57,58,58,1
58,x*x*x*x*3*x+1,25,-10,-0.03839977337936427,-0.0049991101564418675,-0.038399666032747345,0.000005975060370641594,8452.325,8004.661999999999,8452.892,8449.865600000001,-0.9599904580784956,0,0.000004770960752187303,1,211316,166650.40000000002,211328.6,211278.2,((((x)*(x))*((0)*((3)*(0))))+((1)-((x)-((x)*(x))))),(0),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,58,58,59,59,1
59,x*x*x*x*3*x+1,25,-10,-0.03839971374235487,0.000022597693467665708,-0.038399618323139824,0.0000906103895243358,8452.64,8446.3536,8453.144,8431.983999999999,-0.9599904580784956,0.008969406214176417,0,0.004484703107088208,211328.6,210804.44,211328.6,209383.16,((((0)*(3))*((x)+(1)))-((x)-((x)*(x)))),(((x)*((9)+(0)))*((6)*(6))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,59,59,60,60,1
60,x*x*x*x*3*x+1,25,-10,-0.038399677960149224,-0.005001279785403384,-0.038399618323139824,0.000015782035250207137,8452.829,8005.1236499999995,8453.144,8447.7936,-0.9599904580784956,0,0,0.9999747631923109,211328.6,166658.40000000002,211328.6,211278.2,((((x)*(x))*((0)*((3)*(0))))+((1)-((x)-((x)*(x))))),(0),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,60,60,61,61,1
61,x*x*x*x*3*x+1,25,-10,-0.03839973759715863,0.000011471604737262608,-0.038399618323139824,0.00003985645466498888,8452.514000000001,8448.704300000001,8453.144,8442.707199999999,-0.9599904580784956,0.002498317384377686,0,0.001249158692188843,211328.6,211146.24,211328.6,210750.36,((((x)*(x))*((x)*(x)))*((0)-((x)-((x)*(x))))),((((7)+(0))*((x)+((0)*(0))))-(((2)-(5))+((0)*((6)*(x))))),DeleteTerminalR|SubXD|SubXD|MultXD|FellTreeD,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,61,61,62,62,1
62,x*x*x*x*3*x+1,25,-10,-0.03839975115274553,-0.0000009773448190777235,-0.03839968950890343,0.000011724194292961756,8452.442400000002,8451.335633333334,8452.768,8448.650933333334,-0.9599904580784956,0.0006224967838613667,0,0.00039514929582583027,211328.6,211238.91,211328.6,211146.68,((((0)*(3))*((x)+(1)))-((x)-((x)*(x)))),(((3)+((0)*(7)))*((1)*(x))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,62,62,63,63,1
63,x*x*x*x*3*x+1,25,-10,-0.03839976145196239,-0.004841437287687775,-0.038399618323139824,0.0012622115191145045,8452.388,7971.349155555556,8453.144,8184.450222222223,-0.9599904580784956,0.00014283431881649498,0.000004770960752187303,1.000023807986598,211316,166642.85555555555,211328.6,211248.02222222224,((((x)*(x))*((0)*((x)*(3))))*((0)-((x)-((x)*(x))))),(((0)+((x)+(7)))/((9)*(x))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,63,63,64,64,1
64,x*x*x*x*3*x+1,25,-10,-0.03839982108897179,-0.004990324559314099,-0.038399666032747345,0.00003962926605774079,8452.073,8002.805799999999,8452.892,8442.7552,-0.9599904580784956,0.0010715729308562042,0.000004770960752187303,1.0001935437036982,211316,166589.1,211328.6,211051.8,((((x)*(x))*((x)*((0)*(3))))*((0)-((x)-((x)*(x))))),(((x)+((7)*(x)))-((0)+((x)*(x)))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,64,64,65,65,1
65,x*x*x*x*3*x+1,25,-10,-0.03839977337936427,-0.004997921912913948,-0.038399618323139824,0.000008042476696603905,8452.325,8004.4109499999995,8453.144,8449.4288,-0.9599904580784956,0.0001499444807842083,0.000002385480376065896,1.000044871841522,211322.3,166636.18,211328.6,211246.52,((((0)*(0))*((x)+(1)))-((x)-((x)*(x)))),(((5)+(0))+((0)*(x))),DeleteTerminalR|MultXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,ReplaceBranchR,65,65,66,66,1
66,x*x*x*x*3*x+1,25,-10,-0.03839971374235487,0.0000031238433496691692,-0.038399618323139824,0.000011302633210620756,8452.640000000001,8450.468,8453.144,8448.74,-0.9599904580784956,0.0008311316548513088,0,0.0004155658274256544,211328.6,211234.30000000002,211328.6,211102.6,(((0)-(x))-((x)*(x))),((((0)-((0)-(3)))+(((5)*(5))-((x)-(9))))/(((1)*(x))-((2)+((2)+((x)*(x)))))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,66,66,67,67,1
67,x*x*x*x*3*x+1,25,-10,-0.038399737597158624,0.000005060626226464102,-0.038399618323139824,0.000028875671981305904,8452.514000000001,8450.0588,8453.144,8445.0272,-0.9599904580784956,0.0010416597642351,0,0.00052082988211755,211328.6,211223.18,211328.6,211058.12,(((0)-(x))-((x)*(x))),(((0)+((x)+(3)))*((5)*(x))),DeleteTerminalR|SubXD|SubXD|AddXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddRandomSubTreeR,67,67,68,68,1
68,x*x*x*x*3*x+1,25,-10,-0.03839976145196239,0.000004829590543874131,-0.038399666032747345,0.00003929713795095254,8452.388,8450.107671428572,8452.892,8442.825371428573,-0.9599904580784956,0.0014877608223253964,0.00000275451547453643,0.0007261814077433066,211316,211193.31714285715,211328.6,210963.86857142858,((((x)*(x))*((x)*((x)*(0))))*((0)-((x)-((x)*(x))))),((((4)*(x))+((8)+(1)))+((8)/((7)-((0)*(x))))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddToLeafR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,68,68,69,69,1
69,x*x*x*x*3*x+1,25,-10,-0.038399725669756746,-0.00999651170596562,-0.038399618323139824,0.000028512170209708406,8452.577000000001,7557.835,8453.144,8445.104,-0.9599904580784956,0.0010715729308562042,0,1.00017872305108,211328.6,166593.8,211328.6,211051.8,((((0)*(x))*((x)*((0)*(x))))+((1)-((x)-((x)*(x))))),((((x)+(0))+((x)*(8)))+((1)*((0)*(x)))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddToLeafR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,69,69,70,70,1
70,x*x*x*x*3*x+1,25,-10,-0.03839976145196239,0.000009477551528450596,-0.038399618323139824,0.000016048981863723575,8452.388,8449.125600000001,8453.144,8447.7372,-0.9599904580784956,0.0016018690049423097,0,0.0007100906086373984,211328.6,211077.79,211328.6,210939.76,(((0)-(x))-((x)*(x))),((((0)+(1))-((2)*((6)*(x))))-(((x)+(3))*((x)+((0)*(x))))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,70,70,71,71,1
71,x*x*x*x*3*x+1,25,-10,-0.038399725669756746,-0.010000128128381748,-0.038399618323139824,0.0000043847401199008255,8452.577,7558.5992,8453.144,8450.201600000002,-0.9599904580784956,0.00011927401880559206,0.000002385480376065896,1.1547349708493473,211322.3,122016.3,211328.6,211253,((((x)*(0))*((x)*((x)*(3))))*((0)-((x)-((x)*(x))))),((((x)*((7)-(2)))*(((0)*(x))-((0)*(3))))*(((8)-(0))-((9)-((0)+((x)*(x)))))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,71,71,72,72,1
72,x*x*x*x*3*x+1,25,-10,-0.038399677960149224,0.000001062106764785401,-0.038399618323139824,0.000004486974993164258,8452.829,8450.903600000001,8453.144,8450.18,-0.9599904580784956,0.00023854803761118413,0,0.00011927401880559206,211328.6,211265.6,211328.6,211227.8,((((x)*(x))*((0)*((3)*(x))))+((0)-((x)-((x)*(x))))),(((8)*(x))+((0)+(0))),DeleteTerminalR|SubXD|SubXD|MultXD|AddRandomSubTreeR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,72,72,73,73,1
73,x*x*x*x*3*x+1,25,-10,-0.0383996898875511,-0.00611911224346106,-0.038399618323139824,0.0000029988896156841658,8452.766,8430.453699999998,8453.144,8450.494400000001,-0.9599904580784956,0.00000530106750258402,0,1.0000005679767514,211328.6,166650.22,211328.6,211277.08,(((0)-(x))-((x)*(x))),((0)+((9)*(2))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,73,73,74,74,1
74,x*x*x*x*3*x+1,25,-10,-0.03839974952456051,-0.000030421859165659545,-0.038399618323139824,0.0000016256607007575358,8452.451,8457.6372,8453.144,8450.784533333332,-0.9599904580784956,0.00006702063913836587,0,0.000026762606144616544,211328.6,211271.7,211328.6,211264.04,((((x)*(x))*((x)*(0)))*((0)-((x)-((x)*(x))))),((((0)+(2))*((x)+(7)))+((7)*((2)+(0)))),MultXD|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,MultXD,ReplaceBranchR,74,74,75,75,1
75,x*x*x*x*3*x+1,25,-10,-0.03839964217794359,-0.000002300306542685755,-0.038399618323139824,0.000002101494617051039,8453.018,8451.6145,8453.144,8450.684,-0.9599904580784956,0.00003029181429992911,0,0.000014319942595054842,211328.6,211276.18,211328.6,211271.8,((((0)*(3))*((x)+(1)))-((x)-((x)*(x)))),((x)-(0)),AddTreeWithDiv|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,75,75,76,76,1
76,x*x*x*x*3*x+1,25,-10,-0.038399725669756746,0.0000001524057165935648,-0.038399618323139824,0.0000012116725719971644,8452.577000000001,8451.0958,8453.144,8450.872,-0.9599904580784956,0.00003029181429992911,0.000002385480376065896,0.000014644885314544153,211322.3,211276.41,211328.6,211271.8,((((x)*(x))*((1)/((4)*(x))))*((0)-((x)-((x)*(x))))),((x)+(0)),AddTreeWithDiv|SubXD|DivXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,76,76,77,77,1
77,x*x*x*x*3*x+1,25,-10,-0.038399677960149224,0.0000028871885504521786,-0.038399618323139824,0.00002203729490312129,8452.829,8450.518,8453.144,8446.472,-0.9599904580784956,0.0010715729308562042,0,0.0005321077777718606,211328.6,211220.4,211328.6,211051.8,((((0)*(x))*((x)*((3)*(0))))+((1)-((x)-((x)*(x))))),(((9)*(x))-((0)*(x))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,77,77,78,78,1
78,x*x*x*x*3*x+1,25,-10,-0.0383996898875511,0.000000017512455142206784,-0.038399618323139824,0.00000004922419823759143,8452.766,8451.1243,8453.144,8451.1176,-0.9599904580784956,0.000004922419823759143,0,0.000002330939651146252,211328.6,211277.83000000002,211328.6,211277.16,(((0)-(x))-((x)*(x))),(((0)+(1))+((1)*(8))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,78,78,79,79,1
