gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
64,x*x*x*x*3*x+1,25,-10,-0.004046006236638841,-0.02000177169297879,0.01894859365753486,0.0000026760924695527675,1005882.3415999998,6666.390450000001,2938952.5112,8450.5626,0.976830376572139,0.0000200683269737237,0.9510148263337004,1.1545792797757388,76767459.1,122044.79999999999,227968961.88,211273.96,((((x)*(x))*((x)*((x)*(9))))*((8)*((5)*((9)*(x))))),((1)-((9)+(x))),AddTreeWithMult|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,64,64,65,65,4
65,x*x*x*x*3*x+1,25,-10,-0.0003801708402428253,-0.014975121288342995,0.033346564962109325,0.0001348231857333136,516617.41880000004,7107.03771875,1454269.2935999997,8422.6428,0.8877137495299041,0.0009825907263504034,0.8324002745348023,1.1548761919184751,18060931.799999997,121990.465,47040087.08,211070.6,((((x)*(x))*((x)*((x)*(x))))*(((8)*(6))*((1)+((1)*(x))))),((((x)*(5))+((5)+(9)))*((x)-((x)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,65,65,66,66,4
66,x*x*x*x*3*x+1,25,-10,-0.00781601859266834,-0.025002592122589283,0.02322823238143437,0.00003462417482415585,1375878.4292000001,6220.290647619049,4968378.0671999995,8443.812666666669,0.9856857736680049,0.0016540592766629274,0.8717888638217213,1.1547491813218522,100830542.24,122013.70000000001,369000383.08,210928.73333333337,((((x)*(x))*((x)*((x)*(6))))*(((x)*(8))*((9)+((1)*(x))))),((((x)*(4))*((x)/((6)-(x))))*(((x)-(x))-((x)+((x)*(2))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|SkipD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,SkipD,SubXD,66,66,67,67,4
67,x*x*x*x*3*x+1,25,-10,-0.014760064848191177,-0.024995852867506073,0.026431434679220697,0.000024063505452278648,432545.18480000005,6218.861801708684,1539474.2872000004,8446.043905882352,0.927962433255787,0.0010369266682507532,0.9537055703004859,1.1550006246074367,20371529.040000003,121967.70666666667,73322229.48,211059.12,((((x)*(x))*((x)*((x)*(7))))*(((3)*(x))+((8)*((5)*(x))))),((((x)*(5))/((1)*(7)))-((x)-((1)-((2)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|DeleteMaliciousR|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,67,67,68,68,4
68,x*x*x*x*3*x+1,25,-10,-0.01000395768475667,-0.00495659645609677,0.01623885310500686,0.00017277410346785388,410422.53119999997,7995.679791269841,845984.6663999999,8414.624598412698,0.8722048438953771,0.000032780070474493335,0.18999427050962933,0.9999913074880066,28538996.4,166653.15523809523,41331417.88,211271.2742857143,((((x)*(x))*((x)*(x)))*((x)*((4)*((x)*(x))))),(((6)/((7)*(6)))-((0)+(x))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,68,68,69,69,4
69,x*x*x*x*3*x+1,25,-10,-0.0031397868607827718,-0.024996494940359923,0.03263393480120387,0.000013272863299038678,639177.8976,6218.997458333333,1771857.864,8448.323733333333,0.9168776326232337,0.00005048635716631893,0.9416189876439927,1.1547073524377962,28080626.400000002,122021.35333333333,63544328.28,211267.53333333335,((((x)*((1)*(8)))*((x)*((x)*(3))))*(((x)+(4))*((7)*((x)*(x))))),((((x)*(2))-((x)/(3)))+((0)-((x)+(x)))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,69,69,70,70,4
70,x*x*x*x*3*x+1,25,-10,0.006532385453648768,-0.004998025297644586,0.038506337185147566,0.000008194417683329892,2574701.9982,8004.432791212122,8669275.043200001,8449.396698181818,0.9875609544061154,0.0002693045558804549,0.32937698528456305,1.0000501608508865,122847989.36,166634.50545454543,424627031.08,211221.3018181818,((((x)*(x))*((x)*((x)*(9))))*(((7)*(0))+((8)*((x)*(x))))),((((x)+(7))*((x)*((1)-(x))))-((x)+((1)/((6)+(5))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithAdd|MultXD|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,ReplaceBranchXR,70,70,71,71,4
71,x*x*x*x*3*x+1,25,-10,0.020686887128070354,-0.009994398942790066,0.038841034609159254,0.00004492655625908167,3373500.3262,7557.38862467262,7898337.840799999,8441.636,0.9715026203339403,0.0022455700588134616,0.9613660991963756,1.154752192939595,112038595.68,122013.1490625,185348795.64,210803.76,((((x)*((x)*(x)))+((2)*((x)*(3))))*(((x)+(9))*((6)*((x)*(x))))),((((x)*(8))-((x)*((7)+(x))))-(((6)-(9))-((x)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithAdd|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,ReplaceBranchXR,71,71,72,72,4
72,x*x*x*x*3*x+1,25,-10,0.011475290036700987,-0.019998208422605548,0.036129331047388843,0.000013399394731689929,2773985.6242,6665.637613888888,8037737.9376,8448.296999999999,0.9907789027533973,0.00003029181429992911,1.0837884884007054,1.0000095608538884,188204818.8,77393.79000000001,572811983.08,211271.8,((((x)*((x)*(x)))*((x)*((3)*(x))))+(((9)*(6))*((4)*((x)*(x))))),(((6)-((4)*(x)))-((x)-((x)+(x)))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithAdd|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,ReplaceBranchXR,72,72,73,73,4
73,x*x*x*x*3*x+1,25,-10,0.010976619288311501,0.0000007135878543811512,0.0383031803552041,0.000008055455897591749,4150244.4624,8450.977267222223,12010527.34,8449.426057777779,0.9938814326752554,0.0007376056782007116,0.9547610458442513,0.000371882604995043,264065460.92000002,211239.4611111111,863266630.84,211122.36,((((x)*((x)*(x)))*((x)*((6)*(5))))+(((8)*(x))+((1)*((x)*(x))))),((((x)*(3))*((4)+((5)-(2))))+(((2)-(x))-((x)+((4)/(5))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,73,73,74,74,4
74,x*x*x*x*3*x+1,25,-10,0.009985598302621367,-0.009998642890723233,0.03715277121045241,0.000004724261975904606,3512841.4034,7558.2853000000005,7800091.9504,8450.129866666666,0.9905481952095007,0.00002981850470146689,0.9414562216467272,1.00000679206004,242818633.56,166648.2475,558830309.88,211271.9,((((x)*(x))*((x)*((9)*(7))))*(((3)*(6))*((7)*((x)*(x))))),((((x)*(2))*((2)-((1)-(x))))-((1)/((2)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|DeleteNonTerminalR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,74,74,75,75,4
75,x*x*x*x*3*x+1,25,-10,-0.008585176536913947,-0.0249981850506336,0.009123367619784056,0.000011068865599957391,NaN,NaN,9097431.374000002,8448.789389999998,0.9911611079745778,0.00032397095393671974,0.9481235915918937,1.1548065819768314,169375729.98000002,122003.198,597581120.44,211209.75199999998,((((x)*((x)*(x)))*((3)*((x)*(6))))*(((3)*(x))+((1)*((x)*(x))))),((((x)+(7))*((x)-((1)*(3))))-((7)/((5)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,75,75,76,76,4
76,x*x*x*x*3*x+1,25,-10,0.0021653238843886134,-0.01500017527638249,0.034567072646590764,0.0000017872170436925114,7385732.830199999,7112.331039999999,26405746.940799996,8450.7504,0.9975654186653935,0.00006058362859972047,1.1171508776221715,1.0000097839494673,567586103.8599999,166647.3,2169553723.64,211265.4,((((x)*((x)*(x)))*((x)*((4)*(7))))*(((7)*(x))+((1)*((x)*(x))))),(((x)-((4)-(3)))-((7)+(x))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,76,76,77,77,4
77,x*x*x*x*3*x+1,25,-10,-0.007911019790016089,-0.010000489521309988,0.008131556171875602,0.00001030205671953058,1252632.6332,7558.6762,2882681.9868,8448.951400000002,0.9601613387990012,0.00014956583310538342,0.9408635333808082,1.1547532249345371,61739544.58,122012.95999999999,132583647.16,211246.6,((((9)*((6)*(4)))+((7)*((x)*(x))))*(((3)*(x))+((1)*((x)*(x))))),(((x)*((9)*(x)))/((9)+(x))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,AddXD|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,77,77,78,78,4
78,x*x*x*x*3*x+1,25,-10,0.010789654722269932,-0.014999570704189155,0.03809406361828187,0.000002450481719033659,4252454.5458,7112.2033108333335,14110960.8712,8450.610266666667,0.994984151831562,-0.000003975784819906923,0.4969669703163387,1.1546935611433615,275234537.8,122023.87666666666,1053053207.08,211279.04,((((x)*((x)*(x)))*((7)*((6)*(4))))*(((7)*(x))+((1)*((x)*(x))))),(((x)-((x)-(4)))/((7)+((2)-(5)))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,78,78,79,79,4
79,x*x*x*x*3*x+1,25,-10,0.005053308139715268,-0.01499919106698867,0.026632791361431808,0.000004045219367955351,905209.9781999998,7112.123093095238,1968595.1728,8450.273333333333,0.9443586003564906,0.00010545337853123908,0.07413091640234028,1.000018785172824,46770675.08,166644.44714285716,94928507.08,211255.92,((((x)*((x)*(x)))*((x)*((3)*(x))))+(((3)*(9))*((1)*((x)*(x))))),(((x)*((5)/(2)))-((0)+(x))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|AddTreeWithSub|SubXD|SubXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,79,79,80,80,4
80,x*x*x*x*3*x+1,25,-10,0.003966560722092656,-0.030000048082813334,0.020131742698044738,0.0000009731647650760193,9189911.4764,5773.470166666666,26967334.052799996,8450.9224,0.996927971923526,-0.000021582451876327587,0.9367013745916744,0.9999892087740618,626647512.38,77395.94,1719370679.08,211282.76,((((x)*((x)*(5)))*((8)*((x)*(8))))*(((6)*(x))+((1)*((x)*(x))))),((((x)-(4))-((8)*(6)))-((8)+((2)+(x)))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithSub|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,80,80,81,81,4
81,x*x*x*x*3*x+1,25,-10,0.014674065017275502,-0.009993569410577038,0.038246931285961745,0.000040405493799173375,6640830.304799999,7557.213358134921,12943962.1088,8442.591199999999,0.9886345621643001,0.000210528109383791,0.15889236979482246,1.0000324202756017,313602701.62,166640.1275,464738365.24,211233.72,((((7)*((2)*(x)))*((x)*((x)*(x))))*(((3)*(x))+((1)*((x)*(x))))),((((x)*(8))-((x)-(8)))/((4)+((5)-(1)))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|FellTreeD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,81,81,82,82,4
82,x*x*x*x*3*x+1,25,-10,0.0035435068867403184,-0.014994900827331832,0.038242720291017836,0.00003333377508895942,2989840.1802000003,7111.216682499999,8510927.156,8444.0853,0.9800930748323806,0.0013977779060973018,0.9607121955085623,1.0000785421218452,131924744.24000001,166625.52,265332539.08,210982.88,((((x)*((x)*(x)))*((x)*((7)*(9))))*(((1)*(4))+((1)*((x)*(x))))),((((x)*(6))-((2)*((x)*(3))))-(((x)-(9))/((9)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,82,82,83,83,4
83,x*x*x*x*3*x+1,25,-10,0.01137700198405049,-0.029992049282607836,0.03714675206144584,0.0000621680587753806,1787079.4043999999,5771.7801875000005,5160849.748,8437.993244444444,0.9812664703877021,0.0030165177687262613,0.8394364944073287,1.1555640212036478,77996263.82,121864.72888888887,281951939.08,210640.8755555555,((((x)*((5)*(3)))*((7)*((x)*(x))))*(((3)*(x))+((1)*((x)*(x))))),((((7)/((9)+(4)))*((7)*((5)-(5))))+(((x)*(7))*((x)-((x)-((x)+(x)))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|AddTreeWithSub|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,83,83,84,84,4
84,x*x*x*x*3*x+1,25,-10,0.007760027240663203,-0.015002021741357223,0.03675945286307983,0.000007582893076522847,1926668.2756,7112.721799999999,4383854.0224,8449.5259,0.9786702427483401,0.000021724910568272595,0.17492537371477856,1.1547067005498646,117000587.62,122021.4725,247633151.08,211273.61,((((x)*((7)*(7)))*((x)*((x)*(3))))*(((x)+(x))*((1)*((x)*(x))))),(((x)-((7)+(9)))/((4)*(9))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,84,84,85,85,4
85,x*x*x*x*3*x+1,25,-10,0.0015945259513141562,-0.009540242558596843,0.0186405451772229,0.003658660477039279,3231133.148600001,7461.43527914462,9339269.194400001,7678.1328,0.9929773903461604,0.18227985660612409,0.0754495336768224,1.209619740505799,264580206.90000004,112392.98380952381,752135639.08,172766.44,((((4)*((6)*(x)))*((x)*((x)*(5))))*(((7)*(x))+((1)*((x)*(x))))),(((((x)+(8))*((0)+((x)+(7))))*(((5)+((x)*(4)))+((0)+((1)/(8)))))/((((5)+(x))-((8)*(5)))*(((x)-(x))-((x)-((x)+((3)+(2))))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,85,85,86,86,4
86,x*x*x*x*3*x+1,25,-10,-0.010138577553816076,-0.009999342968769354,0.013022369849816804,0.000004204882472494825,1073555.7946000001,7558.433184722222,2916999.8984000003,8450.239599999999,0.9717466267153875,0.00003284768613137715,1.1060714553332611,1.1547115935379748,68678786.64,122020.57722222223,186949535.08,211271.26,((((x)*((x)*(x)))*((x)*((3)*(5))))*(((5)+(7))*((7)*((x)*(x))))),(((2)/((3)+(1)))+((5)+(x))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,86,86,87,87,4
87,x*x*x*x*3*x+1,25,-10,0.014723221123481447,-0.014994689122485964,0.0397093134413665,0.00003371936259286179,13154064.4388,7111.17192922078,43094067.1544,8444.003833766234,0.9971701845077044,0.00020970196899386558,0.9642154450456009,1.1546967136757649,533649546.34,122023.3,1866536887.08,211233.89454545453,((((x)*((x)*(x)))*((x)*((8)*(8))))*(((x)+(4))*((6)*((x)*(x))))),(((x)*((8)-(x)))+((8)/((2)+(9)))),DeleteNonTerminalR|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|AddTreeWithMult|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,87,87,88,88,4
88,x*x*x*x*3*x+1,25,-10,-0.0008669339603049386,-0.009982734726065978,0.03876547464264578,0.00009529568123924152,3401744.8028,7554.924248849207,12144368.032800002,8430.9941,0.9917083331847848,0.004705525700237968,0.9263335358815485,1.0001834339972093,181089715.48000002,166592.32285714286,637019687.08,210284.025,((((9)*((7)*(x)))*((x)*((x)*(3))))*(((x)+(x))*((3)*((x)*(x))))),((((8)*(8))-((x)*((x)*(6))))-(((x)-(x))-((x)+((5)/(8))))),AddTreeWithMult|MutateNonTerminalR|MultXD|DeleteTerminalR|SkipD,MutateNonTerminalR|DivXD|AddXD|AddTreeWithMult|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,AddTreeWithMult,SubXD,88,88,89,89,4
89,x*x*x*x*3*x+1,25,-10,0.018707628344931428,-0.009997699583370784,0.038540699915498224,0.000009428958280290782,15604930.206199998,7558.085976666667,57397995.6592,8449.135866666666,0.9989908297995769,0.00027262632869839775,0.9617985646591177,1.0000700140828584,1363495198.56,166628.21333333335,5233958551.08,211220.6,((((x)*((x)*(x)))*((x)*((x)*(5))))*(((x)+(7))*((x)*((x)*(x))))),(((6)/((2)+(5)))+((9)*(x))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|AddTreeWithMult|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,89,89,90,90,4
90,x*x*x*x*3*x+1,25,-10,0.019928165986022574,-0.025000631387471984,0.039356393285233236,0.0000009636583424137054,13597185.1334,6219.871410833334,48294671.683199994,8450.9244,0.998650504595755,0.0000026505337512231347,0.9504196140251533,1.1547001011629334,1011040557.6400001,122022.68000000002,3914022221.48,211277.64,((((x)*((x)*(x)))*((x)*((7)*(x))))*(((4)*(x))+((1)*((x)*(x))))),(((7)/((8)*(8)))-((x)+((3)+(x)))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|AddTreeWithMult|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,90,90,91,91,4
91,x*x*x*x*3*x+1,25,-10,0.004204833082845443,-0.00999656552574696,0.03217250381054296,0.000022986213032320547,4140733.6696000006,7557.8463773412695,13081254.248799998,8446.271514285714,0.992045278420501,0.001036520974309037,0.9407945066256057,1.0001554928317458,191498561.6,166601.16365079366,664002498.04,211059.20571428575,((((x)*((x)*(x)))*((x)*((6)*(2))))+(((8)*(x))+((1)*((x)*(x))))),(((x)*((5)*(7)))+((4)/(7))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|AddTreeWithMult|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,91,91,92,92,4
92,x*x*x*x*3*x+1,25,-10,0.014503126231654957,-0.00999856478674468,0.03839715782006532,0.00000981496855279115,4799134.2446,7558.268772222222,14698257.932799997,8449.05431111111,0.9951976136640145,0.00023402530144849863,0.9356764695992262,1.0000420497576896,302981218.78,166637.07555555552,1099860492.36,211228.75555555552,((((x)*((x)*(x)))*((x)*((3)*(x))))+(((6)*(4))*((x)*((x)*(x))))),(((x)*((8)-(5)))/((9)+((4)-(8)))),MultXD|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|AddTreeWithMult|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|ReplaceBranchXR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,92,92,93,93,4
93,x*x*x*x*3*x+1,25,-10,-0.01039273130258425,-0.02499993900308362,0.021364402578263424,0.0000024359667332802264,8444031.8538,6219.725116190477,33324921.8232,8450.613333333333,0.9974400158805499,0.00011889537112690493,1.0642420856951065,1.0000545252657396,521258124.26,77389.04000000001,2063276471.08,211253.08,((((x)*((x)*(8)))*((8)*((x)*(6))))*(((6)*(x))+((1)*((x)*(x))))),((((x)+(0))-((1)-((x)*(3))))-((1)/((7)-((x)+(x))))),AddTreeWithMult|AddRandomSubTreeR|MultXD|MultXD|SkipD,MutateNonTerminalR|DivXD|AddXD|AddTreeWithMult|ReplaceBranchXR|SubXD|MultXD|MutateTerminalR|SubXD|ReplaceBranchR|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SubXD|DeleteMaliciousR|AddXD|AddTreeWithDiv|AddRandomSubTreeR,MultXD,SubXD,93,93,94,94,4
