gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
48,x*x*x*x*3*x+1,25,-10,-0.027504215995781865,-0.008136362495787272,-0.016347278536072346,0.0000011056544567632589,66002.16879999998,11439.0297,124932.61039999999,8450.894400000001,-0.07256175412323655,0.00006285551467211873,0.43418218119747887,0.000021537375950567946,2958054.66,211281.62,4898687.08,211264.92,((((x)*(x))*((x)*((x)*(x))))*((1)*((5)+((1)*(x))))),(((3)*((x)+(2)))+((5)*((0)-(x)))),AddToLeafR|MutateTerminalR|MutateTerminalR|MultXD|MutateTerminalR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|MultXD|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,AddTreeWithMult,48,48,49,49,0
49,x*x*x*x*3*x+1,25,-10,-0.02702140389413753,-0.004362142920226615,-0.007018221704394838,0.006782518972615256,72821.802,48972.201799999995,191286.03439999997,7018.129599999999,0.3205855977418697,0.32437383506675094,0.6500869533345799,0.16211032211916668,3239233.46,194120.6,7774275.88,142745.08,((((x)*(x))*((x)*((6)*(3))))*((9)*((7)+((1)*(x))))),(((((7)+(3))*((8)+(x)))*(((8)-(9))*((0)*((5)-(x)))))*(((x)*((7)*(7)))+(((5)-(x))+((7)+((x)-(x)))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|MutateTerminalR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,AddToLeafR,49,49,50,50,0
50,x*x*x*x*3*x+1,25,-10,-0.032522723903847,-0.0024919219873799888,-0.018966203034705264,0.0005678049131429574,41279.4476,9267.588049999998,118238.81599999999,8331.1632,0.3062235753584297,0.008063302318933074,0.5953702915071374,0.003967864586831136,2505584.62,210510.33000000002,7613338.84,209574.6,((((x)*(x))*((6)-((0)-(9))))*(((x)*(7))*((x)+((1)*(x))))),(((((x)*(3))-((1)+((2)*(6))))+(((6)*(2))*((x)+((7)*(0)))))-((((7)-(4))*((8)-(3)))+(((0)-(9))-((x)+((x)-(x)))))),AddToLeafR|MutateTerminalR|AddTreeWithSub|MultXD|MutateTerminalR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,AddToLeafR,50,50,51,51,0
51,x*x*x*x*3*x+1,25,-10,-0.02924726030630381,-0.0012194813025384454,-0.008221069517769799,0.00020478440274481914,75820.74760000002,8985.32450063492,243955.92239999998,8407.86152,0.6795170946225066,0.012658002576697525,0.8007308879966977,0.0063232961436187835,4492836.140000001,210607.77999999997,16481237.88,208603.84,((((x)*(8))*((x)*((x)*(7))))*((4)*((x)+((1)*(x))))),((((x)*(4))*((7)+((6)*(9))))+(((3)+(8))-((x)+((x)-(x))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|MutateTerminalR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,AddToLeafR,51,51,52,52,0
52,x*x*x*x*3*x+1,25,-10,-0.021824695598223403,-0.008649031605424785,0.004328272210941519,0.0000004922446953255891,113183.50899999999,11441.912744444446,302869.4152,8451.024,0.5935691141117173,-0.000016470902730333143,0.5094479354670715,0.003761124805525256,5751222.9,211685.53,12995948.84,211281.68,((((x)*(8))*((7)*((x)*(x))))*((3)*((x)+((2)*(x))))),((((8)*(2))+((6)+((8)-(4))))+(((0)*(7))+((1)-((7)-(x))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|ReplaceBranchXR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,AddToLeafR,52,52,53,53,0
53,x*x*x*x*3*x+1,25,-10,-0.018192087852526902,-0.002101669735660206,0.008506132147796313,0.0012788976808776312,157075.58920000002,19189.63475,423727.19920000003,8180.924800000001,0.7880280844296613,0.09717689756917663,0.7839101384414451,0.04860012455984542,7527866.38,206149.06,24918183.08,190746.84,((((x)*(x))*((x)*((x)*(4))))*((7)*((x)+((1)*(x))))),(((((6)-(6))-((x)*((4)*(0))))+(((x)*((1)/(2)))*((0)*((x)-(x)))))*((((6)*(x))+((5)+(0)))+(((8)-(8))-((x)+((x)-((9)*(x))))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|MutateTerminalR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,AddToLeafR,53,53,54,54,0
54,x*x*x*x*3*x+1,25,-10,-0.02688984607518354,-0.006183127455708062,-0.0017074734836219285,0.0005016173025541806,101062.6936,8307.013790476189,329521.20399999997,8345.147200000001,0.6874997019625779,0,0.7464821991033357,0.9638769483999983,5093198.819999999,183298.15,16902239.88,211278.2,((((x)*(x))*((9)*((x)*(x))))*((3)*((8)+((1)*(x))))),(((((9)+(8))+((4)*(0)))*(((4)/(8))+((x)-(6))))*(((2)*((5)*(1)))*(((9)*(4))*((6)+((x)-(x)))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|MutateTerminalR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,AddToLeafR,54,54,55,55,0
55,x*x*x*x*3*x+1,25,-10,-0.02553581273821786,-0.009304152896251012,0.006941508004749364,0.0000032563739139911124,131001.60779999997,15347.6485,466352.61919999996,8450.44,0.7662652689974159,0.000003597152948147576,0.8578586418428377,0.0006888337594347855,5850844.4399999995,211412.66,22598075.08,211277.44,((((x)*(x))*((x)*((x)*(3))))*((x)*((0)+((9)*(x))))),((7)+((9)-(7))),AddToLeafR|MutateTerminalR|SubXD|MultXD|MutateTerminalR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,AddToLeafR,55,55,56,56,0
56,x*x*x*x*3*x+1,25,-10,-0.02087081842664236,-0.0037026896120988307,0.015253305760692195,0.013130272156174495,139082.6016,7744.605866666667,444017.976,5676.987733333334,0.6462260773617544,0.05622918029403885,0.6665655301470014,0.9883898829417185,5472300.08,172897.74,14930311.88,199398.2,((((x)*(x))*((x)*((5)*(x))))*((6)*((7)+((1)*(x))))),((((3)*(x))*((9)*(4)))+((6)+((x)*((8)+(1))))),AddToLeafR|MutateTerminalR|FellTreeD|MultXD|MutateTerminalR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|MutateNonTerminalR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,AddToLeafR,56,56,57,57,0
57,x*x*x*x*3*x+1,25,-10,-0.01803181385003242,-0.010590778055899159,0.00878775424996678,0.00012071287998478222,152471.1892,12732.340544444443,403356.0016,8425.624,0.7151798789843027,0.005975060370639391,0.713399834939297,0.0030308062634256555,6036367.0200000005,210975.83,18544880.12,210015.8,((((x)*(x))*((x)*((x)*(5))))*(((0)+(7))+((x)*((4)*(x))))),(((((9)*(3))*((2)*(6)))-(((3)*(1))*((x)+((5)+(0)))))*((((8)-(5))*((0)*(8)))*(((x)-(7))-((8)+((x)-(x)))))),AddToLeafR|MutateTerminalR|SkipD|AddXD|AddTreeWithAdd,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,AddXD,AddToLeafR,57,57,58,58,0
58,x*x*x*x*3*x+1,25,-10,-0.01014875675090646,-0.0039592558795400155,0.02219357874031252,0.0059243821653156845,219760.85400000002,492954.580025,540181.0384,7199.4352,0.7676600525368644,0.16585790677883475,0.897141190330197,0.08297033689444751,7879797.4399999995,202530.76,22733735.88,176236.04,((((x)*(x))*((x)*((x)*(5))))*(((3)*(x))+((6)*((2)*(x))))),(((((x)*(3))*((2)*((8)+(4))))-(((9)*((x)*(5)))*((3)*((2)+(3)))))*((((2)+(8))-((9)*(2)))+(((0)-(x))+((2)-((4)*((1)-(x))))))),AddTreeWithMult|AddTreeWithMult|SkipD|MultXD|MutateTerminalR,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,AddTreeWithMult,AddToLeafR,58,58,59,59,0
59,x*x*x*x*3*x+1,25,-10,-0.014279827028962203,-0.0027078250993130145,0.014672369561264451,0.012362841031398415,184240.17239999998,317109.37330000004,457320.07920000004,5839.129199999999,0.7068518037284688,0.003266782848396151,0.6426936070240251,0.0015393984363124542,8472375.16,211060.04,18018036.84,210588,((((x)*(x))*((1)+((x)*(x))))*(((5)+(x))*((x)+((3)*(x))))),(((((x)*((x)+(0)))*((9)+((9)-(1))))*(((3)/((8)-(x)))*((4)+((0)-(4)))))*((((4)+(5))+((7)*((x)+(1))))*(((6)+(2))-((7)+((7)+((x)-(x))))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|AddTreeWithAdd,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MultXD,AddToLeafR,59,59,60,60,0
60,x*x*x*x*3*x+1,25,-10,-0.015314050281730909,-0.0064251847713418945,0.015652649737897817,0.0026724953175707267,377164.8528,8960.763,1254273.4232,7886.488,0.9468861307323481,0.13351041423109447,0.8144427660841822,0.06672546471146931,27846757.240000002,204216.8,99445871.16,183070.36,((((x)*(x))+((9)*((x)*(x))))*(((x)*(3))*((x)+((x)*(x))))),(((((7)*((x)*(x)))/((6)-((3)*(0))))*(((2)*((9)*(5)))*((5)+((2)*(x)))))+((((3)+(1))+((x)-((5)*(7))))*(((7)-(5))*((8)*((0)+((x)-(x))))))),AddToLeafR|MutateTerminalR|DeleteTerminalR|MultXD|AddTreeWithAdd,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|AddXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,AddToLeafR,AddToLeafR,60,60,61,61,0
61,x*x*x*x*3*x+1,25,-10,-0.016754523580146046,-0.011271692143066194,0.012449139718226561,0.0000595587555491612,195818.9992,8107.749633333334,568318.4832000001,8438.544533333334,0.8348430696057694,0.0019157048226776077,0.850153707707362,1.0003078118052966,8658989.46,166552.98333333334,31981431.16,210873.45333333337,((((4)*(9))*((x)*((x)*(x))))*(((7)+(5))*((x)+((1)*(x))))),(((((4)-(x))*((7)*((1)*(4))))+(((1)-(3))-((7)-((3)-(4)))))+((((x)/(2))*((8)*(3)))*(((x)-(x))+((7)*((1)+((x)-(x))))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|AddTreeWithAdd,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,AddToLeafR,AddToLeafR,61,61,62,62,0
62,x*x*x*x*3*x+1,25,-10,-0.027640308582220413,0.000015955218667271084,-0.004919214432839383,0.00007842929369902177,118933.59419999998,8447.7573,399896.17199999996,8434.5576,0.8303026837205736,0.00649153580445128,0.8503956949920327,0.003376974952256367,8751488.02,210972.16999999998,31125742.68,209906.68,((((x)*(x))*((x)*((x)*(6))))*(((3)*(x))+((9)+((6)*(x))))),((((x)*(4))+((7)*(5)))*((x)-((6)+((4)+(4))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|AddTreeWithAdd,AddToLeafR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|AddRandomSubTreeR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MultXD,AddToLeafR,62,62,63,63,0
63,x*x*x*x*3*x+1,25,-10,-0.022115526428127565,0.00002432332084243619,0.00422814659438522,0.0001043818056003892,153793.868,8445.9891,470594.552,8429.074400000001,0.8406375875919188,0.010119359214533255,0.8598231712121918,0.00507995101393203,8796750.12,210750.11000000002,33144296.2,209140.2,((((x)*(x))*((x)*((8)*(x))))*(((3)*(x))+((1)+((9)*(x))))),((((3)*(4))*((9)*(3)))+((3)*((x)-((8)+(4))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|AddTreeWithAdd,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,MutateTerminalR,ReplaceBranchR,63,63,64,64,0
64,x*x*x*x*3*x+1,25,-10,-0.011874274292703959,-0.000002206217370258068,0.028350075627892227,0.00000008330911877237311,320596.388,8451.5942,1049172.3056,8451.1104,0.8904237624042903,0.000028019928227393102,0.6718040826298114,0.00001894803509043698,14320997.84,211277.44,48203471.08,211272.28,((((x)*(x))*((9)*((x)*(6))))*((x)*((x)+((1)*(x))))),(((x)-((4)-(2)))-((1)+(3))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,ReplaceBranchR,64,64,65,65,0
65,x*x*x*x*3*x+1,25,-10,-0.023761883090805003,-0.000004355336755404021,0.013433494226366614,0.000001573281105199159,208484.36479999998,8452.0496,773094.76,8450.795600000001,0.9092523621064029,0.00009333665281132253,0.934094485913767,0.00006944017893238281,14713899.840000002,211277.82,58204875.88,211258.48,((((x)*(x))*((6)*((9)*(x))))*(((9)*(x))+((2)+((9)*(x))))),((3)*((3)+(x))),AddToLeafR|MutateTerminalR|SkipD|MultXD|AddTreeWithAdd,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,AddToLeafR,ReplaceBranchR,65,65,66,66,0
66,x*x*x*x*3*x+1,25,-10,-0.020885896562128813,-0.0000015076296591958345,0.004281513208030679,0.000007466934814559548,140715.4932,8451.446899999999,392915.59599999996,8449.5504,0.7801255450374931,0.00023968398064738326,0.7490405423114189,0.0001471311584626807,7921555.92,211257.62,24022595.08,211227.56,((((9)*(x))*((x)*((x)*(x))))*((3)*((x)+((1)*(x))))),((((x)+(9))*((x)-(x)))*((4)+((2)-(1)))),AddToLeafR|SkipD|MultXD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,AddToLeafR,66,66,67,67,0
67,x*x*x*x*3*x+1,25,-10,-0.025214719531205423,0.000008840975907099913,-0.00007022468116305581,0.00007346522926008478,106993.2202,8449.2611,326499.4128,8435.6064,0.715531493841256,0.003633503125263383,0.7918242662545184,0.0017910885652848657,5203922.4799999995,211001.43,18567802.36,210510.52,((((x)*(6))*((x)*((x)*(6))))*((7)*((x)+((1)*(x))))),(((9)+((7)*(8)))*((x)-(x))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,ReplaceBranchR,67,67,68,68,0
68,x*x*x*x*3*x+1,25,-10,-0.019929890019071507,0.000010408112842153789,0.0001628974414753992,0.00016354171892793613,119363.3488,8448.947,263725.5528,8416.5752,0.5544548970039912,0.008041530077405051,0.5181798009137375,0.005696603027974043,5704979.220000001,211164.55,11855039.96,209579.2,((((x)*(4))*((x)*((x)*(x))))*((3)*((x)+((3)*(x))))),((((7)+(1))*((6)*(x)))*((6)-((9)*((0)+(1))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,AddToLeafR,68,68,69,69,0
69,x*x*x*x*3*x+1,25,-10,-0.025646181501677034,-0.000008436145080942396,-0.011169333000906357,0.0000004013665394744739,83091.41999999998,8452.9151,171340.5144,8451.0432,0.44677936311834654,0.00000416512446624714,0.7400131599254727,0.000010687655047518046,4751441.14,211279.23,9547646.36,211277.32,((((x)*(x))*((x)*((x)*(4))))+((4)*((x)+((7)*(x))))),((0)+((4)*(3))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,AddToLeafR,69,69,70,70,0
70,x*x*x*x*3*x+1,25,-10,-0.029765843412635596,-0.000012775571021772678,-0.012250640562130979,0.000038923088136877035,60575.8806,8453.8513,172648.97199999998,8442.9044,0.49789512840699074,0.0009407501578487951,0.6833651573695475,0.00047164839948586715,3179595.7600000002,211228.9,10519625.08,211079.44,((((6)*(8))*((x)*((x)*(x))))*((3)*((x)+((1)*(x))))),((((4)*(2))*((x)-(7)))-((4)*((6)*((x)+(0))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,ReplaceBranchR,70,70,71,71,0
71,x*x*x*x*3*x+1,25,-10,-0.027288734335846346,0.0000033313918164314163,-0.009394553318909597,0.00003060041215800058,67529.962,8450.4243,163215.1072,8444.662799999998,0.07915269219866643,0.001042417059592612,0.4644868887134788,0.0005188189332476747,2589376.74,211222.38,5735972.68,211057.96,((((x)*(x))*((x)*((6)+(x))))*((3)*((x)+((9)*(x))))),((((9)*(x))*((x)-(4)))+((x)-((3)-(9)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,AddToLeafR,71,71,72,72,0
72,x*x*x*x*3*x+1,25,-10,-0.015146793393648376,0.000004174741983166018,0.022577708367793364,0.00022978613032485426,258789.33099999998,8450.288999999999,840595.8879999999,8402.5792,0.8869159410476928,0.003353303842990003,0.7936914025276366,0.0020840833756301876,13281601.52,211201.78,46708219.08,210569.72,((((x)*(x))*((x)*((x)*(x))))*((x)+((9)*((5)*(x))))),((((5)+(9))+((7)*(7)))*((x)-((0)*(x)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,ReplaceBranchR,72,72,73,73,0
73,x*x*x*x*3*x+1,25,-10,-0.020442771165078283,0.0000008388852238155398,-0.0015622986161886497,0.000008627520049688296,139912.8886,8450.9508,329401.26079999993,8449.3052,0.7591357861384522,0.0008209081675251035,0.7931098347636852,0.00041139029284707594,8608550.16,211235,21929181.24,211104.76,((((x)*(x))*((x)*((x)*(x))))*((2)*((x)+((1)*(x))))),((((x)-(4))+((5)*(8)))*((7)-((1)-(7)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,AddToLeafR,73,73,74,74,0
74,x*x*x*x*3*x+1,25,-10,-0.02140394569606872,-0.0000012693317664019374,0.002300515526491117,0.000007548343769788287,200446.728,8451.3963,581458.4144,8449.5332,0.8835404860291768,0.0007580526528529847,0.9293021164880011,0.000428620103808161,15149798.18,211249.91999999998,45354431.08,211118.04,((((x)*(x))*((x)*((x)*(9))))*((3)*((x)+((x)*(x))))),((((5)*(5))*((x)-(1)))*((0)-((4)*((8)+(3))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithAdd,SkipD,ReplaceBranchR,74,74,75,75,0
75,x*x*x*x*3*x+1,25,-10,-0.019292362679564416,-0.0000008837680951956526,0.007995006596744375,0.000003858419846443071,207883.96899999998,8451.3148,647141.4792,8450.3128,0.8766761144152331,0.00017228469383033025,0.7857188721496716,0.00009281116724322317,12780986.12,211270.66999999998,42829943.08,211241.8,((((x)*(x))*((x)*((x)*(8))))*((6)*((x)+((1)*(x))))),((((0)-(0))*((7)*(6)))*((0)-((6)*((1)-(x))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,75,75,76,76,0
76,x*x*x*x*3*x+1,25,-10,-0.028447888969977055,0.00001955537020272819,-0.015478707247157653,0.00017337141266822705,68816.5826,8446.9967,160715.7728,8414.4984,0.5279883539776352,0.008009155700872137,0.7146797918194735,0.004069701659505521,3783987.4399999995,210875.47999999998,11190306.52,209586.04,((((x)*(x))*((8)+((9)*(x))))*((9)*((x)+((1)*(x))))),((((x)*(7))*((4)*(9)))+((5)-((7)+((1)*(1))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,76,76,77,77,0
