gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
27,(x),20,-10,0.017231065798859736,0.016199999999999996,0.019999999986080173,0.02,128639257.39950001,0.018999999999999996,7183997221.572,0,1,1,0.43047822836656285,0,333882075175406100000000,0,2348057478459021000,0,(((((((x)*((1)-(6)))-((4)+((7)+(x))))-(((2)-((1)+(x)))+((2)*((3)*(5)))))*((((5)+((3)*(9)))-((5)+((4)*(4))))-(((5)-((0)-(6)))+(((7)+(5))+((4)-(7))))))+(((((6)-((7)-(9)))-((9)-((0)*(3))))+(((4)+((x)+(3)))+(((8)+(x))-((0)*(x)))))-((((9)-((9)+(3)))-((4)*((8)+(7))))-(((5)+((8)*(4)))+(((4)*(1))+((4)+(6)))))))*((((((5)*((3)*(7)))*((4)*((8)*(3))))*(((x)*((4)+(3)))-((3)-((8)-(8)))))+((((4)+((8)*(6)))*((9)*((1)*(8))))*(((6)*((8)*(2)))-((6)-((0)*(0))))))*(((((6)*((3)-(7)))-((1)+((3)+(8))))+(((2)+((5)+(6)))*((1)*((6)*(6)))))-((((4)+((6)-(0)))*((2)-((6)*(4))))+(((x)-((5)-(4)))-(((7)-(1))-((7)-((8)-(9))))))))),((0)+(x)),ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult,MultXD|DivXD|FellTreeD|SkipD|AddTreeWithDiv|AddXD|AddTreeWithDiv|SkipD|FellTreeD|FellTreeD|FellTreeD|FellTreeD|SkipD|SubXD|AddXD,AddToLeafR,FellTreeD,26,23,28,28,3
28,(x),20,-10,0.01593632138627494,-0.01701492537313433,0.019999999926851423,0.02,38895986.032759994,0.67,1367080604.475,0,1,1,0.3993128502988878,0,218597562544848500000,0,21859003248242040000000,0,(((((((x)+(x))+((x)+((8)+(0))))+(((3)+(0))+((x)-((5)+(x)))))+((((9)+(6))+((2)+((5)-(0))))+(((8)*((x)+(4)))-((1)+((5)-(x))))))+(((((5)+(3))+((8)-((9)*(8))))-(((7)-((5)*(6)))+((1)-((x)*(3)))))+((((9)+(7))-((5)+((9)*(7))))*(((1)*((6)*(8)))*((4)*((7)*(6)))))))*((((((9)*(9))-((1)-((6)-(0))))-(((x)*(7))+((2)+((8)-(x)))))+((((x)*(0))+((7)+((0)+(5))))+(((9)*(3))*((x)*((x)*(6))))))*(((((9)*(7))*((7)*((5)*(9))))*(((6)*(4))*((2)-((x)-(4)))))+((((2)+(0))+((x)+((9)*(8))))*(((8)-((4)+(1)))+((6)*((9)-((1)*(9))))))))),((0)+(x)),ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult,AddXD|SubXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddXD|MultXD|AddTreeWithDiv|AddXD|MultXD|SkipD|FellTreeD|AddXD,AddToLeafR,AddXD,26,25,29,29,3
29,(x),20,-10,0.016167139321292597,0.019205909981749373,0.019999999635589617,0.02,6287606.517360001,0.15276493147143705,274415890.744,0,1,1,0.5172684151830595,0,1260036053173086500,0,53499410047826830000,0,(((((((4)+((x)+(2)))+((8)+((0)+(3))))+(((7)+((3)-(1)))-(((4)+(2))*((2)*(2)))))-((((1)+((2)*(3)))+((1)+((9)-(9))))*(((9)*((2)*(4)))*(((9)*(7))*((9)*(7))))))*(((((6)-((0)-(0)))-((6)-((1)*(3))))*(((9)-((2)-(6)))-(((9)-(2))*((x)*(8)))))*((((7)*((6)+(9)))+((2)+((8)+(6))))+(((9)+((x)+(6)))*(((3)-(7))-((0)-(1)))))))-((((((x)+((2)-(x)))*((7)*((0)*(7))))*(((3)*((0)*(4)))*((2)+((0)-(1)))))+((((8)+((0)+(7)))+((0)+((0)+(7))))+(((0)+((0)+(4)))+(((2)*(7))*((4)*(2))))))-(((((3)+((8)-(9)))-((8)*((x)+(1))))+(((9)*((x)*(8)))+((x)+((8)*(5)))))*((((1)*((x)*(7)))-((x)-((6)+(8))))*(((x)-((4)*(7)))-(((6)+(7))-((x)-((5)-(6))))))))),((0)+(x)),ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|DivXD|FellTreeD|SkipD|AddTreeWithDiv|DivXD|AddXD|AddTreeWithDiv|AddXD|AddTreeWithDiv|FellTreeD|FellTreeD|AddXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,26,28,30,30,3
30,(x),20,-10,0.016598554522700266,0.02,0.01999999990215563,0.02,19118539.13557,0,1022031215.9189999,0,1,1,0.3721490753769383,0,211863892885456160000,0,21186389155282636000000,0,(((((((x)-(4))+((0)+((4)-(2))))-(((4)-(5))*((7)+((0)-(5)))))*((((9)+(6))*((4)*((6)-(x))))*(((2)*((6)+(6)))-((0)*((3)+(7))))))+(((((4)+(2))+((4)+((1)+(6))))+(((3)*(2))+((3)+((5)-(7)))))+((((x)*(8))*((x)*((4)+(7))))-(((6)+((0)*(3)))-((8)*((x)+(4)))))))*((((((0)-(2))+((x)-((4)*(0))))*(((7)-(0))*((3)-((8)+(7)))))-((((2)+(1))*((7)-((8)*(x))))*(((3)*(8))*((8)-((8)*(1))))))*(((((6)+(9))+((x)-((0)*(7))))*(((1)+(x))*((2)*((0)+(x)))))*((((5)+(9))*((5)+((0)+(7))))+(((8)+(8))+((0)+((8)+((7)-(6))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|AddTreeWithDiv|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|SkipD|FellTreeD|FellTreeD|SubXD|AddXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,27,28,31,31,3
31,(x),20,-10,0.013927741397352476,0.003144829795154078,0.019999999826934685,0.02,8754631.35883,0.3105449501349689,577816532.105,0,1,1,0.502109973124154,0,85356540292864310000,0,74471555753518370000,0,(((((((x)*((2)+(9)))+((1)-((1)+(6))))-(((4)*((x)*(1)))*((x)*((1)*(2)))))*((((6)*((8)*(8)))*((2)+((0)+(0))))*(((2)-((9)+(0)))+(((3)+(5))+((x)-(7))))))+(((((4)-((7)*(x)))*((5)-((2)+(9))))*(((5)-((1)-(x)))*(((5)-(2))*((2)+(4)))))-((((0)*((7)*(1)))*((3)*((5)-(5))))-(((2)*((1)+(x)))+(((4)*(9))*((3)-(6)))))))-((((((8)*((7)*(1)))-((6)*((6)-(5))))-(((2)*((x)*(9)))+((8)+((2)+(9)))))+((((6)+((8)+(2)))-((9)*((9)*(2))))*(((0)-((0)+(8)))*(((5)*(1))+((8)+(4))))))*(((((3)-((5)*(x)))*((9)*((2)-(7))))-(((8)-((6)+(3)))+((6)+((0)+(4)))))+((((8)+((7)+(9)))-((2)*((5)+(x))))+(((9)*((1)+(1)))+(((6)+(3))+((3)+((3)+(9))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddToLeafR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddXD|SubXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddTreeWithDiv|MultXD|AddTreeWithDiv|AddXD|MultXD|SkipD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,28,28,32,32,3
32,(x),20,-10,0.0159265833194271,0.02,0.019999999976773708,0.02,69874444.08513999,0,4305465415.93,0,1,1,0.4177457669355443,0,10463016793525891000,0,877725804748329700000,0,(((((((x)*(4))*((1)*((4)-(x))))+(((6)*((6)-(0)))-((9)*((5)+(4)))))+((((7)+(0))+((x)+((7)+(8))))+(((6)*((5)+(0)))-((1)+((6)*(9))))))+(((((6)+(4))*((5)+((1)-(6))))+(((8)*((4)*(8)))+((4)+((4)*(5)))))+((((0)*(6))+((x)*((2)*(6))))+(((5)+((1)+(1)))*((5)+((x)+(9)))))))+((((((0)*(1))+((9)*((1)*(x))))-(((8)-(x))*((6)*((2)+(8)))))*((((0)-(8))*((8)-((7)+(5))))+(((8)+((6)+(1)))+((6)+((4)+(5))))))+(((((5)+(7))+((7)+((5)*(5))))-(((6)+((5)*(8)))*((6)*((3)+(3)))))+((((5)*(3))*((3)*((3)*(7))))-(((0)-((6)-(4)))*((1)*((0)-((2)*(9))))))))),((0)+(x)),ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|MutateTerminalR|AddToLeafR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddXD|SubXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddTreeWithDiv|SkipD|FellTreeD|FellTreeD|FellTreeD|SkipD|FellTreeD|AddXD,AddToLeafR,FellTreeD,30,31,33,33,3
33,(x),20,-10,0.01763700680269912,0.02,0.019999999982807194,0.02,199743698.4445,0,5816386151.2,0,1,1,0.5214866417739219,0,17729929942048926000,0,1771100116967987000000,0,(((((((x)*(7))*((7)+((5)+(x))))+(((2)+((0)+(1)))+((4)+((2)*(x)))))+((((7)*((9)-(4)))*((9)-((9)*(9))))+(((8)*((3)-(8)))*((9)+((x)+(2))))))+(((((3)-(3))+((5)*((x)+(3))))+(((3)-((2)*(7)))*((8)*((5)*(9)))))-((((5)-((9)*(8)))*((5)+((x)+(8))))+(((3)+((4)*(7)))*((4)*((x)*(2)))))))*((((((2)*(3))-((7)+((9)*(4))))+(((x)-((1)+(5)))-((7)*((2)*(7)))))-((((x)-(2))*((0)+((1)+(9))))*(((3)-((1)*(0)))+((2)-((2)*(0))))))-(((((1)*(5))*((4)*((5)-(4))))*(((8)+((8)-(4)))+((x)*((1)+(8)))))-((((6)+((0)+(4)))+((8)+((4)+(2))))+(((7)+((x)+(x)))*((6)-((9)*((7)-(x))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|SkipD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddXD|MultXD|SkipD|AddTreeWithDiv|DivXD|AddXD|AddXD|AddXD|FellTreeD|AddXD,AddToLeafR,AddXD,33,26,34,34,3
34,(x),20,-10,0.016182738335126717,0.009490735137587676,0.019999999979952197,0.02,62526353.30043,0.14636791538843671,4988077498.33,0,1,1,0.5478297309822038,0,10192973241228239000,0,1018738724103085400000,0,(((((((x)+(2))-((6)+((5)+(2))))*(((8)*((7)+(9)))+((4)+((0)+(2)))))+((((2)+((3)+(2)))+((7)*((9)*(5))))*(((5)*((9)*(8)))*((5)-((0)-(3))))))-(((((4)-((x)-(0)))-((6)*((6)*(6))))*(((x)-((7)*(0)))*((x)*((0)+(x)))))-((((1)*((4)*(7)))-((x)+((9)-(3))))+(((3)-((6)-(6)))+((7)*((x)*(6)))))))*((((((1)+(3))+((6)+((9)*(2))))-(((5)*((1)*(x)))+((8)*((7)*(5)))))*((((5)*((9)+(x)))-((2)+((5)+(0))))+(((8)+((5)*(6)))+((3)+((5)+(x))))))+(((((9)+(5))+((2)+((9)+(5))))+(((1)+((9)+(3)))-((x)+((7)*(8)))))-((((7)+((4)*(9)))*((x)*((1)+(9))))-(((9)*((4)-(2)))+((1)+((1)+((7)*(9))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|SkipD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddXD|MultXD|SkipD|FellTreeD|DivXD|AddXD|FellTreeD|AddXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,32,32,35,35,3
35,(x),20,-10,0.014060334385575707,0.007448525617105335,0.019999999980648758,0.02,80649014.48583,0.5311502418304511,5167626514.3,0,1,1,0.4937058455001323,0,84358641671247040000,0,8435779683839714000000,0,(((((((x)*((8)*(4)))*((x)-((2)+(3))))+(((7)*((x)*(1)))*((6)-((2)*(6)))))+((((4)+((6)+(4)))+((0)+((7)+(3))))+(((6)-((x)+(8)))*(((0)*(8))+((8)+(6))))))+(((((1)+((7)+(2)))+((4)+((6)-(9))))*(((6)+((8)+(1)))+((6)+((8)+(7)))))+((((6)-((6)+(5)))*((0)+((7)*(5))))-(((2)+((1)+(8)))+(((9)+(6))*((4)-(0)))))))*((((((2)-((7)*(7)))*((x)*((x)+(5))))*(((x)*((6)*(9)))*((8)*((2)*(8)))))*((((6)*((3)*(3)))-((2)-((8)*(4))))-(((x)*((2)+(0)))*((9)*((6)-(8))))))*(((((0)-((6)*(7)))*((2)*((2)*(3))))*(((9)*((6)*(4)))*((4)-((3)-(5)))))+((((3)*((3)-(7)))*((7)-((9)-(7))))+(((9)*((1)-(6)))*(((9)*(4))-((7)*((x)-(5))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddXD|AddXD|FellTreeD|SubXD|AddTreeWithDiv|AddXD|MultXD|SkipD|AddTreeWithDiv|SkipD|AddXD|DivXD|SkipD|MultXD|AddXD,AddToLeafR,AddXD,33,33,36,36,3
36,(x),20,-10,0.017656695902806583,0.007886191146090899,0.019999998067293072,0.02,2721116.91976,0.11899782593944215,51740902.148,0,1,1,0.3078655916683537,0,7327823545118705000,0,732782338890357400000,0,(((((((x)*((7)*(8)))+((6)*((2)+(2))))+(((9)+((6)-(x)))-(((1)-(6))*((8)+(8)))))*((((3)-((1)*(3)))+((4)*((3)*(3))))+(((6)+((6)+(5)))+(((3)*(x))*((1)+(3))))))+(((((1)-((7)*(5)))+((6)+((8)+(9))))+(((x)*((6)*(4)))+(((5)*(9))*((3)+(8)))))+((((x)+((0)+(8)))+(((x)+(9))+((7)*(9))))+(((8)+((1)-(6)))-(((x)*(5))-((9)*(x)))))))-((((((9)+((6)+(x)))*((9)+((4)-(3))))*(((7)-((7)*(2)))+((9)+((1)+(5)))))-((((0)+((8)+(1)))-((3)*((9)*(2))))+(((7)+((0)+(3)))+(((7)+(0))+((7)+(0))))))+(((((9)+((6)*(5)))*((8)-((x)+(9))))+(((7)+((6)+(6)))+(((4)+(3))+((4)*(6)))))+((((7)*((6)-(3)))*((3)-((9)*(8))))+(((3)+((6)-(2)))+(((3)+(7))+((1)+((2)+(1))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddXD|AddXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddTreeWithDiv|MultXD|AddTreeWithDiv|AddXD|MultXD|SkipD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,36,35,37,37,3
37,(x),20,-10,0.01730476519182079,0.015714949287687647,0.019999999756007077,0.02,17960395.551540002,0.10909474278525771,409847957.33800006,0,1,1,0.41680992938106654,0,547741787394253850000,0,54774178076782120000000,0,(((((((9)-((0)-(4)))-((0)-((7)-(5))))*(((3)-((8)*(9)))*(((1)+(3))-((9)*(1)))))*((((8)*((3)+(x)))+((3)+((0)+(8))))+(((4)+((3)+(1)))*(((3)-(4))+((8)*(3))))))+(((((5)*((7)*(7)))*((8)+((1)+(1))))+(((7)+((9)*(9)))+(((8)*(6))+((9)*(x)))))+((((2)-((1)-(1)))+((7)+((3)+(5))))+(((3)+((4)+(x)))+(((9)+(7))-((4)*(7)))))))*((((((9)*((x)*(8)))+((x)*((3)*(7))))-(((9)*((5)+(x)))*((1)+((7)+(8)))))-((((8)-((7)+(0)))+((1)+((9)+(2))))+(((0)+((5)+(4)))+(((9)*(2))*((8)-(3))))))*(((((6)+((4)+(9)))+((5)+((5)+(6))))+(((4)+((3)+(6)))+(((5)+(9))+((0)+(8)))))+((((x)-((7)*(5)))+((4)*((4)-(6))))*(((0)+((9)+(x)))+(((9)+(1))*((8)+((8)+(x))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|AddXD|FellTreeD|DivXD|AddXD|DivXD|MultXD|SkipD|FellTreeD|FellTreeD|FellTreeD|SubXD|AddXD|FellTreeD|AddXD,AddTreeWithAdd,FellTreeD,35,32,38,38,3
38,(x),20,-10,0.014366878198141699,0.0008953353131233953,0.01999999997982326,0.02,60464744.17548,1.5586570679514,4956202528.474,0,1,1,0.4053016778011049,0,185621448586140350000,0,18562141942192490000000,0,(((((((3)+((9)+(1)))+((3)-((9)+(2))))-(((9)-((1)*(6)))-(((3)-(1))+((7)+(7)))))+((((0)+((7)-(9)))*((1)-((7)*(5))))+(((3)+((6)+(7)))+(((1)+(5))*((x)*(3))))))*(((((x)*((4)-(3)))-((8)-((0)-(0))))-(((9)-((9)+(3)))*(((6)+(8))*((8)*(4)))))+((((2)-((5)*(x)))*((0)+((3)+(1))))*(((8)+((7)*(6)))-(((x)*(5))*((4)*(3)))))))*((((((3)*((6)-(0)))+((1)+((1)+(x))))*(((9)+((2)+(1)))+((3)-((1)*(4)))))*((((2)+((0)+(7)))+((3)+((2)+(1))))+(((1)-((7)+(1)))+(((8)+(x))*((6)-(0))))))+(((((6)+((0)+(3)))+((8)*((4)+(8))))+(((3)+((x)+(5)))-((x)+((x)+(8)))))+((((7)+((2)+(5)))+((0)+((4)+(3))))-(((7)+((1)*(8)))*(((7)*(3))*((5)*((2)+(1))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|AddToLeafR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|SkipD|FellTreeD|MultXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|FellTreeD|AddXD|MultXD|SkipD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,33,35,39,39,3
39,(x),20,-10,0.014519596717112978,-0.0016003644471089414,0.01999999985141405,0.02,11184450.071330002,5.732175854344632,673011140.502,0,1,1,0.46837836882752115,0,371270066754999350000,0,37126933082055333000000,0,(((((((5)+((3)-(8)))-((9)*((7)*(6))))+(((7)*((5)*(4)))*((5)*((9)*(5)))))*((((x)-((7)-(1)))-((x)-((9)-(4))))-(((4)-((4)-(0)))*(((0)-(5))*((7)-(3))))))*(((((4)*((6)*(1)))-((5)-((9)*(3))))-(((0)-((1)*(5)))-((0)*((2)*(8)))))*((((0)-((x)*(1)))*((6)-((4)+(0))))-(((4)-((1)-(6)))+(((7)+(0))+((5)+(9)))))))+((((((x)+((0)-(9)))*((x)*((x)*(6))))*(((7)*((6)*(1)))-((0)*((4)*(2)))))*((((3)+((8)+(2)))*((x)*((1)+(0))))+(((6)+((6)+(9)))+((2)+((9)+(6))))))*(((((7)+((x)-(8)))+((5)-((1)+(1))))+(((6)+((4)+(8)))+((5)+((7)+(x)))))*((((1)+((x)-(3)))*((6)*((3)+(7))))-(((x)+((9)-(5)))-((7)-((5)+((3)+(x))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddTreeWithMult|DeleteTerminalR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|SkipD|DivXD|SkipD|MultXD|AddXD|AddTreeWithDiv|AddTreeWithDiv|SkipD|DivXD|FellTreeD|FellTreeD|AddXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,39,38,40,40,3
40,(x),20,-10,0.01490015418215709,0,0.019999999930043907,0,38539162.73838,0.1,1429468013.035,0.1,1,1,0.47793030519939467,0,70555253812800635000,0,7055479156338581000000,0,(((((((x)-((7)+(6)))+((9)+((x)+(5))))+(((3)+((3)-(8)))-(((7)+(1))-((7)-(5)))))+((((x)+((2)+(9)))*((4)-((0)+(3))))*(((8)*((4)*(3)))*(((x)-(5))*((4)*(7))))))*(((((8)*((2)*(8)))*((1)*((1)*(9))))*(((3)-((4)*(3)))-(((9)-(6))+((9)*(x)))))-((((1)*((2)+(1)))+(((9)+(5))-((0)-(5))))-(((2)-((1)-(0)))-(((7)+(6))*((9)*(x)))))))+((((((7)-((2)-(2)))*((8)*((6)+(0))))+(((5)-((4)+(9)))+(((1)+(7))+((8)*(9)))))+((((1)+((4)-(0)))+((4)+((1)+(1))))-(((9)-((9)*(9)))*(((x)-(4))+((6)+(3))))))+(((((2)+((6)+(1)))+((x)+((5)+(9))))+(((7)+((9)+(x)))+(((3)+(5))+((7)+(3)))))+((((x)+((9)+(1)))*((8)*((x)+(1))))+(((8)*((x)+(x)))*(((x)*(x))-((7)+((0)*(x))))))))),(((0)-((x)+(x)))*((x)+(x))),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|AddXD|MultXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|FellTreeD|FellTreeD|SubXD|AddXD|MultXD|AddXD,AddToLeafR,AddTreeWithDiv,39,39,41,41,3
41,(x),20,-10,0.01712742314849029,0,0.01999999998639359,0.02,146735933.61652002,0.1,7349475823.201,0,1,1,0.41010276911556587,0,90739981935979720000,0,8073464226973638000000,0,(((((((1)+((5)*(1)))+((8)*((7)*(7))))*(((x)-((8)-(4)))*((9)*((5)*(0)))))+((((3)*((1)*(7)))*((x)*((6)*(9))))*(((5)*((4)-(8)))-((x)+((2)-(4))))))*(((((7)-((3)*(0)))*((7)+((3)-(5))))*(((6)+((7)+(4)))+((3)+((7)+(3)))))+((((5)+((0)+(2)))*((8)*((1)-(5))))+(((2)*((3)-(6)))*((6)*((1)+(9)))))))*((((((5)-(7))-((5)*((3)*(4))))*(((9)*((x)*(4)))+((4)+((x)+(0)))))+((((3)+((8)+(7)))+((x)+((0)+(7))))*(((1)+((1)+(5)))+((7)+((1)+(4))))))+(((((6)+(5))+((9)*((0)+(8))))*(((9)*((9)+(1)))+((7)+((8)+(2)))))*((((3)*((1)-(7)))-((9)*((9)*(0))))*(((7)+((7)*(7)))*((9)-((7)*((1)+(6))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|MutateTerminalR|AddRandomSubTreeR|AddTreeWithMult|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|AddXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddTreeWithDiv|MultXD|FellTreeD|FellTreeD|SubXD|AddXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,38,38,42,42,3
42,(x),20,-10,0.01636324352990888,-0.01,0.0199999999931543,-0.01,366359474.39794,0.2,14607706668.02,0.2,1,1,0.4991870826353185,0,25948722983126218000000,0,149406729610919940000,0,(((((((x)*((9)*(3)))+((3)*((x)*(7))))*(((6)*((9)*(6)))*(((6)*(1))+((3)*(6)))))*((((x)-((3)-(x)))+((6)-((5)*(9))))*(((9)-((1)-(8)))-(((8)-(1))-((7)*(6))))))+(((((0)*((1)+(0)))+((1)+((1)+(0))))-(((2)+((0)+(9)))*(((3)*(5))*((7)+(8)))))+((((2)+((6)+(4)))+(((2)+(8))+((5)+(2))))+(((x)+((9)+(5)))+(((x)*(x))*((4)+(1)))))))+((((((3)+((x)+(2)))-((1)-((x)*(2))))*(((x)+((8)*(3)))*(((x)-(5))-((3)-(3)))))-((((7)*((5)-(3)))*((7)+((5)+(0))))+(((3)*((7)*(3)))*(((7)+(x))+((5)+(7))))))+(((((2)+((2)+(2)))+((2)+((8)+(5))))-(((8)+((8)-(6)))*(((3)+(8))+((6)*(4)))))+((((8)+((3)+(8)))-((9)*((0)-(7))))-(((4)+((8)+(7)))+(((6)+(3))+((8)+((6)-(x))))))))),((0)+(x)),ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|SubXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|DivXD|MultXD|SkipD|SkipD|FellTreeD|FellTreeD|SubXD|AddXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,41,40,43,43,3
