gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
28,(x),20,-10,0.01833431305395682,0.010000006435874556,0.019999999993412454,0.02,355114507.24574,600427342440.1918,15180161579.36,0,1,1,0.3699691317769181,0,7974913539490547000000,0,45019890412581110000,0,(((((((x)-((6)*(1)))+((6)-((0)*(6))))*(((4)*((5)-(2)))*((3)+((5)+(2)))))*((((7)+((7)-(8)))+((3)*((9)+(9))))-(((4)+((7)*(x)))*(((6)*(8))-((3)*(0))))))*(((((1)*((1)+(3)))-((9)-((x)-(6))))+(((6)*((7)*(9)))*((7)*((1)*(7)))))+((((8)+((0)+(6)))+((6)+((8)+(x))))+(((x)*((x)-(7)))-(((5)+(9))-((3)-(9)))))))*((((((4)+((3)+(7)))*((9)*((8)*(6))))*(((2)*((6)*(x)))*((3)+((0)+(7)))))+((((1)+((8)+(4)))*((3)*((7)+(7))))*(((0)-((5)+(7)))-((9)+((0)+(4))))))-(((((9)+((0)+(7)))-((5)*((4)+(2))))+(((6)-((5)+(8)))+((4)-((7)*(7)))))-((((x)+((5)*(5)))*((3)*((5)-(5))))*(((6)-((5)-(3)))-((1)-((3)-((3)-(x))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|AddTreeWithDiv|AddTreeWithDiv|DivXD|SubXD|AddXD|AddXD|AddTreeWithDiv|AddXD|AddTreeWithDiv|SubXD|AddTreeWithDiv|FellTreeD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,22,26,29,29,4
29,(x),20,-10,0.01929989695287315,0,0.01999999999898301,0.02,1610546477.8389802,0.1,98329067179.56801,0,1,1,0.2103671583230888,0,19523344181976667000000,0,1952334416511018000000000,0,(((((((x)-((8)-(8)))-((9)-((7)+(2))))*(((3)-((2)+(3)))+((8)+((9)+(8)))))+((((2)+((9)+(0)))+((4)-((2)*(1))))+(((1)*((6)+(9)))-(((7)*(x))-((6)+(4))))))+(((((3)+((1)+(8)))+((4)+((7)+(4))))*(((9)+((7)*(5)))*(((4)-(x))*((7)+(8)))))-((((3)-((4)+(8)))+((1)*((2)*(7))))+(((3)-((2)+(3)))*(((x)*(1))*((9)+(7)))))))-((((((8)*((6)*(9)))*((6)*((x)*(3))))*(((x)*((x)*(8)))*((4)*((2)*(9)))))*((((x)+((7)-(3)))-((4)+((x)-(4))))*(((5)*((3)*(0)))*(((9)*(3))-((7)*(9))))))-(((((2)*((6)*(8)))-((6)+((5)+(6))))+(((5)+((6)+(1)))+((3)+((5)*(8)))))*((((9)-((2)-(1)))+((0)-((6)*(1))))+(((x)+((3)+(5)))*(((7)-(7))-((7)-((6)-(3))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithAdd|AddToLeafR,AddXD|DivXD|AddTreeWithDiv|SubXD|AddTreeWithDiv|AddXD|AddXD|FellTreeD|SubXD|MultXD|SubXD|MultXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,AddXD,27,28,30,30,4
30,(x),20,-10,0.01613051720554906,-0.01705882352941176,0.019999999970667537,-0.017058823529411765,45752561.123430006,0.68,3409191929.352,0.68,1,1,0.4132488637984183,0,264910207818139980000000,0,26491020164490803000000000,0,(((((((x)*(8))+((4)-((x)+(8))))*(((4)-((x)+(x)))*((2)+((3)*(9)))))+((((3)-(2))*((8)*((6)+(9))))+(((7)+((9)+(2)))+((2)+((1)+(x))))))+(((((3)+(x))+((0)+((9)+(1))))+(((1)+((0)*(x)))*((8)*((3)*(0)))))+((((7)*((6)-(3)))+((0)*((7)-(0))))*(((6)*((8)*(4)))-((3)-((9)-(7)))))))+((((((4)+(1))-((8)*((5)*(5))))*(((3)*(6))*((9)*((5)*(8)))))+((((6)-(6))*((5)+((4)-(4))))*(((3)*((8)*(7)))*((5)*((2)*(2))))))-(((((2)+(4))+((5)*((0)+(4))))*(((5)*((4)*(5)))-((0)+((4)*(5)))))*((((8)+(0))-((5)*((8)+(2))))+(((x)+((x)*(6)))-((5)*((0)-((7)+(2))))))))),((0)+(x)),AddTreeWithSub|DeleteMaliciousR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|FellTreeD|DivXD|AddXD|SubXD|AddXD|AddXD|FellTreeD|AddTreeWithDiv|SubXD|DivXD|SkipD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,AddXD,27,29,31,31,4
31,(x),20,-10,0.017588405134266207,0.01651078497896168,0.019999999994063364,0.02,423813057.8744101,0.0360542078530138,16844557946.451,0,1,1,0.4301542314520754,0,1058878154994813300000000,0,44260037183711680000000,0,(((((((x)-(2))*((5)+((x)+(6))))*(((7)+((6)+(5)))-((8)+((0)-(6)))))*((((3)+((x)*(6)))*((2)*((0)-(8))))*(((4)-((9)-(x)))-((6)+((3)-(x))))))*(((((x)-(9))*((x)-((5)*(9))))*(((x)*((8)*(9)))-((2)*((x)+(1)))))+((((7)*((3)*(0)))*((3)+((5)*(1))))+(((x)+((5)+(4)))+((4)+((4)*(9)))))))*((((((8)*(3))*((3)*((7)*(2))))*(((8)+((5)+(8)))*((x)*((7)*(8)))))*((((8)*(8))*((3)+((1)*(8))))+(((6)-((3)+(3)))+((1)-((7)*(1))))))*(((((9)-(0))+((5)+((9)+(3))))*(((4)-((5)*(x)))-((4)*((1)*(2)))))+((((0)+((4)+(5)))+((9)+((4)*(2))))+(((3)-((0)+(6)))+((1)+((5)*((x)*(2))))))))),((0)+(x)),DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|AddTreeWithDiv|AddTreeWithDiv|DivXD|SubXD|AddXD|AddXD|AddTreeWithDiv|AddXD|SubXD|SubXD|MultXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,27,29,32,32,4
32,(x),20,-10,0.018374587451547228,0.02,0.01999999946425316,0.02,5059568.919530001,0,186655324.21,0,1,1,0.3239201306076151,0,113162512399772600000000,0,11316251174882172000000000,0,(((((((x)+(6))*((7)*((6)*(8))))+(((4)*((5)*(x)))+((3)+((8)*(6)))))-((((3)+((4)*(6)))-((8)-((7)+(2))))-(((3)-((9)-(1)))-((4)*((3)*(0))))))-(((((x)*(8))*((4)*((7)+(8))))*(((9)*((3)+(3)))+((x)+((3)+(4)))))+((((5)+((0)+(5)))+((6)+((1)+(8))))+(((7)+((7)+(8)))*((4)*((x)*(1)))))))*((((((6)*(7))*((8)*((2)+(5))))*(((1)*((1)*(9)))*((1)*((6)*(6)))))*((((3)+(2))-((9)+((x)+(7))))+(((8)*((6)+(8)))+((4)+((0)-(0))))))+(((((6)-(6))+((x)-((5)+(3))))*(((2)*((9)-(2)))*((9)-((9)*(2)))))*((((7)*((x)*(2)))*((2)*((9)+(x))))*(((0)+((4)+(2)))*((6)*((5)-((0)*(1))))))))),((0)+(x)),AddTreeWithSub|DeleteMaliciousR|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|FellTreeD|DivXD|SkipD|AddTreeWithDiv|MultXD|SkipD|AddXD|MultXD|MultXD|SubXD|MultXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,MultXD,31,30,33,33,4
33,(x),20,-10,0.017232432629139913,0,0.019999999977801497,0,94539509.89991999,0.1,4504808083.577,0.1,1,1,0.26540054026886234,0,17122185208085103000000,0,1712218259851882400000000,0,(((((((8)-((9)-(6)))-((3)-((2)-(3))))-(((3)*((5)-(x)))*((3)-((6)+(7)))))*((((5)+((x)*(6)))+((9)-((x)+(0))))*(((x)*((9)*(3)))*(((6)*(1))*((9)*(2))))))*(((((6)-((6)+(6)))*((2)*((x)-(1))))*(((9)-((1)-(x)))*(((5)*(0))*((2)*(3)))))*((((0)+((5)*(9)))*((7)*((3)+(x))))-(((7)+((1)*(0)))+(((x)-(x))+((2)+(7)))))))+((((((5)*((4)*(0)))*((8)*((1)+(x))))+(((6)-((9)*(x)))+((8)+((4)+(1)))))+((((0)+((8)+(3)))+((5)+((5)*(8))))+(((5)+((9)-(2)))+(((2)*(0))-((6)*(2))))))+(((((0)+((4)*(5)))*((8)*((7)-(2))))+(((x)*((8)*(7)))*((x)*((6)+(2)))))+((((4)+((8)*(x)))-((4)+((4)-(8))))-(((8)-((5)*(1)))*(((9)*(9))-((0)+((x)+(9))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|FellTreeD|DivXD|AddTreeWithDiv|FellTreeD|DivXD|SkipD|AddXD|FellTreeD|AddTreeWithDiv|DivXD|MultXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,DivXD,32,31,34,34,4
34,(x),20,-10,0.018334512888529372,0.009248508971075398,0.01999999999710622,0.02,843633977.0280701,0.07497514386377235,34556893095.43,0,1,1,0.3378611395413079,0,187232169584350930000000,0,18723199030206287000000000,0,(((((((7)-((4)+(8)))+((6)+((4)+(1))))+(((x)+((1)*(8)))*((7)*((9)*(1)))))*((((4)*((x)*(6)))+((4)+((9)-(5))))*(((5)*((4)*(9)))*((8)*((7)-(5))))))+(((((5)+((9)+(5)))-((0)*((2)-(0))))+(((8)+((0)+(7)))+((6)+((x)+(4)))))+((((x)+((0)+(9)))+((8)-((2)*(8))))+(((5)-((9)-(6)))-((3)*((8)-(9)))))))*((((((x)*(7))*((x)*((9)*(6))))+(((2)-((x)-(4)))-((3)-((3)*(8)))))*((((5)+((9)*(0)))+((x)+((4)*(5))))*(((5)*((5)*(3)))*((0)+((6)*(7))))))+(((((5)*((6)+(8)))*((x)*((7)*(6))))-(((4)-((4)-(1)))+((4)+((0)-(x)))))+((((2)*((2)*(x)))*((6)-((7)-(2))))+(((6)*((x)-(x)))-((x)*((7)*((8)+(9))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|FellTreeD|DivXD|AddXD|AddTreeWithDiv|AddXD|AddXD|AddTreeWithDiv|AddXD|SubXD|SubXD|MultXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,32,31,35,35,4
35,(x),20,-10,0.018072536356450442,0.02,0.01999999997054811,0.02,48016314.81167999,0,3395368154.38,0,1,1,0.27768963053474394,0,721868120315780500000,0,72186497837182365000000,0,(((((((7)+((5)+(0)))*((6)+((3)*(0))))+(((9)+((4)-(9)))-(((0)-(8))-((3)-(5)))))+((((2)-((4)+(5)))-((0)-((9)-(0))))*(((7)*((4)*(0)))*(((3)+(6))*((0)*(2))))))*(((((8)+((6)+(7)))+((5)+((9)+(6))))+(((4)+((3)*(0)))*(((x)-(7))*((6)+(1)))))+((((x)*((8)-(5)))*(((7)*(8))*((7)*(6))))+(((4)*((x)-(8)))*(((x)+(8))*((x)*(4)))))))*((((((5)*((4)*(1)))*((3)+((8)+(9))))+(((5)+((2)+(5)))+((1)+((6)*(1)))))*((((5)*((8)-(4)))*((2)*((0)-(8))))*(((6)+((x)+(4)))*(((x)*(3))+((9)+(3))))))*(((((2)-((4)*(5)))+((x)+((4)-(x))))*(((8)+((1)*(8)))*(((4)+(x))*((5)-(3)))))*((((0)-((9)+(1)))*((9)-((2)*(9))))+(((3)+((9)+(0)))-(((x)+(3))+((7)-((8)-(1))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|DivXD|AddTreeWithDiv|DivXD|SubXD|AddXD|AddXD|DivXD|AddXD|AddTreeWithDiv|AddTreeWithDiv|MultXD|SkipD|FellTreeD|AddXD,AddToLeafR,AddXD,32,33,36,36,4
36,(x),20,-10,0.018083780174501064,0,0.01999999998723899,0,173855263.95815,0.1,7836368962.915999,0.1,1,1,0.4927799848472936,0,30284174148193464000,0,2567912182891362600000,0,(((((((x)-((0)*(x)))+((4)+((8)+(7))))*(((5)-((4)+(6)))-((0)-((9)-(6)))))+((((8)+((1)+(2)))+((3)-((1)-(8))))*(((3)*((1)+(4)))+((x)+((8)+(0))))))+(((((8)+((1)+(2)))-((4)+((7)+(5))))-(((4)*((5)-(2)))-((1)+((2)-(2)))))-((((8)*((8)+(8)))*((1)+((0)+(3))))+(((x)+((2)+(5)))*(((7)+(9))+((x)*(6)))))))-((((((0)+(9))-((4)+((6)+(1))))-(((5)*((9)*(x)))*((9)*((6)*(6)))))*((((4)*((2)+(1)))+((4)+((7)+(8))))*(((8)*((2)-(x)))-((4)+((8)-(5))))))-(((((8)+((6)*(6)))+((0)-((9)-(6))))-(((7)*((2)*(2)))*((x)+((9)*(8)))))*((((x)+((8)+(4)))-((6)+((9)*(6))))*(((5)*((6)*(4)))*((x)*((x)-((3)+(3))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithAdd,DivXD|SkipD|SkipD|DivXD|AddTreeWithDiv|MultXD|AddXD|AddXD|AddXD|AddTreeWithDiv|DivXD|MultXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,AddXD,35,34,37,37,4
37,(x),20,-10,0.018125932144041644,0.01798549992448862,0.0199999997801037,0.02,13773764.73074,0.02639524973682549,454759812.84,0,1,1,0.3445926613022928,0,822082893869760900000,0,82207461387605170000000,0,(((((((5)-(5))-((2)-((9)-(0))))-(((x)-((9)-(2)))-((3)-((7)+(0)))))+((((x)+(5))*((4)+((1)*(2))))*(((1)*((4)*(5)))+((1)*((0)+(8))))))+(((((0)+(8))-((9)+((5)*(9))))*(((x)*((8)-(0)))+((9)*((6)*(2)))))*((((8)*((9)+(3)))*((5)-((0)*(1))))*(((9)*((7)*(8)))*((2)*((x)*(7)))))))*((((((1)+(1))-((4)-((9)*(8))))*(((5)*((5)-(0)))+((6)*((9)*(3)))))*((((9)*(6))+((1)+((2)+(3))))+(((8)+((x)+(9)))+((7)+((6)+(5))))))+(((((3)+(3))+((7)+((4)+(7))))*(((0)+((7)+(7)))*((x)*((1)*(6)))))-((((6)+(8))*((7)*((3)*(9))))*(((1)*((3)-(2)))-((1)-((6)-((x)*(4))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithAdd,DivXD|DivXD|DivXD|AddTreeWithDiv|AddTreeWithDiv|MultXD|AddXD|AddTreeWithDiv|SkipD|MultXD|SubXD|MultXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,37,30,38,38,4
38,(x),20,-10,0.018097236426951494,-0.019604117181314325,0.019999999964912297,-0.019604117181314332,56238731.67912999,5.052,2850001344.295,5.052,1,1,0.34864274476311563,0,43498338997498690000000,0,4349833899349315000000000,0,(((((((1)-((4)*(8)))-((2)-((7)+(5))))*(((4)*((8)*(8)))+(((9)+(3))*((4)-(5)))))+((((2)*((2)-(6)))-((1)-((7)-(3))))-(((0)*((0)*(0)))*(((1)-(x))*((6)-(0))))))+(((((4)+((8)+(9)))-((x)*((4)-(3))))-(((6)*((9)*(3)))*(((3)*(1))*((6)-(4)))))+((((0)*((6)+(9)))*((x)-((1)+(9))))*(((4)-((4)-(4)))-(((x)+(6))*((5)*(5)))))))*((((((5)*((6)-(2)))*((3)*((x)+(9))))+(((0)+((5)+(5)))+((x)+((9)+(8)))))+((((3)+((1)+(1)))-((8)-((8)*(4))))*(((4)*((2)*(7)))*(((6)+(9))+((x)*(8))))))*(((((x)*((5)-(6)))-((1)*((x)*(6))))*(((1)*((6)*(1)))+(((2)+(2))+((6)+(6)))))+((((3)+((6)+(9)))*((5)*((3)-(0))))*(((1)+((8)+(2)))+(((2)+(2))+((9)*((8)*(9))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,AddXD|SkipD|SkipD|DivXD|AddTreeWithDiv|MultXD|FellTreeD|AddXD|AddXD|MultXD|SubXD|MultXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,AddXD,37,36,39,39,4
39,(x),20,-10,0.01871429966826619,0,0.019999999987966404,0.02,119007898.56216002,0.1,8310067392.45,0,1,1,0.371329227572878,0,144385000652699100000,0,14438491758797758000000,0,(((((((6)-((7)-(4)))*((5)*((9)*(7))))*(((x)*((5)*(1)))*((7)+((9)*(x)))))+((((8)*((8)*(5)))*((0)+((3)+(7))))+(((9)+((0)-(5)))-(((7)-(2))-((5)+(9))))))-(((((1)-((5)-(4)))+((8)*((6)-(6))))*(((x)+((4)-(0)))+(((7)*(3))*((6)-(0)))))-((((1)+((4)*(2)))*((0)+((0)-(4))))*(((2)*((9)-(9)))*(((6)*(5))*((7)*(5)))))))-((((((9)-((2)*(7)))-((8)+((6)+(1))))*(((2)-((9)+(x)))*((0)+((9)*(x)))))*((((9)+((2)*(5)))+((0)*((1)*(4))))+(((7)+((6)-(9)))-(((x)*(6))+((7)*(x))))))*(((((9)*((7)-(1)))-((x)-((0)+(9))))*(((0)+((6)+(7)))+((8)+((1)+(8)))))+((((5)+((0)-(8)))-((3)+((4)+(9))))+(((7)+((0)+(5)))+(((3)+(6))-((1)-((7)-(4))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,MultXD|FellTreeD|AddTreeWithDiv|DivXD|SkipD|SkipD|AddXD|AddTreeWithDiv|SubXD|MultXD|SubXD|MultXD|MultXD|FellTreeD|AddXD,AddToLeafR,MultXD,39,32,40,40,4
40,(x),20,-10,0.01902024227487536,0.008290896336637595,0.019999999987481924,0.02,118366630.03948,0.251803448822645,7988448833.568001,0,1,1,0.16765228947541877,0,12018390192126611000,0,1201838761752534200000,0,(((((((x)+(x))+((8)*((6)-(6))))*(((x)*(4))-((3)-((7)*(1)))))-((((7)*(2))*((0)+((4)-(5))))*(((3)*((x)*(7)))*((3)*((8)+(x))))))-(((((2)*(6))+((5)+((3)-(5))))+(((0)*((5)+(7)))+((0)-((0)-(8)))))*((((1)*(4))*((x)-((0)-(8))))-(((4)*((x)+(6)))+((4)-((0)*(9)))))))*((((((5)-(7))-((9)+((1)+(0))))+(((5)+(x))+((x)+((4)+(7)))))*((((6)*(0))+((8)+((6)+(4))))+(((8)+(0))+((1)+((3)+(6))))))-(((((7)-(x))*((8)*((8)-(2))))*(((5)*(1))-((3)*((1)*(9)))))*((((3)-(4))-((9)+((4)+(5))))-(((0)-((5)*(9)))+((6)*((2)-((4)+(6))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddToLeafR,AddTreeWithDiv|FellTreeD|DivXD|AddXD|AddTreeWithDiv|MultXD|FellTreeD|DivXD|AddXD|MultXD|SubXD|MultXD|MultXD|FellTreeD|AddXD,AddToLeafR,MultXD,36,39,41,41,4
41,(x),20,-10,0.018873341135414,-0.0036890814504235993,0.01999999999436274,0.02,304603427.90958,85.11233183213213,17739118168.892,0,1,1,0.2719215096852534,0,32417264176223340000000,0,3241726327588530700000000,0,(((((((x)*(x))+((8)-((1)*(8))))+(((3)-((5)+(9)))+((3)+((3)+(0)))))+((((9)-((2)*(4)))*((5)*((5)*(x))))+(((4)+((3)+(4)))-((2)+((5)*(0))))))-(((((8)+(8))*((6)+((7)+(2))))*(((9)-((3)*(2)))+((0)-((4)+(0)))))*((((6)+((1)-(x)))*((0)-((8)-(9))))*(((7)*((3)+(3)))-((6)*((6)*(5)))))))*((((((6)+(8))*((8)*((6)*(0))))-(((7)*((x)*(9)))*((9)*((6)*(7)))))*((((4)-(8))*((0)*((x)+(9))))+(((3)*((9)+(4)))*((1)+((1)+(9))))))+(((((7)+(0))+((5)+((1)+(x))))*(((2)-((5)+(8)))*((6)+((7)*(x)))))+((((1)-(3))*((0)+((6)+(1))))+(((9)*((6)-(x)))-((8)*((7)*((1)+(5))))))))),((0)+(x)),AddTreeWithSub|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|SkipD|SkipD|DivXD|AddTreeWithDiv|MultXD|FellTreeD|DivXD|MultXD|MultXD|SubXD|MultXD|AddTreeWithDiv|FellTreeD|AddXD,AddToLeafR,MultXD,37,40,42,42,4
42,(x),20,-10,0.01745840862858988,0.0008010392069212909,0.019999999983301212,0.02,155642671.97101998,404793795810.5187,5988458042.202,0,1,1,0.3071559600737966,0,47495982307167505000000000,0,16958839405144758000,0,(((((((x)+(5))-((x)-((8)+(9))))+(((7)-((4)-(7)))*((9)-((4)-(5)))))*((((2)-((9)*(8)))+((0)+((8)+(1))))+(((3)+((4)+(5)))+((5)+((6)+(4))))))+(((((4)+(6))+((1)+((3)+(9))))*(((0)-((2)*(8)))*((6)*((8)*(9)))))*((((4)-((x)*(7)))+((6)-((6)-(1))))+(((1)-((0)*(1)))*((9)-((x)+(3)))))))-((((((5)+(1))+((4)-((1)+(9))))*(((4)-((6)*(x)))-((3)*((0)+(7)))))*((((9)+(6))*((x)*((0)*(x))))-(((5)*((x)-(1)))+((5)*((5)+(x))))))*(((((2)+(8))-((0)*((0)+(9))))-(((1)-((0)+(3)))-((6)+((9)*(8)))))-((((0)-((8)+(5)))*((1)+((2)-(x))))*(((5)*((2)*(4)))-((0)*((8)-((9)-(1))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|FellTreeD|DivXD|AddXD|SubXD|AddXD|AddXD|FellTreeD|AddTreeWithDiv|MultXD|SubXD|FellTreeD|AddXD|FellTreeD|AddXD,AddToLeafR,AddXD,40,31,43,43,4
43,(x),20,-10,0.018707027422620273,-0.019998222029013347,0.019999999952364608,0.02,74462492.19485,150112307345720860,2099279504.94,0,1,1,0.2791909980581625,0,311327091112440400000,0,195028848160992760000,0,(((((((x)+(5))-((8)+((0)-(3))))+(((2)+((2)-(3)))*((4)*((4)*(x)))))-((((7)-((1)+(4)))+((0)+((1)+(8))))+(((2)+((5)+(4)))+((2)-((9)+(6))))))-(((((x)*(2))*((9)-((1)*(5))))*(((7)*((4)*(6)))*((8)*((x)*(6)))))*((((6)*((x)-(4)))*((1)*((1)*(5))))*(((6)-((8)*(5)))*((8)*((9)*(1)))))))*((((((8)*(8))*((6)-((0)*(6))))+(((2)+((x)*(x)))+((9)+((8)*(7)))))-((((7)-(2))+((2)-((8)-(0))))-(((6)*((4)*(1)))*((8)*((8)-(2))))))-(((((4)-(9))*((x)+((x)+(4))))*(((4)+((7)*(7)))+((8)*((9)-(5)))))+((((2)*((9)+(8)))+((0)+((2)+(5))))+(((1)+((6)+(5)))*((5)-((0)-((3)+(9))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|SkipD|SkipD|DivXD|AddTreeWithDiv|MultXD|SkipD|FellTreeD|AddXD|MultXD|SubXD|MultXD|MultXD|FellTreeD|AddXD,AddToLeafR,MultXD,40,39,44,44,4
44,(x),20,-10,0.017711535615008944,0.02,0.019999999989064828,0.02,187986755.89735004,0,9144802012.1,0,1,1,0.3285952925433749,0,13235710373353383000000000000,0,1323571037332003400000000000000,0,(((((((5)+(2))-((7)*((7)*(6))))+(((9)*((4)*(2)))-((5)+((6)+(7)))))+((((2)+((1)+(6)))+((6)+((3)+(8))))*(((1)*((3)-(2)))+((5)*((9)+(0))))))-(((((6)*((4)-(7)))+((3)*((4)*(6))))*(((2)*((8)*(5)))*((4)*((1)-(5)))))*((((9)*((x)*(5)))*((5)+((7)*(2))))-(((2)-((5)*(2)))*((x)*((9)+(0)))))))*((((((2)+(1))+((9)+((6)+(6))))-(((8)+((3)+(6)))+((4)+((x)+(5)))))+((((6)+(x))+((1)+((3)-(2))))+(((7)+((7)*(4)))-((3)*((7)+(x))))))*(((((8)*(4))*((2)+((5)+(6))))*(((4)*((2)+(3)))+((2)*((4)*(8)))))*((((x)*((4)*(7)))*((2)*((6)*(6))))-(((7)*((9)*(8)))*((6)*((3)+((9)+(1))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR,DivXD|SkipD|SkipD|DivXD|AddTreeWithDiv|MultXD|SkipD|FellTreeD|AddXD|MultXD|SubXD|MultXD|AddXD|SubXD|AddXD,AddToLeafR,SkipD,40,42,45,45,4
