gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
59,x*x*x*x,25,-10,-0.038098136844856884,0.01143061364527513,-0.03758975297346752,0.011435573314412684,291.0231,244.8145,368.816,244.77200000000002,-0.878975297346752,0.2859476819089942,0.0468733007860222,0,11799.150000000001,6118.8,18519.2,6118.8,((((x)*(x))*((0)+(9)))+((2)*((0)+((8)*(5))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SubXD|DeleteTerminalR|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,59,55,60,60,2
60,x*x*x*x,25,-10,-0.03555415239837929,0.011429154919058201,-0.02705330545026794,0.011435573314412684,680.3036,244.827,1981.1032,244.77200000000002,-0.14530231342308197,0.2859476819089942,0.4057092944021188,0.00013475135584276854,37674.659999999996,6119.8,130785.84,6118.8,((((x)*(x))*((0)+(x)))*((4)*((6)*((9)+(1))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|DeleteMaliciousR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SubXD|DeleteTerminalR|ReplaceBranchR|MutateTerminalR|AddXD|DivXD,AddToLeafR,ReplaceBranchR,57,60,61,61,2
61,x*x*x*x,25,-10,-0.037116979479806564,0.011430030154788358,-0.033174398117893085,0.011437907276359769,441.1598,244.8195,1044.4535999999998,244.752,-0.6447925761338388,0.2859476819089942,0.15760371193308065,0,18179.06,6118.8,54353.84,6118.8,((((x)*(8))*((4)+(6)))*((6)*((2)*((x)*(x))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SubXD|DeleteTerminalR|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,61,61,62,62,2
62,x*x*x*x,25,-10,-0.03615408181937002,-0.01145599548144967,-0.028871352764344528,0.011437907276359769,588.5024000000001,511.529,1702.9055999999996,244.752,-0.5679445824075284,0.2859476819089942,0.19602770879623582,0.00013475135584276854,21118.88,6119.8,66113.12,6118.8,((((9)*(5))*((x)*(x)))*((x)*((3)+((0)-(5))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SubXD|DeleteTerminalR|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,60,62,63,63,2
63,x*x*x*x,25,-10,-0.037793637433015295,0.011434172937244434,-0.035271101816755975,0.01143930765352802,337.6175999999999,244.784,723.6160000000001,244.74,-0.8094842504247811,0.28608771962581925,0.07874050441929187,0.0001548175210689249,11185.960000000001,6119,29152.72,6117.6,((((x)*(5))*((x)-(0)))+((9)*((x)*((5)-(x))))),(((4)-(0))-((x)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SubXD|DeleteTerminalR|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,63,63,64,64,2
64,x*x*x*x,25,-10,-0.03829544373284538,0.01143382284295237,-0.037880198666840934,0.011437907276359769,260.83119999999997,244.787,324.37199999999996,244.752,-0.9138883806038427,0.2859476819089942,0.026613051212419893,0.00011669809735423421,7298.0599999999995,6119.3,13176.8,6118.8,((((6)*(7))*((0)-(4)))+((1)*((1)*((x)*(x))))),(((5)*(0))-((0)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SubXD|DeleteTerminalR|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,64,63,65,65,2
65,x*x*x*x,25,-10,-0.038443408704744476,0.011437767238642942,-0.03780672330414325,0.011451350897174977,238.18960000000004,244.7532,335.6152,244.6368,-0.9039586982093845,0.2872920439905149,0.03267116327058611,0.0007580072190761353,7508.6,6116.92,14696.24,6107.28,((((8)*(4))*((x)+(7)))-((6)+((0)*((x)*(x))))),(((6)-(0))*((x)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,ReplaceBranchR,65,64,66,66,2
66,x*x*x*x,25,-10,-0.03715026663181283,0.011425723994995987,-0.03520130701869037,0.011491121608753293,436.06620000000004,244.8564,734.296,244.29600000000002,-0.6635681610247026,0.28772149298877836,0.14663831772643499,0.0008869055398920689,24641.600000000002,6115,51480.8,6103.6,((((6)*(5))*((9)*(x)))*((0)*((9)-((3)*(x))))),(((8)*((1)-(0)))*((x)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,ReplaceBranchR,65,65,67,67,2
67,x*x*x*x,25,-10,-0.034856600444386356,0.011432655861978827,-0.031148336165207163,0.011437907276359769,787.0429999999999,244.797,1354.4816,244.752,-0.7528809305973075,0.2859476819089942,0.09378625580395819,0.00013475135584276854,26064.96,6119.8,37814.16,6118.8,((((x)*(x))*((5)*(1)))*((0)-((4)*((3)*(x))))),(((0)-(0))*((x)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,67,64,68,68,2
68,x*x*x*x,25,-10,-0.03426651940922756,0.011425980730810168,-0.028371235132662397,0.011437907276359769,877.3372,244.8542,1779.4335999999998,244.752,-0.43267599006665797,0.2859476819089942,0.2887241612773628,0.00011669809735423421,44254.18,6119.3,86811.92,6118.8,((((x)-(0))-((0)+(5)))*((x)*((x)*((x)*(x))))),((0)*((0)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,DeleteNonTerminalR|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,ReplaceBranchR,68,64,69,69,2
69,x*x*x*x,25,-10,-0.031691760196413225,0.01142110275034076,-0.01288969141955696,0.01144014787982897,1298.3168999999998,244.89600000000007,4256.3796,244.7328,0.22365006841133495,0.2859476819089942,0.5918250342056675,0.00011669809735423421,53866.06,6119.3,197101.84,6118.8,((((x)*(x))*((5)*(9)))-((0)*((8)-((2)*(x))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|DeleteTerminalR|AddTreeWithMult,MultXD|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|AddTreeWithDiv|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,68,69,70,70,2
70,x*x*x*x,25,-10,-0.03715684747091884,0.011438327389510245,-0.03406127303620442,0.011451350897174977,435.0592,244.7484,908.7439999999999,244.6368,-0.6210053587766304,0.2872920439905149,0.1593582388836205,0.0006991453038790943,21591.04,6115.9400000000005,57993.76,6107.28,((((8)-(4))*((4)*((x)*(2))))+((x)*((8)+((3)*(x))))),(((6)-(0))*((x)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|MutateTerminalR|AddTreeWithMult,MultXD|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,70,70,71,71,2
71,x*x*x*x,25,-10,-0.027805864326648274,0.011445766893216575,-0.012451071997483179,0.011481599044009189,2837.4744000000005,244.68465,8101.648,244.37759999999997,0.7678443098582695,0.2883376589428087,0.6964961243971403,0.0012387835130973329,228265.38,6114.18,659126.64,6098.32,((((9)+(2))*((9)*((x)*(3))))-((4)*((x)*((x)*(4))))),(((0)+((2)+(9)))*((x)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|MutateTerminalR|AddTreeWithMult,MultXD|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,ReplaceBranchR,70,70,72,72,2
72,x*x*x*x,25,-10,-0.03522361652071624,0.011435549974793213,-0.027647240883544633,0.011442388483298172,730.8822,244.77219999999997,1890.2191999999998,244.7136,-0.4693174748398902,0.2861717422559143,0.23757841555849052,0.00018677529570123853,33447.24,6118.82,81205.04,6116.88,((((x)*(8))+((6)*((1)*(7))))*((8)*((8)+((3)+(6))))),(((1)+(0))*((x)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|SkipD|AddXD|DeleteNonTerminalR,AddToLeafR,ReplaceBranchR,72,72,73,73,2
73,x*x*x*x,25,-10,-0.031096571734901747,0.011436903672722522,-0.01201541515814049,0.011481599044009189,1370.7375,244.7606,4315.5408,244.37759999999997,0.13711434616477727,0.28813227029146526,0.5361404347944961,0.0011752543270569205,52223.740000000005,6115.120000000001,177335.2,6100.08,((((9)*(2))*((2)+((5)+(6))))*((7)*((2)*((x)*(x))))),(((2)*((5)+(0)))*((x)+(x))),AddToLeafR|DeleteNonTerminalR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,73,72,74,74,2
74,x*x*x*x,25,-10,-0.029728962424528146,0.011434989823925911,-0.010820024315809609,0.011437907276359769,1987.2288,244.77700000000002,6127.3384,244.752,0.6314847556740558,0.2859476819089942,0.7529536897344037,0.00011669809735423421,121837.50000000001,6119.3,415233.84,6118.8,((((x)*(7))+((3)*((8)+(5))))*((6)*((8)+((8)*(9))))),((0)*((4)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|MutateTerminalR|AddTreeWithMult,MultXD|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,70,72,75,75,2
75,x*x*x*x,25,-10,-0.03049992464595013,0.01144083639860336,-0.018553445806385804,0.011461293575069555,2847.9314,244.7269,8858.6712,244.5516,0.8168990476453041,0.28773549676046095,0.786423156258773,0.0009392730143946181,247523.97999999998,6115.469999999999,835713.84,6103.48,((((6)+(3))*((6)*((x)*(6))))*((9)*((1)*((9)*(5))))),(((0)+((0)+(3)))*((7)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,75,75,76,76,2
76,x*x*x*x,25,-10,-0.02621173224261873,0.011406445469313069,-0.008145544268413869,0.011437907276359769,2178.8458,245.02160000000003,5149.6984,244.752,0.34365234351542934,0.2859476819089942,0.6340068609169831,0.00011669809735423421,105529.46,6119.3,233138.64,6118.8,((((x)*(6))+((9)*((x)*(x))))*((5)*((x)+((8)+(9))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,75,74,77,77,2
77,x*x*x*x,25,-10,-0.015762368383448105,0.011432504154452268,0.02731354663601566,0.01144430233209478,10872.2424,244.79829999999998,38808.9992,244.69719999999998,0.939465151390765,0.2865871874824954,0.8938181689610764,0.00037514883951022746,694279.42,6117.93,2527800.16,6113.32,((((x)*(x))*((6)*((4)+(6))))*((x)*((x)*((7)-(x))))),(((1)*((7)-(0)))*((1)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|AddTreeWithDiv|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,75,77,78,78,2
78,x*x*x*x,25,-10,-0.02912634544302342,0.011425397240323397,-0.007086048351625761,0.011435573314412684,2263.422,244.85920000000002,7434.634400000001,244.77200000000002,0.6435885061369299,0.2859476819089942,0.7580099569079338,0,132346.36,6118.8,429335.2,6118.8,((((x)*(8))*((1)+((8)*(3))))*((5)+((3)*((6)*(x))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|DeleteMaliciousR|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,77,78,79,79,2
79,x*x*x*x,25,-10,-0.016841627735932722,0.011418068599809553,0.014590744317019353,0.011437907276359769,8707.8268,244.922,29010.0064,244.752,0.9123777858504383,0.2859476819089942,0.8108649204163372,0,476950.80000000005,6118.8,1746360.8,6118.8,((((5)*(x))*((x)*((6)*(x))))*((6)+((4)*((1)-(x))))),(((0)-(0))*((8)+(x))),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,79,79,80,80,2
80,x*x*x*x,25,-10,-0.04564782776113246,0.011435573314412684,-0.037372003764435724,0.011437907276359769,668.6004,244.77200000000002,1942.86,244.752,0.07956344527907845,0.2859476819089942,0.5085531989157084,0,48795.8,6118.8,166247.2,6118.8,((((8)+(4))+((7)*(x)))*((3)*((6)*((9)*(x))))),((0)*((9)+(x))),AddToLeafR|SubXD|SkipD|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,MultXD,79,79,81,81,2
81,x*x*x*x,25,-10,-0.02795510983114585,0.011431488881005288,-0.010746770523119547,0.011437907276359769,2133.9892,244.80700000000002,5639.8496000000005,244.752,0.5710832404602321,0.2859476819089942,0.7101622632720225,0.00013475135584276854,131694.5,6119.8,356759.2,6118.8,((((x)*(x))*((9)*(5)))*((9)*((2)*((3)+(5))))),((0)*((x)+(x))),AddToLeafR|SkipD|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,MultXD,81,81,82,82,2
82,x*x*x*x,25,-10,-0.02437943055032843,0.011436133465279986,0.00789079433247272,0.01144014787982897,5922.5012,244.76719999999997,21457.215999999997,244.7328,0.9050743945778633,0.2859476819089942,0.9240753249573841,0,409553.74,6118.8,1611999.2,6118.8,((((8)*(x))*((6)*(x)))*((x)*((4)*((7)+(x))))),((0)*((x)+(x))),AddToLeafR|SkipD|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|MultXD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,MultXD,81,82,83,83,2
83,x*x*x*x,25,-10,-0.03331041693896223,0.011435573314412684,-0.022446843549862764,0.011437907276359769,1023.6400000000001,244.77200000000002,2685.9839999999995,244.752,-0.013635864592863662,0.2859476819089942,0.45585156041427116,0,47261.44,6118.8,150933.44,6118.8,((((3)*(2))*((4)*((9)+(6))))*((7)*((3)+((x)*(x))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|FellTreeD|AddTreeWithSub|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,83,83,84,84,2
84,x*x*x*x,25,-10,-0.037659596131224674,0.011432655861978828,-0.03652744477846033,0.011437907276359769,358.1286,244.797,531.3704000000001,244.752,-0.8639158279963403,0.2859476819089942,0.04177643429784686,0.00011669809735423421,12711.099999999999,6119.3,20823.6,6118.8,((((x)+(6))*((x)*((7)*(9))))*((0)+((6)-((1)+(1))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|FellTreeD|AddTreeWithSub|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,84,83,85,85,2
85,x*x*x*x,25,-10,-0.019371800396469834,0.011433239352465598,0.00971953217441344,0.011435573314412684,5293.2844,244.792,16155.112,244.77200000000002,0.8273133844743922,0.2859476819089942,0.8055673858936804,0.00011669809735423421,265201.52,6119.3,886113.84,6118.8,((((x)*(x))*((1)*((9)*(8))))*((x)*((9)+((8)+(5))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|FellTreeD|AddTreeWithSub|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,85,83,86,86,2
86,x*x*x*x,25,-10,-0.02613206428537546,0.01143382284295237,-0.00004494646315913453,0.011437907276359769,2314.28895,244.787,6882.7919999999995,244.752,0.3030817432010619,0.2859476819089942,0.5933138852622295,0.00011669809735423421,84152.92000000001,6119.3,219566.64,6118.8,((((x)*(x))*((5)*((8)+(4))))*((1)+((9)*((x)*(1))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|FellTreeD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,ReplaceBranchR,84,85,87,87,2
87,x*x*x*x,25,-10,-0.027459278777374793,0.011433239352465598,-0.012882349612912205,0.011437907276359769,1976.7563999999998,244.792,4369.3368,244.752,0.30659527495115085,0.2859476819089942,0.6697487508237783,0.00011669809735423421,100328.48000000001,6119.3,220679.2,6118.8,((((3)*(5))*((5)*((3)*(x))))*((9)*((2)+((0)*(x))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddXD,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|FellTreeD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,86,87,88,88,2
88,x*x*x*x,25,-10,-0.034496272382695065,0.011431488881005288,-0.02538124689583061,0.011433239352465601,842.1804000000001,244.80700000000002,2236.9615999999996,244.792,-0.013892040256175724,0.2859476819089942,0.4504691064378577,0.00011669809735423421,49682.92,6119.3,150894.24,6118.8,((((x)*(2))-((4)*((7)+(8))))*((7)*((1)+((x)*(x))))),((0)+(x)),AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddXD,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|FellTreeD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,86,88,89,89,2
89,x*x*x*x,25,-10,-0.02737285427218227,0.011431488881005284,-0.013834872781919895,0.011437907276359769,2171.2692,244.80700000000002,4926.6744,244.752,0.5315402999023772,0.2859476819089942,0.638510703812218,0.00013475135584276854,159414.30000000002,6119.8,326644.96,6118.8,((((x)*(2))+((8)*((9)*(x))))*((5)+((7)+((6)*(x))))),((0)+(x)),AddToLeafR|SkipD|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|FellTreeD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,AddXD,89,88,90,90,2
90,x*x*x*x,25,-10,-0.022177586339686667,0.011431488881005288,0.004434995295135156,0.011437907276359769,5016.9247,244.80700000000002,15854.1828,244.752,0.8048590628950131,0.2859476819089942,0.8733899069001015,0.00013475135584276854,250263.02,6119.8,784151.2,6118.8,((((x)*(4))+((5)*(x)))*((8)*((7)*((7)*(4))))),((0)+(x)),AddToLeafR|SkipD|AddToLeafR|AddTreeWithAdd|AddTreeWithMult,MultXD|MultXD|AddXD|ReplaceBranchR|AddToLeafR|DeleteTerminalR|AddXD|AddTreeWithAdd|FellTreeD|SubXD|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithMult|SkipD|FellTreeD|ReplaceBranchR|MutateTerminalR|AddXD|DeleteNonTerminalR,AddToLeafR,ReplaceBranchR,89,90,91,91,2
