gen,avgA,avgP,topA,topP,topADomStrat,topPDomStrat,topAStrategies,topPStrategies,topABirthGen,topPBirthGen,topADelta,topPDelta,topAEquation,topPEquation,spec,run
7,0.5533478313764231,-0.40371114518934037,0.7473231537745999,-0.16219652010459318,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,6,6,5559552.2,5559552.2,(((((((((7)+(7))*((((4)*(0))-((7)+(4)))-(7)))*((x)*(x)))+((2)*((x)+(7))))-(x))*(x))*(x))*(x)),((((((8)*((9)+(4)))*((3)-(6)))*((((7)+(2))*(8))*((6)+(x))))+(((9)+(((4)-((x)*(7)))*(6)))+((((2)/(0))-(x))*((x)*(((x)+(8))*(x))))))+(x)),5*x*x*x+2*x+7,5
8,0.6600049330868535,-0.3726041454954278,0.8304046828766289,-0.030444140394776498,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,7,7,25530426.2,25530426.2,(((((((((7)*((5)+((0)+(4))))*((0)-(4)))*((x)*((5)*(8))))+((2)*((x)+(7))))-(x))*(x))*(x))*(x)),((((((5)*(2))*((0)+(5)))*(((4)*((3)+(3)))+(((7)*(7))+((6)+(0)))))*(((x)-((0)-(5)))+(((8)+(2))*((x)*((x)*(((6)/(0))+(7)))))))+(x)),5*x*x*x+2*x+7,5
9,0.4501289899201339,-0.47349894937114223,0.6695187467987206,-0.07636111849882743,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,8,8,19018137.2,19018137.2,(((((((((9)*(8))*((3)+(x)))*((x)*(x)))+((2)*(((5)-(x))+(((2)+(6))+(x)))))-(x))*(x))*(x))*(x)),((((((x)+(8))*((x)*(x)))*((((8)*(2))+(2))*((1)+(2))))-((((1)+(4))+(((1)+(7))+(1)))*((((6)+(x))-((9)/(0)))*(((0)-(8))*((x)*(x))))))+(x)),5*x*x*x+2*x+7,5
10,0.6766720046510255,-0.45023601353968673,0.9366190544672216,-0.17536193483197485,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,8,9,49766635.2,49766635.2,((((((((5)*(x))*((x)*((6)*(((9)*(9))-(6)))))+(((8)+(7))*((x)+((x)+(2)))))-(x))*(x))*(x))*(x)),(((((((7)+(x))*(3))*((2)+(x)))+((((3)/(0))*(x))*((x)+(2))))*((((8)+(0))*((1)+(8)))-((0)*(6))))+((x)*(9))),5*x*x*x+2*x+7,5
11,0.6817007656894047,-0.4114536553719551,0.8166170057930904,-0.007890075640560889,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,10,10,7871134.3,7871134.3,((((((((5)*((9)-(((9)*(8))+(6))))*((x)*((2)-((9)+(2)))))+((2)*((x)+(7))))-(x))*(x))*(x))*(x)),((((((5)*(x))*((x)-((5)+(6))))+(((8)+(2))-(((0)-((7)*(9)))+((8)+(4)))))*(((9)*((3)+(7)))-((x)*(((6)/(0))*((x)*(x))))))+(x)),5*x*x*x+2*x+7,5
12,0.5251426620656224,-0.4323414724662582,0.8481583988337708,-0.1320902118465391,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,11,11,35584538.7,35584538.7,((((((((((6)*(3))*((8)+(2)))*(x))*((x)*(x)))+(((1)-(6))*(((7)+(1))+(7))))-(x))*(x))*(x))*(x)),(((((((5)+(3))*((6)*(9)))+((6)*(2)))*(((4)*(5))*((1)+(2))))*(((9)+((3)-((6)/(0))))-(((7)+(4))*((((4)+(0))+((7)*(2)))*((x)*(x))))))+(x)),5*x*x*x+2*x+7,5
13,0.6984869766817658,-0.42053085939614465,0.8485177430341194,0.13420030059495483,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,11,11,10199569.2,10199569.2,((((((((((2)+((7)*(x)))-(7))*((4)+(4)))*((x)*(x)))+((2)*((9)+(4))))-(x))*(x))*(x))*(x)),((((((5)*((1)/(0)))*((6)*(7)))+((((x)+(9))-(0))-((7)*(x))))+(((2)*((((5)+(9))*(x))+(5)))+(((2)*(1))*((x)*((x)*(x))))))+(x)),5*x*x*x+2*x+7,5
14,0.6093536875081499,-0.4056391504178823,0.9367797155656742,-0.18392007575115066,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddXD|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,13,12,14623731.5,14623731.5,((((((((((9)*(x))+(9))*(x))*(((7)+(4))*((0)-(6))))+((4)+(3)))-(x))*(x))*(x))*(x)),(((((((9)*((2)/(0)))*(x))*(((0)+(7))-((3)+(6))))+(((6)*(6))+((1)*(1))))*(((1)+((2)*(x)))+(((7)-(x))*((x)*((x)*(((7)*(0))+(2)))))))+(x)),5*x*x*x+2*x+7,5
15,0.6798331528642862,-0.3682747651742072,0.9540387777412798,-0.0533621711909259,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,13,14,29461433.9,29461433.9,(((((((((7)+(x))*((x)-(2)))*((((4)+(8))*(9))*(x)))+((6)+(x)))-(x))*(x))*(x))*(x)),((((((3)-(9))*((((2)/(0))+(1))-(3)))*(((0)+(x))+((3)+(7))))*(((8)*((x)+((1)*(7))))-((x)*((x)*(((9)+((6)+(9)))*(x))))))+(x)),5*x*x*x+2*x+7,5
16,0.5762328036554983,-0.4126867318652276,0.9069498239801215,-0.03017707271757451,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,15,15,3641889.2,3641889.2,(((((((((6)*(9))*(x))*((x)*((0)-(3))))+(((1)-((7)+(7)))*((x)+((6)+(1)))))-(x))*(x))*(x))*(x)),((((((5)*(x))*((x)*(8)))+(((x)-(8))+((x)*(((5)*(2))+(4)))))+(((2)*(3))*(((4)-(x))*(((5)+((1)+(9)))*(((3)/(0))*(x))))))+(x)),5*x*x*x+2*x+7,5
17,0.68223243707375,-0.36193905625157485,0.7829130245014817,-0.04160771581892636,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,16,15,4077602.8,4077602.8,((((((((5)*((8)+(7)))*((x)*(((2)+(x))*(2))))+((((6)-(1))-(3))*((x)+(7))))-(x))*(x))*(x))*(x)),(((((((5)/(0))+(2))*((9)-((9)+(2))))*((((1)+(3))*(5))*(((1)*(4))+(2))))*(((x)+(((7)+(x))+(5)))+(((4)-(x))*((x)*(((3)*(5))*(x))))))+(x)),5*x*x*x+2*x+7,5
18,0.5954812617744347,-0.3388051338958288,0.766345158042277,0.008251136910590429,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,17,16,6920958.7,6920958.7,(((((((((5)*((7)+(0)))*(x))*((x)*(x)))+((2)*(((1)-(6))+(((5)+(8))-(7)))))-(x))*(x))*(x))*(x)),((((((7)/(0))-(((4)*((2)+(2)))-(0)))+((5)+(3)))*(((x)+((3)+(6)))-((4)*((x)*((x)*(x))))))+(x)),5*x*x*x+2*x+7,5
19,0.6391787813568516,-0.3570183477010439,0.9194193007238972,-0.03536392676592836,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,18,18,38088211,38088211,(((((((((7)-((3)+(8)))*((6)*((9)*(8))))*((x)*(x)))+(((7)+(9))*((x)+(7))))-(x))*(x))*(x))*(x)),(((6)*((4)+((9)/(0))))+((4)*(0))),5*x*x*x+2*x+7,5
20,0.5923603890659322,-0.3298194485310478,0.9461856938840402,0.0030077799289352837,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,19,19,7732489.2,7732489.2,((((((((5)*(x))*(((7)*(x))*((x)+(1))))+(((((1)+(9))+(7))-(x))*((x)+(7))))-(x))*(x))*(x))*(x)),((((((7)*((4)/(0)))*((3)+(1)))*(((9)*(5))-(((5)+((6)+(7)))*(x))))+(((2)*((3)+(4)))+((((9)+(5))-(x))*((x)*(((4)*(5))*(x))))))+((5)*(2))),5*x*x*x+2*x+7,5
21,0.719349261809065,-0.3834666235798635,0.9451436031002742,0.13379050222163866,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,20,18,9102460,9102460,((((((((((9)*(5))+(1))*(x))*((x)*(x)))+((2)*(((0)+(7))+((3)-(2)))))-((5)+(0)))*(x))*(x))*(x)),(((((6)*(7))*((((6)+(5))+(1))*((3)*((8)+(4)))))+((((4)/(0))+((8)+((4)*(3))))-((((0)+(4))-(6))*((x)*((x)*(x))))))+(x)),5*x*x*x+2*x+7,5
22,0.5614010352441715,-0.25420860600982004,0.7296728181115646,0.06194706572410097,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,21,21,4361979.2,4361979.2,(((((((((x)+(9))*(x))*((x)*((3)+(8))))+(((2)*(6))*((3)-(2))))-(x))*(x))*(x))*(x)),((((3)+((1)+(5)))-(((x)+(((0)+(8))*(1)))-((x)*((x)*((x)*((3)*((0)/(0))))))))+(x)),5*x*x*x+2*x+7,5
23,0.5597488635818378,-0.42541381618176455,0.78853788723623,-0.03236888893328847,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,22,21,10380418.8,10380418.8,((((((((5)*(x))*(((4)-(((9)*((9)+(1)))+(8)))*(x)))+((2)*(((5)-(8))+(7))))-(x))*(x))*(x))*(x)),(((((2)-(((1)*(9))+(2)))*((((0)+(8))+(9))-(((9)+(9))+(0))))*(((9)+(9))-((x)*((((7)+(3))+((5)/(0)))*((x)*(x))))))+(x)),5*x*x*x+2*x+7,5
24,0.6428266451964385,-0.37973026305554625,0.9061571074196106,-0.025187129163336465,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,23,22,5630866.3,5630866.3,((((((((5)*((3)-((6)*((6)+(3)))))*((x)*(x)))+((2)*(((0)-(7))+((5)+(9)))))-(x))*(x))*(x))*(x)),((((((1)*(3))+(1))*(((x)+((3)+((8)+(9))))-((8)+(4))))+(((6)-(((2)+(9))*(9)))-((x)*((x)*((1)*((9)/(0)))))))+(x)),5*x*x*x+2*x+7,5
25,0.5255478646455725,-0.44584447063017263,0.7783675696868246,-0.1258183911362229,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,23,24,5913780.8,5913780.8,((((((((5)*((9)-((7)*(9))))*((x)*(x)))+(((5)*(2))*((x)+((0)+((7)+(2))))))-(x))*(x))*(x))*(x)),((((((5)*((9)/(0)))*((x)*(5)))*(((9)+(2))*((6)+((3)+(3)))))-((((6)*(9))*(((7)+(8))+(8)))+(((3)-((1)+(4)))*((x)*(((4)+(x))*(x))))))+(x)),5*x*x*x+2*x+7,5
26,0.6213957661679678,-0.40488332297190166,0.8453172774757283,-0.11811070850658431,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,25,25,5046101.1,5046101.1,(((((((((5)*((8)+(7)))*(x))*((x)*(((7)+(5))-(x))))+(((3)*(1))*((x)+(7))))-(x))*(x))*(x))*(x)),(((((((1)*(6))+(6))+((0)*((2)+(3))))-(((7)*((6)*(4)))-((4)*((7)+((0)/(9))))))-(((2)*((x)+(7)))-((x)*((x)*((x)*(x))))))+(x)),5*x*x*x+2*x+7,5
27,0.5369675745192353,-0.31861743234776635,0.7388778053065697,0.04628718614636074,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,26,26,11084305.8,11084305.8,(((((((((0)+((x)+(x)))*(x))*(((((6)*(5))-(8))+(6))*(x)))+((2)*((x)+(7))))-(x))*(x))*(x))*(x)),((((((5)*(((2)+(6))+(5)))*((x)+(0)))*(((5)+((4)*(0)))*((x)*(x))))+(((0)-(((6)+(3))*((5)/(0))))+(((7)-(x))*((x)*(((0)+(5))*(x))))))+(x)),5*x*x*x+2*x+7,5
28,0.5981123127139889,-0.3522696865765916,0.9106789932811731,-0.03384852812918541,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,27,27,15743178.7,15743178.7,(((((((((9)+((2)+(0)))*(x))*((x)*((5)*((4)+(x)))))+((2)*(((6)-(0))+(7))))-(x))*(x))*(x))*(x)),((((((5)*((7)+((0)+(5))))*((0)-((3)*(9))))+(((4)-((7)+(3)))*(((4)/(0))*(1))))+(((7)+((8)+(7)))-((x)*((x)*((x)*(x))))))+((5)*(x))),5*x*x*x+2*x+7,5
29,0.5727338997760049,-0.4718537872857781,0.80505196931833,-0.05933808149513172,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,27,27,6921485.6,6921485.6,((((((((5)*(x))*(((7)*(9))*(x)))+(((2)-(9))*((x)+(((8)+(6))-((8)+(0))))))-(x))*(x))*(x))*(x)),(((((((6)/(0))+(2))+(((3)+(x))*(9)))*(((7)*(x))*((4)+(9))))+(((2)*((x)+(2)))-(((3)-(x))*((x)*(((0)*(6))*(((6)+(4))+(9)))))))+((3)*(x))),5*x*x*x+2*x+7,5
30,0.6423086204052766,-0.29328724379163423,0.8789907027215994,0.19473530022795837,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,29,29,7851450,7851450,(((((((((5)-(x))*(x))*(((9)*(x))*(((1)+(2))+(7))))+(((2)*(6))*((x)+(7))))-(x))*(x))*(x))*(x)),(((((((4)/(7))-(4))*(((1)+(6))*((5)*(8))))+(((0)*(9))+((2)*(x))))+((((0)/(0))*((6)+(6)))+((((9)*(0))-((x)+(3)))*((x)*((x)*(x))))))+((2)+(2))),5*x*x*x+2*x+7,5
31,0.5398030972619321,-0.22899270543555827,0.8529008803391676,0.3103557055710268,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,30,30,20184363.8,20184363.8,(((((((((x)*(x))*((8)+(9)))*(((6)+(0))*(x)))+((2)*((x)+((6)-(0)))))-(x))*(x))*(x))*(x)),(((((0)*(((1)+((1)/(0)))-(1)))*((((1)+(0))+(9))+((2)*(x))))+(((9)+(9))-(((7)*((4)*(1)))*((x)*((x)*((4)+(7)))))))+(x)),5*x*x*x+2*x+7,5
32,0.5781315534567036,-0.47286745474848246,0.9788196807366634,-0.18837378834595492,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddToLeafR|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,31,31,40735439.4,40735439.4,((((((((((6)*(7))*(4))*((x)+(2)))*((x)*(x)))+(((4)*(6))*((x)+((7)-(4)))))-(x))*(x))*(x))*(x)),((((9)/(0))-(3))+((1)*((0)+(2)))),5*x*x*x+2*x+7,5
33,0.5756436191811374,-0.4076940691282941,0.7849603387285999,-0.13443255661632764,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddToLeafR|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,32,32,14494990.6,14494990.6,(((((((((x)*(x))*(((1)*(3))+(5)))*((x)*(x)))+(((2)*(9))*((x)+((2)-(4)))))-(x))*(x))*(x))*(x)),(((((((6)*(4))*(5))*((3)*((6)+(3))))*(((x)*(((8)+(9))+(6)))+((2)*(7))))+(((0)-((2)+(8)))-(((8)*(x))*((x)*((x)*(x))))))+((2)/(0))),5*x*x*x+2*x+7,5
34,0.6723789923790868,-0.3509248368859555,0.9311364943410736,0.24697310218830784,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,33,33,9260603.7,9260603.7,(((((((((4)+(8))*(((7)*(4))+(7)))*((x)*(x)))+(((4)-(7))*(((4)-(0))+(7))))-(x))*(x))*(x))*(x)),((((((5)*(x))*((8)*(0)))*((((2)+(7))+(1))*((((1)/(0))+(5))-(5))))+(((7)*(((x)+(4))+(7)))-(((7)+(1))*((4)*((6)+((1)*(8)))))))+(x)),5*x*x*x+2*x+7,5
35,0.5830189732004253,-0.3227815265935813,0.9195972345058451,-0.09953170353646536,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,34,34,15460894.2,15460894.2,((((((((((3)+(3))-((9)*(5)))*(x))*(((9)+(x))*(x)))+((2)*((x)+((5)+(3)))))-(x))*(x))*(x))*(x)),((((((4)-(4))+((6)-((3)+(((9)+(9))+(0)))))+(((5)*((0)+(9)))*((x)*(x))))+(((2)*((x)+(7)))-(((8)*(0))*((x)*((x)*((4)/(4)))))))+(x)),5*x*x*x+2*x+7,5
36,0.6711508146620142,-0.31485099772156,0.896386728136965,0.08300490917985004,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,35,35,14310047,14310047,(((((((((6)+(3))*((4)*((x)*(3))))*((x)*((4)+(2))))+(((7)-(6))*((x)+(7))))-(x))*(x))*(x))*(x)),((((((2)*(0))*((x)*(3)))+(((2)*(x))-(((x)+((5)/(0)))*(x))))+(((1)+((7)*(5)))-(((0)+(4))*((x)*((x)*(x))))))+(x)),5*x*x*x+2*x+7,5
37,0.6097705264490514,-0.3888868266018505,0.7794282272379327,-0.12898326514852648,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,36,36,10605186.2,10605186.2,(((((((((8)+(4))*(x))*((((0)+(7))+((x)-((7)*(8))))*(x)))+((2)*((x)+(7))))-(x))*(x))*(x))*(x)),((((((9)*(7))*((6)+(x)))+((8)+(0)))+((((0)+(8))*(((x)/(9))-(9)))+(((7)-((4)+(1)))*((x)*(((2)*(6))*(x))))))+(x)),5*x*x*x+2*x+7,5
38,0.5080884202275477,-0.4231969426467089,0.8996158685950777,-0.010381724954517547,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddToLeafR|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,37,37,15486708.2,15486708.2,(((((((((8)*(8))*(x))*(((2)+(x))*(x)))+((2)*(((((4)+(5))-(6))-(6))+(7))))-(x))*(x))*(x))*(x)),(((((6)+(((x)-(8))-(7)))*(((9)+(8))-((7)*((6)*(0)))))+((((8)+(0))-((8)+((5)/(0))))+((1)*((x)*((x)*((x)+(7)))))))+(x)),5*x*x*x+2*x+7,5
39,0.5218206569995969,-0.356253227979335,0.8871961689638302,0.0233479662173445,MultXD,AddTreeWithAdd,AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithMult|SubXD|AddTreeWithAdd|MultXD|SkipD|MultXD|MultXD,AddTreeWithAdd|AddTreeWithAdd|MutateTerminalR|SkipD|SkipD|AddXD|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv,38,37,15270000.2,15270000.2,(((((((((0)+((7)+(x)))*((0)-(8)))*(((8)*(6))*(x)))+(((7)-(2))*((x)+(7))))-(x))*(x))*(x))*(x)),((((1)*((2)+((9)/(0))))*(((8)+(((6)*(6))+(7)))-((x)*((x)*(((0)+(2))*(x))))))+(x)),5*x*x*x+2*x+7,5
