gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
28,(x),20,-10,0.018236075593600604,0.0023324172694350206,0.019999999984548565,0.02,188846301.0037,2.043658792584095,6471890987.759,0,1,1,0.3646603841985353,0,3675269655927112000000,0,367526888741450150000000,0,(((((((x)+(9))*((6)+((7)+(0))))+(((3)+((1)+(4)))+((2)+((4)*(x)))))+((((8)-(3))*((7)*((6)+(9))))-(((0)+((7)*(9)))*((5)+((7)+(5))))))*(((((4)+(5))-((7)*((9)+(x))))-(((4)-((1)*(7)))-((9)+((0)-(2)))))*((((3)-(7))*((x)*((3)+(2))))*(((1)*((8)-(6)))+((8)-((0)-(6)))))))*((((((6)*(9))*((7)*((8)*(x))))*(((2)*(4))+((1)+((9)*(3)))))+((((9)*(x))-((3)*((6)+(2))))+(((4)-((2)-(8)))-((2)-((8)-(2))))))*(((((8)*(9))*((9)*((0)+(1))))+(((4)-(1))-((x)*((6)+(5)))))*((((1)-(2))-((9)-((3)+(8))))-(((9)*((x)-(7)))-((3)-((0)+((1)+(1))))))))),((0)+(x)),MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult,SubXD|DivXD|FellTreeD|SubXD|MultXD|AddXD|AddTreeWithDiv|SubXD|FellTreeD|MultXD|SubXD|FellTreeD|AddXD|FellTreeD|AddXD,AddToLeafR,SubXD,27,27,29,29,9
29,(x),20,-10,0.017736375953190907,0.004721029601367534,0.019999999995568632,0.02,289196568.97405,0.12508371981051336,22566401311.4,0,1,1,0.42435502303939104,0,2361288456338607700000,0,236127735406452800000000,0,(((((((x)+((7)+(1)))+((7)+((1)+(x))))+(((3)+((x)+(5)))+(((7)*(8))-((1)-(2)))))-((((4)*((9)-(3)))+((6)-((5)*(0))))+(((1)*((8)*(1)))+(((1)*(8))*((9)*(8))))))*(((((x)-((5)+(8)))-((6)*((x)*(6))))*(((4)*((x)*(1)))+(((8)-(8))+((6)*(3)))))*((((x)*((2)*(9)))*((9)*((x)*(7))))*(((8)+((5)+(8)))*(((2)-(8))*((9)-(0)))))))-((((((9)-((3)+(x)))*((1)*((0)+(4))))+(((5)+((2)+(7)))+((8)+((9)+(8)))))+((((5)+((7)-(5)))-((0)-((7)-(6))))+(((4)*((4)*(9)))+(((8)-(x))*((5)-(5))))))-(((((0)-((4)+(x)))*((x)*((9)*(5))))*(((9)-((0)+(x)))*(((3)-(x))+((5)-(3)))))+((((4)*((3)+(1)))-((8)+((2)-(2))))-(((8)-((4)*(9)))-(((0)-(9))-((1)+((5)-(2))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|AddTreeWithDiv|SkipD|SubXD|MultXD|DivXD|FellTreeD|SubXD|SkipD|MultXD|AddTreeWithDiv|AddTreeWithDiv|SubXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,29,28,30,30,9
30,(x),20,-10,0.018908110479398534,0,0.019999999998249144,0,984913017.00809,0.1,57114947732.32,0.1,1,1,0.45579089260220507,0,2023289930297331400000,0,202325266858029800000000,0,(((((((x)+(1))-((8)+((1)*(1))))*(((2)*(1))*((1)*((8)+(7)))))+((((7)+(x))-((1)*((4)+(8))))+(((6)+((4)*(8)))-((4)+((x)-(9))))))*(((((4)+(0))+((0)*((9)*(4))))*(((9)*(8))-((x)+((5)+(9)))))*((((2)-(7))+((2)-((0)-(0))))-(((1)-((1)-(9)))-((5)+((2)+(8)))))))*((((((5)*(9))+((7)+((2)+(5))))+(((6)+(8))+((x)+((6)-(1)))))*((((7)+(2))*((8)*((6)*(x))))*(((3)+(4))-((x)+((9)-(2))))))-(((((x)-(5))*((x)+((9)+(0))))*(((6)+(9))*((8)*((4)-(9)))))*((((8)*(x))*((7)*((9)*(x))))*(((9)*(x))-((3)+((2)+((x)-(2))))))))),((0)+(x)),MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|DivXD|SkipD|AddTreeWithDiv|MultXD|FellTreeD|AddTreeWithDiv|FellTreeD|FellTreeD|MultXD|AddTreeWithDiv|AddXD|AddXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,27,29,31,31,9
31,(x),20,-10,0.018067662665385783,0.02,0.019999999996844653,0.02,373233238.90452003,0,31692228905.946,0,1,1,0.25303233019588467,0,289123842980111420000,0,28912377679967737000000,0,(((((((x)+((8)+(5)))*((3)+((x)*(2))))+(((x)-((7)*(6)))*((8)*((0)-(6)))))+((((5)-((x)*(4)))*((3)-((5)*(9))))+(((6)-((6)-(2)))-((1)+((8)+(8))))))+(((((7)+((1)+(9)))+((9)+((6)*(7))))*(((6)-((3)+(4)))*((4)*((5)+(4)))))-((((8)-((5)*(x)))*((4)-((1)*(7))))-(((9)+((5)+(0)))+(((6)+(x))+((2)+(x)))))))+((((((4)+((8)*(8)))*((9)+((5)-(7))))-(((x)-((5)-(1)))-((2)-((1)-(7)))))-((((2)*((0)-(9)))*((6)*((9)*(1))))*(((7)+((x)*(4)))+((8)+((x)+(8))))))*(((((1)*((3)-(x)))+((x)*((2)*(8))))-(((6)*((9)-(9)))*((9)*((4)*(6)))))+((((5)+((4)*(9)))+((2)*((1)-(8))))+(((3)-((7)-(0)))+((5)-((4)-((x)*(8))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithSub,DivXD|DivXD|AddTreeWithDiv|SubXD|MultXD|SubXD|AddTreeWithDiv|FellTreeD|MultXD|SkipD|MultXD|MultXD|AddXD|FellTreeD|AddXD,AddToLeafR,MultXD,31,30,32,32,9
32,(x),20,-10,0.018747558384668947,0.014161715608552334,0.019999999998780223,0.02,1642309114.90594,0.10653053696341433,81982154527.06401,0,1,1,0.4042633946589692,0,15575411403829993000,0,1557538310276565200000,0,(((((((x)+((7)*(8)))-((9)+((x)+(8))))+(((7)*((6)*(3)))*(((5)*(6))-((5)+(6)))))*((((x)*((6)+(x)))-(((4)*(6))-((5)*(9))))+(((8)*((0)+(4)))+(((8)+(5))+((2)+(9))))))+(((((6)+((4)-(x)))*((2)+((8)*(7))))-(((x)*((9)*(4)))+(((x)-(5))*((6)*(5)))))*((((8)-((8)*(8)))-(((4)-(7))*((4)*(x))))+(((8)-((9)*(2)))*(((x)*(8))-((7)-(7)))))))*((((((0)*((0)-(4)))+((8)+((3)-(3))))*(((0)+((6)+(4)))+(((5)+(1))+((4)+(0)))))+((((0)+((5)*(4)))-((9)-((x)-(5))))-(((2)-((1)-(3)))-(((8)-(1))-((5)-(5))))))-(((((8)-((4)*(1)))-((6)+((4)*(5))))*(((1)-((5)-(1)))-(((4)-(3))-((8)-(x)))))-((((1)-((2)-(6)))+((1)+((2)+(0))))+(((8)+((x)+(5)))+(((1)+(6))*((2)-((3)+(6))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithSub|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithSub,MultXD|AddXD|DivXD|FellTreeD|MultXD|AddXD|FellTreeD|FellTreeD|MultXD|FellTreeD|SubXD|MultXD|MultXD|FellTreeD|AddXD,AddToLeafR,MultXD,32,31,33,33,9
33,(x),20,-10,0.017999755514039605,0.004691752142904519,0.019999999994112422,0.02,291827746.72301996,3.453861850615553,16984908207.568,0,1,1,0.4626660237467779,0,18154398707549210000,0,1815439855405652800000,0,(((((((x)+((2)*(8)))-((9)+((7)+(7))))*(((4)-((4)+(x)))-((8)*((0)-(x)))))*((((x)+((7)*(x)))-((4)-((x)-(1))))-(((x)*((2)*(3)))*((3)-((9)-(1))))))-(((((7)-((3)+(5)))+((8)*((4)+(2))))+(((8)-((1)+(1)))*((1)+((1)+(1)))))+((((x)-((8)-(9)))-((5)-((1)-(3))))+(((3)*((7)-(0)))-(((5)-(5))-((1)-(0)))))))*((((((6)+((0)*(9)))*((x)-((5)-(1))))*(((x)*((6)*(6)))+((2)*((9)*(x)))))*((((4)+((7)+(1)))+((5)+((4)+(9))))+(((x)+((3)+(0)))+((6)-((3)*(4))))))-(((((0)*((5)-(9)))+((x)*((3)+(x))))*(((9)-((9)-(9)))*((5)*((9)*(x)))))*((((6)*((4)*(8)))*((7)-((5)*(5))))+(((8)-((x)-(5)))-((6)*((5)+((4)-(5))))))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithSub|AddTreeWithSub|AddToLeafR|ReplaceBranchXR|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult,FellTreeD|MultXD|AddXD|FellTreeD|SkipD|SubXD|FellTreeD|FellTreeD|MultXD|AddXD|DivXD|MultXD|SubXD|FellTreeD|AddXD,AddRandomSubTreeR,FellTreeD,30,32,34,34,9
34,(x),20,-10,0.01915118923057517,0.02,0.01999999999453074,0.02,274119889.08299,0,18284011184.176003,0,1,1,0.22756504150529133,0,61066480151420750000000,0,6106648015035152000000000,0,(((((((x)+((3)*(9)))+((4)-((8)+(4))))+(((x)+((1)+(6)))+((4)+((7)+(3)))))-((((4)-((3)-(8)))*((x)+((x)+(9))))+(((2)+((3)+(x)))+(((7)+(9))*((7)*(1))))))+(((((4)+((3)*(3)))*((2)-((6)*(1))))*(((7)*((x)*(x)))*((x)-((0)*(x)))))+((((4)+((x)*(5)))-((8)-((7)-(2))))-(((0)-((8)-(0)))*(((x)+(2))*((8)*(4)))))))+((((((5)+((9)*(7)))*((9)*((5)*(3))))-(((4)-((5)*(x)))*((4)-((6)*(6)))))+((((1)*((4)+(6)))*((x)+((3)*(x))))*(((1)*((4)*(x)))-((1)*((9)*(9))))))-(((((3)-((6)+(9)))-((5)-((3)+(2))))-(((2)-((x)*(5)))*((8)*((x)-(4)))))*((((3)*((2)*(4)))+((1)-((8)*(7))))+(((6)*((6)*(2)))-((7)*((x)-((5)*(9))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR,SkipD|MultXD|FellTreeD|SubXD|MultXD|DivXD|FellTreeD|FellTreeD|MultXD|AddXD|AddTreeWithDiv|MultXD|MultXD|FellTreeD|AddXD,AddToLeafR,MultXD,34,33,35,35,9
35,(x),20,-10,0.015475773748487914,0.017200016766956826,0.019999999961234624,0.02,46441983.1331,65468526.58437561,2579621446.196,0,1,1,0.3415934708055745,0,11909031768090835000,0,1190903142430393000000,0,(((((((0)*((0)-(9)))-((x)*((5)+(0))))+(((9)*((1)+(7)))+(((5)+(8))+((6)+(4)))))+((((6)+((0)+(2)))+((3)+((4)+(2))))*(((9)*((5)*(7)))*(((7)+(8))-((0)+(5))))))-(((((3)*((9)+(8)))-((1)-((x)*(6))))*(((1)*((x)+(1)))*(((9)-(3))+((x)-(3)))))-((((2)*((4)-(7)))*((4)*((5)*(0))))-(((7)-((0)*(2)))*(((x)*(x))-((6)*(0)))))))*((((((6)*((0)-(7)))-((5)-((3)-(7))))-(((x)-((5)+(9)))*((8)*((4)+(4)))))*((((5)-((2)+(1)))-((9)*((x)*(3))))+(((1)-((7)-(3)))+(((4)+(9))*((1)-(9))))))*(((((8)*((6)-(0)))+((6)+((x)*(3))))*(((4)*((7)*(9)))+(((0)*(1))-((2)+(7)))))+((((8)+((0)+(3)))+((0)*((9)-(0))))*(((6)-((8)*(9)))*(((5)-(4))+((8)*((0)+(0))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddTreeWithSub|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR,AddTreeWithDiv|DivXD|SkipD|FellTreeD|AddTreeWithDiv|FellTreeD|AddTreeWithDiv|FellTreeD|MultXD|MultXD|MultXD|AddXD|AddXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,34,34,36,36,9
36,(x),20,-10,0.017948929834832043,-0.019603960396039607,0.019999999990185126,-0.019603960396039604,140649394.36262,5.05,10188619607.208,5.05,1,1,0.3225764816509164,0,17555387937148330000,0,1755538562277013000000,0,(((((((4)*(1))*((2)-((1)-(x))))-(((4)-((2)-(x)))-((4)-((8)-(1)))))-((((x)-((8)+(1)))+((0)+((3)+(8))))+(((3)+((6)+(9)))+((3)*((2)*(7))))))+(((((2)+((6)-(9)))-((9)+((1)+(x))))+(((6)*((x)+(2)))-((1)*((0)*(5)))))+((((0)-((6)*(9)))-((2)-((6)+(1))))*(((9)-((0)+(4)))-((6)-((1)-(4)))))))-((((((9)-(9))-((7)*((0)*(8))))+(((4)+((x)+(7)))+((x)-((0)*(7)))))*((((8)+((4)+(x)))*((0)+((7)*(3))))-(((9)*((7)*(9)))*((x)-((9)+(x))))))-(((((4)+(3))*((9)*((9)*(5))))*(((8)*((x)*(8)))*((3)*((7)*(9)))))*((((0)-((2)*(9)))*((8)+((1)+(x))))+(((4)+((x)+(4)))+((9)+((4)-((7)+(5))))))))),((0)+(x)),MutateNonTerminalR|AddToLeafR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|AddTreeWithDiv|AddXD|SkipD|SkipD|SubXD|FellTreeD|FellTreeD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|MultXD|SubXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,36,35,37,37,9
37,(x),20,-10,0.01943559887236486,0,0.019999999998458078,0,1352618395.39676,0.1,64854155684.86,0.1,1,1,0.39363097843169875,0,17313570758764737000000,0,205841537045912400000,0,(((((((x)+((5)-(9)))-((0)+((2)-(x))))+(((0)+((5)*(2)))+((3)+((6)+(1)))))+((((0)+((6)-(2)))*((6)-((4)-(1))))+(((0)+((8)*(9)))*((2)*((5)+(6))))))*(((((5)*((4)*(2)))*((9)-((2)*(x))))-(((0)*((7)-(1)))*((4)*((5)+(3)))))+((((7)+((9)*(4)))*((7)-((6)-(3))))-(((1)*((8)*(2)))*(((9)*(4))*((4)*(9)))))))*((((((8)*((5)-(8)))*((7)*((6)-(6))))+(((3)-((2)-(6)))-((0)-((6)+(2)))))*((((5)+((2)*(3)))-((1)*((7)*(4))))+(((7)*((5)*(2)))+((7)+((9)+(5))))))+(((((9)+((2)+(5)))+((0)*((5)*(1))))+(((x)-((5)+(2)))+((5)+((5)-(7)))))+((((8)-((9)*(5)))+((1)*((7)+(2))))-(((4)+((8)*(2)))+((9)-((3)-((4)+(9))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|AddTreeWithDiv|AddXD|SkipD|SkipD|SubXD|FellTreeD|FellTreeD|MultXD|SkipD|AddTreeWithDiv|MultXD|AddXD|FellTreeD|AddXD,AddToLeafR,AddXD,37,35,38,38,9
38,(x),20,-10,0.01689164004266047,0,0.019999999999032396,0,1339375611.7271001,0.1,103348152656.35199,0.1,1,1,0.2778384404097811,0,106534975017066630000,0,10652197950729837000000,0,(((((((x)+(9))*((3)*((3)+(3))))+(((6)+(5))+((6)*((7)*(4)))))*((((3)*(5))*((5)*((9)*(5))))+(((8)+(1))+((6)*((x)*(7))))))+(((((4)+(9))*((3)-((5)-(8))))+(((3)+(1))+((6)*((4)*(x)))))-((((9)*(8))+((9)*((7)+(6))))*(((8)-((9)*(9)))-((8)+((3)+(7)))))))+((((((x)+(x))+((9)+((1)+(2))))-(((1)*(6))*((1)*((3)*(6)))))*((((3)*(4))*((x)*((0)-(5))))+(((6)*(6))+((9)-((4)-(6))))))-(((((4)*(x))+((6)*((4)*(2))))-(((1)*(x))-((4)-((6)+(5)))))*((((9)+(1))*((1)+((x)*(6))))*(((8)+(8))-((1)*((8)-((0)-(2))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddToLeafR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddTreeWithMult,SubXD|DivXD|SkipD|SubXD|AddTreeWithDiv|SkipD|FellTreeD|AddXD|DivXD|MultXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|FellTreeD|AddXD,AddToLeafR,AddXD,38,35,39,39,9
39,(x),20,-10,0.01720998507840818,0.02,0.019999999999495584,0.02,2629824299.381941,0,198249853823.28,0,1,1,0.3511796526682492,0,386601591856410460000,0,38659146723693100000000,0,(((((((x)+((6)*(7)))-((1)*((6)*(6))))*(((0)-((2)+(4)))+(((6)+(x))-((7)-(1)))))+((((x)*((2)*(4)))-((7)+((6)+(0))))+(((6)*((5)*(6)))*(((2)+(4))*((8)-(0))))))-(((((6)*((3)+(3)))*((4)+((1)*(0))))+(((x)+((1)-(3)))*(((2)-(2))-((7)-(5)))))-((((7)-((8)*(9)))*(((x)-(4))*((6)*(6))))*(((7)*((2)*(0)))+(((3)-(x))+((x)+(4)))))))+((((((x)+((4)+(1)))+((6)+((3)*(x))))*(((2)*((3)*(x)))*(((2)-(7))*((3)*(7)))))+((((3)+((2)+(5)))*((4)*((7)-(9))))-(((6)+((0)*(7)))*(((0)*(9))-((4)-(0))))))*(((((3)-((1)*(2)))*((7)-((2)*(3))))*(((4)-((5)-(6)))*(((5)*(7))+((9)+(3)))))+((((x)+((x)+(x)))+((3)+((x)+(4))))+(((4)-((3)-(0)))-(((4)-(0))+((5)+((4)-(2))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR,MultXD|AddTreeWithDiv|MultXD|SkipD|SkipD|SubXD|FellTreeD|FellTreeD|MultXD|SkipD|DivXD|MultXD|MultXD|FellTreeD|AddXD,AddToLeafR,MultXD,39,38,40,40,9
40,(x),20,-10,0.016825871689049,0.001520996642986418,0.0199999999974592,0.02,578991212.36837,13.660965729843559,39357685632.005,0,1,1,0.5252486426929568,0,58052633202532870000000,0,293878828594116500000,0,(((((((x)+((x)*(1)))-((8)+((x)+(4))))+(((6)+((5)+(3)))+((7)+((5)+(9)))))-((((0)*((0)+(8)))*((4)*((8)-(x))))+(((3)+((8)+(4)))-((5)+((x)-(0))))))*(((((7)+((7)+(5)))+((6)*((x)*(7))))*(((5)*((6)*(5)))*((9)*((8)+(7)))))+((((7)+((9)+(x)))*((8)*((2)-(4))))-(((2)+((7)*(9)))-((3)-((0)-(1)))))))-((((((5)-(9))-((9)-((6)*(8))))-(((x)+((x)+(1)))+((0)+((0)+(0)))))-((((0)*((x)-(8)))-((6)-((0)-(2))))*(((7)*((3)+(0)))*((8)-((2)+(5))))))+(((((5)*((9)*(9)))*((x)-((9)-(7))))*(((7)-((2)*(9)))+((x)+((6)+(0)))))-((((1)*((6)+(x)))-((7)-((0)*(1))))*(((6)+((8)*(2)))*((6)+((1)-((2)+(1))))))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,MultXD|AddXD|SkipD|FellTreeD|MultXD|DivXD|FellTreeD|AddXD|FellTreeD|AddTreeWithDiv|MultXD|FellTreeD|MultXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,40,37,41,41,9
41,(x),20,-10,0.019102112449160224,0.02,0.01999999998103603,0.02,118144229.32409002,0,5273157322.23,0,1,1,0.39242166030527637,0,6586008810188350000000,0,658428301935820200000000,0,(((((((x)+((2)*(2)))*((2)+((x)-(3))))+(((x)-((1)-(5)))+(((8)+(7))+((3)*(3)))))*((((7)*((6)*(9)))*((7)*((9)-(7))))+(((3)+((7)*(x)))+(((4)*(4))+((7)+(2))))))+(((((0)+((3)+(7)))+((2)+((1)+(1))))+(((6)+((x)-(7)))+(((2)*(4))*((x)+(6)))))-((((8)-((1)*(7)))+(((7)*(x))*((6)+(9))))-(((9)*((6)*(5)))+(((6)-(2))*((3)+(7)))))))*((((((2)*((8)-(8)))-((6)-((2)*(x))))*(((6)*((x)-(7)))*((8)*((5)*(3)))))*((((9)*((1)*(1)))*((5)-((7)*(4))))*(((8)*((1)*(0)))-(((8)+(3))+((5)*(6))))))*(((((9)+((5)-(2)))+((9)*((9)+(7))))*(((4)+((0)+(0)))-(((6)+(4))-((0)+(7)))))*((((9)*((1)*(9)))*((4)*((3)+(x))))+(((8)*((8)*(x)))*(((6)-(8))-((3)+((0)-(1))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|ReplaceBranchXR|AddToLeafR|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|DivXD|SkipD|SubXD|AddTreeWithDiv|SkipD|FellTreeD|AddXD|MultXD|AddXD|MultXD|MultXD|SubXD|FellTreeD|AddXD,AddToLeafR,AddXD,41,40,42,42,9
42,(x),20,-10,0.016401834218022982,0.02,0.01999999999829837,0.02,1770114385.7588203,0,58767145578.194,0,1,1,0.3560967507576645,0,182141517146586480000,0,18214150582139837000000,0,(((((((x)+((8)*(7)))*((6)+((4)+(6))))*(((3)*((6)*(7)))*((9)+((2)*(3)))))*((((9)-((x)-(7)))-((9)+((2)+(5))))+(((1)-((9)*(2)))*((2)-((6)-(8))))))*(((((x)*((3)*(8)))*((5)-((x)*(3))))*(((2)-((1)+(x)))*((x)+((6)*(8)))))*((((2)*((8)*(x)))*((2)+((5)*(8))))*(((8)+((4)*(3)))+((6)*((1)-(5)))))))+((((((7)-(2))*((1)+((9)+(x))))-(((7)-((7)-(0)))+((4)+((9)+(7)))))+((((7)+((5)+(8)))+((8)+((8)+(9))))+(((2)*((6)*(9)))*((8)+((7)-(2))))))+(((((2)+((3)+(4)))+((3)-((5)*(4))))+(((3)+((7)*(8)))-((4)+((x)+(0)))))*((((3)*((9)-(1)))+((8)+((x)+(7))))+(((5)*((6)*(6)))*((3)*((0)-((7)*(x))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR,MultXD|AddXD|SkipD|FellTreeD|MultXD|DivXD|FellTreeD|FellTreeD|MultXD|AddXD|AddTreeWithDiv|AddTreeWithDiv|SubXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,42,41,43,43,9
43,(x),20,-10,0.017201832737491166,0.010587211236697858,0.01999999999675281,0.02,393588740.7508,0.055569609095490045,30795835986.15,0,1,1,0.4162286974801161,0,38355174863503990000,0,3835498489486150500000,0,(((((((x)+(8))+((5)*((9)+(7))))+(((6)-((2)-(9)))*((1)-((8)-(8)))))+((((9)*((6)-(1)))*((8)+((1)-(3))))*(((7)*((6)*(3)))+((4)*((x)+(0))))))-(((((6)*(x))+((x)*((9)+(2))))*(((1)+((8)-(3)))+((7)-((7)+(4)))))*((((2)+((9)*(x)))-((9)-((x)+(x))))+(((8)+((5)+(8)))+((7)+((9)+(4)))))))-((((((6)-(x))-((3)*((0)+(6))))*(((x)*((1)*(7)))-((9)-((7)*(1)))))-((((1)+(8))*((9)-((2)+(5))))*(((0)-((8)+(6)))*((0)-((9)*(8))))))*(((((2)+(3))+((3)+((7)+(2))))+(((9)+((x)+(x)))+((6)+((1)*(1)))))*((((4)+((1)*(4)))+((x)*((3)+(8))))-(((3)-((5)+(4)))*((8)-((x)*((x)-(4))))))))),((0)+(x)),AddRandomSubTreeR|AddToLeafR|AddToLeafR|ReplaceBranchR|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR,AddTreeWithDiv|AddTreeWithDiv|SkipD|FellTreeD|SkipD|DivXD|DivXD|FellTreeD|MultXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SubXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,43,42,44,44,9
