gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
28,(x),20,-10,0.01930323085631325,-0.019004975124378102,0.019999999981989793,-0.01900497512437811,139444159.2412,2.01,5552406744.533001,2.01,1,1,0.26629391902430394,0,6086781935357016000000,0,608678163709467900000000,0,(((((((0)-((8)-(8)))-((2)*((0)-(7))))+(((6)+((7)*(1)))-((0)+((4)+(2)))))-((((9)+((7)*(3)))*((6)+((1)+(9))))+(((7)+((0)+(2)))+((0)+((3)-(x))))))*(((((7)*((7)*(4)))*((8)*((2)*(2))))*(((6)-((5)*(1)))*((5)+((9)+(8)))))+((((0)+((1)*(5)))+((0)+((2)*(x))))+(((7)-((9)*(4)))*(((4)*(9))+((2)*(2)))))))+((((((5)-((1)+(4)))*((4)+((9)*(7))))*(((x)*((3)*(0)))-((4)+((4)+(0)))))*((((3)+((x)*(x)))+((9)*((5)+(5))))*(((5)*((x)-(5)))-((8)+((9)-(5))))))*(((((9)+((7)+(0)))-((5)*((x)*(7))))*(((6)+((8)-(6)))-((1)+((1)-(7)))))-((((1)-((8)-(x)))-((4)*((2)+(6))))*(((5)*((8)*(0)))*((2)-((2)-((1)*(3))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|ReplaceBranchXR|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|DivXD|AddXD|SubXD|SkipD|FellTreeD|DivXD|SkipD|AddXD|SkipD|AddXD|DivXD|FellTreeD|AddXD,AddToLeafR,DivXD,27,26,29,29,3
29,(x),20,-10,0.018027349649222497,0.0149754852711563,0.019999999896094977,0.02,19254650.04207,4.839752608686938,962417374.5580001,0,1,1,0.35419165944175435,0,76552163735152970000,0,7655192561047952000000,0,(((((((x)+(7))+((9)+((0)+(0))))+(((7)+(9))*((6)*((4)+(7)))))+((((x)+(2))+((1)+((0)+(3))))+(((0)+((8)*(6)))*((4)-((2)-(x))))))+(((((7)+(6))*((1)*((9)+(7))))*(((5)-((3)*(8)))*((9)*((9)+(4)))))*((((0)-(9))+((9)-((8)+(4))))*(((4)+((0)*(2)))-((8)*((3)*(9)))))))*((((((8)*(2))*((9)+((7)+(0))))*(((6)-(8))*((7)*((3)*(7)))))+((((6)*(x))+((0)+((0)*(8))))-(((8)-(0))-((5)-((8)*(1))))))*(((((1)-(1))-((8)-((7)*(8))))*(((4)*(1))*((8)*((3)*(2)))))*((((x)-(8))*((3)+((3)+(4))))*(((1)-((x)+(3)))+((7)*((5)*((9)+(7))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithAdd,DivXD|MultXD|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv|FellTreeD|FellTreeD|DivXD|AddTreeWithDiv|SkipD|SkipD|SubXD|FellTreeD|AddXD,AddToLeafR,FellTreeD,29,29,30,30,3
30,(x),20,-10,0.01815005200710028,0.02,0.019999999985999627,0.02,102877584.53808998,0,7142667537.511999,0,1,1,0.3391165097150299,0,84954449915488300000,0,8495432928094350000000,0,(((((((0)+((5)-(2)))+((1)-((0)-(6))))+(((2)-((1)-(3)))-(((x)+(9))*((8)+(3)))))*((((4)-((9)-(6)))*((4)+((6)*(8))))*(((2)+((6)-(7)))*(((4)-(x))-((1)-(8))))))-(((((0)-((4)-(8)))-((6)+((2)-(5))))+(((8)*((5)-(x)))+(((x)-(9))+((3)*(x)))))+((((5)*((6)*(8)))*((9)*((6)+(6))))+(((4)-((5)*(6)))+(((5)*(8))+((8)-(x)))))))+((((((2)+((6)-(4)))*((7)*((7)-(7))))-(((x)*((3)*(5)))*((7)*((7)+(6)))))+((((7)+((6)*(2)))-((4)*((x)-(7))))*(((9)-((6)*(9)))+(((4)-(x))*((4)*(1))))))*(((((6)*((1)*(4)))*((7)*((6)*(0))))+(((5)*((3)+(4)))+(((9)+(8))+((7)+(4)))))+((((0)+((5)+(8)))-((9)-((6)-(0))))-(((0)+((5)-(0)))*(((4)*(9))*((4)*((6)*(2))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd,SubXD|AddTreeWithDiv|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddTreeWithDiv|SkipD|DivXD|AddTreeWithDiv|SkipD|SkipD|SubXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,29,29,31,31,3
31,(x),20,-10,0.01786529945145752,0,0.01999999985577706,0.02,21303925.471,0.1,693370980.23,0,1,1,0.22210336693034408,0,1283271053619863200000,0,128327050315584170000000,0,(((((((x)*((5)-(4)))+((5)*((7)-(8))))*(((2)*((9)*(x)))*((2)*((3)*(3)))))*((((x)-((2)-(9)))-((3)-((5)-(2))))-(((4)*((4)*(8)))-((2)*((7)-(5))))))-(((((8)-((7)*(1)))-((7)*((6)*(x))))+(((2)+((8)+(0)))+((0)+((3)+(4)))))+((((4)*((8)+(8)))+((4)*((7)*(1))))-(((5)*((5)+(0)))-((3)-((7)+(2)))))))-((((((8)*(4))*((5)-((9)*(4))))+(((0)-((0)*(9)))*((8)+((1)+(6)))))-((((9)-((5)-(3)))-((3)-((9)-(7))))*(((0)+((9)*(9)))+((3)*((7)-(3))))))+(((((7)*((6)*(5)))-((7)*((7)-(3))))*(((x)-((3)+(1)))-((2)+((x)-(1)))))*((((3)*((1)-(0)))*((6)-((7)-(0))))*(((6)*((8)+(1)))*((2)*((x)-((5)-(2))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|DivXD|AddXD|FellTreeD|DivXD|SubXD|FellTreeD|DivXD|AddXD|SkipD|AddTreeWithDiv|SubXD|FellTreeD|AddXD,AddToLeafR,DivXD,30,30,32,32,3
32,(x),20,-10,0.01850872616623863,0.019200366292397672,0.01999999994768987,0.02,24430727.140759997,6.373022454770716,1911675581.74,0,1,1,0.4119607360854189,0,390924030966743430000,0,14309456802982810000,0,(((((((x)-((4)-(2)))-((4)-((3)-(3))))-(((5)-((7)-(5)))-((0)-((0)*(6)))))+((((6)-((4)+(9)))-((6)+((5)+(3))))-(((1)-((3)+(3)))*((1)+((x)+(5))))))*(((((6)-((1)-(5)))*((4)-((7)*(8))))*(((2)+((2)-(0)))*((x)*((4)*(x)))))*((((4)*((5)*(5)))*((9)*((1)*(4))))*(((3)+((9)*(x)))*(((7)-(9))+((5)+(6)))))))+((((((9)*(6))+((5)*((5)+(4))))-(((5)+((4)+(9)))-((4)+((7)+(5)))))+((((7)-((7)-(0)))+((5)*((5)*(x))))*(((1)-((7)+(3)))+((5)+((2)+(8))))))+(((((7)+((5)+(7)))-((x)*((9)+(9))))-(((x)*((8)+(x)))+((5)-((2)*(4)))))-((((x)-((9)*(2)))*((4)*((5)-(0))))*(((8)+((3)*(4)))-((6)+((2)-((1)-(5))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|FellTreeD|AddTreeWithDiv|AddTreeWithDiv|SkipD|MultXD|FellTreeD|DivXD|AddXD|SubXD|SubXD|SubXD|FellTreeD|AddXD,AddToLeafR,SubXD,32,31,33,33,3
33,(x),20,-10,0.017357042643573992,0,0.01999999996626427,0.02,57717392.22368,0.1,2964216396.155,0,1,1,0.3254140286913826,0,73410388581670360000000,0,7341038847609225000000000,0,(((((((x)*(5))-((2)*((7)*(2))))+(((9)-((5)+(9)))+((1)-((6)*(2)))))-((((5)-((6)*(6)))*((2)*((6)*(6))))-(((x)-((9)-(7)))-((9)*((3)-(7))))))-(((((3)*(x))*((1)*((6)+(0))))-(((8)+((9)+(5)))+((6)+((8)+(2)))))+((((8)+((0)+(x)))-((x)*((4)*(9))))+(((2)+((5)*(8)))+((1)*((7)*(4)))))))+((((((x)*(9))*((8)-((x)*(0))))+(((7)-((8)+(9)))*((3)-((2)-(1)))))*((((9)-(0))*((8)*((5)+(1))))*(((8)-((5)-(x)))+((2)-((6)+(9))))))+(((((1)+(2))*((8)+((8)*(5))))+(((0)+((7)-(8)))+((x)*((8)*(5)))))*((((8)*((8)*(3)))*((9)*((9)*(3))))*(((3)*((2)*(5)))*((4)*((x)-((5)-(1))))))))),((0)+(x)),DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|DivXD|AddXD|SubXD|AddTreeWithDiv|FellTreeD|DivXD|MultXD|AddXD|SkipD|SkipD|SubXD|FellTreeD|AddXD,AddToLeafR,DivXD,33,32,34,34,3
34,(x),20,-10,0.01676551565233873,0.013977553074368633,0.01999999995327976,0.02,44345126.417459995,9.90699762315535,2140400014.1,0,1,1,0.23161465486141994,0,600743111755187100,0,60074297865036780000,0,(((((((9)-((7)-(x)))-((5)-((7)-(4))))*(((8)+((2)-(7)))+((8)*((x)-(6)))))+((((1)-((5)*(2)))*((6)-((6)*(4))))*(((5)-((4)*(6)))+(((9)*(5))-((1)+(3))))))-(((((7)-((0)-(5)))-((9)*((4)-(4))))*(((6)+((4)-(7)))+((3)-((0)+(4)))))*((((0)-((4)*(0)))+((x)-((4)+(9))))-(((7)+((1)-(0)))+(((7)-(7))*((x)*(8)))))))*((((((3)+((9)-(5)))+((8)*((x)*(2))))*(((6)+((1)*(4)))*((3)-((7)+(1)))))+((((0)*((5)+(x)))*((9)-((9)+(8))))+(((x)+((x)+(7)))+((3)+((4)+(9))))))+(((((4)+((0)*(1)))*((6)+((7)*(x))))-(((x)-((1)-(3)))-((4)+((x)*(5)))))*((((6)-((3)*(4)))*((8)+((9)-(7))))*(((3)*((8)*(9)))-((8)-((8)*((x)*(3))))))))),((0)+(x)),MutateNonTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|FellTreeD|AddTreeWithDiv|AddXD|SkipD|SubXD|DivXD|SkipD|AddXD|SkipD|SkipD|SubXD|FellTreeD|AddXD,AddToLeafR,SkipD,33,33,35,35,3
35,(x),20,-10,0.017554714669816274,0.007929580678116683,0.019999999507514913,0.02,5106826.422369999,0.12869631672545562,203051833.186,0,1,1,0.09486455309447495,0,251932286672981600000000,0,25193228666555520000000000,0,(((((((x)*(7))*((9)*((2)+(4))))+(((4)+(7))+((3)-((6)+(0)))))-((((8)+(4))*((9)*((6)*(4))))-(((4)-((9)*(9)))-((7)*((5)*(6))))))*(((((x)*(3))-((1)*((4)-(1))))*(((7)*((4)*(7)))*((8)*((0)*(5)))))-((((6)+(9))-((1)+((x)-(7))))*(((3)-((8)*(1)))-((5)-((3)-(7)))))))-((((((x)-(8))+((x)*((0)*(x))))*(((9)-(7))*((x)*((4)*(2)))))+((((2)*(8))-((2)*((0)+(9))))+(((x)*(8))*((6)+((2)*(8))))))*(((((9)-(2))-((8)-((1)*(5))))+(((7)*(9))*((7)*((3)*(2)))))*((((x)-(2))-((3)-((2)-(4))))-(((2)-((6)-(4)))-((8)-((5)*((x)-(8))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|MutateTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|MutateTerminalR,AddXD|AddTreeWithDiv|FellTreeD|AddTreeWithDiv|FellTreeD|AddXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddXD|SkipD|AddXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,34,34,36,36,3
36,(x),20,-10,0.018460571729542716,0.015409832527053725,0.019999999883145214,0.02,18275866.33611,0.2525946433218346,855762988.662,0,1,1,0.30554714118436294,0,14700802219145712000,0,1470079406123177700000,0,(((((((x)-(7))*((0)+((4)+(9))))-(((1)+((5)*(9)))+((9)*((2)-(7)))))+((((1)-((0)*(1)))-((5)*((6)-(4))))*(((0)-((7)+(2)))-((9)*((9)-(4))))))-(((((3)-(5))*((4)+((8)-(5))))*(((9)*((7)-(3)))*((7)*((1)-(9)))))+((((1)-((x)-(x)))-((2)-((0)-(9))))*(((4)-((5)*(7)))*((2)*((6)*(5)))))))+((((((9)*(8))*((4)*((0)-(2))))*(((0)*((x)+(1)))*((x)-((4)+(2)))))*((((x)*(7))+((8)*((6)-(1))))+(((1)+((8)+(1)))+((5)*((3)*(5))))))*(((((4)*(9))*((2)*((5)*(3))))*(((4)+((2)+(0)))+((5)+((5)+(7)))))+((((2)+((x)+(x)))*((0)*((7)-(7))))+(((1)*((4)+(0)))-((8)+((5)*((9)-(7))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|AddTreeWithDiv|DivXD|AddXD|AddXD|SkipD|SubXD|FellTreeD|AddXD|AddXD|SkipD|AddXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,36,33,37,37,3
37,(x),20,-10,0.017210608040367514,0.02,0.019999999979908843,0.02,51375861.448630005,0,4977313721.62,0,1,1,0.3573173176949857,0,5615492840821235000000,0,561549281617447500000000,0,(((((((5)-((x)-(8)))-((3)-((0)-(x))))*(((9)-((9)*(x)))-((6)-((5)*(7)))))+((((2)-((2)-(1)))+((0)+((5)-(7))))+(((4)*((5)*(6)))*((6)+((5)-(x))))))-(((((9)*((x)-(5)))*((8)+((3)-(1))))*(((x)*((0)+(6)))+((6)*((9)*(9)))))*((((x)+((7)+(8)))+((8)+((1)+(1))))+(((2)+((3)*(6)))+((2)*((4)*(8)))))))+((((((0)-(0))*((5)*((0)*(6))))*(((6)*((5)*(2)))*((4)*((7)*(4)))))*((((9)*((4)*(6)))+((3)-((8)+(0))))*(((6)-((x)*(1)))*((0)*((4)-(8))))))+(((((4)*(4))*((3)*((1)*(0))))+(((0)-((1)+(1)))*((3)*((0)-(6)))))-((((5)+((1)-(8)))-((x)*((4)+(7))))*(((1)+((9)+(2)))+((7)-((7)-((x)+(5))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|DivXD|AddXD|AddXD|SkipD|AddTreeWithDiv|FellTreeD|SkipD|AddXD|SubXD|SubXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,36,36,38,38,3
38,(x),20,-10,0.01828035651803065,0.01027935277096408,0.019999999983459794,0.02,84868656.80782999,0.05726659929327286,6045874527.481999,0,1,1,0.3206706840645465,0,2920968443581509000000,0,292082871657958830000000,0,(((((((4)-((3)-(5)))-((6)-((x)-(6))))*(((x)-((9)*(5)))-(((2)+(0))+((6)-(3)))))+((((9)-((1)-(5)))*((x)-((7)*(0))))-(((8)-((0)*(0)))-(((5)*(1))-((9)+(8))))))+(((((5)*((4)-(5)))*((9)*((2)+(2))))+(((9)+((4)*(8)))*(((3)*(4))*((1)*(x)))))*((((9)*((7)*(7)))*((9)*((x)*(2))))+(((x)-((x)*(1)))-(((2)-(1))-((3)+(9)))))))*((((((7)-((0)*(9)))*((7)*((9)*(5))))*(((3)-((4)*(3)))-((8)+((1)+(9)))))*((((7)*((6)*(8)))+((5)-((8)-(6))))+(((4)*((8)-(8)))+(((3)*(5))-((7)+(3))))))+(((((9)+((x)+(9)))+((7)+((6)+(2))))-(((8)-((x)-(9)))+((5)-((3)*(5)))))*((((9)*((4)*(5)))-((4)*((0)-(7))))*(((x)+((x)*(0)))+(((3)*(7))-((8)-((x)-(4))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddXD|AddTreeWithDiv|FellTreeD|AddTreeWithDiv|SubXD|SkipD|SkipD|FellTreeD|AddTreeWithDiv|AddXD|AddTreeWithDiv|AddTreeWithDiv|MultXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,37,37,39,39,3
39,(x),20,-10,0.018703323979638295,0.009192517085340184,0.019999996231488112,0.02,753499.28374,0.06338869612465356,26535673.238,0,1,1,0.30258562141850437,0,2829824064625489000000,0,282982403368707130000000,0,(((((((2)-((7)-(9)))-((6)-((1)-(7))))-(((7)*((7)*(6)))*(((6)+(7))+((9)-(4)))))+((((5)*((2)+(9)))-((9)-((4)*(9))))-(((x)+((6)+(1)))+(((6)+(7))+((5)+(1))))))+(((((7)-((x)-(3)))-((9)-((4)-(5))))*(((9)+((2)-(4)))*(((1)+(6))*((7)*(2)))))+((((4)-((4)-(6)))+(((4)*(2))-((6)*(x))))-(((5)-((5)*(0)))+(((7)-(x))+((0)+(0)))))))-((((((9)-((1)-(6)))-((x)*((7)+(6))))*(((3)+((2)+(4)))*((2)*((6)*(4)))))*((((8)*((x)*(8)))*((6)*((3)*(x))))+(((5)+((5)*(0)))*(((6)-(8))*((2)-(7))))))*(((((4)*((1)*(7)))+((8)-((9)-(0))))-(((5)-((0)-(2)))-(((1)+(8))*((3)-(4)))))*((((7)*((0)-(3)))*((5)*((9)*(4))))*(((5)*((2)+(8)))*(((7)+(3))*((2)-((7)*(6))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|MultXD|AddTreeWithDiv|AddXD|SkipD|AddTreeWithDiv|SkipD|AddTreeWithDiv|AddXD|SkipD|AddXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,39,38,40,40,3
40,(x),20,-10,0.018294257228913327,-0.01,0.019999998649598626,0.02,1840252.21265,0.2,74052057.251,0,1,1,0.23515260025379198,0,5745130008647945000000,0,574512988610531300000000,0,(((((((4)-((x)-(7)))-((7)-((4)-(0))))*(((8)*((9)*(2)))*(((5)*(2))+((1)-(1)))))-((((8)-((0)-(0)))-((1)-((7)-(7))))-(((x)-((8)-(8)))*(((7)+(6))*((8)+(5))))))*(((((7)*((7)+(9)))*((7)-((x)-(6))))+(((4)*((9)+(0)))+(((3)+(9))*((3)*(8)))))*((((3)-((2)*(8)))*((3)+((4)+(5))))+(((1)+((6)+(0)))+(((3)+(3))+((2)*(9)))))))-((((((4)+((7)+(3)))*((4)*((2)*(3))))+(((7)-((3)-(3)))-((2)*((4)-(6)))))*((((4)*((8)-(7)))*((5)+((1)-(2))))-(((4)*((7)*(9)))*(((5)+(5))-((2)-(6))))))+(((((x)-((2)-(x)))+((3)-((9)+(9))))-(((3)*((8)*(6)))*(((8)-(x))*((6)*(9)))))+((((8)-((7)-(8)))*((4)*((3)*(x))))*(((3)*((9)*(1)))*(((9)*(8))*((5)*((5)+(1))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|MultXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SkipD|DivXD|AddTreeWithDiv|AddXD|SkipD|SkipD|SubXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,40,39,41,41,3
41,(x),20,-10,0.018413062607512364,0.01760184082958784,0.019999999466204253,0.02,2648361.40041,26000059480.81666,187337573.08,0,1,1,0.41749511350030993,0,157475315669774340000,0,15747531316793507000000,0,(((((((1)-((2)+(9)))+((3)-((6)-(x))))*(((1)*((x)*(8)))+((2)*((9)-(3)))))*((((2)-((2)*(4)))*((8)*((9)*(8))))*(((x)*((3)-(3)))+((9)-((5)+(8))))))*(((((4)+((9)+(8)))+((1)+((2)+(1))))+(((0)+((7)-(1)))*((1)+((2)-(0)))))*((((8)-((x)-(5)))*((9)-((9)*(9))))*(((9)+((9)*(5)))*((x)*((7)+(8)))))))*((((((x)-(2))*((7)+((3)*(1))))+(((2)+((6)-(7)))-((1)*((4)*(8)))))-((((9)-((8)-(3)))-((6)+((2)-(4))))-(((2)*((4)-(6)))+((x)-((5)+(x))))))*(((((4)-((9)+(6)))-((8)*((9)-(6))))*(((5)+((4)-(4)))+((4)-((7)*(0)))))*((((7)*((5)*(8)))+((1)-((8)+(7))))+(((x)-((4)-(1)))-((6)-((5)*((2)+(5))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|DivXD|AddXD|AddTreeWithDiv|SkipD|SubXD|FellTreeD|SkipD|AddXD|SkipD|AddXD|MultXD|FellTreeD|AddXD,AddToLeafR,AddXD,41,40,42,42,3
42,(x),20,-10,0.018344999200115383,0.02,0.0199999998237321,0.02,6466225.785320001,0,567318278.72,0,1,1,0.21806813139052825,0,159500084733171920000,0,15949994752083331000000,0,(((((((9)-((1)-(7)))-((0)-((1)-(8))))-(((x)+((3)*(0)))-((7)*((0)-(5)))))+((((8)-((x)+(0)))-((0)*((6)-(7))))*(((7)+((8)+(7)))+((0)+((5)+(6))))))+(((((3)+((9)*(6)))*((0)-((x)-(6))))*(((7)+((5)*(6)))*((7)*((4)*(7)))))*((((x)*((3)*(8)))*((3)-((2)-(x))))-(((2)-((1)+(8)))-(((3)+(x))-((7)*(1)))))))*((((((x)-((9)+(5)))+((2)-((5)+(9))))-(((8)*((4)+(4)))+((8)+((7)+(1)))))-((((9)-((1)-(6)))-((9)-((8)*(9))))-(((x)*((8)+(4)))*((8)-((x)-(0))))))-(((((3)-((8)+(x)))*((8)-((4)*(8))))+(((5)+((2)*(8)))-((3)*((9)+(2)))))-((((7)+((5)*(9)))*((3)*((2)-(9))))-(((1)*((4)*(6)))*((2)*((8)+((9)*(8))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddTreeWithAdd,DivXD|AddTreeWithDiv|MultXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SkipD|DivXD|AddTreeWithDiv|AddXD|SkipD|SkipD|SubXD|FellTreeD|AddXD,AddToLeafR,AddTreeWithDiv,42,41,43,43,3
43,(x),20,-10,0.01746045641893914,0,0.01999999962100965,0.02,7697346.466190001,0.1,263858961.79799998,0,1,1,0.40239539923592516,0,2008946225249778400000,0,1242670685431949400000,0,(((((((x)*((3)-(5)))-((7)-((8)-(2))))-(((6)-((7)-(6)))-((4)+((x)*(0)))))-((((1)+((4)-(3)))+((x)+((1)+(2))))+(((0)-((5)+(4)))-(((1)-(2))*((4)*(7))))))*(((((4)+((2)*(3)))-((9)-((0)+(7))))*(((2)+((x)+(4)))+((3)+((7)+(1)))))+((((7)+((3)-(8)))+((8)+((1)*(7))))*(((7)-((1)+(6)))*(((5)*(5))-((x)*(x)))))))-((((((1)*((6)*(2)))*((5)*((8)*(4))))*(((8)*((4)*(6)))*((7)-((3)+(1)))))+((((2)*((7)*(9)))*((3)*((4)-(6))))+(((6)-((6)*(3)))*((5)-((8)*(4))))))*(((((1)*((9)+(5)))+((4)*((7)*(3))))*(((1)-((6)+(0)))*((4)+((2)+(8)))))-((((4)-((x)-(2)))-((1)+((x)*(4))))-(((3)*((8)+(9)))-((x)*((7)-((x)+(9))))))))),((0)+(x)),AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithAdd,AddTreeWithDiv|SkipD|FellTreeD|AddTreeWithDiv|AddXD|SkipD|SkipD|SkipD|SkipD|AddXD|SkipD|AddXD|SubXD|FellTreeD|AddXD,AddToLeafR,SkipD,43,41,44,44,3
