gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
27,(x),20,-10,0.017308335217525787,-0.01,0.019999999988135776,0.02,173988286.27431995,0.2,8428700186.19,0,1,1,0.5616547057357271,0,97279314985249580000000000000,0,9727931495951757000000000000000,0,(((((((5)*((2)+(4)))*((5)*((0)+(9))))*(((5)*((8)+(5)))*((5)-((2)+(7)))))+((((4)+((1)+(8)))+((8)+((1)+(9))))+(((5)+((1)*(8)))*((9)-((0)-(8))))))*(((((8)*((7)+(8)))*((2)*((2)*(6))))*(((6)+((0)-(0)))*((3)-((x)*(6)))))+((((9)-((3)+(0)))*((9)*((5)*(8))))+(((9)-((x)-(2)))+(((5)*(3))-((7)+(6)))))))*((((((4)*((8)*(2)))*((0)*((3)*(x))))*(((3)*((7)*(1)))+((4)+((2)+(2)))))+((((5)+((7)+(4)))+((9)*((3)-(7))))*(((6)-((x)*(8)))-((8)*((2)*(4))))))*(((((6)*((1)*(9)))*((5)*((x)*(3))))*(((5)*((7)*(1)))*((7)+((1)+(5)))))+((((1)-((7)+(9)))+((0)-((1)-(3))))*(((7)-((3)+(9)))+((9)+((7)+((x)*(9))))))))),((0)+(x)),ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|SkipD|SubXD|SkipD|AddXD|AddXD|FellTreeD|AddTreeWithDiv|SkipD|SkipD|FellTreeD|FellTreeD|AddXD|SkipD,AddToLeafR,SkipD,27,26,28,28,8
28,(x),20,-10,0.018912350339725867,-0.01705882352941176,0.019999999992870433,-0.017058823529411765,235434765.53194,0.68,14026100719.205,0.68,1,1,0.46265634309859777,0,6900085706440850000000,0,690008469643997100000000,0,(((((((x)*((3)-(4)))*((3)-((3)-(9))))*(((3)*((2)+(9)))-((4)-((9)-(2)))))-((((4)-((5)+(8)))-((2)-((0)*(9))))*(((6)*((1)*(7)))*((9)*((4)*(1))))))*(((((6)*((6)*(9)))*((4)*((4)+(6))))+(((6)+((0)-(1)))-((3)-((3)*(6)))))*((((8)*((x)*(7)))-((0)*((6)+(2))))-(((0)*((4)-(4)))+(((8)+(5))*((7)+(8)))))))-((((((8)-((5)*(3)))+((0)-((7)-(8))))+(((7)+((9)*(x)))+((2)+((5)*(6)))))*((((0)+((0)-(x)))*((3)+((x)+(0))))*(((9)*((x)*(4)))+((3)+((3)-(0))))))*(((((6)*((6)*(3)))*((x)*((1)*(6))))+(((5)+((9)-(6)))-((x)*((7)+(8)))))+((((9)+((1)+(5)))+((6)+((0)+(7))))+(((7)*((0)-(6)))*((2)+((5)*((0)+(8))))))))),(((0)+(x))*((x)/(x))),ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|SkipD|SubXD|SubXD|FellTreeD|MultXD|FellTreeD|AddTreeWithDiv|SkipD|SubXD|FellTreeD|AddXD|MultXD|DivXD,AddToLeafR,SubXD,28,27,29,29,8
29,(x),20,-10,0.01792351546110502,0.02,0.019999999996688004,0.02,548111309.73513,0,30193270503.63,0,1,1,0.18436869124272912,0,13897065845943330000000,0,53949028898363800000,0,(((((((x)*(9))+((9)*((x)+(8))))-(((4)+((3)-(5)))-((9)+((2)*(6)))))*((((9)-(x))-((2)-((9)-(5))))+(((5)*((9)*(5)))*((x)+((7)-(2))))))*(((((1)*(7))-((3)*((7)*(x))))-(((0)+((0)*(7)))+((2)*((0)*(x)))))+((((7)-(4))-((4)*((6)-(2))))*(((x)+((9)*(5)))*((6)*((5)*(4)))))))*((((((7)*(1))*((5)*((6)+(4))))+(((3)*(8))*((6)*((5)*(6)))))*((((7)*(7))*((3)*((9)+(5))))-(((2)-((6)+(6)))+((4)-((4)+(8))))))+(((((9)-(x))-((8)*((3)+(6))))-(((2)-(4))-((7)-((1)-(x)))))-((((0)-(4))*((2)*((0)+(0))))+(((2)*((2)+(8)))*((8)+((8)+((5)-(5))))))))),((0)+(x)),ReplaceBranchXR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|SkipD|SkipD|SubXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|AddXD|AddXD|AddTreeWithDiv|FellTreeD|FellTreeD|AddXD|SkipD,AddToLeafR,AddXD,29,28,30,30,8
30,(x),20,-10,0.01818473053889149,-0.0031979500787545213,0.019999999990239894,0.02,123557473.80616002,201363868375066.28,10245791829,0,1,1,0.21468600245702388,0,253567549473754000000,0,25356722726933436000000,0,(((((((9)-((5)*(1)))-((x)*((7)-(0))))+(((x)+((4)-(0)))*(((5)-(1))+((4)+(x)))))-((((0)+((6)+(x)))+((9)*((3)*(7))))*(((x)*((7)*(x)))*(((8)*(x))+((x)*(9))))))-(((((2)*((5)-(9)))*((1)*((0)+(7))))*(((1)*((6)-(8)))-(((5)+(5))-((0)*(8)))))*((((3)*((8)*(7)))*((2)*((8)+(3))))*(((1)+((4)+(1)))-(((0)-(7))*((9)*(7)))))))*((((((8)+((9)+(x)))+((1)+((7)-(1))))*(((4)*((7)*(8)))*((4)+((6)*(x)))))+((((9)+((6)+(5)))+((0)+((5)+(7))))-(((6)*((4)*(5)))+(((9)*(1))-((7)*(8))))))*(((((x)*((6)-(4)))+((3)+((5)*(x))))*(((3)+((x)*(4)))-(((5)-(x))*((1)+(0)))))-((((6)+((9)+(9)))+((0)+((2)+(1))))-(((1)*((2)-(9)))*(((7)-(9))-((x)+((2)+(9))))))))),((0)+(x)),AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|FellTreeD|SkipD|SubXD|SkipD|SubXD|MultXD|AddXD|AddTreeWithDiv|SkipD|SkipD|FellTreeD|FellTreeD|AddXD|SkipD,AddRandomSubTreeR,SkipD,30,28,31,31,8
31,(x),20,-10,0.016649863802563128,0.02,0.019999999997001118,0.02,680796621.9029499,0,33345757344.78,0,1,1,0.5029365778748759,0,2888740684075754000000000,0,2098817517194911400000,0,(((((((7)+((6)*(6)))*((7)*((2)-(8))))*(((5)+((9)*(8)))+(((5)-(1))-((2)+(8)))))-((((2)+((1)*(5)))-((0)-((x)-(0))))-(((8)+((2)-(4)))+(((5)+(8))*((3)*(9))))))-(((((8)-((7)+(9)))-((2)+((1)*(2))))*(((5)+((7)*(x)))-(((0)+(9))+((4)*(8)))))+((((x)*((1)*(4)))+((8)+((5)+(2))))+(((6)+((6)+(2)))+(((2)+(1))+((0)+(9)))))))+((((((5)+((x)+(4)))+((4)+((4)+(x))))*(((2)-((6)*(4)))+((0)*((3)*(3)))))*((((x)*((2)*(3)))*((9)-((8)-(0))))-(((3)+((7)*(2)))-(((1)*(4))*((8)*(4))))))-(((((0)*((8)*(9)))*((5)*((x)+(2))))-(((9)*((0)-(0)))-((x)*((6)-(2)))))*((((7)*((2)*(x)))*((8)*((8)*(8))))*(((8)*((x)*(1)))-(((2)-(6))-((8)*((8)*(3))))))))),((0)+(x)),ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|FellTreeD|AddTreeWithDiv|SubXD|SkipD|AddXD|MultXD|AddXD|AddXD|SkipD|SubXD|SubXD|FellTreeD|AddXD|SkipD,AddToLeafR,SubXD,31,29,32,32,8
32,(x),20,-10,0.018048798132520204,-0.01705882352941176,0.019999999997764143,-0.017058823529411765,586397299.4710801,0.68,44725614849.862,0.68,1,1,0.4824705260490099,0,211883576614632700000000,0,21187928574588810000000000,0,(((((((7)+((7)+(4)))-((0)*((4)+(2))))+(((4)-((5)-(8)))+((7)+((4)+(6)))))-((((7)+((5)+(6)))+((5)-((6)*(0))))-(((x)-((x)+(9)))+((5)*((2)+(2))))))+(((((x)-((7)-(8)))+((9)+((6)+(1))))+(((9)*((9)*(1)))*((4)*((9)*(x)))))*((((9)*((5)*(x)))*((7)*((8)*(8))))*(((6)*((4)+(2)))-(((5)-(8))-((6)+(7)))))))*((((((7)*(4))*((1)*((7)*(4))))*(((7)+((1)+(x)))*((8)-((3)*(6)))))*((((x)+((8)*(2)))*((6)+((6)*(0))))-(((6)*((5)+(4)))-((1)-((8)+(0))))))+(((((x)+((0)+(0)))+((9)+((2)+(7))))-(((6)-((7)-(x)))*((8)*((3)+(0)))))*((((9)*((3)*(5)))-((1)*((3)*(7))))*(((7)*((4)+(6)))*((2)+((1)-((0)-(2))))))))),((0)+(x)),AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithMult|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|FellTreeD|SkipD|SubXD|SkipD|SubXD|MultXD|AddXD|AddTreeWithDiv|SkipD|SkipD|FellTreeD|FellTreeD|AddXD|SkipD,AddToLeafR,SkipD,32,28,33,33,8
33,(x),20,-10,0.017839689565341484,-0.01705882352941176,0.01999999999608834,0.02,482995606.4756201,0.68,25564597228.74,0,1,1,0.38644319624043266,0,6672173114455738000000000,0,667217304689497800000000000,0,(((((((x)+(3))+((1)+((6)+(x))))-(((2)-((2)*(8)))+((x)+((5)-(1)))))*((((9)+((1)*(1)))*((6)*((3)+(3))))+(((7)-((6)*(9)))+((2)*((8)*(7))))))*(((((7)*((2)*(3)))*((4)*((7)*(9))))*(((x)-((1)+(6)))*((4)*((3)-(3)))))*((((7)*((4)+(4)))+((5)+((3)*(x))))*(((x)*((9)*(9)))*((3)*((4)*(6)))))))*((((((5)-(6))*((1)+((9)-(2))))+(((2)+((2)+(8)))*((2)*((5)*(6)))))-((((8)+(8))+((x)-((8)+(1))))+(((x)+((8)+(5)))+((6)*((5)*(2))))))*(((((9)-(x))+((7)*((7)+(6))))+(((9)+((2)*(5)))*((4)+((5)-(1)))))-((((0)+((5)*(8)))*((2)+((4)*(9))))*(((7)*((8)-(0)))*((0)+((5)+((1)*(x))))))))),((0)*((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|AddXD|SubXD|AddXD|AddXD|SubXD|AddTreeWithDiv|AddTreeWithDiv|AddXD|SkipD|FellTreeD|MultXD|AddXD|SkipD,AddToLeafR,AddXD,33,32,34,34,8
34,(x),20,-10,0.017040319628902227,0.011604979112780054,0.019999999999237274,0.02,1457912374.1371899,549856724185339.8,131108352095.75,0,1,1,0.4918754404568607,0,98384747303432660000000000,0,9838474730337564000000000000,0,(((((((4)+((9)+(7)))*((6)*((4)*(3))))+(((5)*((7)*(2)))*((4)-((8)-(3)))))+((((5)*((4)-(1)))*((3)*((5)*(6))))*(((5)*((x)+(6)))-(((8)+(x))+((9)*(1))))))*(((((4)*((3)*(5)))*((8)*((7)*(1))))*(((9)*((7)*(7)))+(((5)+(2))+((4)+(9)))))-((((8)-((6)*(8)))+((9)*((6)*(2))))-(((2)*((6)-(4)))-(((8)-(x))*((6)+(7)))))))*((((((3)+((6)-(x)))-((3)-((9)+(5))))*(((5)*((4)+(x)))+((3)+((4)*(6)))))*((((9)*((9)*(9)))*((x)-((2)*(8))))-(((9)*((x)+(1)))*(((9)+(0))+((8)-(5))))))+(((((9)+((1)*(1)))*((6)*((8)*(4))))*(((4)*((7)*(1)))*((3)*((5)*(7)))))+((((2)+((9)-(x)))-((7)*((3)-(x))))-(((0)-((5)*(3)))+(((x)+(9))+((5)+((6)+(0))))))))),((0)+(x)),AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddTreeWithAdd|AddTreeWithMult|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|AddXD|SubXD|AddTreeWithDiv|SubXD|AddTreeWithDiv|AddXD|AddXD|SkipD|SubXD|SubXD|FellTreeD|AddXD|SkipD,AddToLeafR,SubXD,34,33,35,35,8
35,(x),20,-10,0.016300708245389185,0.010991036982758854,0.019999999996074914,0.02,291018478.17493004,0.05402667617666003,25477150444,0,1,1,0.17123610537439582,0,1560644454201137800000,0,156063156414488840000000,0,(((((((9)+(x))+((1)*((2)*(8))))+(((5)+((0)+(4)))*((6)+((5)-(9)))))*((((5)*((1)*(7)))*((0)+((2)-(x))))+(((9)*((4)*(9)))+((8)*((3)+(7))))))*(((((5)-(2))*((9)+((1)*(6))))+(((7)*((x)-(1)))+((x)*((9)-(5)))))*((((4)*((3)*(7)))*((6)-((3)+(2))))+(((2)-((x)-(2)))*((5)*((6)*(9)))))))-((((((7)*(5))+((9)*((9)-(4))))-(((9)+((4)*(3)))-((0)*((9)+(4)))))*((((6)*(2))*((5)*((3)*(5))))*(((2)*((9)*(6)))*((6)*((1)*(6))))))-(((((0)*(9))+((2)-((1)-(8))))*(((4)-((5)-(3)))-((8)+((6)+(0)))))-((((8)+(9))+((3)*((2)-(6))))-(((1)-((8)*(3)))*((3)-((9)+((9)+(7))))))))),((0)*((x)+(x))),AddTreeWithAdd|AddTreeWithSub|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|AddTreeWithDiv|AddXD|SubXD|SkipD|MultXD|MultXD|FellTreeD|AddTreeWithDiv|SkipD|SubXD|FellTreeD|MultXD|AddXD|SkipD,AddToLeafR,SkipD,33,34,36,36,8
36,(x),20,-10,0.01827436340122461,0,0.01999999996398832,0,58860488.66572001,0.1,2776876829.94,0.1,1,1,0.28142613884601897,0,8764145335965508000000,0,876414522327404000000000,0,(((((((x)+(0))+((3)-((7)-(6))))+(((4)-((2)*(0)))+((2)+((9)+(4)))))+((((9)*(7))+((2)*((3)-(4))))+(((8)*((5)*(2)))*((8)+((8)-(7))))))-(((((3)*(3))-((7)*((5)*(2))))+(((6)+((0)-(0)))+((6)-((4)-(5)))))-((((9)-((8)-(6)))*((9)-((7)+(x))))*(((6)*((7)+(6)))*((8)*((7)+(x)))))))*((((((1)-(6))-((6)+((9)-(5))))*(((0)+((8)*(9)))-((4)*((1)-(7)))))-((((4)*(1))*((8)*((8)*(6))))*(((9)+((9)*(9)))+((2)-((8)*(8))))))*(((((5)-(2))*((4)+((1)*(1))))*(((6)*((9)*(8)))*((x)*((7)*(9)))))-((((5)-(x))+((4)-((1)+(3))))+(((x)*((0)+(5)))+((1)-((0)-((8)-(x))))))))),((0)*((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,FellTreeD|MultXD|AddXD|SubXD|FellTreeD|MultXD|MultXD|AddXD|AddTreeWithDiv|SkipD|SkipD|FellTreeD|MultXD|AddXD|SkipD,AddToLeafR,MultXD,36,35,37,37,8
37,(x),20,-10,0.017287735099628065,0,0.01999999926379745,0,4206260.90083,0.1,135832183.55,0.1,1,1,0.304395991045484,0,14102261010321295000000000,0,1410226100801728500000000000,0,(((((((x)*((x)-(2)))+((x)-((5)*(5))))-(((8)*((7)+(9)))+(((6)-(9))*((0)-(5)))))*((((5)*((9)*(x)))*((7)*((x)+(4))))+(((2)+((x)-(6)))*(((2)*(1))+((6)*(7))))))*(((((3)*((x)-(4)))-((1)+((1)-(2))))-(((7)*((8)*(6)))*(((4)+(6))+((x)+(x)))))+((((1)+((7)+(8)))+(((9)*(2))-((7)+(2))))-(((0)-((0)-(2)))+(((2)*(0))*((7)-(4)))))))*((((((9)*((4)+(8)))-((x)*((9)*(3))))-(((7)*((6)*(9)))-((1)*((9)-(3)))))*((((x)-((8)*(8)))*((9)-((4)+(7))))+(((3)-((2)+(x)))*(((5)-(4))+((9)*(5))))))*(((((2)*((5)*(4)))*((7)*((5)*(6))))*(((8)+((6)+(x)))+(((7)+(2))+((7)+(4)))))-((((5)*((4)*(0)))+((1)+((6)-(1))))*(((x)-((0)-(4)))+(((3)*(3))-((3)*((0)+(8))))))))),((0)+(x)),AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|AddXD|SubXD|AddTreeWithDiv|DivXD|MultXD|AddXD|AddXD|SkipD|SubXD|DivXD|FellTreeD|AddXD|SkipD,AddToLeafR,AddXD,37,36,38,38,8
38,(x),20,-10,0.018398925609094032,0.008206468724488736,0.019999999755359057,0.02,7650150.715569998,39320268898.148926,408762325.52,0,1,1,0.35228596593197065,0,10130394561384636000000,0,1013025926909995200000000,0,(((((((7)+((3)+(6)))+((0)+((3)+(8))))+(((6)+((4)+(2)))*((0)-((2)+(8)))))-((((3)*((6)-(8)))+((x)*((4)-(9))))*(((3)-((5)-(9)))+(((5)*(7))+((9)*(6))))))+(((((8)+((7)*(5)))*((2)+((6)+(7))))+(((x)-((4)+(8)))+((9)*((2)*(1)))))-((((9)*((x)*(7)))*((x)*((3)*(3))))*(((7)*((5)-(1)))*(((8)*(2))-((x)-(0)))))))*((((((6)-((4)*(9)))*((4)*((7)-(2))))-(((5)*((0)+(3)))*((6)*((2)-(4)))))*((((1)-((9)*(0)))*((9)-((x)+(9))))+(((4)*((3)+(7)))+((2)*((9)*(x))))))*(((((4)+((6)+(6)))+((7)+((5)+(5))))*(((4)*((8)*(5)))*((6)*((5)*(3)))))+((((2)-((6)+(1)))+((9)*((4)+(8))))+(((2)-((3)+(3)))*(((4)+(5))-((2)+((x)*(9))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|DivXD|SubXD|SkipD|MultXD|AddTreeWithDiv|AddXD|AddTreeWithDiv|SkipD|SubXD|DivXD|FellTreeD|AddXD|SkipD,AddToLeafR,SkipD,37,37,39,39,8
39,(x),20,-10,0.01828633765432533,-0.01705882352941176,0.019999999816816674,-0.017058823529411765,10578691.21465,0.68,545901221.1259999,0.68,1,1,0.23116018505363184,0,348478340870059300000,0,34847771066382416000000,0,(((((((7)+(5))-((3)*((8)-(x))))+(((0)-((2)-(9)))*((6)*((x)+(8)))))-((((7)*((1)-(0)))+((9)+((2)*(9))))*(((5)*((4)*(4)))-((9)+((2)-(2))))))*(((((9)*(4))*((x)-((1)+(5))))+(((3)-((1)*(9)))+((7)+((6)*(3)))))+((((8)+((2)+(x)))+((3)+((2)+(2))))+(((1)-((x)+(2)))*((0)*((8)+(0)))))))*((((((8)+(6))-((5)*((8)-(9))))-(((8)+((6)*(4)))-((1)-((5)*(4)))))-((((5)-(8))-((3)+((8)+(8))))+(((7)+((6)+(5)))+((2)+((4)*(3))))))-(((((5)*(6))+((5)+((x)*(3))))+(((2)-((6)*(6)))-((2)*((8)*(9)))))*((((7)*((x)*(3)))*((3)*((9)*(8))))-(((2)+((5)*(5)))*((6)-((7)-((5)-(5))))))))),((0)+(x)),AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|AddXD|SubXD|AddTreeWithDiv|MultXD|MultXD|AddXD|AddXD|MultXD|SubXD|DivXD|FellTreeD|AddXD|AddXD,AddToLeafR,AddXD,38,38,40,40,8
40,(x),20,-10,0.017658935078515868,-0.019970507899908257,0.01999999996293641,0.02,28687857.37455,55028046172899.12,2698065458.0820003,0,1,1,0.8787196569320883,0,4191673445640112700000,0,8020157138256087000,0,(((((((1)*((1)*(7)))*((5)*((6)*(0))))+(((x)*((6)+(5)))+(((9)+(3))+((6)+(7)))))+((((2)+((6)-(7)))-((7)+((9)*(x))))-(((9)*((4)+(7)))-(((8)+(5))-((x)*(5))))))+(((((6)-((0)-(5)))*((5)-((4)+(0))))-(((6)*((0)-(x)))*(((0)-(9))+((5)*(2)))))*((((2)*((6)*(2)))+((6)+((6)*(0))))*(((1)-((8)*(9)))+(((x)*(1))*((8)*(6)))))))*((((((1)*((2)*(7)))+((1)-((1)+(4))))-(((8)-((2)+(7)))+((5)*((6)*(3)))))*((((7)*((1)*(x)))*((1)*((9)-(0))))-(((0)*((x)-(5)))*(((8)-(2))*((x)+(6))))))-(((((x)+((x)+(5)))+((7)-((1)+(2))))*(((4)+((8)*(6)))+((4)+((6)-(2)))))*((((9)-((6)*(5)))+((0)*((7)+(4))))+(((1)*((x)+(2)))+(((6)+(5))+((3)-((2)-(2))))))))),((0)+(x)),AddTreeWithMult|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|AddTreeWithDiv|SkipD|SkipD|SubXD|AddXD|MultXD|AddTreeWithDiv|AddTreeWithDiv|SkipD|SubXD|SubXD|FellTreeD|AddXD|SkipD,AddToLeafR,SubXD,40,39,41,41,8
41,(x),20,-10,0.017842607528672644,0,0.019999999986025873,0,81300922.38009,0.1,7156080778.855,0.1,1,1,0.32045861706263157,0,751392226258916300000000,0,3963909070398311400,0,(((((((3)+((4)+(9)))+((1)+((3)*(9))))*(((4)*((6)-(9)))*((7)+((0)+(0)))))*((((0)-((0)-(8)))*((9)*((x)-(6))))*(((1)*((2)*(4)))*(((9)*(7))*((6)*(9))))))+(((((0)-((8)+(3)))*((1)*((2)+(8))))*(((9)-((2)*(x)))*(((8)-(2))+((9)*(8)))))+((((6)+((3)-(7)))+((3)+((8)+(9))))*(((8)-((7)*(0)))*(((x)+(8))+((8)*(7)))))))*((((((6)*((5)-(7)))+((5)+((x)+(2))))-(((x)+((6)*(2)))*((2)+((6)+(6)))))*((((4)-((4)+(6)))-((9)+((5)+(4))))+(((1)*((5)*(7)))+(((8)-(1))+((8)+(x))))))-(((((0)-((1)*(1)))*((4)+((7)+(3))))+(((9)+((7)+(2)))+((3)*((2)+(5)))))-((((6)+((8)*(8)))+((8)*((9)+(6))))+(((2)+((8)*(1)))-(((0)-(5))+((6)+((7)+(x))))))))),((0)+(x)),AddTreeWithAdd|AddRandomSubTreeR|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|SkipD|AddXD|SkipD|DivXD|MultXD|AddXD|AddXD|MultXD|SubXD|FellTreeD|FellTreeD|AddXD|SkipD,AddToLeafR,AddXD,41,40,42,42,8
42,(x),20,-10,0.018304785800511633,0.013210523270796342,0.019999999992761065,0.02,165106571.86857998,21281255348.314182,13814190665.5,0,1,1,0.35884339800945164,0,2765294336284106600000000,0,276529433627111570000000000,0,(((((((x)*((3)-(5)))*((5)*((8)-(7))))-(((2)*((6)*(8)))+((x)-((0)*(5)))))*((((6)+((8)-(x)))-((x)*((2)+(8))))*(((8)+((8)*(4)))-((4)-((6)+(6))))))*(((((6)+((8)*(x)))*((6)+((5)+(2))))+(((2)*((1)-(6)))*((3)*((4)+(7)))))+((((5)+((9)+(4)))-((5)*((5)*(4))))+(((0)+((x)+(x)))*((x)*((x)*(5)))))))+((((((9)*(9))-((7)-((5)-(3))))*(((5)+((1)-(0)))*((0)+((5)-(9)))))+((((9)+((0)*(1)))*((4)*((7)*(9))))*(((9)*((4)*(7)))*((6)*((6)*(1))))))*(((((x)*(4))*((x)*((7)*(6))))-(((5)+((x)-(2)))+((2)+((5)*(1)))))*((((8)*((9)+(4)))-((0)+((0)-(6))))-(((3)*((4)+(8)))*((9)*((4)+((8)+(7))))))))),((0)*((x)+(x))),AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR,SubXD|MultXD|AddXD|SubXD|AddTreeWithDiv|MultXD|DivXD|AddXD|FellTreeD|SubXD|SubXD|FellTreeD|MultXD|AddXD|SkipD,AddToLeafR,SubXD,42,40,43,43,8
