gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
28,(x),20,-10,0.016976748904933194,-0.010049751243781095,0.019999999528224587,0.02,4555220.2141,0.20099999999999998,211965263.7,0,1,1,0.3695062765902979,0,44698893140273555000000,0,80555908985246020000,0,(((((((6)+(0))+((6)+((x)*(6))))*(((3)*(8))+((8)-((8)-(3)))))*((((2)+(9))-((9)*((6)+(7))))-(((9)*(7))-((4)*((4)+(6))))))*(((((1)-(8))*((8)*((1)+(9))))*(((7)-(9))-((8)*((x)*(9)))))*((((7)*(4))*((3)*((5)*(x))))+(((3)+(x))*((7)*((0)*(3)))))))-((((((4)+(3))+((9)*(9)))+(((3)*(3))*((x)-((3)+(7)))))-((((5)*(8))+((4)-((8)+(x))))+(((5)-(6))*((7)*((3)*(1))))))*(((((6)*(9))*((5)*(4)))-(((3)*(1))*((4)*((7)*(7)))))*((((5)-(3))*((8)-((4)*(9))))*(((3)*(2))+((x)+((5)+((7)+(7))))))))),(((0)+(x))/((x)*(x))),ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|SubXD|SkipD|FellTreeD|MultXD|MultXD|DivXD|AddTreeWithDiv|SubXD|FellTreeD|DivXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,FellTreeD,28,27,29,29,4
29,(x),20,-10,0.018138208087947413,0.008993576245519788,0.019999999994491008,0.02,293506728.88334,0.41726362365180963,18152137574.87,0,1,1,0.31130486349714853,0,761907867598828100000,0,76190786467398500000000,0,(((((((2)+(8))*((5)-(8)))*(((x)-(3))-((5)*((3)*(4)))))*((((1)*(7))*((1)*(8)))-(((7)-(8))+((8)-((8)+(6))))))+(((((x)*(8))*((x)+(2)))-(((7)*(2))*((x)*((4)-(4)))))+((((5)*(7))+((8)*(x)))-(((2)-(2))+((x)*((6)-(5)))))))+((((((7)-(2))-((3)*(x)))*(((9)*(6))*((8)*(9))))*((((8)*(6))-((0)*(8)))-(((9)*(8))+((4)*((8)+(9))))))*(((((2)-(6))*((6)+(6)))-(((8)-(4))*((1)+(9))))-((((8)+(8))-((9)-(4)))+(((2)+(7))*((4)*((6)-((5)-(9))))))))),(((0)+(x))/((x)*(x))),DeleteTerminalR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|SubXD|DivXD|FellTreeD|MultXD|MultXD|DivXD|MultXD|SubXD|FellTreeD|DivXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,MultXD,29,28,30,30,4
30,(x),20,-10,0.018825145555226065,-0.018518518518518517,0.019999999665390934,0.02,9424942.57003,1.35,298856216.5,0,1,1,0.32562965615229117,0,1889106081178945600000000,0,188910607965095050000000000,0,(((((((x)+((6)*(9)))-((0)*((4)*(8))))*(((1)*((7)-(1)))+((9)*((0)+(4)))))*((((4)*((9)+(0)))*((x)-((5)*(6))))*(((1)*((6)-(6)))+(((0)+(5))*((8)+(9))))))+(((((8)+((9)+(6)))+((5)+((6)+(2))))-(((x)*((8)+(5)))+(((9)-(0))*((1)*(5)))))*((((5)*((9)*(8)))*((9)*((5)*(1))))-(((7)*((3)*(3)))+(((1)-(x))*((0)-(1)))))))+((((((5)+((9)*(9)))+((1)*((7)-(1))))*(((1)-((0)+(5)))*((3)*((3)+(8)))))-((((2)*((3)*(5)))*((4)*((1)*(x))))*(((1)*((1)+(4)))*(((4)*(x))*((4)*(7))))))*(((((0)-((3)-(5)))*((8)*((4)-(8))))+(((x)+((5)+(1)))*((8)*((9)*(5)))))+((((7)*((8)-(2)))+((3)-((0)*(7))))-(((1)-((0)-(8)))-(((1)-(3))-((4)-((4)-(7))))))))),(((0)+(x))/((x)*(x))),ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|AddRandomSubTreeR|ReplaceBranchR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|SubXD|DivXD|FellTreeD|FellTreeD|MultXD|DivXD|AddTreeWithDiv|SkipD|FellTreeD|DivXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,DivXD,30,29,31,31,4
31,(x),20,-10,0.017373750605951102,-0.01701492537313433,0.01999999989945648,0.02,10982376.92745,0.67,994594170.609,0,1,1,0.2256602169779592,0,712469566530739700000000,0,3617206066996065600000,0,(((((((x)*(0))*((6)-(4)))-(((1)+(9))-((6)+((2)*(4)))))-((((5)-(3))+((7)*((8)-(5))))*(((7)+(0))+((9)*((4)+(8))))))*(((((8)*(3))*((8)*((1)*(8))))*(((x)*(5))*((3)*((9)*(x)))))*((((2)+(1))+((1)*((8)*(9))))*(((8)*(8))*((4)+((4)*(x)))))))*((((((2)*(7))*((8)-(x)))-(((8)*(x))*((8)-((9)+(2)))))*((((7)+(0))+((4)-((x)+(7))))-(((9)+(x))-((5)-((1)*(4))))))*(((((6)*(9))*((4)*(9)))*(((0)-(0))-((4)*((7)+(8)))))*((((4)*(9))*((7)*((5)*(7))))*(((9)*(6))-((2)+((6)+((3)-(8))))))))),(((0)+(x))/((x)*(x))),ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|DeleteNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|SubXD|DivXD|SkipD|AddXD|MultXD|MultXD|AddTreeWithDiv|MultXD|FellTreeD|DivXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,MultXD,30,29,32,32,4
32,(x),20,-10,0.01773304563168878,0.008995006116578835,0.019999999996418334,0.02,892507222.2083602,0.07787518262508321,27919965741.162003,0,1,1,0.47119514883430624,0,17637871531925789000000,0,1763787129238990600000000,0,(((((((x)-((8)*(7)))+((0)-((0)+(7))))*(((1)-((2)+(8)))-(((5)-(4))-((5)-(1)))))+((((x)+((3)-(9)))*((6)*((7)+(5))))-(((2)-((7)*(8)))*(((7)-(3))+((6)-(3))))))*(((((4)*((7)+(0)))-((8)+((4)*(3))))+(((7)*((1)-(4)))*(((x)*(6))*((5)*(x)))))*((((2)*((1)-(9)))*(((2)*(5))+((6)*(9))))+(((2)-((3)-(4)))+(((9)+(3))*((3)*(4)))))))*((((((4)-((2)-(0)))+((0)*((6)*(6))))*(((x)-((2)*(4)))-(((0)-(1))-((9)-(6)))))*((((3)*((6)-(3)))+((2)-((2)+(9))))*(((3)*((6)*(2)))*(((3)*(8))*((9)*(4))))))*(((((3)*((5)-(6)))*((1)*((4)+(6))))-(((5)-((2)-(4)))+(((x)-(3))-((x)*(2)))))-((((6)*((2)*(1)))-((3)-((x)-(x))))-(((3)-((9)-(9)))-(((7)-(x))-((6)-((8)*(5))))))))),(((0)+(x))/((x)*(x))),ReplaceBranchXR|AddTreeWithSub|AddTreeWithSub|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddXD|SubXD|SkipD|AddXD|AddXD|AddXD|MultXD|AddTreeWithDiv|MultXD|FellTreeD|DivXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,AddXD,32,31,33,33,4
33,(x),20,-10,0.01886122250175708,-0.002714503530755431,0.019999999983871076,0.02,103844458.6214,6478470176091.165,6200042490.764,0,1,1,0.5068593532748209,0,92234944953830030000000,0,9216058697210490000000000,0,(((((((x)+((6)+(3)))+((x)+((x)*(1))))-(((2)-((6)-(6)))-((7)-((7)+(9)))))+((((7)*((0)*(4)))-((8)*((4)-(6))))-(((9)*((x)+(6)))-(((3)*(1))*((1)*(3))))))+(((((9)-((0)+(5)))+((6)*((4)*(5))))*(((4)+((1)+(9)))+((5)+((6)+(2)))))+((((6)*((1)-(6)))*((4)*((6)-(0))))-(((3)+((8)*(8)))*(((7)-(1))*((9)*(5)))))))-((((((x)*((1)*(5)))*((1)*((9)*(1))))*(((6)*((6)*(x)))*((4)*((8)*(4)))))*((((8)*((4)*(8)))*((8)*((9)*(7))))+(((5)*((x)+(9)))*((x)+((8)-(4))))))*(((((8)*((4)-(0)))-((4)+((0)*(1))))-(((x)*((x)+(4)))*((9)-((3)+(3)))))-((((1)-((6)+(7)))-((0)-((4)-(7))))+(((9)+((6)+(x)))-((7)+((x)+((9)+(3))))))))),(((0)+(x))/((x)*(x))),ReplaceBranchXR|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|SubXD|DivXD|FellTreeD|FellTreeD|MultXD|MultXD|AddTreeWithDiv|MultXD|FellTreeD|AddXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,FellTreeD,33,32,34,34,4
34,(x),20,-10,0.0181054621245919,-0.018518518518518517,0.01999999997300788,0.02,44623564.1663,1.35,3704784997.4040003,0,1,1,0.3726853780487028,0,5351951730353663000000000000000,0,535195173035366200000000000000000,0,(((((((0)-((5)-(x)))+((5)*((2)*(x))))-(((x)*((9)*(9)))*((2)-((x)*(5)))))*((((9)*((3)*(4)))*((4)*((9)*(9))))*(((2)*((7)*(3)))-((5)*((x)*(9))))))*(((((3)*((8)+(8)))-((5)-((0)-(1))))-(((x)-((7)-(2)))-((3)-((5)*(x)))))*((((4)*((6)*(1)))+((8)*((x)-(7))))*(((0)-((7)-(7)))-((1)*((5)*(2)))))))*((((((1)*(7))+((8)*((6)*(6))))*(((3)*((3)*(8)))*((7)*((5)*(9)))))*((((6)+((0)*(5)))*((4)*((x)*(5))))*(((3)*((7)-(4)))*((9)+((6)*(2))))))*(((((6)-((x)+(6)))+((0)+((6)*(3))))*(((5)+((7)-(7)))+((x)-((3)-(7)))))*((((3)+((8)*(x)))-((2)-((x)-(x))))*(((3)-((3)+(x)))-((8)*((8)*((5)*(x))))))))),(((0)+(x))/((x)*(x))),DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithSub|AddToLeafR|AddTreeWithMult|AddTreeWithMult,AddTreeWithDiv|SubXD|DivXD|FellTreeD|AddTreeWithDiv|MultXD|DivXD|AddTreeWithDiv|SubXD|SkipD|SkipD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,AddTreeWithDiv,34,33,35,35,4
35,(x),20,-10,0.01918469831074201,0.008009860073667137,0.01999999999745544,0.02,860708803.11364,2580489832577.6055,39299526581.534,0,1,1,0.4068344471391172,0,3661731065910574700000,0,366172613924904100000000,0,(((((((x)+((2)+(1)))+((4)-((0)-(6))))+(((4)-((5)-(0)))-(((5)-(2))-((6)+(7)))))+((((2)-((x)*(5)))-((9)*((0)*(8))))*(((1)+((8)+(0)))+(((8)+(3))+((1)-(7))))))*(((((9)+((9)*(7)))-((3)-((x)*(3))))+(((9)*((6)*(6)))*(((7)-(7))*((3)*(7)))))*((((5)*((8)*(1)))*((5)*((2)+(7))))+(((7)+((4)+(0)))+(((7)-(8))*((2)*(9)))))))+((((((0)+((2)-(1)))*((4)*((5)*(4))))*(((3)+((0)*(1)))-((2)+((1)-(x)))))-((((x)*((8)-(2)))-((5)*((3)-(5))))*(((6)+((1)*(1)))*(((x)-(x))*((9)+(x))))))-(((((0)-((3)+(7)))*((7)+((3)+(3))))*(((x)*((x)*(9)))*((7)*((7)*(9)))))*((((9)*((x)*(9)))*((0)-((4)+(4))))*(((1)-((7)-(x)))*(((1)+(2))-((9)-((5)-(8))))))))),(((0)+(x))/((x)*(x))),ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|FellTreeD|DivXD|AddXD|FellTreeD|MultXD|DivXD|AddTreeWithDiv|MultXD|FellTreeD|DivXD|AddXD|AddXD|DivXD|MultXD,AddToLeafR,DivXD,35,33,36,36,4
36,(x),20,-10,0.01751777655046092,0.02,0.019999999735164423,0.02,13546447.17035,0,377592771.22,0,1,1,0.9505300026895638,0,901438154089379400000000,0,12466782556657744000,0,(((((((8)*((5)*(x)))+((8)+((6)+(9))))+(((4)+((5)+(x)))+((3)*((2)*(6)))))+((((8)*((7)+(1)))*((x)-((3)+(1))))-(((7)*((9)-(x)))*(((2)*(2))-((3)+(1))))))-(((((9)+((x)+(0)))+((5)-((9)-(2))))-(((2)-((6)*(8)))*(((9)*(9))*((9)*(3)))))*((((8)*((7)-(8)))-((x)-((5)*(x))))*(((9)*((6)-(7)))-(((3)-(0))+((0)*(4)))))))+((((((6)-((6)-(4)))*((8)-((7)-(1))))-(((x)+((6)*(1)))*((2)-((1)-(x)))))*((((3)*((6)-(0)))+((3)-((8)-(6))))*(((3)+((0)*(7)))*((x)*((9)*(3))))))+(((((8)+((8)+(9)))-((3)*((1)+(x))))*(((4)+((5)+(0)))*((9)-((x)-(1)))))-((((x)+((4)-(6)))-((1)+((8)+(1))))*(((1)+((1)-(9)))+(((7)-(8))-((5)+((9)-(3))))))))),(((0)+(x))/((x)*(x))),AddTreeWithMult|AddTreeWithSub|AddTreeWithAdd|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddTreeWithSub|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|SubXD|DivXD|SkipD|AddXD|MultXD|DivXD|AddTreeWithDiv|MultXD|FellTreeD|DivXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,DivXD,36,34,37,37,4
37,(x),20,-10,0.017013932558435443,-0.010049751243781095,0.019999999996835584,0.02,448384732.01036996,0.20099999999999998,31601382763.528,0,1,1,0.21543696764557863,0,224731614206119080000000000,0,22473161420598455000000000000,0,(((((((9)+(3))*((0)-((9)-(7))))+(((7)+((0)-(4)))+((6)-((9)+(9)))))-((((7)*((8)+(0)))+((4)*((2)*(2))))+(((x)-((7)+(3)))*((8)-((x)-(0))))))*(((((4)+((7)-(x)))*((4)*((x)*(3))))*(((9)*((3)*(7)))*((1)*((4)*(6)))))*((((5)+((x)-(4)))*((2)*((x)+(3))))+(((0)+((5)+(2)))*((9)*((x)*(2)))))))+((((((0)+(3))*((2)*((3)*(1))))-(((5)*((3)*(8)))+((7)-((4)*(2)))))-((((x)*((7)-(3)))*((7)+((2)+(6))))+(((8)*((6)*(1)))*((9)+((9)*(4))))))*(((((7)*(0))+((7)*((8)*(9))))*(((8)*((5)*(5)))*((4)*((x)*(9)))))-((((7)*((6)-(x)))-((7)+((3)-(0))))*(((1)+((7)+(3)))+((4)-((9)-((2)-(x))))))))),(((0)+(x))/((x)*(x))),DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|FellTreeD|DivXD|AddXD|FellTreeD|MultXD|DivXD|AddTreeWithDiv|SubXD|FellTreeD|SkipD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,FellTreeD,37,36,38,38,4
38,(x),20,-10,0.01815269350391638,-0.00019801980198019733,0.01999999999761043,-0.00019801980198019733,424480325.89702,0.10099999999999998,41848531805.41,0.10099999999999999,1,1,0.3480225262733449,0,92195538753023420000000,0,9219549019881749000000000,0,(((((((x)+(8))+((8)*((5)+(1))))-(((2)*((6)*(9)))+((8)-((9)-(4)))))-((((3)*((3)*(1)))-((8)-((6)*(4))))*(((1)*((x)*(5)))-((3)-((9)*(5))))))+(((((8)+(0))-((4)*((x)*(5))))*(((7)*((8)*(1)))+((7)+((1)-(6)))))*((((x)+((1)*(4)))*((2)+((8)+(8))))+(((5)*((1)+(8)))+((2)-((2)-(2)))))))+((((((8)+(5))+((0)*((9)-(4))))*(((6)+((3)+(2)))+((6)+((2)-(7)))))-((((9)*(6))-((6)*((3)+(7))))+(((8)+((9)*(8)))*((4)*((2)*(9))))))*(((((8)*(4))*((6)*((7)+(x))))*(((x)+((x)*(5)))-((5)-((0)*(5)))))+((((6)+((4)-(3)))*((x)*((1)*(6))))*(((4)+((4)*(0)))*((9)-((2)+((0)+(2))))))))),(((0)+(x))/((x)*(x))),DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|FellTreeD|AddXD|AddXD|FellTreeD|MultXD|DivXD|AddTreeWithDiv|MultXD|FellTreeD|DivXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,FellTreeD,38,37,39,39,4
39,(x),20,-10,0.016648492309408368,-0.01705882352941176,0.019999999940407822,-0.017058823529411765,26976276.90703,0.68,1678072613.8,0.68,1,1,0.47581020981490846,0,170693033950116600000000,0,17069302612247433000000000,0,(((((((x)-((6)-(9)))-((7)-((5)+(5))))*(((9)-((3)+(1)))*((0)*((1)*(5)))))+((((5)-((2)*(3)))-((3)*((9)*(8))))*(((8)+((1)-(4)))-((1)-((3)+(3))))))-(((((4)+((1)+(1)))+((9)+((5)+(4))))*(((3)+((5)+(1)))*((8)-((x)*(0)))))+((((5)*((7)*(7)))-((6)-((0)*(7))))-(((7)+((3)*(3)))*((4)*((5)*(x)))))))*((((((2)*(5))*((7)*((6)*(6))))*(((6)*((4)*(2)))*((4)*((1)*(2)))))*((((x)-((6)-(3)))+((0)+((7)*(5))))*(((0)-((3)-(0)))*((2)-((x)*(x))))))*(((((7)*(3))*((9)*((1)*(4))))+(((0)*((5)-(8)))+((7)-((x)-(3)))))*((((1)+((0)+(0)))-((7)-((1)*(3))))*(((4)*((9)*(8)))+((6)*((8)-((1)+(6))))))))),(((0)+(x))/((x)*(x))),DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|SubXD|SkipD|SkipD|AddXD|MultXD|DivXD|AddTreeWithDiv|SubXD|FellTreeD|SkipD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,SkipD,39,38,40,40,4
40,(x),20,-10,0.017835606916342447,0.02,0.0199999999935246,0.02,298424522.06903,0,15443064532.69,0,1,1,0.3823474840209163,0,16823650870250683000000000,0,1682365086557960000000000000,0,(((((((3)-((8)-(9)))-((4)-((4)+(5))))-(((4)+((2)+(1)))-((x)+((6)*(x)))))-((((x)-((2)+(4)))+((4)-((7)-(4))))-(((9)-((1)+(3)))+((0)-((0)*(1))))))*(((((3)*((x)*(7)))*((2)-((5)*(6))))*(((0)+((6)+(7)))*((0)+((8)*(8)))))*((((1)+((3)-(4)))-((9)-((6)+(8))))*(((7)-((2)-(6)))*((9)*((8)*(6)))))))*((((((4)*(7))*((3)*((6)*(1))))*(((8)*((6)*(3)))*((9)*((7)*(9)))))*((((5)-((1)*(1)))*((3)+((4)+(2))))-(((5)*((6)+(9)))*((x)+((5)+(x))))))+(((((8)-(1))-((1)*((0)+(8))))*(((7)*((8)*(3)))-((2)*((1)-(1)))))-((((5)*((x)+(2)))*((4)-((7)*(x))))+(((3)*((2)*(9)))+((4)+((6)*((x)+(2))))))))),(((0)/((x)*(x)))+((x)/((x)*(x)))),DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|FellTreeD|AddXD|SkipD|FellTreeD|MultXD|DivXD|AddTreeWithDiv|SubXD|FellTreeD|DivXD|MultXD|AddXD|DivXD|MultXD,AddToLeafR,DivXD,40,39,41,41,4
41,(x),20,-10,0.0164361870237558,-0.018518518518518517,0.019999999627433308,-0.018518518518518517,4740399.7496299995,1.35,268408321.56599998,1.35,1,1,0.26079245239989424,0,3466357173467999300000000,0,346635380928689300000000000,0,(((((((x)*(1))+((2)-((0)*(0))))+(((x)*((8)+(0)))+((7)*((2)+(5)))))*((((x)-(6))*((4)*((3)+(8))))-(((9)*((0)+(5)))*((5)*((9)-(3))))))-(((((6)*(9))*((8)*((9)*(4))))*(((8)*((5)*(3)))+((8)*((5)+(9)))))-((((0)*((0)*(0)))-((7)+((x)*(x))))*(((3)*((9)*(1)))*((2)-((3)+(0)))))))*((((((3)-(7))+((3)-((7)*(x))))*(((8)-((9)+(3)))-((2)-((7)*(4)))))+((((3)*(1))*((3)*((x)*(6))))*(((x)-((x)-(6)))-((7)-((2)-(5))))))*(((((x)-(7))*((x)+((3)-(7))))+(((2)+((2)*(x)))*((7)-((5)-(0)))))-((((4)-(4))*((3)+((5)-(8))))*(((2)-((8)*(8)))-((8)*((6)+((0)+(8))))))))),(((0)+(x))/((x)*(x))),DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddXD|SubXD|DivXD|SkipD|AddXD|MultXD|MultXD|AddTreeWithDiv|SubXD|FellTreeD|DivXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,AddXD,41,41,42,42,4
42,(x),20,-10,0.018517644354455062,0,0.019999999992174097,0.02,190743170.08393997,0.1,12778080014.053001,0,1,1,0.3419977334748291,0,185292023337402070000000,0,18529202310752008000000000,0,(((((((8)-((x)-(9)))+((7)+((x)+(4))))-(((4)*((3)*(3)))-((0)-((6)-(8)))))+((((6)*((x)-(x)))+((7)*((4)+(6))))*(((0)+((8)*(8)))-((x)-((4)*(7))))))-(((((9)*((6)*(6)))-((5)-((3)-(2))))-(((4)*((3)*(9)))-((9)+((6)+(8)))))*((((7)-((7)*(7)))*((2)*((8)-(x))))*(((4)*((8)*(3)))+((5)*((0)*(8)))))))*((((((3)-(4))*((7)+((4)*(9))))*(((7)*((5)*(x)))*((9)*((7)*(x)))))-((((1)-((1)*(4)))*((8)*((5)*(7))))*(((4)*((9)*(6)))*((2)*((8)*(8))))))+(((((6)*((0)+(6)))+((x)-((2)-(0))))*(((5)+((5)+(7)))+((1)*((9)-(6)))))-((((x)+((3)-(4)))*((7)+((6)-(9))))*(((4)+((4)*(8)))-((4)-((6)-((1)+(5))))))))),(((0)/((x)*(x)))+((x)/((x)*(x)))),DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,SubXD|MultXD|DivXD|FellTreeD|FellTreeD|MultXD|DivXD|AddTreeWithDiv|SubXD|FellTreeD|DivXD|MultXD|AddXD|DivXD|MultXD,AddToLeafR,MultXD,41,42,43,43,4
43,(x),20,-10,0.018526821169606477,-0.019595959595959594,0.01999999995258545,0.02,42142429.42204999,4.95,2109057115.6339998,0,1,1,0.5167341863538695,0,1835065859781899000000000,0,52413986697898890000,0,(((((((2)-(7))*((9)*((3)+(3))))*(((7)-((7)-(4)))*((9)*((3)+(3)))))+((((5)-(1))-((3)-((3)*(6))))*(((4)*((3)*(5)))*((6)*((8)*(8))))))*(((((5)*(9))*((7)*((3)+(6))))-(((2)*((0)*(0)))*((4)*((8)*(5)))))*((((8)*((9)+(2)))*((8)+((5)*(1))))+(((9)*((1)-(3)))-((1)*((5)*(0)))))))-((((((1)+(3))*((9)+((1)+(1))))+(((8)*(6))*((9)*((6)*(2)))))*((((7)*(8))*((9)+((4)+(5))))+(((6)*((x)-(5)))*((8)-((4)-(3))))))-(((((3)-(3))*((4)-((9)*(0))))-(((3)*((2)+(x)))-((7)+((6)-(7)))))-((((7)-(6))+((3)-((x)-(x))))-(((3)*((6)+(7)))*((7)+((5)*((7)-(1))))))))),(((0)+(x))/((x)*(x))),DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|SubXD|DivXD|SkipD|AddXD|MultXD|DivXD|AddTreeWithDiv|SubXD|DivXD|DivXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,DivXD,43,42,44,44,4
44,(x),20,-10,0.018107407099581776,-0.019595959595959594,0.019999999979908388,0.02,110454725.02467999,4.95,4977201736.784,0,1,1,0.2952028722478168,0,449587834284184640000000,0,44958783427911090000000000,0,(((((((4)-((5)-(9)))-((2)-((3)-(x))))-(((7)*((5)*(9)))+((0)-((8)+(2)))))-((((6)*((7)-(4)))+((x)*((9)+(4))))+(((8)-((1)*(0)))*(((7)+(4))+((5)+(9))))))*(((((4)+((1)*(2)))+((3)*((1)+(8))))+(((4)-((5)*(6)))*((2)-((5)-(7)))))+((((3)*((3)-(6)))+((1)-((x)*(x))))+(((0)+((6)+(7)))-(((6)-(5))-((2)-(7)))))))*((((((9)+((4)+(1)))*((6)+((x)-(8))))-(((x)*((3)*(4)))*((x)*((6)*(x)))))*((((1)*((7)*(8)))*((9)*((5)*(5))))*(((9)*((2)*(2)))+((5)*((x)*(5))))))*(((((5)*((4)*(2)))*((4)*((6)+(5))))+(((5)+((7)*(6)))+((9)-((4)-(5)))))-((((9)-((9)-(x)))+((9)+((1)+(5))))+(((1)+((9)+(1)))+((6)-((6)-((3)-(1))))))))),(((0)+(x))/((x)*(x))),DeleteTerminalR|AddTreeWithSub|AddTreeWithAdd|AddToLeafR|AddToLeafR|AddToLeafR|AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|AddTreeWithMult,AddTreeWithDiv|FellTreeD|DivXD|FellTreeD|FellTreeD|MultXD|MultXD|AddTreeWithDiv|SubXD|DivXD|MultXD|FellTreeD|AddXD|DivXD|MultXD,AddToLeafR,FellTreeD,44,43,45,45,4
