gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
88,x*x*x*x,25,-10,-0.049214723565546986,-0.0065370190837285794,-0.048463888707358516,0.011870573252173697,NaN,NaN,752.1784,241.04443333333333,-0.9125000000000001,0.28995276061019115,0.03758235225768558,0.0017608635680490207,21387.4,6104.34,42845.6,6084.48,((((8)+(0))*((x)*(x)))*((x)*((x)-((0)*(2))))),((8)*(7)),MultXD|SubXD|AddRandomSubTreeR|AddTreeWithAdd|DeleteMaliciousR,SubXD|MutateNonTerminalR|DeleteNonTerminalR|FellTreeD|AddTreeWithMult,MultXD,SubXD,88,88,89,89,3
89,x*x*x*x,25,-10,-0.033463960618460124,0.009987891099297758,-0.024044722195445515,0.013508785032768826,3560.3010999999997,263.2792,9252.076800000003,227.00639999999999,0.4147631745215836,0.46900498534271906,0.6870204965354767,0.09180491698853667,316860.1,5730.19,836693.76,4550.16,((((x)*(x))*((x)*(x)))*((x)-((0)+((7)*(x))))),((((x)*(x))-((x)*(0)))*((3)*((5)*((6)-(x))))),MultXD|SubXD|MultXD|AddTreeWithAdd|DeleteMaliciousR,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,SubXD,89,89,90,90,3
90,x*x*x*x,25,-10,-0.029903595785367398,0.011857553634445546,-0.014389368973994955,0.014406706873051144,5559.737799999999,241.15600000000003,13980.018800000002,219.312,0.4147698892950543,0.43448102022144636,0.7953269664098714,0.07477872848388092,404902.89999999997,5807.15,836703.36,4846,((((x)*(x))*((x)*(x)))*((x)-((2)+((0)*(x))))),((((x)*(x))*((x)*((4)+(0))))*(((1)+(1))*((2)-((x)-(x))))),MultXD|SubXD|MultXD|AddTreeWithAdd|DeleteMaliciousR,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddToLeafR,MultXD,AddToLeafR,90,90,91,91,3
91,x*x*x*x,25,-10,-0.019063746015015325,0.008154550962952449,0.013081589590441893,0.011704912523106223,12675.580800000002,928.5681,35687.5472,242.46400000000003,0.708452671905894,0.309800773008197,0.813265584613466,0.011782448042543093,457147.74,6065.62,1679535.2,5914.4,((((x)*(x))*((x)*(x)))*((x)-((0)*((x)+(x))))),((((x)*(6))+((x)*(3)))*((x)+((8)*((6)-(x))))),MultXD|SubXD|MultXD|AddTreeWithAdd|DeleteMaliciousR,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,MutateNonTerminalR,91,91,92,92,3
92,x*x*x*x,25,-10,-0.02596620787651574,0.01180498114158747,0.0025675852181982427,0.013064025244132423,8029.153,241.60649999999998,25161.577599999997,230.81759999999997,0.4147335157621688,0.4235394066135146,0.758088112872359,0.06892168268646706,369672.28,5825.58,836651.36,4939.76,((((x)*(x))*((x)*(x)))+((0)*((x)-((x)*(x))))),((((0)*(x))+((7)*((3)+(1))))*((x)*((x)-((0)-(x))))),MultXD|SubXD|MultXD|AddTreeWithAdd|DeleteMaliciousR,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,AddTreeWithMult,92,92,93,93,3
93,x*x*x*x,25,-10,-0.028883712648122,0.009204408215875726,-0.0040259841044472024,0.011879539555987082,6779.248800000001,282.50200000000007,22959.192799999997,240.96759999999998,0.5551397932208241,0.3261618462572587,0.7330037867087461,0.02127532739284282,365241.64,6046.9,1100714.32,5774.2,((((x)*(x))*((x)*(x)))*((5)+((x)-((0)*(x))))),((((8)-(7))*((x)*((6)*(x))))-(((x)-(5))+((9)*((x)-(x))))),MultXD|SubXD|MultXD|AddTreeWithAdd|DeleteMaliciousR,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,DeleteNonTerminalR,93,93,94,94,3
94,x*x*x*x,25,-10,-0.014818131946059205,0.005028167820679696,0.00792793915595582,0.018343353809959485,16798.3622,4398.7243,38034.128,185.5784,0.5638526105710019,0.631467408555371,0.1841353136459348,0.0008634355451375696,839924.16,6122.92,1122703.04,3158,((((x)*(7))+((9)*((x)*(x))))*((x)-((x)*((x)+(x))))),((((x)*(x))*((2)*(3)))+((x)*((5)+((0)-(x))))),MultXD|SubXD|MultXD|AddTreeWithAdd|AddXD,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,MutateNonTerminalR,94,94,95,95,3
95,x*x*x*x,25,-10,-0.021769352068051927,0.0025509007380170932,-0.013313714390611398,0.018497768732378586,10891.720800000001,2633.7417,16039.8776,184.2552,0.5326466631477218,0.28862240230035296,0.05426076841668166,0.020644268866694238,910275.86,6206.82,1047738.32,6095.88,((((x)*(x))*((x)*((x)*(x))))-((x)*((x)+((4)+(x))))),(((6)*(6))-((0)-(1))),MultXD|SubXD|MultXD|AddTreeWithAdd|AddXD,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,SubXD,95,95,96,96,3
96,x*x*x*x,25,-10,-0.012225626862390655,0.00709473635952745,0.016796817126131337,0.0123158037231361,16536.0972,348.0875,35136.34880000001,237.2292,0.5078446703488797,0.31926732266557134,0.6778922412617824,0.029971009673409345,738631.76,6133.52,994937.92,5833.28,((((x)*(x))*((x)*((x)*(x))))-((x)*((x)+((3)+(x))))),((((x)*(2))+((2)*((x)+(x))))*((4)*((6)-((4)*(3))))),MultXD|SubXD|MultXD|AddTreeWithAdd|AddXD,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,AddToLeafR,96,96,97,97,3
97,x*x*x*x,25,-10,0.01038123338321188,-0.005511018434958313,0.022702173279806295,0.0116101536680546,30143.6716,544.28462,45798.584800000004,243.276,0.6294403379449873,0.2936310846387961,0.4710563162007377,0.11160265902463475,819176.76,6600.17,1321417.44,6052.96,((((x)*(x))*((x)*((x)*(x))))-((x)*((9)+((x)+(x))))),((((x)*((1)+(8)))*((8)*((0)*(x))))-(((x)*(x))-((x)-((6)+(2))))),MultXD|SubXD|MultXD|AddTreeWithAdd|AddXD,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,AddToLeafR,97,97,98,98,3
98,x*x*x*x,25,-10,0.012143222182598792,-0.00406057129445356,0.01978946081561438,0.02063063651810221,30504.0766,1976.1669,38876.5312,165.9784,0.5346311574810657,0.2846640028380978,0.18649632300658536,0.29479386801694246,857496.8600000001,7766.04,1052206.24,6129.8,((((x)*(x))*((x)*((x)*(x))))-((x)*((8)+((7)+(x))))),((((x)*((x)*(x)))*((0)-((3)+(0))))+(((2)*(x))+((x)-((9)*(0))))),MultXD|SubXD|MultXD|AddTreeWithAdd|AddXD,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,AddTreeWithMult,98,98,99,99,3
99,x*x*x*x,25,-10,0.014767056667508726,0.005172732716357591,0.020122924005602835,0.011386560113523911,32605.769800000005,310.6416,39580.0832,245.192,0.5346311574810657,0.2846640028380978,0.18649632300658536,0.29479386801694246,857496.8600000001,7766.04,1052206.24,6129.8,((((x)*(x))*((x)*((x)*(x))))-((x)*((8)+((7)+(x))))),((((x)*((x)*(x)))*((0)-((3)+(0))))+(((2)*(x))+((x)-((9)*(0))))),MultXD|SubXD|MultXD|AddTreeWithAdd|AddXD,SubXD|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddTreeWithMult,MultXD,SubXD,99,99,99,99,3
