gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
47,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),DeleteMaliciousR|AddXD|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|FellTreeD,DeleteMaliciousR,AddTreeWithDiv,46,44,48,48,4
48,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),DeleteMaliciousR|AddXD|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|ReplaceBranchXR|FellTreeD,DeleteMaliciousR,FellTreeD,46,47,49,49,4
49,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|FellTreeD,ReplaceBranchXR,AddTreeWithDiv,48,48,50,50,4
50,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|FellTreeD,DeleteMaliciousR,AddTreeWithDiv,48,49,51,51,4
51,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|FellTreeD,DeleteMaliciousR,AddTreeWithDiv,49,49,52,52,4
52,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithDiv|FellTreeD,DeleteMaliciousR,FellTreeD,50,51,53,53,4
53,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithDiv|FellTreeD,DeleteMaliciousR,FellTreeD,51,51,54,54,4
54,x*x*x*x,25,-10,-0.03840012482028493,0,-0.03839986929813097,0,244.8129,244.832,244.852,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|FellTreeD,FellTreeD,AddTreeWithDiv,53,52,55,55,4
55,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|DeleteNonTerminalR|AddTreeWithSub|AddTreeWithDiv|FellTreeD,ReplaceBranchXR,DeleteNonTerminalR,53,51,56,56,4
56,x*x*x*x,25,-10,-0.038400000000000004,0.000002372968003592944,-0.038400000000000004,0.000009541236439681324,244.832,244.8174755378165,244.832,244.77360000000002,-0.9600000000000001,0.0009541236439681325,0,0.0004778902281908311,6120.8,6119.34755378165,6120.8,6114.96,(0),((3)*(x)),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,DeleteMaliciousR,AddTreeWithDiv,55,56,57,57,4
57,x*x*x*x,25,-10,-0.03840013070186904,-0.014996852276878175,-0.03840013070186904,0.000023499106870562872,244.812,444.6592338095238,244.812,244.68816666666666,-0.9600000000000001,0.001143641354071363,0,0,6120.8,6120.8,6120.8,6113.8,(0),((4)+(5)),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|FellTreeD,DeleteMaliciousR,AddTreeWithDiv,56,57,58,58,4
58,x*x*x*x,25,-10,-0.038400000000000004,0.000009682220503584863,-0.038400000000000004,0.000021010325447654855,244.832,244.7727374731183,244.832,244.7034,-0.9600000000000001,0.0018886420075807737,0,0.0010074379181734387,6120.8,6115.312080645162,6120.8,6109.24,(0),((6)+(9)),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,DeleteTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,DeleteMaliciousR,AddTreeWithDiv,56,58,59,59,4
59,x*x*x*x,25,-10,-0.038400000000000004,0.000007404365481070928,-0.038400000000000004,0.000027839498104822836,244.832,244.7866797619048,244.832,244.6616,-0.9600000000000001,0.0017644752319958472,0,0.0009099248247662465,6120.8,6118.307857142858,6120.8,6110,(0),((8)+(6)),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,DeleteTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,DeleteMaliciousR,AddTreeWithDiv,56,58,60,60,4
60,x*x*x*x,25,-10,-0.03840086067180761,-0.0049498380827717944,-0.038399882368317866,0.00021578878577963655,244.7003,311.1404754761905,244.85,243.5112,-0.9600000000000001,0.009678473402169615,0,0.004496840624848741,6120.8,6102.525714285715,6120.8,6061.56,(0),((7)+((4)*(9))),DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|FellTreeD|SkipD,DeleteTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,DeleteMaliciousR,AddTreeWithDiv,60,58,61,61,4
61,x*x*x*x,25,-10,-0.03840057966278918,-0.004989924823872985,-0.038400418245980915,0.000056528558358386604,244.7433,311.3858583333333,244.768,244.486,-0.9600000000000001,0.0022088615867207613,0,0.0011082270759297456,6120.8,6116.76,6120.8,6107.28,(0),((7)*(x)),DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|FellTreeD|SkipD,DeleteTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,AddRandomSubTreeR,AddTreeWithDiv,61,58,62,62,4
62,x*x*x*x,25,-10,-0.038400000000000004,0.00001892674630201868,-0.038400000000000004,0.00008175401908247282,244.832,244.71619107142854,244.832,244.33159999999995,-0.9600000000000001,0.005737812050712307,0,0.002680637828673413,6120.8,6109.767857142858,6120.8,6085.68,(0),((9)*(6)),DeleteMaliciousR|AddRandomSubTreeR|SkipD|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchR,SkipD,AddTreeWithDiv,61,62,63,63,4
63,x*x*x*x,25,-10,-0.038400000000000004,-0.004948229496250623,-0.038400000000000004,0.0001684747091883412,244.832,311.1306565476191,244.832,243.80079999999998,-0.9600000000000001,0.0030910992027186105,0,0.0013371832484282986,6120.8,6112.51,6120.8,6101.88,(0),((3)*(9)),DeleteMaliciousR|AddRandomSubTreeR|SkipD|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchR,SkipD,AddTreeWithSub,61,61,64,64,4
64,x*x*x*x,25,-10,-0.038400000000000004,0.000021277793409591603,-0.038400000000000004,0.00004940530649588253,244.832,244.7018,244.832,244.52960000000002,-0.9600000000000001,0.0012678081296562897,0,0.0004114168761666177,6120.8,6115.52,6120.8,6113.04,(0),((5)*(2)),DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|ReplaceBranchR,ReplaceBranchXR,ReplaceBranchR,63,64,65,65,4
65,x*x*x*x,25,-10,-0.038400000000000004,-0.000000005737285178113128,-0.038400000000000004,0.00003783819108613229,244.832,244.8321,244.832,244.6004,-0.9600000000000001,0.0010194745784864367,0,0.0005572832063341837,6120.8,6119.09,6120.8,6114.56,(0),((0)+(8)),DeleteMaliciousR|AddRandomSubTreeR|SkipD|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|ReplaceBranchR,SkipD,ReplaceBranchR,61,65,66,66,4
66,x*x*x*x,25,-10,-0.038400000000000004,-0.004969170563201993,-0.038400000000000004,0.00008129656254084469,244.832,311.2588,244.832,244.33440000000002,-0.9600000000000001,0.0035812312116063377,0,0.001625745974213701,6120.8,6113.68,6120.8,6098.88,(0),((8)*(4)),DeleteMaliciousR|AddRandomSubTreeR|SkipD|FellTreeD|SkipD,MutateTerminalR|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|ReplaceBranchR,SkipD,ReplaceBranchR,65,65,67,67,4
67,x*x*x*x,25,-10,-0.038400000000000004,0.00003720248673677256,-0.038400000000000004,0.00011606325970461373,244.832,244.6043,244.832,244.1216,-0.9600000000000001,0.0075022872827081545,0,0.0038063728483276865,6120.8,6109.82,6120.8,6074.88,(0),((8)*(9)),DeleteMaliciousR|MutateTerminalR|SkipD|FellTreeD|AddTreeWithAdd,MutateTerminalR|AddTreeWithDiv|ReplaceBranchR|DeleteNonTerminalR|ReplaceBranchR,DeleteMaliciousR,ReplaceBranchR,66,67,68,68,4
