gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x,20,-10,-0.12696334991708125,-0.13216192862952808,-0.11076882255389718,-0.11992537313432836,NaN,NaN,NaN,NaN,-0.9427860696517413,0.0037313432835820895,0.010837552228409654,0.42295077549885435,42.95,343.6580357142857,57.5,33.375,((((x)-(2))-((4)*(5)))-((1)+((1)-(x)))),((((3)-(6))-((3)/((8)-(2))))*((1)-((x)+((x)*(x))))),SkipD|AddToLeafR|SubXD|SkipD|AddTreeWithSub|SubXD|SubXD|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchR,MutateTerminalR|SubXD|MutateNonTerminalR|SkipD|ReplaceBranchR|SubXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,SubXD,SubXD,0,0,1,1,3
1,x*x,20,-10,-0.11843037752414398,-0.11864240262205962,-0.09706467661691542,-0.08950255407454705,NaN,NaN,NaN,NaN,-0.9263681592039801,0.03222523744911801,0.01943697325057758,0.8371681181910126,45.25,NaN,74,32.42045454545455,(((7)-((x)*(x)))-((3)+(0))),(((((9)+(5))+((5)-(1)))/(((8)+(5))+((8)-((4)-(8)))))+((((8)-(3))*((5)/(4)))+(((x)-(x))-((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,0,1,2,2,3
2,x*x,20,-10,-0.10612370704616453,-0.09342958435052989,-0.05001522619460836,-0.020921831591156268,NaN,NaN,31.393999999999995,4.384952380952381,0.22093023255813954,0.45273631840796014,0.9083879449093755,1.0093676352799317,NaN,NaN,1290,18.333333333333336,(((2)+((5)*(x)))*((x)*((x)-(x)))),(((((1)+(1))-((4)/(3)))+(((4)-(0))+((2)/(2))))-(((x)+((x)-(x)))-((x)+((x)*((3)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,2,2,3,3,3
3,x*x,20,-10,-0.0742636947755465,-0.08878539826743247,-0.01858127588214414,-0.011001591417240416,NaN,NaN,437.15639285714286,3.2350772253720574,0.9515261134976261,-0.12427140975974194,0.831003076282508,0.41189295413915117,6141.765625,805.5772153171507,20732.8125,38.25386126860287,((((7)*((9)/(8)))-((0)-((9)/(1))))*(((9)*(8))-((4)*((x)*((x)-(x)))))),(((((6)-(5))*((3)-((7)-(9))))*(((2)/((8)+(5)))-((1)*((x)*(x)))))*((((x)+(x))-((9)/((9)+(7))))/(((8)+(x))-((x)-((x)+((x)*(x))))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,3,3,4,4,3
4,x*x,20,-10,-0.055675532364360035,-0.10509989903859346,0.0021662815981293247,-0.01534345499033686,NaN,NaN,251.36848003441182,5.465888888888889,0.9029173106646059,0.025538971807628486,0.943004494245441,0.8352827427806435,3492.4444444444443,9056.801388888889,10352,32.644444444444446,((((6)+(4))*((5)*((8)-(2))))+((7)*((x)*((x)-(x))))),((((8)-((0)*(2)))+(((1)/(9))-((x)-(1))))+(((1)+((x)-(8)))*((2)-((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,4,4,5,5,3
5,x*x,20,-10,-0.031657987881228804,-0.08506871821286383,0.04218402217799878,-0.01620718522770762,95.41799999999999,991.4037149859945,277.12,12.866666666666667,0.8813319164009918,0.2537313432835821,1.0020232010121746,0.5193599004168377,2987.9,119.24702380952382,8469,25,((((6)*(4))*((x)-((7)+(0))))+(((7)-(9))*((x)*((x)-(x))))),(((((6)-(4))*((x)-(3)))-(((5)+(3))+((1)*((0)+(4)))))-(((1)+((6)+(0)))/(((7)-(x))-((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,5,5,6,6,3
6,x*x,20,-10,-0.038628415206650654,-0.08190244226158823,0.036139071336705256,-0.005270547171748282,241.8071527777778,6216.08991821946,796.1805,3.594,0.9572929237986776,1,1.0870532088737324,1.2267239057174708,7888.9125,8234.5,23532.4,0,((((3)-((5)-(x)))*((1)+((9)-(3))))*(((2)*(8))/((1)*((x)*((x)-(x)))))),(((((2)/(3))-((2)*(5)))+(((3)/(1))*((6)+(7))))-(((8)+((x)+(x)))-((x)-((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,5,6,7,7,3
7,x*x,20,-10,-0.047464092836742126,-0.07972743633418605,0.025078529177397772,-0.031629160596739675,70.04778571428571,6219.237017219388,230.62,4.814819444444445,0.8525852585258525,-0.3584679832435667,0.9325163197809994,0.7457235086126898,2117.25,8597.974925595237,6817.5,52.21875,((((x)*((3)*(1)))*((7)-((9)-(1))))-(((0)*(0))-((3)*((x)*((x)-(x)))))),(((((5)/(4))+((0)/((4)/(8))))+(((2)*((2)-(7)))-((2)*((2)+(2)))))+((((0)*(7))-((9)*((x)-(x))))-(((x)+(x))-((x)-((x)+((x)*(x))))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,5,7,8,8,3
8,x*x,20,-10,-0.04852373899852635,-0.10940264947716459,0.022343123491453624,-0.05927396501060585,NaN,NaN,224.6,12.776555078406318,0.7208333333333333,-0.8284690220174091,0.8057232633636225,0.5551711952867018,990.3866666666667,11143.116666666667,3600,195.3,(((9)+((1)*(9)))*((8)*((x)-(x)))),(((((3)+(3))/((2)*(3)))+(((0)+(7))*((7)-(7))))-(((7)*((9)+(x)))-(((x)-(6))*((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,6,6,9,9,3
9,x*x,20,-10,-0.057066052852458145,-0.08967418120572233,0.019636545826911392,-0.057338787556596105,NaN,NaN,186.13199999999998,21.115277777777777,0.7714558602810752,-0.3542168674698795,0.8357206588208435,0.2112867133960715,1184.7003086419752,125.31354166666668,4397.4,51.875,((((x)-(8))*((6)*((4)/(2))))*((x)*((4)+((4)-(x))))),(((((0)/(6))-((7)/((8)*(5))))-(((9)+((9)-(8)))*((0)/((1)*(7)))))-((((8)+(5))-((9)*(0)))+(((2)+(x))-((x)-((x)+((x)*(x))))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,6,9,10,10,3
10,x*x,20,-10,-0.055420505057231305,-0.09840577133670696,0.036237809195381845,-0.05003267326732674,NaN,NaN,730.91,7.38,0.9624537676990323,-0.5,1.228838715692974,0.7126456229617846,6803.5125,8256.61683006536,26767,67,((((x)*(8))*((4)*(x)))*((5)*((5)-(x)))),(((((0)*(5))-((x)*((2)+(6))))*(((7)/(4))*((9)*((0)*(x)))))*((((x)-(9))+((2)-(x)))+(((x)-(x))-((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,10,10,11,11,3
