gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
51,x*x*x*x*3*x+1,25,-10,-0.038443656297715526,0.00000014719937176636522,-0.0383999896250536,0.0000008065195557344416,8220.5374,8451.096899999999,8451.1828,8450.9576,-0.959998894348778,0.0000312384334967158,0.0000005636468847203929,0.00001587641303879526,211279.58000000002,211276.57,211284.04,211271.6,((((4)*(8))*((x)*(x)))*((0)-((x)-(4)))),((x)+(1)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithMult,AddTreeWithDiv,50,50,52,52,0
52,x*x*x*x*3*x+1,25,-10,-0.0384415624328492,0.00000020162989789585,-0.038379823228331174,0.0000005812241868804752,8231.5971,8451.0854,8557.7008,8451.0052,-0.9593933685538781,0.00003256370037232737,0.00030337506055689553,0.000016404302719224614,212078.78,211276.5,214482.4,211271.32,((((x)+(1))*((x)*((8)-(9))))*((x)*((3)*((x)+(1))))),((4)+(x)),DeleteNonTerminalR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteTerminalR,AddToLeafR,51,52,53,53,0
53,x*x*x*x*3*x+1,25,-10,-0.03841384468440189,0.0000007146975025992119,-0.03840001143515989,0.000003949295289340378,8378.001,8450.976999999999,8451.0676,8450.2936,-0.96,0.00017947899972648766,0.0000018417541421048629,0.00008861865829645684,211273.06,211268.36,211278.2,211240.28,((((x)*(9))*((9)+(2)))*((x)*((0)*((6)-(9))))),((6)*(x)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithMult,AddToLeafR,53,50,54,54,0
54,x*x*x*x*3*x+1,25,-10,-0.03840013760056646,0.0000002181957597371629,-0.0384,0.0000009333665281146026,8450.4012,8451.081900000001,8451.128,8450.9308,-0.96,0.000026694661351781535,0.00000040136653950417767,0.000013194276957393357,211277.14,211276.25,211278.2,211272.56,(((x)+((x)*(0)))*((8)*(8))),((x)-(3)),DeleteNonTerminalR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddTreeWithDiv,54,50,55,55,0
55,x*x*x*x*3*x+1,25,-10,-0.03840466552630607,0.0000014057296193632991,-0.03839993002590897,0.000005403302375733118,8426.4849,8450.831,8451.4976,8449.9864,-0.96,0.00026808255655346347,0,0.00013259721446424208,211278.2,211263.58000000002,211278.2,211221.56,((0)*((9)*(6))),((x)*(9)),ReplaceBranchR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,ReplaceBranchR,AddTreeWithDiv,54,55,56,56,0
56,x*x*x*x*3*x+1,25,-10,-0.0384335263174336,0.00000014530787908169856,-0.03839961741438539,0.0000005774377100922265,8274.043500000002,8451.0973,8453.1488,8451.006,-0.96,0.000015524554828651683,0,0.000006958563311928944,211278.2,211276.85,211278.2,211274.92,((((6)*(9))*((0)*(0)))-((x)+((3)+(5)))),((8)*(9)),DeleteNonTerminalR|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddTreeWithDiv,56,55,57,57,0
57,x*x*x*x*3*x+1,25,-10,-0.03840136085975742,0.0000013091762854897673,-0.03839992139274189,0.0000045210532842502315,8443.94,8450.8514,8451.5432,8450.172799999998,-0.959997061694013,0.00023854803761118413,0.0000015030039516083351,0.00012363970022943917,211281.82,211266.72999999998,211293.72,211227.8,((0)-((8)*(7))),((8)*(x)),DeleteNonTerminalR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|MultXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteTerminalR,AddToLeafR,57,57,58,58,0
58,x*x*x*x*3*x+1,25,-10,-0.038405044382241044,0.0000004179327471135647,-0.03839997319174435,0.0000013139074452578409,8424.483800000002,8451.0397,8451.2696,8450.8504,-0.96,0.00003237437653305268,0.0000018031582537206343,0.000015990487685305043,211273.24000000002,211274.5,211278.2,211271.36,((4)+((x)*(0))),((x)+(3)),DeleteNonTerminalR|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddToLeafR,56,57,59,59,0
59,x*x*x*x*3*x+1,25,-10,-0.03833496943839923,0.00000040562858788662297,-0.03813947032869459,0.0000013006547765017255,8794.6165,8451.0423,9827.233999999999,8450.8532,-0.9339474493819051,0.00003237437653305268,0.01302693554078321,0.000014391102679997958,245675.07,211272.91999999998,348886.6,211271.36,((((x)*(x))*((x)*((x)*(3))))*((x)-((9)+((1)+(9))))),((3)+(x)),AddTreeWithAdd|DeleteNonTerminalR|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithAdd,AddTreeWithDiv,59,59,60,60,0
60,x*x*x*x*3*x+1,25,-10,-0.03841313613993304,0.0000011823273768916804,-0.0383995716737458,0.0000044566831788624005,8381.7435,8450.878200000001,8453.3904,8450.1864,-0.96,0.000209013518668767,0.00000023755427141782186,0.00009159648313193217,211277.40000000002,211260.64,211278.2,211234.04,(((0)*((2)*(0)))*((x)-(1))),((x)*(7)),DeleteNonTerminalR|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddToLeafR,56,59,61,61,0
61,x*x*x*x*3*x+1,25,-10,-0.03839999574021361,0.00000020352500530313508,-0.038399973418932955,0.0000015619216748371676,8451.1505,8451.085000000001,8451.2684,8450.797999999999,-0.9599987125978923,0.00006058362859972047,0.0000006983937203823059,0.000027766994441952495,211279.51,211274.18,211285,211265.4,(((9)+((4)*(x)))*((0)-((x)+(2)))),((x)+(x)),DeleteNonTerminalR|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddTreeWithDiv,56,60,62,62,0
62,x*x*x*x*3*x+1,25,-10,-0.03840001950035546,0.0000005892726309785274,-0.0384,0.000002315430555543014,8451.025000000001,8451.003499999999,8451.128,8450.638799999999,-0.96,0.00017947899972648766,0.00000006194873523077152,0.00009438088759843014,211277.79,211269.72999999998,211278.2,211240.28,(((0)+(8))*((3)*(0))),((6)*(x)),DeleteNonTerminalR|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddTreeWithDiv,62,59,63,63,0
63,x*x*x*x*3*x+1,25,-10,-0.038399134392474006,0.00000033510510574207537,-0.0383965250745226,0.000001346092497951068,8455.700099999998,8451.057200000001,8469.4824,8450.843599999998,-0.9596525074522597,0.0000312384334967158,0.00017378793534472914,0.000012709045781430748,211736.73,211275.55,213113.64,211271.6,((((x)*(x))*((5)-(8)))*((3)*((6)+(2)))),((1)+(x)),DeleteNonTerminalR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddToLeafR,61,63,64,64,0
64,x*x*x*x*3*x+1,25,-10,-0.0383999850244843,0.00000036113742801003973,-0.03839991692469928,0.0000008708896611222733,8451.2071,8451.0517,8451.566799999999,8450.944,-0.9599927299645681,0.000031806405014815366,0.0000036947238071512047,0.000014896449964904505,211287.33000000002,211274.09,211316.6,211271.48,(((5)-((7)*(3)))*((x)*(1))),((x)+(2)),DeleteNonTerminalR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithAdd,AddToLeafR,64,64,65,65,0
65,x*x*x*x*3*x+1,25,-10,-0.03840356678540426,0.000001561448367478854,-0.03839989852242209,0.0000074366404106094545,8432.2884,8450.7981,8451.664,8449.556799999998,-0.9599965618790769,0.00023854803761118413,0.000001749033975193159,0.00011736261002408819,211282.51,211264.97999999998,211296.36,211227.8,(((9)+((4)-(3)))*((x)+(1))),((x)*(8)),DeleteNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddToLeafR,65,62,66,66,0
66,x*x*x*x*3*x+1,25,-10,-0.038400582530521365,0.00000010460168945272799,-0.03839992676953893,0.0000002499074679748284,8448.0511,8451.1059,8451.514799999999,8451.0752,-0.96,0.000010980782683717415,0.000000018932383938352615,0.000003859529494928502,211278.15000000002,211277.07,211278.2,211275.88,((((0)*(x))*((x)*(8)))+((9)*((1)*(2)))),((6)*(8)),DeleteNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,65,66,67,67,0
67,x*x*x*x*3*x+1,25,-10,-0.03840006467113029,0.0000001457795160911378,-0.03839992230149632,0.0000004581636912871854,8450.78641,8451.0972,8451.5384,8451.0312,-0.9599954865196694,0.0000312384334967158,0.000002358043936678269,0.000017000170371973206,211289.06,211276.82,211302.04,211271.6,(((0)-(3))*((6)+(x))),((x)+(1)),DeleteNonTerminalR|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,67,62,68,68,0
68,x*x*x*x*3*x+1,25,-10,-0.038405751639307796,0.0000005665537531440168,-0.03839999871259789,0.0000021450391001076348,8420.7481,8451.0083,8451.1348,8450.6748,-0.960000159032025,0.00017947899972648766,0.00000008085701797976009,0.00008482854223184892,211276.84,211266.81,211277.36,211240.28,((9)+(2)),((x)*(6)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddToLeafR,68,62,69,69,0
69,x*x*x*x*3*x+1,25,-10,-0.03839999922377226,0.0000006522226752315822,-0.038399986065765425,0.0000054241279980629765,8451.132099999999,8450.9902,8451.201599999999,8449.982,-0.9599987883274281,0.00026808255655346347,0.0000006346350471846338,0.0001387063212977246,211279.65000000002,211265.32,211284.6,211221.56,((0)-(x)),((9)*(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,SkipD,69,62,70,70,0
70,x*x*x*x*3*x+1,25,-10,-0.038400008008398406,0.00000020068329787534485,-0.03839999969708186,0.0000007383629735611165,8451.085700000001,8451.0856,8451.1296,8450.972,-0.9600000378647678,0.00003294234805115225,0.00000006496134725128165,0.000014609762207019409,211277.59,211275.81,211278,211271.24,((3)-(2)),((6)+(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,70,70,71,71,0
71,x*x*x*x*3*x+1,25,-10,-0.038400008481708,0.0000004908220647803676,-0.03839999886405696,0.0000016774092168567152,8451.083200000001,8451.024300000001,8451.134,8450.7736,-0.96,0.0001499444807842083,0,0.00007307399471189615,211278.2,211269.63,211278.2,211246.52,(0),((x)*(5)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|DivXD|ReplaceBranchR,DeleteNonTerminalR,AddToLeafR,70,71,72,72,0
72,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000007478500788222508,-0.0384,0.0000005395729422180038,8451.128,8451.1122,8451.128,8451.014000000001,-0.96,0.00003351031956925181,0,0.00001668942142525359,211278.2,211276.25,211278.2,211271.12,(0),((x)+(9)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,70,72,73,73,0
73,x*x*x*x*3*x+1,25,-10,-0.03840000107914588,0.0000001348949713221923,-0.03840000037864768,0.0000004543772144989366,8451.1223,8451.0995,8451.126,8451.032,-0.96,0.0000312384334967158,0,0.000014637540940259146,211278.2,211275.43,211278.2,211271.6,(0),((x)+(1)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,70,71,74,74,0
74,x*x*x*x*3*x+1,25,-10,-0.0384,0.000000366814992643238,-0.0384,0.000001338519544375948,8451.128,8451.0505,8451.128,8450.8452,-0.96,0.00006058362859972047,0,0.00002530833234047703,211278.2,211272.41999999998,211278.2,211265.4,(0),((2)*(x)),AddToLeafR|FellTreeD|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddToLeafR,AddToLeafR,73,71,75,75,0
75,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000001841177127427034,-0.0384,0.0000010337081629825325,8451.128,8451.0891,8451.128,8450.909599999999,-0.96,0.00003351031956925181,0,0.00001557104656449967,211278.2,211276.02000000002,211278.2,211271.12,(0),((9)+(x)),AddToLeafR|FellTreeD|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddToLeafR,SkipD,73,75,76,76,0
76,x*x*x*x*3*x+1,25,-10,-0.03840000571757995,0.00000041367261493038457,-0.038399985990035884,0.0000010829323612215015,8451.097800000001,8451.0406,8451.202000000001,8450.8992,-0.96,0.00006058362859972047,0,0.00002673468922232676,211278.2,211273.64,211278.2,211265.4,(0),((2)*(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,74,71,77,77,0
77,x*x*x*x*3*x+1,25,-10,-0.03818611665567011,0.000000158085546474323,-0.03745081947877254,0.0000005433594190062526,9580.8502,8451.0946,13464.656799999999,8451.0132,-0.8650819478772538,0.00003256370037232737,0.04921819140361224,0.00001476594466374086,324250.42000000004,211275.99,712631.08,211271.32,((((x)*(x))*((8)*(8)))*((9)*((9)*((3)+(0))))),((4)+(x)),AddToLeafR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|ReplaceBranchXR|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddToLeafR,AddToLeafR,77,77,78,78,0
78,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000024564785641533375,-0.0384,0.0000011643416121509423,8451.128,8451.076099999998,8451.128,8450.882,-0.96,0.0000312384334967158,0,0.000015342234799412775,211278.2,211276.06,211278.2,211271.6,(0),((x)+(1)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|ReplaceBranchXR|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,77,77,79,79,0
79,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000021109637481810053,-0.0384,0.0000006739928681746624,8451.128,8451.083400000001,8451.128,8450.9856,-0.96,0.00003294234805115225,0,0.000014990794224993243,211278.2,211275.97,211278.2,211271.24,(0),((6)+(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,77,78,80,80,0
80,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000008013131501523215,-0.0384,0.000005001935836261401,8451.128,8450.9587,8451.128,8450.071199999998,-0.96,0.00023854803761118413,0,0.00011731770641259104,211278.2,211264.97999999998,211278.2,211227.8,(0),((x)*(8)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteTerminalR,SkipD,79,78,81,81,0
81,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000015240587188527305,-0.0384,0.0000006361281002976848,8451.128,8451.095800000001,8451.128,8450.993600000002,-0.96,0.0000312384334967158,0,0.00001462610902782216,211278.2,211276.21000000002,211278.2,211271.6,(0),((x)+(1)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteMaliciousR,SkipD,79,81,82,82,0
82,x*x*x*x*3*x+1,25,-10,-0.0384,-0.009999904260224332,-0.0384,0.0000005722743326543315,8451.128,7558.551772727273,8451.128,8451.007090909092,-0.96,0.000016522807799886195,0,1.1547053081227192,211278.2,122021.72727272728,211278.2,211274.7090909091,(0),(((1)*((6)/(7)))+((4)*(x))),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,FellTreeD,SkipD,79,82,83,83,0
