gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
42,x*x*x*x*3*x+1,25,-10,-0.04058854539654352,0.0000013389932509377496,-0.03645996575131746,0.00000425221343233967,10096.2172,8450.8451,18698.301600000003,8450.229599999999,-0.7962116299741289,0.00017947899972648766,0.08189981561055246,0.00008438668142828072,427514.3,211261.22999999998,1076401,211240.28,((((x)*(2))+((8)*((x)*(x))))*((3)*((x)-((6)*(x))))),((x)*((7)-(x))),ReplaceBranchXR|AddTreeWithAdd|SkipD|AddRandomSubTreeR|ReplaceBranchR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|DivXD|MultXD|FellTreeD|DeleteMaliciousR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,ReplaceBranchR,MultXD,39,41,43,43,1
43,x*x*x*x*3*x+1,25,-10,-0.03842462781299726,0.000002330578756610523,-0.03824797356281907,0.000007468825463302681,8321.045,8450.6356,9254.124800000001,8449.55,-0.94598187224238,0.00023854803761118413,0.010636416807534563,0.00009902093808494035,213936.66999999998,211256.16999999998,285321.32,211227.8,((((x)*(x))*((x)*((x)*(3))))*((3)*((2)*((5)-(6))))),((x)*(8)),ReplaceBranchXR|AddTreeWithAdd|SkipD|AddRandomSubTreeR|ReplaceBranchR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|DivXD|MultXD|FellTreeD|DeleteMaliciousR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,ReplaceBranchR,43,43,44,44,1
44,x*x*x*x*3*x+1,25,-10,-0.03837180129327114,0.0000015377831276163423,-0.03825202691049053,0.0000039341493821901385,8600.0723,8450.8031,9232.7152,8450.2968,-0.9456360003067046,0.00012040996184179118,0.007108929379023173,0.00004278226583326953,230833.31,211265.49,287148.2,211252.76,((((x)*(x))*((2)*((0)-(0))))+((9)*((3)*((5)*(x))))),((x)*(4)),ReplaceBranchXR|AddTreeWithAdd|SkipD|AddRandomSubTreeR|ReplaceBranchR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|DivXD|MultXD|FellTreeD|DeleteMaliciousR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,ReplaceBranchXR,ReplaceBranchR,43,43,45,45,1
45,x*x*x*x*3*x+1,25,-10,-0.038371768975691764,0.0000033964699902944174,-0.03823513157533527,0.000007762277414332728,8600.243,8450.4104,9321.955600000001,8449.488,-0.9460665227174407,0.00023854803761118413,0.007173578621057188,0.00005590794203696285,228194.44,211244.96000000002,284874.2,211227.8,((((8)+(x))*((x)*((x)*(4))))-((9)*((x)+((0)+(8))))),((x)*(8)),ReplaceBranchXR|AddTreeWithAdd|SkipD|AddRandomSubTreeR|ReplaceBranchR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|DeleteTerminalR|DivXD|MultXD|FellTreeD|DeleteMaliciousR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,ReplaceBranchXR,MultXD,45,45,46,46,1
46,x*x*x*x*3*x+1,25,-10,-0.03816013101209685,0.0000017318399759646908,-0.037013714883977616,0.000004246533717157295,9718.1052,8450.7621,15773.423600000002,8450.230800000001,-0.821379947386905,0.000209013518668767,0.0731324855108472,0.00009900188709889617,366919.14,211262.46000000002,943463.08,211234.04,((((x)*(5))+((0)*((6)*(5))))+(((7)*(x))*((3)*((x)*(x))))),((x)*(7)),ReplaceBranchXR|AddTreeWithAdd|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|DivXD|MultXD|FellTreeD|DeleteMaliciousR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,ReplaceBranchR,46,45,47,47,1
47,x*x*x*x*3*x+1,25,-10,-0.03663234417938055,0.000002084928781107272,-0.03113915677055181,0.000005107957186308948,17787.806500000002,8450.6875,46802.57520000001,8450.0488,-0.5261528960394399,0.00023854803761118413,0.21637730341978367,0.00010555856735025019,788540.92,211261.19,2502839.08,211227.8,((((9)+(2))*((8)*((5)*(9))))+((9)*((x)*((x)*(6))))),((x)*(8)),ReplaceBranchXR|AddTreeWithAdd|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|DeleteMaliciousR|DivXD|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchR,46,46,48,48,1
48,x*x*x*x*3*x+1,25,-10,-0.03639514781932068,0.000002341462583458436,-0.02959940529595576,0.000004990576405898031,19040.667,8450.633300000001,54935.4732,8450.073600000002,-0.3706456567691319,0.00017360996070594183,0.2988758014331234,0.00007140370626568522,957905.45,211259.58,3324221.32,211241.52,((((x)*(x))*((8)*((x)*(x))))*((2)+((x)*((x)-(8))))),((x)*((6)-(5))),ReplaceBranchXR|AddTreeWithAdd|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|DeleteMaliciousR|DivXD|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,ReplaceBranchXR,MutateTerminalR,47,46,49,49,1
49,x*x*x*x*3*x+1,25,-10,-0.03806299042684007,0.0000022098826012075393,-0.03672190633960343,0.000005965594178673727,10231.1974,8450.6611,17314.743199999997,8449.8676,-0.8109506271825488,0.00017626049445716496,0.07552048585320571,0.00007013010926649998,401134.28,211261.12,998550.28,211240.96,((((5)+(0))+((4)*((x)*(x))))*(((x)*(3))*((x)+((6)*(x))))),((x)*((6)-(3))),SubXD|AddTreeWithAdd|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|DeleteMaliciousR|MultXD|MultXD|MutateNonTerminalR|DivXD|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchR,49,49,50,50,1
50,x*x*x*x*3*x+1,25,-10,-0.03799268713951558,0.0000020626835419058468,-0.03693349481394673,0.000004816398473674403,10602.536199999999,8450.6922,16197.1424,8450.1104,-0.856140788779912,0.00026808255655346347,0.04851522259142008,0.00012135672871706937,383067.36,211259.28,759857.88,211221.56,((((x)*(x))*((x)+((x)*(8))))*((3)*((6)*((7)-(1))))),((x)*(9)),ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|DivXD|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,MutateTerminalR,49,50,51,51,1
51,x*x*x*x*3*x+1,25,-10,-0.03398670941002784,0.0000012343915710751386,-0.020959014154299783,0.0000027508753861062167,43104.2306,8450.8672,145942.8316,8450.5468,0.5919933583800976,0.0000904967952208247,0.7759953678190357,0.000015905737892455123,3394908.39,211268.31,12945757.4,211259.08,((((x)*(x))*((x)*((8)*(6))))*(((8)*(x))+((2)*((5)+(1))))),((x)*(3)),ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,MutateTerminalR,51,49,52,52,1
52,x*x*x*x*3*x+1,25,-10,-0.03371021794102886,0.0000020991280690611384,-0.01908386020305518,0.000004469935847619893,458277.66079999995,8450.6845,1810699.3691999998,8450.1836,0.9707259675853288,0.0002652426989628279,0.9691256158162258,0.00011873461604784298,45237028.45999999,211259.73,180431411.88,211222.16,((((x)*(x))*((x)*((x)*(9))))*(((5)*(x))+((8)*((x)*(7))))),((x)*((9)-(3))),ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|MutateTerminalR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,MutateTerminalR,52,49,53,53,1
53,x*x*x*x*3*x+1,25,-10,-0.03834391754568148,0.0000018070962891261245,-0.0378983393838077,0.000004519160045857485,8747.353000000001,8450.7462,11100.8768,8450.1732,-0.9311378684596897,0.00026808255655346347,0.014431065770155127,0.0001271746163611637,249390.32,211261.84,363726.68,211221.56,((((x)*(x))+((8)*((8)*(x))))-(((0)*(9))-((x)*((x)+(1))))),((x)*(9)),ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|MutateTerminalR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,ReplaceBranchR,52,53,54,54,1
54,x*x*x*x*3*x+1,25,-10,-0.038523286642919145,0.000004089868240076564,-0.03839384614219546,0.000007179159989059505,7799.9335,8450.263899999998,8483.632399999999,8449.6112,-0.959504425918055,0.00017947899972648766,0.00024039157762423881,0.000045041967740141357,211995.74,211248.18,213895.8,211240.28,((((x)*(x))*((3)*(9)))-((2)*((x)+(1)))),((x)*((7)-(x))),ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,MutateTerminalR,54,54,55,55,1
55,x*x*x*x*3*x+1,25,-10,-0.038308191663882024,0.0000029501387270457943,-0.038026739114589196,0.000008065195557329263,8936.0555,8450.5047,10422.6752,8449.424,-0.9446348709900028,0.00023854803761118413,0.0076841627552672,0.00011142518884245813,231555.02,211248.08,292436.12,211227.8,((((x)+(8))*((0)-((6)*(9))))*(((x)*(x))*((3)*((x)+(1))))),((x)*(8)),ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,MutateNonTerminalR,54,55,56,56,1
56,x*x*x*x*3*x+1,25,-10,-0.037928249615909265,0.0000027735942468298552,-0.03626380262611097,0.000005834960729505316,10942.8923,8450.542,19734.4264,8449.8952,-0.8532473449698076,0.00026334946056911677,0.05339221022052049,0.00008327846181148468,352118.29000000004,211245.58,775140.92,211222.56,((((x)*(x))*((9)+((1)*(2))))*(((x)*(5))-((x)*((x)+(1))))),((x)*((9)-(5))),ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,MutateNonTerminalR,56,55,57,57,1
57,x*x*x*x*3*x+1,25,-10,-0.03768589145496317,0.0000020082526261600424,-0.03552271270770009,0.000005586946499924614,12223.017200000002,8450.703700000002,23648.83,8449.9476,-0.7513422435442937,0.00026808255655346347,0.10077039888700712,0.00012619471842372794,526346.3400000001,211261.36,1313399.08,211221.56,((((6)*(5))*((x)*((x)*(7))))*((3)*((x)+((9)*(4))))),((x)*(9)),ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,MultXD,54,57,58,58,1
58,x*x*x*x*3*x+1,25,-10,-0.03561983917998282,0.0000014360214077672665,-0.0268337021848207,0.0000033245266194088173,23771.185200000004,8450.8246,72085.284,8450.4256,0.1966118487638641,0.00023854803761118413,0.5826033739152471,0.00010779611297180191,1768944.7200000002,211261.9,6574599.08,211227.8,((((x)*(x))*((x)*((x)*(8))))+(((6)+(8))*((5)*((2)*(5))))),((x)*(8)),ReplaceBranchXR|AddRandomSubTreeR|SkipD|MutateNonTerminalR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithDiv|FellTreeD|MultXD|DeleteMaliciousR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|SubXD|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR,ReplaceBranchXR,MutateTerminalR,58,58,59,59,1
59,x*x*x*x*3*x+1,25,-10,-0.03830172046145793,0.000004490288160352253,-0.03780297560278344,0.000011067871649797546,8970.236100000002,8450.1793,11604.584,8448.7896,-0.9052852438159734,0.0008337821886025321,0.02735760150144094,0.00035619196145001835,283526.65,211212.08,500279.08,211102.04,((((1)*(5))*((7)*(7)))*((6)*((x)*((x)*(8))))),((x)*((7)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|SkipD,ReplaceBranchR|AddXD|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|DeleteTerminalR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,59,58,60,60,1
60,x*x*x*x*3*x+1,25,-10,-0.0384673587336507,0.000005492795874286195,-0.03837023496035086,0.00001842310280947205,8095.3422,8449.9675,8608.3456,8447.2356,-0.9597237083617715,0.0009526775597292992,0.0007204354231894127,0.0004453741918186799,209891.07,211215.01,212737.56,211076.92,((((x)*(4))-((5)*((x)-(3))))*((3)*((x)+((1)*(0))))),((x)*((8)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|SkipD,ReplaceBranchR|AddXD|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|DeleteTerminalR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,59,58,61,61,1
61,x*x*x*x*3*x+1,25,-10,-0.03797400750290375,0.000007826176799730657,-0.0359343214396942,0.000019375401721523763,10701.2012,8449.4745,21474.731200000002,8447.034399999999,-0.8254975894342151,0.0007148868174757649,0.06762341531136855,0.00026528359660591474,386000.32,211210.41999999998,921713.88,211127.16,((((x)*(7))*((6)*((4)*(x))))*((x)*((3)*((4)+(0))))),((x)*((6)*(x))),ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|AddXD|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|DeleteTerminalR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,61,58,62,62,1
62,x*x*x*x*3*x+1,25,-10,-0.03581285541054401,0.000004528628827436736,-0.02926464152004324,0.000022631771758753743,22116.309299999997,8450.1712,56703.6804,8446.3464,-0.13907945826876608,0.0009526775597292992,0.4058794095589325,0.00046098353632722833,1337559.7999999998,211221.68,4547343.56,211076.92,((((6)*((x)*(x)))*((2)+((x)-(7))))*(((7)*(x))*((3)*((x)+(1))))),((x)*((8)*(x))),AddTreeWithSub|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|AddXD|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|DeleteTerminalR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,62,58,63,63,1
63,x*x*x*x*3*x+1,25,-10,-0.03722721872867149,0.000006797743583432422,-0.033409993231672735,0.000021753309144060482,14645.7059,8449.691799999999,34808.1192,8446.532,-0.5016619793239435,0.0010715729308562042,0.22907975415760093,0.0005419813369629742,817216.69,211208.03999999998,2632199,211051.8,((((x)*((4)+(2)))*((6)*((x)*(x))))*(((3)-(8))*((x)*((5)+((1)+(x)))))),((x)*((9)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|AddRandomSubTreeR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,63,62,64,64,1
64,x*x*x*x*3*x+1,25,-10,-0.03136030724543124,0.000012690850262831453,-0.011208429194524963,0.00004031461835627469,72409.9118,8448.446699999999,259177.5552,8442.6104,0.7341745049670606,0.002659999943202848,0.8536653128417728,0.001249565234941795,5074451.85,211110.89,19870009.08,210716.2,((((5)*((7)*(6)))*((x)*((x)*(x))))*(((8)-(0))*((x)+((x)-((1)+(x)))))),((x)*((x)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,64,64,65,65,1
65,x*x*x*x*3*x+1,25,-10,-0.03394649993131181,0.000005177062977291406,-0.02034061649119849,0.000017311771872349705,45200.986,8450.0342,156746.6632,8447.4704,0.6183155407653358,0.0010715729308562042,0.7891934495410847,0.000527679705717122,3617810.58,211218.99,13838538.28,211051.8,((((x)*((x)*(6)))*((6)*((x)*(0))))-(((5)-(9))*((6)*((x)+((1)+(x)))))),((x)*((9)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|AddRandomSubTreeR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,63,64,66,66,1
66,x*x*x*x*3*x+1,25,-10,-0.03508626110975955,0.0000051113506588468325,-0.026065878562009707,0.000024718120468655924,25954.1477,8450.0481,73599.4024,8445.9056,-0.014783677634512172,0.0010715729308562042,0.4584783975197993,0.00045405235539306386,1604385.7400000002,211194.8,5203868.28,211051.8,((((x)*((x)*(x)))*((x)*((3)*(x))))+(((x)*(x))*((2)+((8)+(x))))),((x)*((9)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|ReplaceBranchR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,66,65,67,67,1
67,x*x*x*x*3*x+1,25,-10,-0.03587042333757103,0.000016651514740320423,-0.02965462992395808,0.000046850077291458634,21812.238099999995,8447.6099,54643.7792,8441.229599999999,-0.22424375822967063,0.002659999943202848,0.346172204962779,0.0012418764589475343,1368364.44,211077.78999999998,4097509.56,210716.2,((((6)*((x)*(4)))*((4)+((3)*(x))))*(((x)*(9))-((x)*((x)+((1)+(x)))))),((x)*((x)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|AddRandomSubTreeR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,63,67,68,68,1
68,x*x*x*x*3*x+1,25,-10,-0.0375193641180207,0.000007846053222214654,-0.034798225429788776,0.000020265223766580392,13102.6071,8449.4703,27475.5392,8446.8464,-0.6881910959105104,0.0007148868174757649,0.13579326323006347,0.0003095434159257796,571306.93,211219.84,1646960.6,211127.16,((((3)*((4)*(x)))*((x)*((x)*(6))))+(((1)*(x))+((2)-((x)*((4)+(x)))))),((x)*((6)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,68,68,69,69,1
69,x*x*x*x*3*x+1,25,-10,-0.03629478032281608,0.000004212455426071322,-0.030071092389086996,0.000009882704415319502,19570.803599999996,8450.238000000001,52444.0432,8449.04,-0.4639644222641049,0.0002987530185320797,0.24800106457265014,0.0001415995825415779,866420.1199999999,211246.85,2831315.8,211215.08,((((7)-((7)*(7)))-((0)*((x)*(x))))*(((x)*(3))*((9)*((4)+((1)+(x)))))),((x)+((6)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,68,69,70,70,1
70,x*x*x*x*3*x+1,25,-10,-0.034245953875033014,-0.004990481270665877,-0.02852909545802643,0.000030072198646148693,30392.612700000005,8002.8389,60588.8016,8444.7744,-0.10124046872796146,0.0010715729308562042,0.45641597652243154,1.0001247319504314,2268103.7,166610.88,4747207.4,211051.8,((((x)*((x)*(x)))*((x)*((8)-(1))))*(((x)+(1))+((x)*((9)+(x))))),((x)*((9)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,68,69,71,71,1
71,x*x*x*x*3*x+1,25,-10,-0.036861110535777,-0.0049924983019694145,-0.03190559904429326,0.00003170038366476093,16579.4729,8003.2651000000005,42754.2616,8444.430400000001,-0.597081194368373,0.00012040996184179118,0.18162381051985416,0.999998748198781,689206.98,166650.8,2128199,211252.76,((((x)*((6)*(3)))*((3)-((9)*(x))))*(((5)*(3))*((x)+((8)*((2)+(x)))))),((x)*(4)),AddTreeWithSub|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddXD,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddXD,MultXD,70,69,72,72,1
