gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.06180477681085886,-0.03499772626302828,-0.05919995229039248,-0.019790239441015052,NaN,NaN,NaN,NaN,-0.96,0.019874191153338758,0.0000017432219760970174,1.0000863363173569,211272.86,166687.26416666666,211278.2,207079.21666666667,((9)*(0)),((((5)/((6)*(x)))*(((x)*(x))-((3)*(x))))+(((8)/(9))+((7)-((0)-((x)*(x)))))),AddToLeafR|FellTreeD|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult,MutateNonTerminalR|MutateTerminalR|MultXD|AddTreeWithDiv|AddTreeWithAdd,AddTreeWithMult,MutateNonTerminalR,0,0,1,1,1
75,x*x*x*x*3*x+1,25,-10,-0.03832007633537204,0.000000937153004904229,-0.03778667565323824,0.0000009447259584793491,8873.2812,8450.929999999998,11690.6796,8450.928399999999,-0.915160738779486,0.00003029181429992911,0.022486686066628018,0,269958.26999999996,211271.8,448117.16,211271.8,((((3)*(5))*((x)*((x)*(x))))*(((3)*(x))+((1)*((3)-(4))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,MutateNonTerminalR,AddToLeafR,75,71,76,76,1
76,x*x*x*x*3*x+1,25,-10,-0.03405822877822137,0.0000009357330761089801,-0.021548410909422947,0.0000009522989120544691,52803.3992,8450.9303,183137.3872,8450.9268,0.6988813205511769,0.00003029181429992911,0.8201976837244741,0,4622369.399999999,211271.8,17541107.08,211271.8,((((x)*((x)*(x)))*((x)*((3)*(x))))+(((x)+(x))*((8)-((3)*(x))))),((0)+(x)),AddXD|AddTreeWithAdd|AddToLeafR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddXD,MutateNonTerminalR,74,75,77,77,1
77,x*x*x*x*3*x+1,25,-10,-0.037097717208874365,0.000005929955367714633,-0.03241295156812203,0.00003851982835901119,15329.7271,8449.878999999999,40074.448399999994,8442.989599999999,-0.40000059069037885,0.0037611073930013316,0.28691921040973317,0.0027609480231127253,901409.92,211172.5,3169169.88,210483.56,((((x)*((x)*(x)))*((8)+((8)*(3))))*(((x)+(0))*((5)-((6)*(x))))),((((x)*(x))*((8)+((x)+(1))))-(((3)*(2))*((4)*((0)+(x))))),AddXD|AddTreeWithAdd|AddToLeafR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddXD,MutateNonTerminalR,74,75,78,78,1
78,x*x*x*x*3*x+1,25,-10,-0.036338054224240836,0.00011364935833219251,-0.02994762000054904,0.00044842865946416113,19342.2328,8427.1211,53096.21879999999,8356.3848,-0.12897825142395197,0.039785647549061026,0.4156365857865842,0.02003855385325616,1307638.08,209175.66999999998,4600697.68,202872.36,((((x)*((5)*(4)))*((6)*((x)*(x))))*(((3)*(x))+((2)+((x)+(x))))),((((x)*(5))*((x)-((9)*(x))))*(((3)*(0))+((2)*((x)+(x))))),AddXD|AddTreeWithAdd|AddToLeafR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,74,75,79,79,1
79,x*x*x*x*3*x+1,25,-10,-0.038394868434130924,-0.000018750401913912987,-0.03813411980980527,0.00008590001240071445,8478.2327,8455.213,9855.4952,8432.9792,-0.9370188121632994,0.007464660338832991,0.009830985812700681,0.0038869832393513006,259175.07,210926.95,332663.8,209701.08,((((2)+(7))*((x)*((x)*(4))))+(((2)*(x))*((1)-((5)+(x))))),((((0)-(x))*((6)*((2)+(5))))*(((3)-(x))-((8)+((2)+(x))))),AddXD|SubXD|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateNonTerminalR,AddRandomSubTreeR,MutateNonTerminalR,79,75,80,80,1
80,x*x*x*x*3*x+1,25,-10,-0.03608093478645691,-0.000043337881463787136,-0.030814587098905614,0.00011839366295244957,20700.3261,8460.706900000001,48516.93759999999,8426.114,-0.49116350290754085,0.006405961429054215,0.2374781920119589,0.0032994754310928724,808660.5599999999,210966.62,2687651.48,209924.76,((((x)*((x)*(x)))*((5)-((0)*(8))))*(((x)+(4))*((x)*((1)+(x))))),((((6)*(x))*((x)*((3)*(3))))+((5)-((8)*((0)+(x))))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|AddXD,AddXD,MutateNonTerminalR,80,78,81,81,1
81,x*x*x*x*3*x+1,25,-10,-0.03815389862276373,-0.00033198299988077543,-0.03698758137848581,0.0004079758347051443,9751.0244,8533.3787,15911.459600000002,8364.9316,-0.8248560088073451,0.0004490761469948374,0.07202767915492503,0.00017332250242391354,357599.82000000007,211231.56,925102.68,211183.32,((((6)-((3)+(7)))*((8)*((x)*(x))))*(((x)*(3))*((x)*((1)+(x))))),((((x)-((9)+(9)))*((x)-((x)*(2))))-(((4)*(3))-((5)+((0)+(x))))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|DivXD|MutateTerminalR,AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|AddXD,AddXD,DeleteNonTerminalR,80,78,82,82,1
82,x*x*x*x*3*x+1,25,-10,-0.0585475230478109,-0.010002231690779542,-0.05673271854834053,0.0000018780924865911972,NaN,NaN,NaN,8450.7312,-0.7158242431069557,0.00003029181429992911,0.1200575517904975,0,553482.03,211271.8,1501003.56,211271.8,((((x)*((5)+(4)))*((3)*((9)*(x))))*(((5)+(7))*((x)+((1)+(x))))),((0)+(x)),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|FellTreeD|MutateNonTerminalR|FellTreeD|AddXD,AddRandomSubTreeR,FellTreeD,82,82,83,83,1
83,x*x*x*x*3*x+1,25,-10,-0.05458841370299166,-0.004995976501466487,-0.04319493869265098,0.000021552625874324626,NaN,NaN,149040.32239999998,8446.5744,0.640506130734902,0.0020643871445326753,0.7681141375692351,0.0009872317094789574,4161983.2899999996,211153.36,14692754.04,210842.04,((((x)*((x)*(x)))*((9)-((4)*(5))))*(((6)+(2))*((x)+((1)*(x))))),((((8)+(6))*((1)+(2)))+((2)*((x)+((0)+(x))))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|FellTreeD|MutateNonTerminalR|FellTreeD|AddXD,AddXD,FellTreeD,82,82,84,84,1
84,x*x*x*x*3*x+1,25,-10,-0.03819232821938089,0.0010243752226701721,-0.03736097183713228,0.004132977278299421,9548.041000000001,8234.7089,13939.228000000003,7577.92,-0.8839173071334382,0.41266122108196684,0.03744978259445775,0.20631608271394017,374131.94000000006,189477.01,613143.56,124091.88,((((x)*((x)*(7)))*((4)-((1)*(x))))*(((3)*(x))+((9)+((7)-(x))))),((((x)*((x)*(x)))*((8)+((6)+(3))))*(((x)+(7))-((5)+((0)+((x)+(x)))))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,FellTreeD|AddXD|MutateNonTerminalR|DeleteNonTerminalR|AddXD,AddXD,AddXD,82,84,85,85,1
85,x*x*x*x*3*x+1,25,-10,-0.038406399278297525,0.00008310917757204276,-0.03792658809096253,0.0003397681350939214,8417.327299999999,8433.5694,10951.6684,8379.3424,-0.9130210158927897,0.03198323348078512,0.022499835827871927,0.016161270983619823,305001.95999999996,209640.26,459419.08,204520.84,((((x)*((x)*(x)))-((3)-((5)*(x))))*(((9)-(1))*((x)+((1)+(x))))),((((x)*(4))+((x)*((x)-(5))))+((x)*((x)+((0)+(x))))),MutateTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithMult|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DivXD|AddXD,MutateTerminalR,AddTreeWithSub,85,84,86,86,1
86,x*x*x*x*3*x+1,25,-10,-0.0378535467076111,-0.00005253490427761402,-0.03620272304478171,0.00022132714118162976,11337.4697,8463.382099999999,20057.046000000002,8404.3664,-0.854372807038303,0.013065238155190754,0.05262921491018693,0.0061945507204049675,352239.7,210462.3,769196.28,208517.8,((((7)+((0)+(9)))*((x)*((x)*(x))))*(((7)+(2))*((x)+((1)+(x))))),((((x)+((7)+(8)))*((x)+((0)*(x))))+(((7)+(5))+((7)-((3)+(x))))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DivXD|AddXD,AddXD,ReplaceBranchR,86,84,87,87,1
87,x*x*x*x*3*x+1,25,-10,-0.03844437868175704,-0.00009433328149522819,-0.03836300483438424,0.0000012116725719971644,8216.721800000001,8471.809099999999,8646.5348,8450.872,-0.9590854522615206,0.00003029181429992911,0.0005509309508516357,0,211839.23,211271.8,216108.8,211271.8,((((1)-(4))*((x)*((x)*(3))))*((x)-((1)+((6)-(1))))),((0)+(x)),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DivXD|AddXD,AddTreeWithAdd,AddXD,87,84,88,88,1
88,x*x*x*x*3*x+1,25,-10,-0.03137724184129138,-0.03999968335555606,-0.01866052106071952,-0.039999528583639955,47391.12069999999,4880.8371,120098.56799999998,4880.8044,0.3104800453757601,-2,0.6187383963274252,0,2989251.63,32767,7660336.68,32767,((((x)*((x)*(6)))+((7)-((0)*(x))))*(((x)-(5))*((x)+((1)*(x))))),((((0)-((7)-(0)))-((0)*((3)*(x))))+(((1)+(0))+((6)/((x)+(x))))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DivXD|AddXD,AddXD,AddTreeWithSub,87,84,89,89,1
89,x*x*x*x*3*x+1,25,-10,-0.03754112547342792,-0.00014437608493393783,-0.03497075942525069,0.000012927031752450253,12987.6646,8483.673200000001,26564.2224,8448.396799999999,-0.7766416639293595,0.0012519985497794785,0.08878161694237162,0.0007033924036567885,479579,211149.5,1179768.68,211013.68,((((x)*((x)*(1)))-((4)*((x)*(3))))*(((2)+(7))+((1)*((x)*(x))))),((((0)-(5))*((0)-((0)-(7))))*((3)*((x)+((1)+(x))))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteNonTerminalR|DeleteTerminalR,AddXD,DeleteNonTerminalR,87,88,90,90,1
90,x*x*x*x*3*x+1,25,-10,-0.03559867664529516,0.0000001623873493296227,-0.027543710463265966,0.0000011946334264514225,23247.5919,8451.0937,65793.5608,8450.875600000001,-0.13370918911652976,0.00008917152834521314,0.4122338502639015,0.000034795220273688905,1309651.36,211269.87,4575709.08,211259.36,((((x)*(7))*((7)*((x)*(x))))*(((7)+(8))*((x)+((1)+(x))))),((((3)-(7))*((0)-((1)+(4))))+(((0)+(x))+((1)+((x)+(x))))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,AddXD,DeleteNonTerminalR,90,90,91,91,1
91,x*x*x*x*3*x+1,25,-10,-0.03536512603998664,0.0000054574684381782275,-0.0260012659044143,0.00004879253988343627,25118.143099999998,8449.9751,76488.4732,8440.8192,0.19682874143852738,0.002409335179871885,0.5795684862583457,0.0011934158665006583,1793483.3599999999,211147.37,6576374.52,210769.16,((((5)+((9)*(x)))*((x)*((x)*(4))))-(((9)*(4))+((x)+((1)*(x))))),((((5)+(0))*((x)*(x)))*((4)-((0)+(x)))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,AddTreeWithSub,DeleteNonTerminalR,90,90,92,92,1
92,x*x*x*x*3*x+1,25,-10,-0.03593662288248691,0.000001173334494523722,-0.028313416995991946,0.0000012116725719971644,21477.1883,8450.880099999998,61786.45840000001,8450.872,0.03271765721092577,0.00003029181429992911,0.5001671062004741,0,1494306.1300000001,211271.8,5460613.48,211271.8,((((x)*((x)*(x)))*((7)-((1)*(3))))*(((6)*(7))+((8)+((1)*(x))))),(((0)*((3)*(6)))+((0)+(x))),MutateTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,MutateNonTerminalR,DeleteNonTerminalR,91,90,93,93,1
93,x*x*x*x*3*x+1,25,-10,-0.038461078502183374,0.0000011222170578923504,-0.03827214059945607,0.0000012608967702333783,8128.514099999999,8450.8909,9126.4756,8450.861599999998,-0.9560586108741933,0.0000352142341235505,0.0019881503564961487,0.0000024612099118106955,216353.89,211271.53999999998,232096.44,211270.76,((((x)*(x))*((x)*((9)-(2))))*(((3)-(x))+((1)+((9)-(1))))),((((0)*(x))*((5)-((5)*(5))))+(((9)+(1))+((8)-((0)+(x))))),AddXD|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,AddTreeWithAdd,DeleteNonTerminalR,93,93,94,94,1
94,x*x*x*x*3*x+1,25,-10,-0.0384058292999467,-0.00009229019985444679,-0.0377700116718147,0.0000015429892909014336,8420.3379,8471.3253,11778.698,8450.802,-0.9092375455678815,0.00003029181429992911,0.035870912418048774,0,230079.07,211271.8,479403.2,211271.8,((((x)*((x)*(4)))*((8)+((1)*(x))))*(((3)*(x))+((1)+((9)*(5))))),((0)+(x)),MutateTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,AddTreeWithSub,DeleteNonTerminalR,91,94,95,95,1
95,x*x*x*x*3*x+1,25,-10,-0.03845973604470314,0.000007761968944915626,-0.03824528592159532,0.00003380945123538985,8135.6049,8449.488299999999,9268.3208,8443.9848,-0.948828000238548,0.0031291444171714093,0.007448163226194764,0.00154942630143574,221286.4,211108.12,270288.2,210617.08,((((7)*(x))*((1)*((x)*(x))))*((3)*((0)-((5)-(0))))),((((x)*(4))-((3)-((0)*(6))))*((3)*((1)*((6)+(x))))),MutateTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,MutateNonTerminalR,DeleteNonTerminalR,91,94,96,96,1
96,x*x*x*x*3*x+1,25,-10,-0.03813506586103062,-0.000002907733722324557,-0.03718312071950632,0.0000012306049559328984,9850.4982,8451.743699999999,14878.6296,8450.867999999999,-0.8450880024536369,0.0000312384334967158,0.05575151904967104,0.0000004733095983933448,383841.38,211271.75,818238.2,211271.6,((((x)*(9))*((1)-((3)*(x))))*(((x)*(3))*((5)+((7)+(8))))),(((0)+((1)+(0)))*((2)-((0)+(x)))),MutateTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,MutateTerminalR,DeleteNonTerminalR,96,94,97,97,1
97,x*x*x*x*3*x+1,25,-10,-0.03845527099341059,0.000041104098766464745,-0.038348415160674415,0.0001607813773498675,8159.1891,8442.4436,8723.596800000001,8417.1584,-0.9597675860547846,0.015987262292086968,0.000452368545189624,0.007978485238893518,210134.13,210428.96,212505.8,207900.44,((((7)*(1))+((9)*((7)+(0))))*((3)*((2)-((3)-(1))))),((((6)*(x))-((0)*(x)))*((x)-((0)+(x)))),MutateTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,MutateTerminalR,DeleteNonTerminalR,97,96,98,98,1
98,x*x*x*x*3*x+1,25,-10,-0.03710890030301281,0.0000011194168225610698,-0.03314729640824278,0.0000035971529481062506,15270.658500000001,8450.8915,36195.672,8450.368,-0.5372599955887546,0.00014956583310538342,0.20987184546716578,0.00005963700940272715,781529.82,211265.5,2444171.88,211246.6,((((x)*(x))*((9)*((7)*(x))))*((3)*((7)+((2)*(9))))),(((x)*((x)+(0)))+((0)+(x))),MutateTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,MutateTerminalR,DeleteNonTerminalR,97,97,99,99,1
99,x*x*x*x*3*x+1,25,-10,-0.03408151095569728,0.0000010271610731249755,-0.021490399823550183,0.000003597152948106251,31261.192799999997,8450.911,97766.8752,8450.368,-0.5372599955887546,0.00014956583310538342,0.20987184546716578,0.00005963700940272715,781529.82,211265.5,2444171.88,211246.6,((((x)*(x))*((9)*((7)*(x))))*((3)*((7)+((2)*(9))))),(((x)*((x)+(0)))+((0)+(x))),MutateTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD,MutateTerminalR,DeleteNonTerminalR,97,97,99,99,1
