gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.05217088779244543,-0.02901624787609463,-0.04959745294732715,-0.016197980656123382,NaN,NaN,NaN,NaN,-0.9868365246373023,0.3761011632466344,0.0003339156283852128,0.18599788285717392,6200.46,5525.99,6445.68,3818.76,(((3)-((9)*(3)))*((7)*(x))),((((0)-(9))-((x)*(5)))*((8)+((x)*(9)))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,AddToLeafR|DeleteNonTerminalR|SkipD|AddToLeafR|AddRandomSubTreeR,AddToLeafR,AddToLeafR,0,0,1,1,1
1,x*x*x*x,25,-10,-0.03952251646026663,-0.002879382187755467,-0.03949346490654817,0.014280747614690892,233.80649999999997,1206.3854000000001,248.032,157.4224,-0.9875,0.5480721474317083,0.00005786073872331843,0.2598456813795969,6099.29,4847.780000000001,6120.8,2766.16,(((3)-((0)*(x)))+((4)*(0))),((((x)+(3))*((9)-(6)))+((6)*((x)*((x)+(x))))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MultXD|AddXD,AddToLeafR,MultXD,0,1,2,2,1
2,x*x*x*x,25,-10,-0.039504784505293426,-0.0015310541686690635,-0.0395000441118808,0.0064533470831670044,242.48919999999998,289.25509999999997,244.81040000000002,205.3328,-0.9875,0.045863285844987625,0.0000036326973074650694,0.051853442130803944,6119.77,6124.099999999999,6120.8,5840.08,(((0)*(0))+((6)*(2))),((((0)*(x))+((0)+(7)))-((2)*((x)*((x)+(x))))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MultXD|AddXD,AddToLeafR,MultXD,0,1,3,3,1
3,x*x*x*x,25,-10,-0.039455033655731275,-0.0041247715884191105,-0.039306907593778584,0.006322572212782643,266.85040000000004,397.72119999999995,339.38239999999996,206.13279999999997,-0.968190759377859,0.17282708142726444,0.009670038143079158,0.14398712741899422,8473.29,6198.84,15575.84,5062.96,(((7)*((5)*(x)))*((x)*(x))),((((x)*(0))+((4)-((1)*(9))))-((5)*((x)*((x)+(x))))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MultXD|AddXD,AddToLeafR,MultXD,1,1,4,4,1
4,x*x*x*x,25,-10,-0.03950260770650896,-0.0007259913561249488,-0.039492052509475885,0.005630897921840282,243.55509999999998,432.4084,248.7236,210.36640000000003,-0.9867277153313292,0.3311005097372893,0.0003880680229085758,0.17779204854344066,6214.08,5546.57,6498.96,4094.2,(((3)-((8)*(x)))+((9)*(x))),((((3)-(2))-((0)*((x)+(9))))*((x)*((x)*((x)+(x))))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MultXD|AddXD,AddToLeafR,MultXD,4,4,5,5,1
5,x*x*x*x,25,-10,-0.03949689766860541,-0.006515456899734875,-0.039465303555090835,0.003044569337341525,246.3511,629.8133,261.8216,226.1968,-0.9848805711671677,0.007410795974382528,0.001309714416416197,0.24035548307558377,6441.46,7522.84,7403.44,6075.44,(((x)*((0)-(8)))*((x)*((x)-(6)))),(((5)-((2)*(8)))*((x)+(x))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MutateTerminalR|AddXD,AddToLeafR,MultXD,4,5,6,6,1
6,x*x*x*x,25,-10,-0.039505165174486996,-0.0049517051527221325,-0.03949991831133185,0.0020075807084041306,242.30280000000002,1134.0820999999999,244.872,232.54399999999998,-0.9875,0.1346359952947327,0.00000404358907329927,0.0657730976075183,6119.8099999999995,5899.3,6120.8,5296.72,(((7)*((6)+(6)))*((x)*(0))),(((5)*((8)-(5)))*((x)*((x)+(x)))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MultXD|AddXD,AddToLeafR,MultXD,4,4,7,7,1
7,x*x*x*x,25,-10,-0.03950477204777154,-0.0016131558812267019,-0.0395,0.0018987714024310555,242.4953,298.7795,244.832,233.21,-0.9875,0.18517187295778337,0,0.09992168958511206,6120.8,5900.07,6120.8,4987.4,(((1)+((7)-(0)))*((4)*((6)*(0)))),((((3)*(6))-((4)*((x)-(x))))*((3)-((x)*((x)+(x))))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MutateTerminalR|AddXD,AddToLeafR,MultXD,6,5,8,8,1
8,x*x*x*x,25,-10,-0.039516180074500064,-0.00003147058673138553,-0.03949983662266371,0.008198666840935825,236.90920000000003,309.47450000000003,244.912,194.6496,-0.9874959155665927,0.5506600444386355,0.000009059588801352053,0.2749581580981012,6118.82,5274.76,6122.8,2750.32,((7)-(9)),((((9)-(0))-((2)*(8)))*((x)*((x)+(x)))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MutateTerminalR|AddXD,AddToLeafR,AddTreeWithSub,4,8,9,9,1
9,x*x*x*x,25,-10,-0.03950145446673638,-0.001994801033618288,-0.039500065350934525,0.0028962880669193593,244.11980000000003,499.98019999999997,244.8,227.1044,-0.9875,0.1420598614560189,0,0.0734444188512376,6120.8,5919.08,6120.8,5251.28,(((0)*(1))-((6)*(2))),((((3)*(1))*((5)-(0)))*((x)+((2)*((x)+(x))))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MutateTerminalR|AddXD,AddToLeafR,AddXD,9,9,10,10,1
10,x*x*x*x,25,-10,-0.03951397182557836,-0.001107988508075486,-0.03949903525682917,0.004141027316690629,237.99050000000003,263.1626,245.30440000000002,219.4856,-0.9875,0.355313030976343,0,0.20320417620698686,6120.8,5736.21,6120.8,3946,(((1)*((3)*(4)))-((7)*((8)-(8)))),((((7)*(x))*((x)+(2)))*((5)-((5)*((x)+(x))))),AddToLeafR|AddTreeWithSub|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|ReplaceBranchR|AddTreeWithSub|MutateTerminalR|AddXD,AddToLeafR,MultXD,9,10,11,11,1
11,x*x*x*x,25,-10,-0.03950038904228206,0.00008946122866982829,-0.03949997957783296,0.0007000392105607134,244.6415,244.2938,244.842,240.54719999999998,-0.9874979577832963,0.05259443210037905,0.000005802004386859066,0.025857138250245607,6118.88,6035.06,6121.8,5798.88,((3)-(4)),((((5)-(4))*((x)*(x)))+((0)*((8)*((x)+(x))))),AddToLeafR|AddTreeWithSub|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|MutateTerminalR|AddXD,AddToLeafR,AddTreeWithSub,11,11,12,12,1
12,x*x*x*x,25,-10,-0.03950389001437721,-0.0004805271779230173,-0.03950010946281532,0.0009666710233956366,242.9272,249.8948,244.7784,238.9152,-0.9875,0.023304143249248517,0.00001897117094226345,0.009541740732652479,6114.93,6057.16,6120.8,5978.16,(((9)+((7)*(3)))+((3)+((6)*(0)))),(((8)-((5)*(4)))*((5)*((5)+(x)))),AddToLeafR|AddRandomSubTreeR|ReplaceBranchR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,MultXD,12,12,13,13,1
13,x*x*x*x,25,-10,-0.039502036702718596,-0.0008815931834397292,-0.03949973451182852,0.00040203894915697287,243.8347,252.71809999999996,244.96200000000002,242.37120000000002,-0.9874857044830742,0.02678081296562542,0.000006950540866337479,0.01430044800313138,6123.55,6082.51,6127.8,5956.88,((1)-(8)),((((x)*(8))-((5)*(0)))*((9)+((5)+(x)))),AddToLeafR|AddTreeWithSub|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,AddXD,11,13,14,14,1
14,x*x*x*x,25,-10,-0.039490201035812314,0.00017618489926502653,-0.03945956084172003,0.00423526336426611,249.6302,247.79949999999997,264.6336,218.90879999999999,-0.9840279048490393,0.2713762906809567,0.0017386084519500945,0.1345379072589632,6543.969999999999,5692.400000000001,7820.96,4459.76,(((x)*((5)*(7)))*((4)-(x))),((((8)+(0))*((x)*((7)-(3))))-((4)-((0)*((x)+(x))))),AddToLeafR|AddTreeWithMult|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,MultXD,14,11,15,15,1
15,x*x*x*x,25,-10,-0.03949987971343615,-0.00218658701054381,-0.03949434060907071,0.005676512874134101,244.89090000000004,348.11679999999996,247.6032,210.08720000000002,-0.9869387988498236,0.23576003136844856,0.000281974210934307,0.11094252468785412,6188.51,5645.299999999999,6395.6,4677.76,(((x)+((6)*(4)))-((8)*(x))),((((2)+(1))*((2)+(9)))*((x)*((x)+(x)))),AddToLeafR|AddTreeWithSub|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,MultXD,11,15,16,16,1
16,x*x*x*x,25,-10,-0.039482851097895705,-0.0011840933580016973,-0.03943028362305581,0.005524898706051499,253.2292,398.926,278.9696,211.0152,-0.9821698144033459,0.5352960397333681,0.0026669632409353594,0.283697823027007,6771.929999999999,5438.4400000000005,8730.8,2844.36,(((4)-((9)*(9)))*((x)+((9)*(x)))),((((4)-(x))*((0)*((8)*(9))))-(((7)*(x))*((x)+((x)+(x))))),AddToLeafR|AddTreeWithMult|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,MultXD|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,MultXD,14,16,17,17,1
17,x*x*x*x,25,-10,-0.039512558203176056,-0.00004447932566346837,-0.0395,0.00015612338256436981,238.68270000000004,245.1147,244.832,243.8764,-0.9875,0.01194615082995685,0,0.0072026687413309755,6120.8,6106.52,6120.8,6047.68,(((7)*((1)*(8)))*((6)*((1)*(0)))),(((9)-((0)*(5)))+((9)+(x))),AddToLeafR|AddTreeWithMult|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,DeleteNonTerminalR,14,17,18,18,1
18,x*x*x*x,25,-10,-0.03951680744347144,-0.0006974619117618345,-0.03949997631028624,0.00007221278264279299,236.60199999999998,250.6728,244.8436,244.39,-0.9875,0.0006012285975689928,0,0.0001372369624885873,6120.8,6118.38,6120.8,6117.12,(((0)*(0))*((0)*(x))),(((8)-(9))-((3)+(x))),AddToLeafR|AddTreeWithMult|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,AddXD,17,17,19,19,1
19,x*x*x*x,25,-10,-0.03951290680956737,-0.00008079189878155273,-0.039499938733498885,0.00005352241537054164,238.51200000000006,245.3387,244.862,244.50440000000003,-0.9874938733498889,0.0016076329891517686,0.000004547498908574981,0.0006404391582799753,6120.9400000000005,6116.84,6123.8,6110.96,((x)-(5)),(((x)*(6))-((4)+(x))),AddToLeafR|AddTreeWithMult|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddXD|AddRandomSubTreeR|AddXD,AddToLeafR,AddXD,19,19,20,20,1
20,x*x*x*x,25,-10,-0.0395044318144687,-0.000014597605893867545,-0.0395,0.000022284668670762524,242.66190000000003,244.9216,244.832,244.69559999999998,-0.9875,0.0009737289243236237,0,0.0009416581437456455,6120.8,6120.450000000001,6120.8,6114.84,(((0)+((0)*(0)))*((x)*((x)*(x)))),(((8)+(4))-((7)+(x))),AddToLeafR|AddTreeWithMult|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,AddXD,19,20,21,21,1
21,x*x*x*x,25,-10,-0.039514186258332244,0.00022504198249042733,-0.03950009639262842,0.0012924454319696785,237.88549999999998,243.4548,244.78480000000002,236.9212,-0.9875,0.05566592602274217,0.000005309763429606207,0.027995935045907996,6119.5,6036.09,6120.8,5780.08,(((4)*((0)*(7)))-((8)*((4)-(9)))),(((x)*((x)*(6)))+((1)+((7)+(x)))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddXD|AddRandomSubTreeR|AddXD,AddToLeafR,AddXD,21,19,22,22,1
22,x*x*x*x,25,-10,-0.039514283263625674,0.0009480507995066597,-0.03949295026793883,0.0045067964971899094,237.83800000000002,239.11700000000005,248.284,217.2468,-0.9868138151875572,0.43246634426872305,0.00034309240622143466,0.2310827325684804,6204.8,5580.820000000001,6456.8,3473.76,(((2)-(8))*((x)*(x))),((((x)*(x))*((x)*(3)))*((5)-((6)+(x)))),AddToLeafR|AddTreeWithMult|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,DeleteNonTerminalR,22,22,23,23,1
23,x*x*x*x,25,-10,-0.03950707403443994,-0.000009268088412226149,-0.03949952947327147,0.00013187818585805818,241.36810000000006,244.89350000000002,245.06239999999997,244.0248,-0.9874570317605541,0.010939746438374075,0.000020628221902975798,0.005153975382484343,6126.83,6085.36,6141.84,6053.84,(((x)*((6)-(3)))*((3)-((6)-(x)))),((((1)*(0))-((7)*(6)))-((2)*((3)-((7)+(x))))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,DeleteNonTerminalR,21,23,24,24,1
24,x*x*x*x,25,-10,-0.039499775764605935,-0.00001700355942601769,-0.03949934649065481,0.00006757286629198895,244.9418,244.93870000000004,245.15200000000002,244.41839999999996,-0.987479577832963,0.002424519670631314,0.00000816886681481721,0.0011031248125638743,6124.8,6114.360000000001,6130.8,6105.96,((0)-((3)+(7))),(((9)+(8))-((0)+(x))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,DeleteNonTerminalR,24,23,25,25,1
25,x*x*x*x,25,-10,-0.039503181773624364,0.000020586878196509317,-0.03949889148477324,0.00005339171350150355,243.27399999999997,244.706,245.3748,244.50519999999997,-0.9874158606718076,0.0025356162593125793,0.000042804680232345256,0.0013336343212556907,6130.9,6116.3099999999995,6162,6105.28,(((5)+((4)*(7)))-((9)*((x)-(x)))),((((2)*(8))-((4)+(0)))-((9)*((x)-((x)+(x))))),AddToLeafR|AddTreeWithAdd|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,AddTreeWithSub,25,25,26,26,1
26,x*x*x*x,25,-10,-0.03950321751241668,0.000003971713754015288,-0.03949959155665927,0.00006410926676251435,243.25650000000002,244.8086,245.032,244.43959999999998,-0.9874754933995556,0.0016729839236700728,0.000011247652568481568,0.000680204556545055,6126.3,6116.460000000001,6132.8,6110.56,((0)-((4)*(3))),(((2)+((8)-(1)))-((1)-((x)+(x)))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,DeleteNonTerminalR,26,25,27,27,1
27,x*x*x*x,25,-10,-0.03951090523297609,-0.00009247467156619841,-0.03948927836230558,0.000038099594824206995,239.4921,245.412,250.082,244.59879999999998,-0.9866953666187427,0.0028296954646452456,0.0004114668208771627,0.0018644309571567569,6213.67,6119.219999999999,6514.8,6103.48,(((x)*((x)*(0)))-((7)-(x))),(((5)-((8)*(2)))-((9)+(x))),AddToLeafR|AddTreeWithAdd|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,AddRandomSubTreeR,25,27,28,28,1
28,x*x*x*x,25,-10,-0.039498272080447004,0.000024150598482677188,-0.0394932116716769,0.00012926414847732302,245.67809999999997,244.6848,248.15599999999998,244.0408,-0.9868620115017644,0.0037576787348059075,0.00031899424911779883,0.0017950782444015243,6198.9,6110.349999999999,6433.2,6097.8,(((6)*((1)*(x)))*((5)-((3)+(x)))),((((5)-(4))+((x)*(0)))*((8)-((x)+(x)))),AddToLeafR|AddTreeWithAdd|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|SkipD|AddTreeWithSub|AddRandomSubTreeR|AddXD,AddToLeafR,DeleteNonTerminalR,25,27,29,29,1
29,x*x*x*x,25,-10,-0.039433026932753884,-0.00021756734553863468,-0.0391560735524768,0.00020886158672069182,277.62629999999996,246.33050000000003,413.2404,243.55360000000002,-0.9548645601882106,0.014965364004705327,0.016672755369347276,0.007165526583500884,9874.84,6094.84,22101.2,6029.2,(((x)*((x)*(7)))*((8)*((9)-(x)))),(((6)*(7))*((4)+(x))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,AddToLeafR,DeleteNonTerminalR,28,29,30,30,1
30,x*x*x*x,25,-10,-0.03949972899784342,-0.00021932339575637483,-0.0394984871258659,0.00010632597046137896,244.96469999999997,246.25650000000002,245.5728,244.1812,-0.9873838387138936,0.004300091491308427,0.0000550930719581788,0.001642242675695378,6137.27,6108.9,6177.68,6094.48,(((x)*((2)-(7)))*((5)*((1)-(x)))),(((5)*(9))-((9)+(x))),AddToLeafR|SubXD|MutateTerminalR|MutateTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,MutateTerminalR,ReplaceBranchR,30,29,31,31,1
31,x*x*x*x,25,-10,-0.044562349488628944,-0.00491320909828779,-0.0394974063847863,0.0005182329107306246,214.3017,310.91790000000003,246.102,241.66,-0.9873815514311854,0.021422036335119573,0.00006224192293927454,0.009857115477133948,6142.26,6078.99,6178.8,5989.68,(((x)*((x)*(3)))-((4)-(x))),((((5)*(x))*((x)-(6)))-((6)-((0)+(x)))),AddToLeafR|SubXD|MutateTerminalR|MutateTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,AddToLeafR,DeleteNonTerminalR,30,29,32,32,1
32,x*x*x*x,25,-10,-0.039484865948895574,-0.000005184933736858785,-0.03931825578355771,0.00011514834662135746,252.24259999999998,244.8668,333.82559999999995,244.12720000000002,-0.9693394654293557,0.0034178538753104285,0.009419432729001424,0.0007854151978496607,8096.990000000001,6113.610000000001,15013.36,6099.88,((((x)*(x))*((4)*(8)))+((2)*((x)-(4)))),((3)*((9)+(x))),AddToLeafR|SubXD|MutateTerminalR|MutateTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,AddToLeafR,DeleteNonTerminalR,30,29,33,33,1
33,x*x*x*x,25,-10,-0.039490767138282576,0.00008335201927388961,-0.03945931169128219,0.00036230558096980974,249.35300000000004,244.3228,264.75559999999996,242.61440000000002,-0.9835108155796628,0.020977649980394808,0.001986374315522707,0.010292818430204426,6615.1900000000005,6083.47,8074.16,5992.4,(((x)*((x)*(3)))-((9)*((x)-(x)))),(((4)+((x)*(2)))*((x)-((0)+(x)))),AddToLeafR|ReplaceBranchXR|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,AddToLeafR,AddToLeafR,32,33,34,34,1
34,x*x*x*x,25,-10,-0.039503180139851,-0.000008903603743664911,-0.03949982845379689,0.00005750882237615968,243.2748,244.8885,244.916,244.48,-0.9874918311331853,0.001967063129002739,0.0000019552736320211743,0.001057279578847959,6124.05,6113.41,6124.8,6108.76,((0)-((8)-(4))),(((9)+(4))-((0)+(x))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,AddToLeafR,DeleteNonTerminalR,34,34,35,35,1
35,x*x*x*x,25,-10,-0.03947490503692328,0.00001265521719541233,-0.039340244739249776,0.000043131616782119394,257.12010000000004,244.75470000000004,323.0584,244.56800000000004,-0.9716470069271991,0.0018428963534178123,0.00933108302306679,0.000755211037512131,7339.59,6113.360000000001,13883.44,6109.52,(((x)*((x)*(8)))*((4)*((x)-(x)))),((4)*((3)+(x))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,AddToLeafR,AddToLeafR,34,35,36,36,1
36,x*x*x*x,25,-10,-0.039500893061364534,0.00002716660910875763,-0.03949940775715593,0.00017226506339040583,244.3947,244.6674,245.122,243.7776,-0.9874714089661483,0.010939746438374075,0.000015832066843521105,0.0053312484863894645,6124.370000000001,6101.43,6134.8,6053.84,(((0)*((x)*(x)))-((6)+(8))),(((8)*((7)*(2)))-((9)-((9)+(x)))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchR|AddXD,AddToLeafR,DeleteNonTerminalR,36,36,37,37,1
37,x*x*x*x,25,-10,-0.03949964996405698,-0.019981766488990128,-0.03949611978826297,-0.01995255522153967,245.0034,511.1824,246.732,511.0036,-0.9871507809436675,0.0017644752319958472,0.00020118299139049498,0.0006027509334518765,6145.73,6115.11,6291.8,6110,(((x)*((x)*(0)))-((3)-(3))),(((5)+(9))-((x)+(x))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,AddToLeafR,AddToLeafR,34,34,38,38,1
38,x*x*x*x,25,-10,-0.0394324134508561,-0.0005816372887039865,-0.03922600477061822,0.00004659521631159546,277.9267,249.3793,378.99760000000003,244.5468,-0.9601576591295256,0.0015488171480852948,0.013670834574138683,0.0005236611065719605,9468.19,6115.71,19509.36,6111.32,(((6)*((7)*(x)))*((x)*((x)-(4)))),((x)+((7)+(x))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,AddToLeafR,ReplaceBranchR,34,34,39,39,1
39,x*x*x*x,25,-10,-0.03950594489282447,-0.0003986183442105378,-0.03949968876617436,0.00011723957652594617,241.92100000000002,247.79889999999995,244.98440000000002,244.11440000000002,-0.9874959155665927,0.004692197098418549,0.000026265500476695104,0.0018138779454230486,6115.719999999999,6107,6122.8,6092.08,(((4)*((5)*(x)))*((0)*((x)-(x)))),((5)*((8)+(x))),MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,MutateTerminalR,DeleteNonTerminalR,38,39,40,40,1
40,x*x*x*x,25,-10,-0.03948168111194615,-0.00003762703186751025,-0.03938667167690499,0.00010090184289635525,253.80210000000002,245.07620000000003,300.3248,244.21439999999998,-0.9764793817801595,0.005182329107306276,0.005518674951477471,0.002235354643032752,7463.78,6109.39,11517.2,6089.08,(((7)*((9)*(x)))*((x)*((5)-(x)))),((9)*((5)+(x))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,AddToLeafR,DeleteNonTerminalR,40,40,41,41,1
41,x*x*x*x,25,-10,-0.039519733735786176,0.00003482952810539895,-0.03949969366749445,0.00014285714285714517,235.1691,244.6189,244.982,243.95759999999999,-0.9874918311331853,0.006064566723304125,0.000003334925912153446,0.0030555032090839864,6122.8,6110.85,6124.8,6083.68,((0)-((4)-(0))),((6)*((9)+(x))),AddToLeafR|SubXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddXD,AddToLeafR,DeleteNonTerminalR,41,41,42,42,1
42,x*x*x*x,25,-10,-0.037708632654228205,-0.0007996682431860246,-0.03632283688406744,0.0021617435629329496,1122.0001,259.1687,1800.5743999999997,231.6004,-0.671008201542282,0.010939746438374075,0.15210717436169463,0.005170528045132725,94359.52,6099.28,161095.44,6053.84,((((x)*(7))*((7)*(x)))*((x)-((x)*((5)+(1))))),((((9)+(5))*((0)-(0)))-((3)-((1)*((4)+(x))))),AddTreeWithDiv|SubXD|AddTreeWithDiv|MultXD|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddXD,AddTreeWithDiv,DeleteNonTerminalR,42,41,43,43,1
43,x*x*x*x,25,-10,-0.03905679808558068,0.000043351996014966276,-0.03837292510782904,0.00014422951248202956,461.8520222222223,244.56669999999997,796.72,243.9492,-0.8844582407528427,0.005685531303097664,0.0495002377776972,0.002594266797304194,26166.102222222224,6100.85,56576.64,6086,((((x)*(9))*((2)*((6)/(1))))+((0)*((x)-((x)*(x))))),(((x)+((x)*(9)))*((1)+(x))),AddTreeWithDiv|SubXD|AddTreeWithDiv|MultXD|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddXD,AddTreeWithDiv,DeleteNonTerminalR,42,41,44,44,1
44,x*x*x*x,25,-10,-0.03658807948968632,-0.02217553565182103,-0.018320016897881784,0.00013514573258397635,NaN,NaN,35477.4704,244.0048,0.8557629814966208,0.008979218402823166,0.8444035023279594,0.026803104148821966,985290.4800000001,6187.8099999999995,3394856.64,6065.84,((((7)*(8))*((9)*((x)*(x))))*((6)+((6)-((x)*(x))))),((((6)-(9))*((x)*((9)-(5))))+(((6)*(7))-((2)+((0)+(x))))),AddTreeWithSub|SubXD|AddTreeWithAdd|MultXD|AddToLeafR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafR|ReplaceBranchR|AddXD,SubXD,DeleteNonTerminalR,44,44,45,45,1
