gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
58,x*x*x*x,25,-10,0.009033592049336667,-0.00005628401323142068,0.03436577273472716,0.00021565808391060286,38489.274,245.2022,101557.93519999999,243.512,0.9665120616104533,0.00873088485165346,0.8023911517500537,0.004269390439844292,1502908.1400000001,6106.46,4569406.4,6067.36,((((x)*(x))*((x)+((6)*(0))))-((6)*((8)*((x)*(x))))),((5)*((6)*(x))),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,58,58,59,59,1
59,x*x*x*x,25,-10,0.0023683619791179554,0.0000346700476770675,0.03464193144121098,0.00011005097372892675,21427.017399999997,244.6198,59599.6568,244.1584,0.8454434232429335,0.005397987191216828,0.17901226432615808,0.0024659646418903934,703880.1599999999,6109.99,990058.16,6087.76,((((9)+(5))*((x)*((x)*(x))))*((x)*((3)-((4)*(x))))),(((2)*((9)+(0)))*((0)*(x))),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|ReplaceBranchR,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,59,56,60,60,1
60,x*x*x*x,25,-10,-0.002061535338483401,0.00005282015965881917,0.03211681894339167,0.0001345575741733131,24822.0552,244.50869999999998,62644.99039999999,244.00839999999997,0.9371103963986541,0.006620049666710305,0.8718529132425734,0.003020573167480558,899757.48,6103.299999999999,2433152.56,6080.28,((((x)*(x))*((1)-((x)+(8))))*((2)*((x)*((x)*(x))))),((9)*(7)),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,58,60,61,61,1
61,x*x*x*x,25,-10,-0.002872943141780846,-0.0006017898995932383,0.01712438854245267,0.0016740295386224041,20647.8254,251.0819,56585.38479999999,234.58559999999997,0.9534180950688277,0.0035812312116063377,0.8634893594361828,0.0017102009933861282,1031774.48,6114.33,3284966.56,6098.88,((((x)*(x))*((6)*((x)*(x))))*((5)+((8)*((7)-(x))))),((4)*(8)),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,58,61,62,62,1
62,x*x*x*x,25,-10,-0.005819990514969517,-0.000006503671421649922,0.03558436663276664,0.0001397202980002636,25521.442000000003,244.87699999999998,77585.1744,243.97679999999997,0.9588509591528945,0.0051496536400471235,0.8858905475649562,0.0022127991123497867,1407342.36,6108.66,3718677.2,6089.28,((((x)*(x))*((x)*((x)*(1))))+((6)*((8)*((1)-(x))))),((6)*(8)),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|ReplaceBranchR,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,59,60,63,63,1
63,x*x*x*x,25,-10,0.021269485157797724,0.000016374317911998067,0.0376335532390096,0.00020023526336426675,56602.5758,244.7331,126910.22320000001,243.6064,0.9732302193993977,0.009462815318259063,0.9378348815705763,0.004245777256417774,2298888.96,6100.030000000001,5716146.96,6062.88,((((5)*(x))*((x)*((3)-(9))))+((x)*((x)*((x)*(x))))),((x)+((1)*(x))),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,62,60,64,64,1
64,x*x*x*x,25,-10,-0.004808711395881712,0.00004091335222776469,0.01840004933882601,0.00014736635733891113,32104.009799999996,244.5816,103333.6192,243.93,0.9714643123014884,0.0051496536400471235,0.845118397532348,0.0022130491965315904,1491968.28,6109.57,5362408,6089.28,((((x)*(9))*((6)*((x)*(x))))*((x)*((x)+((8)-(1))))),((8)*(6)),MultXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,64,60,65,65,1
65,x*x*x*x,25,-10,-0.0011315743586834167,-0.002395743992451332,0.03405258611759826,0.000247222585282969,20308.8214,943.715,59681.168,243.3188,0.9096863838135336,0.009325578355770475,0.6078110992531703,0.0046627891778852374,800709.62,6106.530000000001,1694318.16,6063.72,((((x)*(4))*((x)*((x)*(x))))*((x)*((2)-((0)+(8))))),((((6)+(7))-((1)*(2)))*((0)*((x)*(x)))),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,65,60,66,66,1
66,x*x*x*x,25,-10,0.008354418346151771,0.00004581587878094938,0.03697129390386178,0.0001812834923539422,52857.312999999995,244.55169999999998,168272.9864,243.7224,0.9849051762149329,0.009149130832570905,1.0517119971116076,0.004320988437667374,2673207.04,6102.9400000000005,10137249.84,6064.8,((((x)*(2))*((x)*((x)*(x))))*((6)*((x)*((3)+(9))))),((x)-((0)*(x))),MultXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|AddTreeWithAdd,MultXD|ReplaceBranchR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,ReplaceBranchR,64,66,67,67,1
67,x*x*x*x,25,-10,0.004688508750108265,0.000034499938907680495,0.038421586106891864,0.0001579532087308868,50967.523400000005,244.6209,171565.688,243.86519999999996,0.9744436839938244,0.00436544242582673,0.7613130219765363,0.0018840148524023402,1859166.48,6109.85,5987560.96,6094.08,((((x)*(7))*((9)*((x)*(x))))*((x)+((9)-((3)*(x))))),((8)*(5)),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|ReplaceBranchR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,ReplaceBranchR,66,66,68,68,1
68,x*x*x*x,25,-10,0.007949656950382335,0.0000019975424436996296,0.03615108150354993,0.00006633119853614114,32173.7344,244.82139999999998,71118.9048,244.426,0.9440715883668904,0.0039733368187166085,1.0275444654121908,0.001587180340975791,1330802.2599999998,6109.16,2735997.6,6096.48,((((x)*(x))*((7)*((4)-(0))))*((x)*((x)*((8)+(8))))),((9)*(4)),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,66,68,69,69,1
69,x*x*x*x,25,-10,0.011184967588025363,-0.0022978307813046163,0.03712730364699675,0.00017638217226506492,40988.2348,489.32669999999996,105891.88160000001,243.75239999999997,0.9630289262724597,0.004247810743693635,1.0771919331779864,0.0018938910035247911,1284150.46,6109.9,4138911.44,6094.8,((((x)*(x))*((x)*((x)*(x))))-((9)*((4)+((7)*(x))))),(((2)*((7)+(x)))*((0)*(x))),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,69,69,70,70,1
70,x*x*x*x,25,-10,-0.005978904208171714,0.0000317524089419229,0.034501157971512895,0.00015978303489740082,18672.1754,244.6386,61187.74880000001,243.854,0.945759403374138,0.010090184289635377,1.0103386197866162,0.005045092144817688,803360.78,6105.360000000001,2821134.16,6059.04,((((x)*(x))*((x)*(5)))*((x)*((0)-((8)*(x))))),((3)+((x)*(x))),MultXD|AddTreeWithMult|MultXD|ReplaceBranchXR|AddToLeafR,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,70,69,71,71,1
71,x*x*x*x,25,-10,0.01086370570526063,0.00008925970536598332,0.03717373416403261,0.00036609593517187585,61928.936799999996,244.2857,130241.77200000001,242.5912,0.979892516975094,0.03161678211998439,0.9540806921506289,0.01584090041344067,3920415.5,6072.549999999999,7610102.16,5927.28,((((x)*(9))*((x)*((x)*(0))))-((9)-((3)*((x)*(x))))),((((9)-(3))*((6)*(4)))+((1)*((0)*(x)))),MultXD|MutateNonTerminalR|MultXD|AddTreeWithSub|AddToLeafR,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,68,71,72,72,1
72,x*x*x*x,25,-10,0.002051848301755992,0.00008574509320658758,0.02296816915731565,0.0003781205071232527,49781.63940000001,244.30719999999997,142958.5632,242.51760000000002,0.9796767237461282,0.015187557182067709,0.20824523498564868,0.007232718675833556,2947380.68,6093.150000000001,7529297.84,6027.84,((((x)*(x))*((x)*((x)*(x))))-((9)*((4)*((5)*(x))))),(((7)*(8))-((0)*(x))),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddToLeafR,FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,72,72,73,73,1
73,x*x*x*x,25,-10,0.003693453950247183,0.000046187373250103456,0.03582217983545414,0.00013462292510782993,68033.8998,244.54930000000002,160132.1568,244.00800000000004,0.9850894765099367,0.009149130832570905,0.8191653120524205,0.004121126515500024,4250845.02,6102.38,10262550.48,6064.8,((((7)*(x))-((1)*((7)*(3))))*((x)*((x)*((x)*(x))))),((x)*(x)),MultXD|AddTreeWithDiv|MultXD|AddTreeWithSub|AddToLeafR,MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub,MultXD,DeleteNonTerminalR,73,73,74,74,1
74,x*x*x*x,25,-10,-0.014746186149669056,-0.004947914704909614,0.02256368946287863,0.00015141811527905044,16567.352000000003,311.12870000000004,47277.67999999999,243.90519999999998,0.9146757679180887,0.006620049666710305,0.9323751242902908,0.0029885098585272084,803499.34,6107.07,1793394.4,6080.28,((((x)*(x))*((x)*((7)*(6))))*((7)*((3)-((2)*(x))))),((7)*(9)),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddToLeafR,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,74,74,75,75,1
75,x*x*x*x,25,-10,-0.0026993310080132803,-0.002212977354939288,0.038035538059967657,0.000182851914782383,54023.6015,382.3234,184949.99079999997,243.71280000000002,0.9818823259747919,0.005933864854267517,0.6575588043514227,0.0027111004068707555,2686842.13,6109.08,8445896.52,6084.48,((((x)*(x))-((4)-((x)*(6))))*((x)*((x)*((x)*(x))))),((7)*(8)),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddToLeafR,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,75,74,76,76,1
76,x*x*x*x,25,-10,0.00866862108841711,-0.0025375262017053096,0.03796794338362677,0.00015684224284407414,222958.5788,2849.3695999999995,856097.9504,243.87199999999996,0.9977587758790643,0.00436544242582673,0.3997104300540795,0.0017268069900747533,17236167.34,6108.719999999999,68275188.8,6094.08,((((x)*(x))*((0)-((9)*(9))))*((x)*((x)*((x)*(x))))),((5)*(8)),DivXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithSub,MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,AddTreeWithSub,MultXD,76,76,77,77,1
