gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
67,x*x*x*x*3*x+1,25,-10,-0.03840003091658297,-0.01999986321352605,-0.0383999572128123,-0.019999630818513216,8450.9647,6665.987099999999,8451.354,6665.938,-0.9599966603274734,-2,0.0000010171560189562946,0,211288.14,32767,211295.84,32767,(((1)+((0)-(6)))*((7)+((0)-(x)))),((x)/(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|AddTreeWithDiv|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,67,66,68,68,3
68,x*x*x*x*3*x+1,25,-10,-0.03840002423345144,0.00000013820640274421865,-0.03839991238092714,0.0000006607401994171693,8451,8451.098800000002,8451.5908,8450.9884,-0.9599968496513128,0.00003029181429992911,0.0000015127089291843671,0.00001473354318271148,211283.64,211276.45,211294.84,211271.8,(((0)-((3)+(7)))*((9)-((3)+(3)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|SubXD|AddToLeafR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,68,68,69,69,3
69,x*x*x*x*3*x+1,25,-10,-0.03840001715273985,-0.009993693859565255,-0.03839995221466294,0.000018775245150708933,8451.0374,7557.23965,8451.3804,8447.161199999999,-0.9599978568541384,0.0018402277187140814,0.0000010592213398911218,1.1554150956468754,211281.56,121891.875,211289.52,210889.4,(((0)-((7)*(6)))+((8)-((0)+(9)))),((((x)-(0))*((0)+(8)))*((2)*((4)-(x)))),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|SubXD|AddToLeafR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,69,68,70,70,3
70,x*x*x*x*3*x+1,25,-10,-0.03839995647024213,0.00000003313167189132232,-0.03839988439465648,0.00000009844839647656038,8451.357922222223,8451.121000000001,8451.738622222221,8451.1072,-0.9599940476584902,0.00000321850526946045,0.000003080951404191118,0.0000013520426487461865,211287.30000000002,211277.90000000002,211309.64,211277.52,(((0)-((1)+(3)))+((5)*((x)-(8)))),((7)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,70,69,71,71,3
71,x*x*x*x*3*x+1,25,-10,-0.03840000761081834,0.00000007194305896295152,-0.03839993040455665,0.00000012874021077566298,8451.087800000001,8451.1128,8451.4956,8451.1008,-0.9599989700783139,0.0000030291814300480114,0.000000546141579470237,0.0000005986945477805779,211279.35,211277.72,211283.64,211277.56,((((4)-(7))+((3)+(3)))*((6)+((0)-(x)))),((6)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,71,71,72,72,3
72,x*x*x*x*3*x+1,25,-10,-0.03839999121537385,0.00000014388611792555867,-0.03839989208541156,0.0000006720996297805381,8451.1744,8451.097600000001,8451.697999999999,8450.986,-0.9599929722990824,0.00003029181429992911,0.000003950839710147526,0.000014441657545791941,211284.18,211276.36,211315.32,211271.8,(((1)*((4)+(6)))+((0)-((6)*(x)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,71,71,73,73,3
73,x*x*x*x*3*x+1,25,-10,-0.03840012357166996,0.00000020730960411563918,-0.038399909124557104,0.0000006777793449615337,8450.4753,8451.084200000001,8451.608,8450.9848,-0.9599969783915235,0.00003029181429992911,0.000001780401224453409,0.000013634821981230916,211285.2,211276.12,211294.16,211271.8,(((0)-((6)*(5)))+((x)+((5)-(0)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddToLeafR|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,71,73,74,74,3
74,x*x*x*x*3*x+1,25,-10,-0.038399999640284704,0.000000055377223017118174,-0.03839995001850641,0.0000001268469723815386,8451.1299,8451.116300000002,8451.392,8451.1012,-0.959997667530299,0.000003597152948147576,0.0000015227899095527265,0.000001522458771663115,211279.21,211277.76,211290.52,211277.44,((((9)+(2))-((8)+(5)))*((5)+((0)-(x)))),((9)-(0)),ReplaceBranchR|AddTreeWithAdd|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|SkipD|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,72,71,75,75,3
75,x*x*x*x*3*x+1,25,-10,-0.043599910190213656,0.00000014151956993359192,-0.038399674888369935,0.00000039947330108172706,7395.211371250001,8451.098100000001,8452.845225,8451.0436,-0.959998545519604,0.00003029181429992911,0.00000041808937877442875,0.000013931606261376402,211282.97062500002,211276.21000000002,211285.8825,211271.8,((((9)-(8))*((4)/(8)))+((8)+((0)-((x)+(4))))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,75,75,76,76,3
76,x*x*x*x*3*x+1,25,-10,-0.046199941820784164,0.0000002929786414325487,-0.03839982271715681,0.0000009428327200852246,6866.8488,8451.066100000002,8452.064400000001,8450.9288,-0.9599965315872627,0.00003029181429992911,0.0000015435873453492769,0.000014075795626153502,211289.11000000002,211276.23,211296.52,211271.8,(((4)-((7)+(7)))+((0)-((8)*(7)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,75,76,77,77,3
77,x*x*x*x*3*x+1,25,-10,-0.03839998101081891,0.00000019784341214673916,-0.03839993184341783,0.0000003672882483871226,8451.2283,8451.086200000002,8451.488000000001,8451.0504,-0.9599938659076044,0.00003029181429992911,0.000002819872081503912,0.000015796443418558344,211289,211274.69,211310.6,211271.8,((((3)+(1))+((x)*(8)))/((4)-((6)-(x)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,75,76,78,78,3
78,x*x*x*x*3*x+1,25,-10,-0.03839993428569535,0.00000007241636856182698,-0.03839982392882938,0.00000013252668756391177,8451.4751,8451.1127,8452.057999999999,8451.099999999999,-0.9599924649111929,0.000003597152948147576,0.000003469037559954061,0.0000009063188798196285,211294.05,211277.61,211318,211277.44,((((0)-(x))*((5)-(0)))-((x)+((2)+(5)))),((9)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|FellTreeD|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,78,77,79,79,3
79,x*x*x*x*3*x+1,25,-10,-0.043599995797010765,0.0000002030498177292037,-0.03839993775032161,0.000000944725958479349,7394.7591999999995,8451.085100000002,8451.4568,8450.9284,-0.9599979855943491,0.00003029181429992911,0.0000007317572530078384,0.000014211483585388564,211283.75,211276.28000000003,211288.84,211271.8,((((0)/(0))+((9)-(8)))-((x)-((7)+((9)*(1))))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DivXD|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|FellTreeD|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,SubXD,FellTreeD,79,77,80,80,3
80,x*x*x*x*3*x+1,25,-10,-0.04359996230853626,0.000000051590746230246915,-0.03839988640569637,0.00000013820640274490742,7394.936084615384,8451.117100000001,8451.728000000001,8451.0988,-0.9599971374235486,0.000003597152948147576,0.0000013297579609359135,0.0000015943345594355126,211283.39,211277.71000000002,211293.32,211277.44,((((6)+(4))-((6)*(7)))+((x)-((0)-(0)))),((9)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,ReplaceBranchXR,80,80,81,81,3
81,x*x*x*x*3*x+1,25,-10,-0.038399982014235265,0.00000042029892341192973,-0.038399844375804036,0.0000006702063913864136,8451.223,8451.0392,8451.95,8450.9864,-0.9599955471032979,0.00003029181429992911,0.0000019794354424769487,0.000013820640274352988,211286.28,211273.26,211301.72,211271.8,((((7)-(0))-((3)+((5)+(0))))-((5)+((8)*((7)-(x))))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,ReplaceBranchXR,78,80,82,82,3
82,x*x*x*x*3*x+1,25,-10,-0.04099995077580177,0.0000001320533779643475,-0.038399854826479965,0.000000369181486781247,7923.1925,8451.1001,8451.8948,8451.05,-0.9599892691247843,0.00003029181429992911,0.0000047623116314066026,0.000013729568509661551,211299.95,211276.14,211334.88,211271.8,(((6)+((4)-(x)))-((3)+((8)*(x)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,ReplaceBranchXR,82,80,83,83,3
83,x*x*x*x*3*x+1,25,-10,-0.03839998379387935,0.000000050170817434309246,-0.038399939189182795,0.00000013252668756253423,8451.213600000001,8451.1174,8451.449200000001,8451.1,-0.959997576654856,0.000003597152948147576,0.0000013107774184891906,0.0000018444910070591614,211282.1,211277.87,211291,211277.44,((((0)-(0))/((6)+(6)))*((5)+((0)-((x)-(x))))),((9)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|FellTreeD|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,FellTreeD,82,83,84,84,3
84,x*x*x*x*3*x+1,25,-10,-0.041000010602135005,0.00000010602135005030288,-0.03839987633366812,0.00000039190034750660707,7922.8765,8451.1056,8451.7812,8451.0452,-0.959995100299037,0.00003029181429992911,0.000001881076292775043,0.000014831340859367755,211289.19,211276.49,211304.08,211271.8,(((3)-((6)+(9)))*((9)-((5)+(4)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,ReplaceBranchR,MutateTerminalR,84,84,85,85,3
85,x*x*x*x*3*x+1,25,-10,-0.041000050776653724,0.00000022387544006112816,-0.03839997637238485,0.0000009409394816924778,7922.6642999999995,8451.0807,8451.2528,8450.929199999999,-0.9599993941637139,0.00003029181429992911,0.0000003829336942175502,0.000013739898566992327,211279.29,211276.15000000002,211281.4,211271.8,(((1)-((0)+(6)))-((0)*((5)+(7)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,ReplaceBranchR,MutateTerminalR,84,85,86,86,3
86,x*x*x*x*3*x+1,25,-10,-0.03839853457668609,0.0000000752562261526692,-0.038394619340755456,0.00000013252668756528928,8458.8683,8451.1121,8479.548400000001,8451.1,-0.9594830323242057,0.00000321850526946045,0.0002482275635461788,0.0000003279185089463545,212048.96000000002,211277.58000000002,214008.8,211277.52,((((0)+(6))*((1)-((9)*(8))))-(((0)*(x))-((6)+((7)+(8))))),((7)-(0)),ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,ReplaceBranchR,MutateTerminalR,84,86,87,87,3
87,x*x*x*x*3*x+1,25,-10,-0.04099994019347025,0.00000011454092282214073,-0.038398749856823844,0.0000004013665394744739,7923.248395398852,8451.1038,8457.7312,8451.0432,-0.95998913281162,0.00003029181429992911,0.000012689826142267963,0.000015145907149964555,211272.19953988522,211276.6,211335.6,211271.8,((((4)+(0))-((9)-((6)*(5))))*((2)+((3)-((4)+(2))))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,87,87,88,88,3
88,x*x*x*x*3*x+1,25,-10,-0.040999979106221086,0.00000007667615494757373,-0.03839982006662306,0.00000014009964113765427,7923.04286,8451.111799999999,8452.0784,8451.098399999999,-0.9599910260500137,0.000003597152948147576,0.0000049983955699952745,0.0000016577101391220497,211287.71000000002,211277.68,211325.6,211277.44,((((4)-(9))*((1)+(9)))-((7)+((x)*(5)))),((9)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,88,88,89,89,3
89,x*x*x*x*3*x+1,25,-10,-0.03839972570762152,0.00000015051245230361646,-0.038398731681735264,0.0000004032597778685983,8452.576799999999,8451.096200000002,8457.8272,8451.042800000001,-0.9599221879020173,0.00003029181429992911,0.00003651400139594547,0.000014236997467848699,211409.57,211276.29,211689.2,211271.8,((((0)-(x))*((9)*(7)))+((0)-((0)-((7)+(x))))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,ReplaceBranchR,MutateTerminalR,84,85,90,90,3
