gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.05400004594889581,-0.03499860799526525,-0.038400144870601886,-0.019995810263434655,NaN,NaN,8450.3628,6665.130800000001,-0.96,0.0003566861133804393,0,0.00018150384492318875,211278.2,211260.24,211278.2,211202.84,(0),((4)*((3)*(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR|AddTreeWithSub|MutateTerminalR|MutateTerminalR|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,AddToLeafR|AddXD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteTerminalR|SkipD|AddTreeWithAdd|MultXD|SubXD|MultXD|AddTreeWithSub|DeleteMaliciousR|AddRandomSubTreeR|DeleteTerminalR|DeleteMaliciousR|AddTreeWithSub|MutateTerminalR|DeleteNonTerminalR|AddRandomSubTreeR,MutateTerminalR,DeleteTerminalR,0,0,1,1,2
1,x*x*x*x*3*x+1,25,-10,-0.041000027024625754,0.000002559658308338224,-0.038400017644981826,0.000008479814765558477,7922.7897571428575,8450.5872,8451.0348,8449.336399999998,-0.96,0.00026808255655346347,0,0.00011635849688178623,211278.2,211258.34999999998,211278.2,211221.56,(0),(((0)+(x))*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR|AddTreeWithSub|MutateTerminalR|MutateTerminalR|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|MultXD|DeleteTerminalR|MultXD|AddTreeWithSub|AddToLeafR|AddTreeWithMult|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|AddRandomSubTreeR|AddXD,MutateTerminalR,MultXD,0,0,2,2,2
2,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000013394661635726657,-0.0384,0.000001739886083847667,8451.128,8450.845,8451.128,8450.7604,-0.96,0.00006228754315401917,0,0.000014872368716306904,211278.2,211269.23,211278.2,211265.04,(0),(((0)+(3))+((x)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR|AddTreeWithSub|MutateTerminalR|MutateTerminalR|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|MutateTerminalR|AddTreeWithSub|SkipD|MutateNonTerminalR|MultXD|DeleteTerminalR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|AddRandomSubTreeR|AddXD,MutateNonTerminalR,MultXD,0,1,3,3,2
3,x*x*x*x*3*x+1,25,-10,-0.0384,0.000001977487502262753,-0.0384,0.000006164384210015462,8451.128,8450.7102,8451.128,8449.8256,-0.96,0.00026808255655346347,0,0.00011754285339874476,211278.2,211258.81,211278.2,211221.56,(0),(((0)+(x))*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|SubXD|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|MutateTerminalR|AddTreeWithSub|SkipD|MutateNonTerminalR|MultXD|DeleteTerminalR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|AddRandomSubTreeR|AddXD,AddTreeWithAdd,MultXD,2,1,4,4,2
4,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000011231636770883796,-0.0384,0.0000017720711365436489,8451.128,8450.8907,8451.128,8450.753600000002,-0.96,0.00006342348619035605,0,0.000016201943634118882,211278.2,211269.89,211278.2,211264.8,(0),(((0)+(x))+((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|MutateTerminalR|AddTreeWithSub|SkipD|MutateNonTerminalR|MultXD|DeleteTerminalR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|AddRandomSubTreeR|AddXD,AddTreeWithAdd,MultXD,3,1,5,5,2
5,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000014009964113699997,-0.0384,0.000001995473267003491,8451.128,8450.832,8451.128,8450.706400000001,-0.96,0.00006058362859972047,0,0.000013957310748984408,211278.2,211269.72999999998,211278.2,211265.4,(0),(((0)+(x))+((0)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchXR|MutateNonTerminalR|MultXD|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|AddRandomSubTreeR|AddXD,AddTreeWithAdd,MultXD,4,4,6,6,2
6,x*x*x*x*3*x+1,25,-10,-0.0384,0.000001286455488548203,-0.0384,0.0000016660497864919686,8451.128,8450.856200000002,8451.128,8450.775999999998,-0.96,0.0000632341623509436,0,0.000016537051745268228,211278.2,211269.5,211278.2,211264.84,(0),(((0)+(8))+((x)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,MultXD,5,6,7,7,2
7,x*x*x*x*3*x+1,25,-10,-0.0384,0.000001439334488842409,-0.0384,0.0000017285266534856756,8451.128,8450.823900000001,8451.128,8450.7628,-0.96,0.00006266619083284405,0,0.000013668953942413528,211278.2,211269.24,211278.2,211264.96,(0),(((0)+(x))+((5)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,MultXD,4,6,8,8,2
8,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000013214803988319278,-0.0384,0.0000025880568842445796,8451.128,8450.8488,8451.128,8450.5812,-0.96,0.0000904967952208247,0,0.00003580740655549658,211278.2,211268.88,211278.2,211259.08,(0),(((0)+(x))+((x)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|MultXD|DeleteTerminalR|MultXD|AddTreeWithSub|AddToLeafR|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|AddRandomSubTreeR|AddXD,AddTreeWithAdd,MultXD,7,7,9,9,2
9,x*x*x*x*3*x+1,25,-10,-0.0384,0.000001785323805299076,-0.0384,0.000002271886072490551,8451.128,8450.7508,8451.128,8450.648,-0.96,0.00006342348619035605,0,0.000006349879425281984,211278.2,211265.67,211278.2,211264.8,(0),((x)+((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,MultXD,7,6,10,10,2
10,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003142775733609036,-0.0384,0.0000045702774824864455,8451.128,8450.464,8451.128,8450.162400000001,-0.96,0.00026808255655346347,0,0.00008906600127037034,211278.2,211241.94999999998,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,MultXD,7,6,11,11,2
11,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000034830853348840188,-0.0384,0.00000688002832284984,8451.128,8450.3921,8451.128,8449.6744,-0.96,0.00017947899972648766,0,0.00006940941771282193,211278.2,211252.97999999998,211278.2,211240.28,(0),((x)*((5)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|MultXD|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,MultXD,10,11,12,12,2
12,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003247377154863057,-0.0384,0.000006035643999242555,8451.128,8450.4419,8451.128,8449.852799999999,-0.96,0.00023854803761118413,0,0.00009386369385015838,211278.2,211254.93,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,11,12,13,13,2
13,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004397519479058755,-0.0384,0.000009541921504444609,8451.128,8450.1989,8451.128,8449.112,-0.96,0.000209013518668767,0,0.00007713709362118538,211278.2,211251.1,211278.2,211234.04,(0),((x)*((6)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|SubXD|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,11,13,14,14,2
14,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003556921632239028,-0.0384,0.00000659793580218041,8451.128,8450.3765,8451.128,8449.734,-0.96,0.0002976170754957428,0,0.00011207294352482059,211278.2,211249.7,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,11,14,15,15,2
15,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004574063959275383,-0.0384,0.00000806140908054377,8451.128,8450.1616,8451.128,8449.424799999999,-0.96,0.00023854803761118413,0,0.00009428327200824699,211278.2,211237.76,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,11,15,16,16,2
16,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003402149393551731,-0.0384,0.000008065195557330642,8451.128,8450.4092,8451.128,8449.423999999999,-0.96,0.00023854803761118413,0,0.00008877065890989813,211278.2,211255.93,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchXR|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,15,16,17,17,2
17,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000032256049133347593,-0.0384,0.000006014818376909942,8451.128,8450.446499999998,8451.128,8449.8572,-0.96,0.00017947899972648766,0,0.00005670396485034132,211278.2,211255.91,211278.2,211240.28,(0),((x)*((5)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchXR|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,15,16,18,18,2
18,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004148085320684869,-0.0384,0.000009246576315023193,8451.128,8450.2516,8451.128,8449.1744,-0.96,0.00026808255655346347,0,0.00010379540284031217,211278.2,211248.72,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|ReplaceBranchXR|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,15,16,19,19,2
19,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003645903836744967,-0.0384,0.000006580896656637422,8451.128,8450.3577,8451.128,8449.7376,-0.96,0.00023854803761118413,0,0.00008072412336830764,211278.2,211247.99,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|FellTreeD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|SkipD|DeleteTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,MultXD,17,19,20,20,2
20,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004680558618922839,-0.0384,0.000010427957072715747,8451.128,8450.1391,8451.128,8448.9248,-0.96,0.00026808255655346347,0,0.00010394419035975344,211278.2,211246.3,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,DeleteNonTerminalR,19,20,21,21,2
21,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000037665977843459457,-0.0384,0.0000053881564685828785,8451.128,8450.332199999999,8451.128,8449.989599999999,-0.96,0.000209013518668767,0,0.00007502958931836505,211278.2,211245.56,211278.2,211234.04,(0),((x)*((6)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,19,20,22,22,2
22,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000032975479722973663,-0.0384,0.000006883814799636713,8451.128,8450.431299999998,8451.128,8449.6736,-0.96,0.00017947899972648766,0,0.00005884703494639122,211278.2,211256.3,211278.2,211240.28,(0),((x)*((5)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,19,22,23,23,2
23,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003061366482678218,-0.0384,0.0000057194731874871476,8451.128,8450.481199999998,8451.128,8449.9196,-0.96,0.000209013518668767,0,0.00008146727488709872,211278.2,211254.34,211278.2,211234.04,(0),((x)*((6)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|AddTreeWithAdd|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,22,20,24,24,2
24,x*x*x*x*3*x+1,25,-10,-0.0384,0.000005186526579649613,-0.0384,0.000010427957072714368,8451.128,8450.0322,8451.128,8448.9248,-0.96,0.0002976170754957428,0,0.00012129186829442805,211278.2,211243.31,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,23,22,25,25,2
25,x*x*x*x*3*x+1,25,-10,-0.0384,0.000002961971467007005,-0.0384,0.000005993992754580083,8451.128,8450.502199999999,8451.128,8449.8616,-0.96,0.0001499444807842083,0,0.00005075724113911903,211278.2,211260.59,211278.2,211246.52,(0),((x)*((4)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|SkipD|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,22,25,26,26,2
