gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
63,x*x*x*x*3*x+1,25,-10,-0.04348312259336156,0.000002979483922149212,-0.037911325383625315,0.00000748965108563254,8012.0782023809525,8450.498500000002,11032.285333333331,8449.545600000001,-0.9111463463812168,0.00023854803761118413,0.5284328795580526,0.00009879391297261377,221180.53833333333,211256.04,469321,211227.8,(((((2)-(4))/((8)-((9)+(1))))*(((7)-(8))-((8)*((0)*(x)))))+((((x)-(1))*((8)*(5)))*(((8)*(x))*((3)-((0)*(8)))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DivXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,62,59,64,64,1
64,x*x*x*x*3*x+1,25,-10,-0.04606717851616507,0.00000318490028786935,-0.03786418197699255,0.000008655885936176228,7568.09860064935,8450.4551,11281.294685714285,8449.2992,-0.9093118135235911,0.00023854803761118413,0.5289878942462163,0.00010363751076663695,225391.16428571427,211254.93,479010.92,211227.8,((((x)*(8))/((4)+((1)-(3))))*(((3)*(6))*((x)*((x)*(x))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DeleteTerminalR|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|AddTreeWithAdd,AddRandomSubTreeR,DeleteTerminalR,60,63,65,65,1
65,x*x*x*x*3*x+1,25,-10,-0.04620902894993357,0.000003592893161719815,-0.03839068074857384,0.000008655885936176228,6818.850992753624,8450.3689,8500.351866666666,8449.2992,-0.9590694354647095,0.00023854803761118413,0.0004664437242579127,0.00008951960080792543,212497.88260869565,211250.19,216193.4,211227.8,((((7)/((1)-(7)))-(((1)-(0))*((x)*(9))))+(((7)*(8))+((4)*((2)*((9)-(7)))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DeleteTerminalR|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|AddTreeWithAdd,AddRandomSubTreeR,DeleteTerminalR,64,63,66,66,1
66,x*x*x*x*3*x+1,25,-10,-0.03352645228516539,0.000001997839814995802,-0.018873718834452338,0.00000600724542333482,1764142.7387116665,8450.705899999999,7031387.0704,8449.8588,0.9924812466931335,0.000209013518668767,0.9762382111390508,0.00008864108664491074,175784501.93199998,211262.13,702504096.68,211234.04,(((((x)*((x)*(x)))-((5)-((2)*(1))))-(((4)*((5)+(6)))*((0)+((6)/(1)))))*((((3)*(8))-((x)-((1)-(x))))*(((x)*(x))*((3)-((0)*((8)+(5))))))),((x)*(7)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|SubXD|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DeleteTerminalR|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|AddTreeWithAdd,MultXD,DeleteTerminalR,65,63,67,67,1
67,x*x*x*x*3*x+1,25,-10,-0.03885922783632891,0.0000021379394561324233,-0.01945359930094719,0.0000054127685677023615,199920.14545767198,8450.6763,778464.6168000001,8449.9844,0.9315777492304554,0.00026808255655346347,0.9457885401437461,0.00011908066913283603,19457574.310000002,211259.28999999998,77196452.04,211221.56,(((((7)*(0))+((2)*(x)))*(((x)*(0))+((x)-(4))))*(((7)/((4)+(7)))-(((x)*(x))*((x)*((7)*(x)))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DeleteTerminalR|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|AddTreeWithAdd,AddTreeWithDiv,DeleteTerminalR,67,63,68,68,1
68,x*x*x*x*3*x+1,25,-10,-0.04096000081251481,0.0000011118042467260439,-0.038271182999476516,0.0000015903202507435234,8134.2064083333335,8450.8931,9131.5336,8450.792,-0.947437378773579,0.00006058362859972047,0.0059270661223262714,0.000014781310486011177,232035.37000000002,211270.07,277633.4,211265.4,((((x)-(0))*((0)/((8)-(5))))+(((3)*(9))*((2)*((9)*(8))))),((x)*(2)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteNonTerminalR,67,68,69,69,1
69,x*x*x*x*3*x+1,25,-10,-0.05180227651780133,0.0000030448006467330728,-0.029596504449267997,0.000006872455369274721,16890.231535416664,8450.484699999999,54950.795341666664,8449.676000000001,-0.1827287055645116,0.00026808255655346347,0.7457733991274437,0.00009972645594030091,1185236.2,211241.75,4316790.2,211221.56,(((((x)/(9))-((0)-((2)*(3))))-(((8)*((6)*(8)))+((0)+((0)*(2)))))*((((5)-(7))+((8)+(1)))-(((x)*(5))/((6)*((8)*((9)*(x))))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DeleteTerminalR|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|AddTreeWithAdd,AddTreeWithDiv,DeleteTerminalR,69,63,70,70,1
70,x*x*x*x*3*x+1,25,-10,-0.04620330176358312,-0.014997098138851995,-0.03831353943757567,0.000008360540746752058,6849.101733333333,7111.680899999999,8907.808799999999,8449.361599999998,-0.9513645307466647,0.000209013518668767,0.004319163016408954,1.0000897394998631,222669.98333333334,77385.32,256890.36,211234.04,((((8)/((6)*(1)))*(((3)*(x))-((6)-(x))))+(((8)-(0))*((x)*((x)*((8)*(x)))))),((x)*(7)),AddTreeWithDiv|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|SubXD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteNonTerminalR,70,70,71,71,1
71,x*x*x*x*3*x+1,25,-10,-0.048802797104060484,0.000002697391401481501,-0.03816899793100598,0.000005732725856243264,6323.571822222222,8450.5581,9671.270533333334,8449.9168,-0.9385270012082016,0.00023854803761118413,0.010667309236010997,0.00009676694067869922,240196.16333333333,211241.75,324697.61333333334,211227.8,(((((x)*(x))*((1)*(x)))+(((5)*(x))*((0)-((x)/(3)))))-(((6)*((5)-(1)))-(((x)*(8))*((x)*((x)*(7)))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteNonTerminalR,71,71,72,72,1
72,x*x*x*x*3*x+1,25,-10,-0.0421087747191009,0.0000027868469155856265,-0.03311115494168353,0.000006887601276423583,15271.321828571428,8450.539200000001,36386.5696,8449.6728,-0.5285393608995155,0.00026808255655346347,0.21427798307244345,0.00012433762974458718,792892.1199999999,211250.09999999998,2490233.88,211221.56,((((x)+((5)-(3)))/(((4)*(3))*((2)*(5))))-(((x)*((x)*(x)))*((9)*((6)*((3)+(0)))))),((x)*(9)),AddTreeWithDiv|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteTerminalR,70,72,73,73,1
73,x*x*x*x*3*x+1,25,-10,-0.044629211099553,-0.009996793327470601,-0.0009206267725155016,0.000005971273893854722,NaN,NaN,11167804.582,8449.866399999999,0.9951308140633202,0.000209013518668767,1.250894189010892,0.00007855821559547785,271300186.33,211250.12,1084771678.2,211234.04,(((((x)*(x))*((8)*(6)))*(((2)-(1))*((6)+(1))))*(((8)-((3)*(3)))-(((8)-(0))*((x)*((x)*(x)))))),((x)*(7)),AddTreeWithDiv|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteTerminalR,70,72,74,74,1
74,x*x*x*x*3*x+1,25,-10,-0.05142328931148374,0.0000035550283938455924,-0.03833995708028561,0.00000570622051873241,5687.137404761905,8450.3769,8768.272,8449.9224,-0.9541508021177764,0.00023854803761118413,0.5209821630777952,0.00006121018624539883,166182.45,211241.90000000002,242173.4,211227.8,((((5)-(x))*((x)*(9)))*((7)*((x)-(8)))),((x)*(8)),AddTreeWithDiv|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteMaliciousR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteNonTerminalR,70,74,75,75,1
75,x*x*x*x*3*x+1,25,-10,-0.04880100177464053,0.0000026278148905118943,-0.038387694047807244,0.000006895174230000081,6333.054671428571,8450.5728,8516.127485714285,8449.6712,-0.9599996364982284,0.00026808255655346347,0.0006604464643874329,0.00011385988796963669,209124.56,211257.4,211280.12,211221.56,((((4)*(6))-((6)-(2)))+((1)*((7)/((1)*(3))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteNonTerminalR,73,75,76,76,1
76,x*x*x*x*3*x+1,25,-10,-0.05134320468327677,0.000001370231287471677,-0.038175123334339006,0.0000024631031502585432,6110.140807142859,8450.838499999998,9638.916428571429,8450.6076,-0.9487152876430899,0.0000904967952208247,0.005613162813409784,0.00003164843066064464,226424.89571428573,211268.94,270883.54285714286,211259.08,((((0)+((0)-(6)))/(((8)*(5))*((x)-(1))))-(((0)*((x)*(4)))*((x)-((1)/((7)*(x)))))),((x)*(3)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithDiv|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteNonTerminalR,75,75,77,77,1
77,x*x*x*x*3*x+1,25,-10,-0.05431991648836588,0.000002099601378658636,-0.02926845674525682,0.0000071715870354843865,1154682.656566667,8450.6844,4608225.9228,8449.6128,0.9885268570464345,0.00026808255655346347,1.4089756652750407,0.00011504674270100776,115146751.34,211256.65,460375593.8,211221.56,(((((x)*((x)*(x)))*((6)/((3)/(9))))*(((3)*((1)*(2)))+((0)-((2)*(9)))))/((((3)+(0))*((5)-((7)-(6))))-(((3)*(x))*((x)*((6)-((1)-(6))))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|FellTreeD|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteNonTerminalR,77,75,78,78,1
78,x*x*x*x*3*x+1,25,-10,-0.056550495551994165,0.0000034163486815042206,-0.03820880638576689,0.000009246576315023193,5015.239766666667,8450.4062,9461.004066666666,8449.1744,-0.959224877909789,0.00023854803761118413,0.00046821518239762686,0.0001214867636520165,213235.74,211250.02,215372.36,211227.8,(((((9)-(0))*((2)/((6)*(0))))*(((3)+(5))+((4)*((3)*(7)))))*((((6)*(5))+((2)+(x)))+(((2)+(3))-((x)*((x)*((x)*(x))))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,78,78,79,79,1
79,x*x*x*x*3*x+1,25,-10,-0.05515618514735547,0.000003210459006184863,-0.03265848990467439,0.000008072768510904384,12379.92458,8450.4497,38777.52595555555,8449.4224,-0.3882999987693951,0.00026808255655346347,0.6719153124718227,0.00011070997836767745,917823.1,211254.15,3230971.88,211221.56,((((7)*((7)*(5)))*((5)*((5)-(4))))+(((4)-(0))-((0)*((x)*((x)*(x)))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,77,78,80,80,1
80,x*x*x*x*3*x+1,25,-10,-0.04629402486623553,0.000002718690333411612,-0.02833729611782287,0.0000045437721449755916,19586.95996666667,8450.5536,61650.541399999995,8450.168,0.029896272951679823,0.00026808255655346347,0.49551288376898517,0.00010846758042660611,1515188.492,211246.62,5444732.2,211221.56,(((((1)-(1))-((4)*((9)/(2))))*(((8)/(0))-((1)*((x)*(6)))))*((((5)+(0))+((9)-(3)))*(((5)-(0))-((6)*((x)*((x)*(x))))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|ReplaceBranchXR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,77,80,81,81,1
81,x*x*x*x*3*x+1,25,-10,-0.048718439684918256,0.0000018227152635740786,-0.03807594020017209,0.000003947402050947631,6769.14391404762,8450.742900000001,10162.79728,8450.294,-0.9276369828974309,0.00026808255655346347,0.016132694464951483,0.00011750764026160362,254404.8160714286,211258.8,382218.2,211221.56,(((((4)/((4)/(3)))/((7)*((6)*(1))))-(((1)+((x)-(3)))+((4)*((x)*(0)))))*((((3)*(5))-((x)+((8)*(5))))-(((0)*(4))*((x)*((2)+((3)*(x))))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|ReplaceBranchXR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,81,81,82,82,1
82,x*x*x*x*3*x+1,25,-10,-0.051407980865310024,0.0000035706476105936747,-0.03839964134491869,0.000009541921504445988,5767.995928571429,8450.373599999999,8453.0224,8449.112,-0.9599890949468521,0.00026808255655346347,0.5200035470452763,0.00010494143737153985,158486.75285714286,211252.8,211335.8,211221.56,(((2)+((0)-(6)))*((x)*((9)/(4)))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|ReplaceBranchR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|ReplaceBranchR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|ReplaceBranchXR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteTerminalR,81,82,83,83,1
83,x*x*x*x*3*x+1,25,-10,-0.05139087646947578,0.000002124213477777088,-0.03835687806251031,0.000005422234759668853,5858.340577670068,8450.6792,8678.896133333334,8449.9824,-0.9569207916387019,0.00026808255655346347,0.0015345383978222923,0.00012082455987361209,215384.9403265306,211259.82,227542.44,211221.56,((((6)*((0)*(2)))-((4)+((3)/(6))))-(((x)*(x))*((5)*((5)*(x))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|SkipD|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|ReplaceBranchXR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteNonTerminalR,83,83,84,84,1
