gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
42,x*x*x*x*3*x+1,25,-10,-0.033483957964307816,-0.0000070141078679789805,-0.01873527744130007,0.000006999302341652127,1512399.7089000002,8452.6162,6024248.379999999,8449.6492,0.9912217662312134,0.0004235174286793927,0.9755980436916543,0.00021164870967609455,150586173.14000002,211255.27000000002,601710451,211188.72,(((((4)+(1))*((x)*(6)))*(((2)*(8))+((8)*((9)*(x)))))*(((7)*((4)-(7)))-(((0)*(x))+((x)*((x)-(x)))))),(((x)*((7)+(7)))+((3)+((5)+(7)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,ReplaceBranchR,41,42,43,43,0
43,x*x*x*x*3*x+1,25,-10,-0.037145206310920866,0.0000004004560370109797,-0.03337836365512391,0.0000023097508403620184,15078.891800000001,8451.0434,34975.1852,8450.64,-0.4603114263563397,0.00013252668756170773,0.24985050541090348,0.00005794966862532303,871062.08,211268.13,2850610.76,211250.2,((((3)+((5)*(3)))+(((1)*(4))*((1)*(6))))*(((6)*((x)+(4)))*((x)+((x)*((x)-(x)))))),((((6)+(5))-((5)*(x)))+((9)-((8)-(7)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,43,43,44,44,0
44,x*x*x*x*3*x+1,25,-10,-0.037626018055814565,0.0000006101285924081665,-0.035300603053225556,0.0000028493237825800224,12539.2658,8450.9991,24822.0032,8450.525999999998,-0.6500603053225558,0.000053957294221662637,0.1549705038799404,0.0000378433453444828,620544.88,211274.04,1848365.72,211266.8,(((((3)*(x))*((x)+(0)))*(((1)+(8))*((0)+((7)+(9)))))-((((8)-(x))*((5)-(9)))*(((3)-(2))+((x)*((x)-(x)))))),(((3)+((x)+(x)))-((5)+((7)+(4)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|DeleteTerminalR|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,44,43,45,45,0
45,x*x*x*x*3*x+1,25,-10,-0.03840197608650585,0.00000255303454907865,-0.038399564327980834,0.000014536284387129512,8440.6904,8450.5886,8453.429199999999,8448.0568,-0.9599912532386209,0.0004865622671909239,0.0000051024869290045445,0.00024219920406336285,211287.82,211251.84,211324.4,211175.4,(((x)-(7))-((8)*(x))),(((8)*((0)+(x)))+((x)+(4))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,45,43,46,46,0
46,x*x*x*x*3*x+1,25,-10,-0.03187348708764785,0.000008689983616288853,-0.012287780482822766,0.00004294621972357173,127267.791,8449.292,483750.35839999997,8442.054399999999,0.8790276713802349,0.0019080056532099594,0.9195146535702143,0.0008969269524541442,11074078.62,211158.09999999998,43662505.8,210875.08,(((((x)+(6))*((5)*(x)))-(((8)-(6))*((1)*((4)*(7)))))*((((4)*(9))+((0)+(6)))+(((8)*(x))+((x)*((x)-(x)))))),(((5)*((x)+(1)))*((5)+((8)+(7)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|DeleteTerminalR|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,44,46,47,47,0
47,x*x*x*x*3*x+1,25,-10,-0.03478149192626226,-0.0000017427532411814183,-0.023920148571792525,0.000014536284387128136,33536.501800000005,8451.4977,108823.35960000001,8448.0568,0.4833879283423962,0.0013724085116212697,0.7216965377808005,0.0006809118915867184,2714493.0300000003,211204.03,10224219.08,210988.24,(((((x)-(7))*((x)*(4)))-(((1)*(x))+((0)*((4)+(0)))))*((((3)*(x))-((3)*(8)))*(((5)+(x))*((7)*((1)-(x)))))),((((8)-(2))+((5)+(x)))*((3)*((9)+(8)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|ReplaceBranchXR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,45,47,48,48,0
48,x*x*x*x*3*x+1,25,-10,-0.03801207995903032,-0.0000003427375279715179,-0.036854156311441504,0.0000051571813845465384,10500.1042,8451.2008,16616.2048,8450.0384,-0.8213697238995789,0.0004710377123622722,0.06914765273622842,0.00023086428239034858,395678.1,211239.39,943517.08,211178.68,((((x)*((9)*(5)))*((4)*((x)+(9))))*(((1)*(0))*((x)+((x)*((x)-(x)))))),((((x)-(4))+((x)+(x)))*((4)+((5)+(7)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,48,47,49,49,0
49,x*x*x*x*3*x+1,25,-10,-0.03635263954350236,-0.000017683990242766038,-0.030209932572314607,0.000003587686756137006,19265.193799999997,8454.8916,51710.6956,8450.37,-0.1418105682460377,0.00022397010197931913,0.40920409648986666,0.00010379723611548159,1290822.46,211263.28000000003,4532917.96,211230.88,(((((7)+(0))*((4)+(3)))*(((0)-(x))+((2)*(1))))+(((8)*((2)*(8)))+(((0)*(x))+((x)*((x)-(x)))))),((((7)*(4))+((x)+(1)))+((5)*((1)-(3)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|ReplaceBranchXR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,45,49,50,50,0
50,x*x*x*x*3*x+1,25,-10,-0.036751657842598054,-0.0000006515528423588491,-0.031602686126633035,0.0000009750177727770742,17157.5971,8451.2657,44354.234,8450.922,-0.2802678023572711,0.00003464626260545094,0.33987362203009797,0.000018278241355513527,1108797.32,211276.49,3801593.08,211270.88,(((((7)*(1))*((4)*(5)))*(((x)+(8))*((1)-(3))))*(((7)*((x)-(5)))*((4)+((x)*((x)-(x)))))),(((x)-(1))-((7)+(9))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|ReplaceBranchXR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,45,50,51,51,0
51,x*x*x*x*3*x+1,25,-10,-0.038431195210864154,0.00000011603885997455023,-0.03840000727003543,0.000002707330903048244,8286.3563,8451.103500000001,8451.089600000001,8450.556,-0.959998091615699,0.000019121707776799258,0.0000008339193984004146,0.000006424004586933335,211283.88,211275.40000000002,211288.28,211274.16,(((x)-((5)*(x)))-((9)+(5))),((((0)+(9))*((2)*(7)))*((2)+((5)+(x)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|MultXD|ReplaceBranchXR|SubXD|ReplaceBranchXR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,45,51,52,52,0
52,x*x*x*x*3*x+1,25,-10,-0.03360053434787625,0.0000013484788829965147,-0.019205530604813358,0.000006688811245080472,299271.5975,8450.8431,1171715.0832,8449.7148,0.9546661642186096,0.00024081992368358237,0.9572990356161335,0.00012017161996813187,29286833.939999998,211255.81,116512421.88,211227.32,(((((x)*(8))-((5)-(0)))*(((5)*(5))*((5)*((2)*(9)))))*(((6)-((2)-(x)))*(((9)-(0))*((x)+((x)-(x)))))),(((0)+((9)*(x)))-((4)+((9)+(9)))),MutateTerminalR|ReplaceBranchXR|MultXD|FellTreeD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,51,51,53,53,0
53,x*x*x*x*3*x+1,25,-10,-0.03836598176243455,0.0000013887755350951885,-0.03823324121466389,0.000015047458753438407,8630.810800000001,8450.835,9331.9404,8447.948799999998,-0.9480932268449844,0.0014023216782422362,0.005952635971921784,0.0009434724832890486,227006.91,211249.85,274169.24,210981.92,((((4)-((x)+(x)))*((2)-((3)-(4))))*(((8)*(6))*((7)*((8)+((x)-(x)))))),(((6)+((1)*(7)))*((7)+(x))),MutateTerminalR|ReplaceBranchXR|MultXD|FellTreeD|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,51,53,54,54,0
54,x*x*x*x*3*x+1,25,-10,-0.038401615159538466,0.0000001685150029169158,-0.03839978326206869,0.0000018023629508427518,8442.5968,8451.0924,8452.272799999999,8450.7472,-0.959984248256564,0.0000632341623509436,0.0000072100616443227085,0.000037902500284137045,211305.76,211276.03,211361.4,211264.84,((((1)*((x)+(0)))-(((6)*(0))*((4)*(5))))*(((3)-(8))*((2)-((0)+((x)-(x)))))),(((x)*((2)+(9)))+((5)-(6))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,54,52,55,55,0
55,x*x*x*x*3*x+1,25,-10,-0.03178758796565412,0.000000006173807566199886,-0.012267559033067572,0.0000008273451780656775,74634.39669999998,8451.1267,271508.7288,8450.9532,0.7575532246581725,0.000013631316434940549,0.8591014726714701,0.000004722987919453611,5602400.26,211276.3,21786039.4,211275.32,(((((6)*(4))*((x)-(1)))*(((x)+(3))*((3)*((x)*(7)))))*((((4)-(0))*((0)+(5)))*(((8)+(8))*((x)+((x)-(x)))))),((((1)+(4))+((4)+(8)))-((6)*((8)+(4)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,54,53,56,56,0
56,x*x*x*x*3*x+1,25,-10,-0.03680426099805848,0.0000003903232413895303,-0.03202225153375975,0.000007726305884849875,16879.749600000003,8451.0456,42138.1084,8449.4956,-0.32243559818286976,0.00006664199145967875,0.3186918717015495,0.000035054873741994467,1053891.3,211270.83,3578864.68,211264.12,(((((9)*(1))*((8)+(0)))*(((9)*(3))*((1)*((8)-(2)))))-(((8)+((7)*(x)))*(((9)-(4))*((x)+((x)-(x)))))),(((9)+((x)*(0)))+((2)+(8))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,54,56,57,57,0
57,x*x*x*x*3*x+1,25,-10,-0.03836079213094394,0.0000008088899954924823,-0.03816292899125418,0.000004193523042134211,8658.2222,8450.9571,9703.326399999998,8450.242,-0.9362957465559627,0.00018156156195961123,0.013669671377970495,0.00008091846481820517,232220.61000000002,211264,336483,211239.84,(((((3)-(x))-((0)-(6)))+(((x)+(8))*((2)+((4)*(x)))))*(((0)+((9)*(9)))+(((3)*(7))+((0)*((8)-(x)))))),(((3)+((0)+(x)))*((7)-(x))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,56,57,58,58,0
58,x*x*x*x*3*x+1,25,-10,-0.03834787089250098,0.0000010881387668036217,-0.03817228219475554,0.00000463275434948153,8726.4716,8450.8981,9653.923200000001,8450.1492,-0.9373284702349792,0.0001836441241927348,0.011672318452966594,0.00008792774377764822,238801.35,211267.19,331028.2,211239.4,(((((4)-(1))*((0)*(7)))+(((3)*(x))*((5)-((1)-(4)))))*(((8)-((x)-(0)))*(((7)*(x))+((x)-((8)*(9)))))),(((x)*((6)+(8)))+((1)+(3))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|SubXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,58,57,59,59,0
59,x*x*x*x*3*x+1,25,-10,-0.03769136829071812,0.00000008426967669063746,-0.03653121876274978,0.0000009863772031390656,12194.088800000001,8451.110200000001,18321.9464,8450.9196,-0.7731310092569892,0.000031806405014815366,0.09208144676586473,0.000012986750607772832,610093.8300000001,211275.04,1198311.8,211271.48,(((((2)-(6))*((6)-(0)))*(((7)+(4))-((8)*((x)*(6)))))*((((2)*(5))+((3)+(0)))+(((0)*(3))*((8)+((x)-(x)))))),(((4)*(0))+((x)+(2))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,59,57,60,60,0
60,x*x*x*x*3*x+1,25,-10,-0.03826927149133228,0.0000004293253643284404,-0.0378360135215086,0.0000022870319796380356,9141.6301,8451.0373,11430.0792,8450.6448,-0.9233651252235204,0.00012230320023564006,0.018251995416410916,0.00005775098658983664,260184.30000000002,211270.61000000002,404781.96,211252.36,(((((x)+(0))*((2)-(7)))*(((1)*(4))*((8)+(x))))*(((3)*((9)+(6)))+(((0)*(9))*((2)+((x)*(x)))))),(((4)+((1)*(x)))*((3)+(1))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,59,60,61,61,0
61,x*x*x*x*3*x+1,25,-10,-0.033264126213098565,0.000003916163617450088,-0.02053688883900528,0.000008250732919914884,81695.08009999999,8450.3006,287269.26879999996,8449.3848,0.8114572977689488,0.0003019715238014024,0.8525889497543201,0.00010248109218518255,7516836.139999999,211233.39,28014635.08,211214.4,(((((7)*(8))*((8)*(7)))*(((x)+(x))-((0)*((4)+(0)))))-(((1)*((x)+(0)))*(((0)*(8))*((2)+((x)*(x)))))),(((4)+((3)+(x)))+((9)*(x))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MutateTerminalR|SkipD|AddToLeafR|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,MutateTerminalR,59,61,62,62,0
62,x*x*x*x*3*x+1,25,-10,-0.03347576964401648,0.000004744707652556356,-0.01869326213499439,0.000034759856909044675,4139126.354800001,8450.1268,16531203.885200001,8443.784,0.9968034903696776,0.0012131871627077803,0.9785239081728732,0.0006110673312739293,413260813.94000006,211215.43,1652413291.64,211021.88,(((((7)*(x))+((x)*(0)))*(((6)-(5))*((7)*((4)*(x)))))*((((1)+(x))+((7)*(6)))*(((9)*(8))+((0)-((3)*(x)))))),(((3)+((2)*(8)))*((x)+(x))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MutateTerminalR|SkipD|AddToLeafR|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,61,61,63,63,0
