gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
31,x*x*x*x,25,-10,-0.03848628414586329,0.0005496176970330685,-0.03837026271075676,0.001942621879492878,231.62879999999998,241.46790000000001,249.3824,232.94160000000002,-0.9572333028362305,0.08189779113841324,0.001383348581884769,0.040320686135804557,6226.639999999999,5989.66,6544.16,5619.52,(((1)-((x)*(x)))-((2)+((x)*(x)))),((((8)-(0))*((6)*(x)))+((x)*((x)+(x)))),AddToLeafR|MutateTerminalR|DeleteNonTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MutateTerminalR,AddToLeafR,FellTreeD,30,31,32,32,3
32,x*x*x*x,25,-10,-0.03841822114756241,0.0010103907985884203,-0.03839908508691675,0.003790092798327016,242.0438,238.6476,244.972,221.6336,-0.9600000000000001,0.1685139197490525,0.000010456149522886093,0.08381448364343011,6120,5858.83,6120.8,5089.36,(((0)*((6)+(x)))*((7)-((6)*(5)))),(((x)*((2)*(9)))+((x)*((x)+(x)))),AddToLeafR|MutateTerminalR|DeleteNonTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MutateTerminalR,AddToLeafR,MutateTerminalR,32,31,33,33,3
33,x*x*x*x,25,-10,-0.03844786041040387,0.0002805362747487815,-0.03836120245719514,0.0012071624624232142,237.5084,243.11530000000002,250.76879999999997,237.4432,-0.9561202457195137,0.04488302182721217,0.0019151644744905348,0.02165105821946215,6275.219999999999,6036.139999999999,6714.48,5846.08,(((x)*((3)-(8)))*((6)*(7))),((((x)*(0))+((5)+(2)))-((5)*((x)+(x)))),AddToLeafR|MutateTerminalR|DeleteNonTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MutateTerminalR,AddToLeafR,MutateTerminalR,33,31,34,34,3
34,x*x*x*x,25,-10,-0.03832901777545419,0.0008992809182278598,-0.038075922101686054,0.004640831263887075,255.69370000000004,239.32769999999996,294.4224,216.4264,-0.9275922101686054,0.16818716507646067,0.016205202356054233,0.0795190171219449,7360.26,5821.4400000000005,11079.84,5091.36,(((9)*((3)*(x)))*((x)*(x))),((((5)-(0))+((4)+(9)))*((x)+((x)*(x)))),AddToLeafR|MutateTerminalR|DeleteNonTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,FellTreeD,33,33,35,35,3
35,x*x*x*x,25,-10,-0.03379724122749692,0.00508134116474806,-0.020604468765692826,0.02941654685662005,1738.4071999999996,240.6196,6124.948400000001,64.7792,0.7368421052631579,0.9040648281270423,0.84731158464674,0.41746077741754806,150227.25999999998,4371.1,581476,587.2,((((x)*(x))+((0)*(8)))*((9)+((3)*((x)*(x))))),((((x)+(0))*((x)+(x)))*((x)+((x)*(x)))),AddToLeafR|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,MultXD,34,35,36,36,3
36,x*x*x*x,25,-10,-0.03695148869428833,0.005209118174216016,-0.03530351065220233,0.018143118546595217,466.4832,212.9678,718.6568000000001,133.78160000000003,-0.6540985492092537,0.6669585675075154,0.13944917082588504,0.32783001120890315,28947.6,5048.22,52929.84,2038.48,((((1)*(6))+((5)*(1)))+((9)*((9)*((9)*(x))))),((((9)-(0))*((x)+(1)))+((x)*((x)+((x)*(x))))),AddToLeafR|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,FellTreeD,34,35,37,37,3
37,x*x*x*x,25,-10,-0.037738236831786696,0.0008469157550677175,-0.03561510913606065,0.005096065873741995,346.095,251.10940000000002,670.9759999999999,213.64,-0.7623196967716639,0.0725918180629984,0.10128726207514145,0.030319989168188927,13191.939999999999,5790.66,36369.84,5676.48,((((6)-(0))*((7)+(5)))*((x)*((x)*(x)))),((((0)*(0))+((0)+(7)))-((0)*((x)+((x)*(x))))),AddToLeafR|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,FellTreeD,34,36,38,38,3
38,x*x*x*x,25,-10,-0.03790460854790224,0.0004040139055826306,-0.036000000000000004,0.004467128479937263,320.6368,262.31440000000003,612.08,217.4896,-0.72,0.1343092406221409,0.12000000000000006,0.07226122307881135,15302,5681.76,42845.6,5298.72,(((x)*((2)-(8)))*((x)*((x)*(x)))),((((6)+(0))+((8)-(0)))*((x)+((x)*(x)))),AddToLeafR|MutateTerminalR|DeleteNonTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,FellTreeD,35,38,39,39,3
39,x*x*x*x,25,-10,-0.03840526532479415,0.002449941184158934,-0.03839959743824337,0.005489347797673508,244.02630000000002,229.83640000000005,244.8936,211.2328,-0.9600000000000001,0.21727878708665535,0,0.09148755430429689,6120.8,5605.56,6120.8,4790.88,(((x)+((0)*(2)))*((3)*((0)*(x)))),((((6)-(2))*((x)+(0)))-((0)*((x)+((x)*(x))))),AddToLeafR|MutateTerminalR|DeleteNonTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,AddRandomSubTreeR,39,39,40,40,3
40,x*x*x*x,25,-10,-0.03768380342438897,0.002408377989805255,-0.03539483466213567,0.006445954777153317,354.42440000000005,230.09080000000003,704.6824,205.37759999999997,-0.6594834662135669,0.2763560318912561,0.15024476588971178,0.11772016566616147,17620.16,5345.38,52105.84,4429.28,(((5)*((4)*(5)))*((x)*((x)*(x)))),((((5)+(0))*((x)+(1)))*((1)*((x)+((x)*(x))))),AddToLeafR|MutateTerminalR|FellTreeD|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,40,40,41,41,3
41,x*x*x*x,25,-10,-0.038396803032283364,0.0015488532826351882,-0.03837908770095413,0.004198013331590645,245.32119999999998,235.3824,248.032,219.1368,-0.9579087700954124,0.11573650503202204,0.0010456149522938274,0.05058794116470319,6200.8,5749.46,6440.8,5412.4,(((x)*((x)*(x)))*((0)-(1))),((((6)+(0))*((0)+(x)))*((x)+((x)*(x)))),MutateNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteTerminalR,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,MutateTerminalR,AddRandomSubTreeR,41,40,42,42,3
42,x*x*x*x,25,-10,-0.03071855471541754,0.0005503981168890948,-0.02181180087709297,0.006497059207946676,1577.8247999999999,255.86520000000002,3413.4703999999992,205.0648,0.4680851063829787,0.1335380995948243,0.5455917975272566,0.0588858584966254,126734.77999999998,5794.48,287677.6,5303.44,((((x)*(4))*((x)*(x)))*((4)*((3)*(x)))),((((8)+(0))*((0)+(x)))*((x)+((x)*(x)))),AddToLeafR|MutateTerminalR|FellTreeD|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|FellTreeD|MultXD|AddXD|AddRandomSubTreeR|SkipD|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,40,42,43,43,3
43,x*x*x*x,25,-10,-0.03690844072670239,-0.0001988660327812414,-0.03549457587243498,0.005319958175401909,473.0704,294.901,689.42,212.2696,-0.6962106914128873,0.40386877532348714,0.12271350452729839,0.2023830843743185,28245.579999999998,5488.92,46485.84,3648.8,((((x)*(x))*((5)*(3)))*((6)-((0)*(x)))),((((8)*(1))*((x)-(0)))+((0)*((x)+((x)*(x))))),AddToLeafR|MutateTerminalR|FellTreeD|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,AddRandomSubTreeR,40,42,44,44,3
44,x*x*x*x,25,-10,-0.037124200104561494,0.0009252179185088999,-0.03325171611554045,0.006869690236570383,440.0549,253.57319999999999,1032.6224,202.78400000000002,-0.49788367533655736,0.21727878708665535,0.23105816233172138,0.11397740463776611,23799.06,5462.64,76833.84,4790.88,((((x)*(x))*((6)+(6)))*((4)*((3)*(x)))),((((4)+(0))*((x)+(0)))-((0)*((x)+((x)*(x))))),AddToLeafR|MutateTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,AddRandomSubTreeR,44,44,45,45,3
45,x*x*x*x,25,-10,-0.0372213305450268,0.0016859124996505082,-0.03491435890733238,0.005808783165599269,425.19199999999995,234.58719999999997,778.2048,209.27759999999998,-0.8054821591948765,0.40386877532348714,0.08849806533536697,0.1920627671924401,17847.72,5405.120000000001,29765.12,3648.8,((((x)*(x))*((0)-(7)))-((x)*((9)*(x)))),((((x)*(0))*((9)+(7)))+((x)*((x)+((x)*(x))))),AddToLeafR|MutateTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|SkipD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,44,45,46,46,3
46,x*x*x*x,25,-10,-0.03653177913052667,0.0022396166946561545,-0.02346041151622511,0.009930989413148607,1070.8352,231.1678,3161.1999999999994,184.0464,0.4680851063829787,0.43513266239707227,0.6644505372102977,0.18601100162275183,89848.25999999998,5098.299999999999,287677.6,3457.44,((((x)*(6))*((x)*(x)))*((4)+((4)*(x)))),((((8)*(0))+((8)-(1)))+((0)*((x)+((x)*(x))))),AddToLeafR|MutateTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|SkipD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,44,45,47,47,3
47,x*x*x*x,25,-10,-0.03845202587897007,0.0027116713384298273,-0.038400000000000004,0.0075045092144817695,236.87099999999998,229.03779999999998,244.832,198.89839999999995,-0.9600000000000001,0.43783819108613253,0,0.23810182301267135,6120.8,4804.82,6120.8,3440.88,((((x)*(7))*((9)*(1)))*((0)*((x)*(x)))),((((x)*(6))+((7)+(0)))*((x)+((x)*(x)))),AddToLeafR|MutateTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|AddXD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,44,47,48,48,3
48,x*x*x*x,25,-10,-0.03333994641918155,0.0022338963436851554,-0.01899731802543879,0.011425042478107437,1158.2421999999997,252.035,3770.3135999999995,174.9016,0.44803188847690273,0.5042478107436936,0.6966451853615272,0.21655551215230964,75667.35999999999,4699.34,277226.16,3034.4,((((9)*(0))-((6)*(9)))*((x)*((x)*(x)))),((((8)*(9))+((0)+(5)))*((x)*((x)*(x)))),AddTreeWithMult|MutateTerminalR|AddTreeWithDiv|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|MutateNonTerminalR|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|SkipD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,48,45,49,49,3
49,x*x*x*x,25,-10,-0.0371349919836187,0.0008705723933731893,-0.03334251993203503,0.0037665664619004053,438.40352666666666,239.6696,1018.7276,221.77759999999998,-0.4594829434060907,0.2085217618611947,0.24617050611742008,0.10032841737865647,26246.36,5763.719999999999,82709.92,4844.48,((((x)*(x))*((2)+(2)))+((x)*((x)*(x)))),(((4)+((0)*(x)))+((0)*((x)*(x)))),AddToLeafR|MutateTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|AddTreeWithSub|MutateNonTerminalR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|SkipD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,49,49,50,50,3
50,x*x*x*x,25,-10,-0.028096944480905685,0.003743449169093784,-0.01747508924064202,0.010025356162593126,1894.8547,221.9191,3593.660133333333,183.4688,0.2655339897161319,0.40658737419945107,0.7075623788636448,0.20464716171575384,107231.31999999999,4890.08,208341.84,3632.16,((((7)*(8))+((1)*(6)))*((x)*((x)*(x)))),((((7)-(0))*((x)+(7)))-((0)*((x)*(x)))),AddToLeafR|MutateTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|DeleteMaliciousR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|SkipD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,44,50,51,51,3
51,x*x*x*x,25,-10,-0.03365114710318737,0.0033294340609070715,-0.020820377198529076,0.006087831655992681,1031.0552,224.4532,3173.0808,207.56959999999998,0.32432432432432434,0.39738596261926545,0.6184558512555378,0.16491167242878738,67927.26,4757.88,226469.6,3688.48,((((x)*(6))*((2)-(8)))*((x)*((x)*(x)))),(((8)*((x)+(0)))-((0)*((x)*(x)))),AddToLeafR|MutateTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|DeleteMaliciousR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|DeleteTerminalR|MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|SkipD|SkipD|MultXD,AddToLeafR,SkipD,44,51,52,52,3
52,x*x*x*x,25,-10,-0.03784940922755196,0.002052904840310365,-0.036000000000000004,0.005981309632727748,329.0834,232.27779999999998,612.08,208.2216,-0.72,0.240373807345445,0.12000000000000005,0.10352864458222459,15302,5548.1,42845.6,4649.52,((((x)*(0))-((0)-(8)))*((x)*((x)*(x)))),((((6)+(0))*((x)+(0)))-((8)*((x)*(x)))),AddToLeafR|DeleteTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|DeleteMaliciousR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|SkipD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,52,52,53,53,3
53,x*x*x*x,25,-10,-0.03771782642791792,0.0010960207239577354,-0.036000000000000004,0.006755326101163248,349.2182,240.08239999999998,612.08,203.48399999999998,-0.72,0.41449483727617303,0.11554093069803958,0.19642252171303184,16568.56,5375.1,42845.6,3583.76,((((4)*(x))*((x)*(x)))*((2)+((0)*(x)))),(((5)-((0)*(9)))+((x)*((x)*(x)))),AddToLeafR|DeleteTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|DeleteMaliciousR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|DeleteTerminalR|MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|SkipD|SkipD|MultXD,AddToLeafR,SkipD,52,51,54,54,3
54,x*x*x*x,25,-10,-0.03383661874264802,0.0024398379734352524,-0.023799006665795323,0.008343092406221409,943.1206,230.24660000000003,2479.0760000000005,193.7656,-0.06809149130832562,0.43628283884459546,0.42357364144035226,0.19670122839890494,55542.76,5151.360000000001,142600.64,3450.4,((((x)*(x))+((3)*(3)))*((7)*((x)*(x)))),((((4)*(2))*((x)+(6)))-((0)*((x)*(x)))),AddToLeafR|MutateTerminalR|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|DeleteMaliciousR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|SkipD|SkipD|SkipD|MultXD,AddToLeafR,SkipD,54,52,55,55,3
55,x*x*x*x,25,-10,-0.03084031058035287,0.0014746653127925898,-0.008850595347159741,0.0051167167690498,1492.0629999999999,235.8109,5128.2712,213.51359999999997,0.38219128217070736,0.3092144817670893,0.6736907075873059,0.14857669300208395,65924.31999999999,5577.96,247681.84,4228.16,((((7)*(8))*((6)+(2)))*((x)*((x)*(x)))),(((5)*((0)+(6)))+((x)*((x)*(x)))),AddRandomSubTreeR|SubXD|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|DeleteMaliciousR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|SkipD|SkipD|MultXD,AddRandomSubTreeR,SkipD,55,55,56,56,3
56,x*x*x*x,25,-10,-0.033949329357023224,0.004407626454058293,-0.024734596215179542,0.0216637040909685,932.2862999999999,217.8538,2361.5627999999997,112.23279999999998,0.12136144762333491,0.9451052150045746,0.48528749049054826,0.43152215039514474,63956.70999999999,4102.84,174155.8,336,((((4)*(7))*((x)*(0)))-((x)*((x)-((x)*(x))))),((((x)*(0))+((x)+(0)))+((6)*((x)*(x)))),AddRandomSubTreeR|SubXD|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|DeleteMaliciousR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|SkipD|SkipD|MultXD,AddRandomSubTreeR,SkipD,55,55,57,57,3
57,x*x*x*x,25,-10,-0.03391689211268914,0.0023309823138591536,-0.022462397884817468,0.010283100248333552,933.0842,236.86039999999997,2692.592,181.8912,0.07376021151825365,0.46806953339432755,0.5028276075704726,0.24981390085423757,49870.600000000006,4903.639999999999,165205.6,3255.84,((((x)*(x))*((x)*(0)))+((4)*((7)-((x)*(x))))),((((2)*(0))+((0)+(9)))*((7)*((x)*(x)))),AddToLeafR|SubXD|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|DeleteMaliciousR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|SkipD|SkipD|MultXD,AddToLeafR,SkipD,57,55,58,58,3
58,x*x*x*x,25,-10,-0.03029766035911976,0.0032964231171296716,-0.005724605624166921,0.013296170435237224,3692.1684000000005,224.695,14074.886400000001,163.4488,0.8691036775519394,0.3752058554437329,0.9143745269129698,0.16903558552962,296885.5,5277.3,1169016.8,3824.24,((((x)*(x))*((x)*(8)))*((6)*((4)-((x)*(x))))),((((7)+(0))+((7)*(x)))+((2)*((x)*(x)))),AddToLeafR|SubXD|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|SkipD|SkipD|MultXD,AddToLeafR,SkipD,57,58,59,59,3
59,x*x*x*x,25,-10,-0.021085998712715256,0.002557002468987722,0.0010600062195603476,0.010910992027185991,4934.804800000001,229.18740000000003,13815.428800000002,178.048,0.8149564882915901,0.4705528689060254,0.7834304840886529,0.2192391560368682,241929.76,5240.76,826940.64,3240.64,((((x)*(x))*((x)*(8)))*((8)+((x)-((x)*(x))))),((((2)*(6))*((x)+(8)))-((2)*((x)*(x)))),AddToLeafR|SubXD|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|SkipD|SkipD|MultXD,AddToLeafR,SkipD,57,58,60,60,3
60,x*x*x*x,25,-10,-0.023035095785951195,0.0016191860892588988,0.016707380547216016,0.015524375898575351,6402.380000000001,270.4152,23903.0048,149.8104,0.8795589101282472,0.5435367925761339,0.9197185255791265,0.2642069177465148,322228.76,5209.08,1270496.64,2793.92,((((7)*(6))*((x)*(x)))*((9)*((6)-((x)*(x))))),(((x)*((6)+(6)))+((0)*((7)*(x)))),AddToLeafR|SubXD|DeleteTerminalR|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|SkipD|SkipD|MultXD,AddToLeafR,SkipD,60,58,61,61,3
61,x*x*x*x,25,-10,-0.02192659393713029,0.00032561876102250636,0.0019472039040157863,0.002157365050320222,3033.0742,242.9154,7429.538400000001,231.6272,0.5283047948794777,0.05228074761469089,0.6491423715194622,0.026140373807345442,154028.4,6040.8,324404.4,5800.8,((((6)*(9))*((x)*(x)))*((x)-((2)-((3)*(x))))),(((7)*((0)-(0)))+((x)*((x)*(x)))),AddToLeafR|SubXD|AddTreeWithSub|AddToLeafR|MultXD,FellTreeD|MutateTerminalR|DeleteMaliciousR|SkipD|AddRandomSubTreeR|AddTreeWithSub|SkipD|FellTreeD|MutateTerminalR|MultXD|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|MultXD|DeleteTerminalR|DeleteTerminalR|MutateTerminalR|SkipD|SkipD|MultXD,AddToLeafR,SkipD,60,61,62,62,3
