gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
67,x*x*x*x*3*x+1,25,-10,-0.03840018903985362,0.0000003029181429989467,-0.03839996342263423,0.0000012116725719957869,8450.1295,8451.063999999998,8451.3212,8450.872,-0.959999447174389,0.00006058362859972047,0.0000005964993011070849,0.000030291814299860236,211277.93,211275,211281.12,211265.4,((1)-((8)-(4))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,67,67,68,68,1
68,x*x*x*x*3*x+1,25,-10,-0.03840010906946387,0.0000003078878937823179,-0.03839997697822113,0.0000015240569069615676,8450.5519,8451.06295,8451.2496,8450.805999999999,-0.9600001741779322,0.00006058362859972047,0.0000015809043175825927,0.000030291814299860236,211270.12,211275,211277.28,211265.4,(((0)*((9)+(4)))+((9)-((0)*(x)))),(((0)*(0))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,68,68,69,69,1
69,x*x*x*x*3*x+1,25,-10,-0.038400083870460844,-0.004999997633452008,-0.03839988837466431,0.00000001893238393848883,8450.685,8004.849499999999,8451.7176,8451.124,-0.959990306619424,0,0.000004810359245897514,1,211292.47,166650.40000000002,211329.4,211278.2,(((0)-((8)+(1)))-((1)*(x))),(0),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|DivXD|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,69,69,70,70,1
70,x*x*x*x*3*x+1,25,-10,-0.03840004079928738,-0.000006102650039886755,-0.03839994880683383,0.0000024233451439888188,8450.9125,8452.421,8451.3984,8450.616,-0.9599977432598347,0.00006058362859972047,0.0000011283700826481002,0.000029002204153813268,211281.18,211273.4,211290.12,211265.4,((8)-((x)*(2))),(((0)*((0)*(x)))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,70,70,71,71,1
71,x*x*x*x*3*x+1,25,-10,-0.038400126884837155,-0.000006996404992742171,-0.0383998849668352,0.0000006160913272983674,8450.4578,8452.610520833332,8451.7356,8450.997833333335,-0.9599927299645681,0.00003108066363046989,0.0000043547226793083215,0.000015540331815234947,211283,211276.55833333335,211316.6,211271.63333333336,((3)-((9)*(x))),(((0)+(5))/((6)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR,DeleteNonTerminalR,DeleteNonTerminalR,71,71,72,72,1
72,x*x*x*x*3*x+1,25,-10,-0.03840013612384051,-0.009999469893249752,-0.03839961059872718,0.0000018175088579916143,8450.409,7558.46,8453.1848,8450.743999999999,-0.959997485779413,0.00006058362859972047,0.000002141209379178277,1.0000201946448195,211281.5,166644,211291.48,211265.4,((0)-((6)*(8))),(((0)*((x)*(x)))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR,DeleteNonTerminalR,DeleteNonTerminalR,72,72,73,73,1
73,x*x*x*x*3*x+1,25,-10,-0.03840010217807611,-0.009999310861224677,-0.03839981415971927,0.0000021507188152900077,8450.5883,7558.4264,8452.1096,8450.6736,-0.9599867473312438,0.00006058362859972047,0.000006677846607960245,1.0000100976792488,211295.3,166647.2,211348.2,211265.4,(((7)-((6)-(x)))-((8)+((0)*(x)))),(((0)*(x))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR,DeleteNonTerminalR,DeleteNonTerminalR,73,73,74,74,1
74,x*x*x*x*3*x+1,25,-10,-0.038400087884126244,-0.0049993806152267475,-0.03839995531957391,0.0000024233451439888188,8450.6638,8004.7191375,8451.364,8450.616,-0.9599977508327883,0.00006058362859972047,0.000001961228061667527,1.0000053485128833,211278.91,166648.70500000002,211290.08,211265.4,(((0)+((4)-(x)))*((2)+(1))),((((0)-(x))*((0)*(0)))+((1)*((x)+((x)+(x))))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR,DeleteNonTerminalR,DeleteNonTerminalR,74,74,75,75,1
75,x*x*x*x*3*x+1,25,-10,-0.038400000530106754,0.0000012769892965786145,-0.03839989874961071,0.000005369224084645768,8451.1252,8450.8582,8451.6628,8449.9936,-0.95999394163714,0.00020787757563256787,0.000002741388274316164,0.00009991582438774971,211288.88,211265.62,211310.2,211234.28,((1)-((6)*(x))),((((3)+((6)-(0)))-((0)-((0)-(x))))*(((x)*(4))/((4)+((x)+(x))))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,75,75,76,76,1
76,x*x*x*x*3*x+1,25,-10,-0.03840011096270226,-0.004999540450187746,-0.03839986906363269,0.0000015354163373263137,8450.5419,8004.752907142857,8451.819599999999,8450.8036,-0.959990306619424,0.00003029181429992911,0.000006312158639830708,1.000005048737671,211285.84,166648.8,211329.4,211271.8,((0)-((x)*(8))),((0)+(x)),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,76,76,77,77,1
77,x*x*x*x*3*x+1,25,-10,-0.04100009026960661,-0.004999171708202738,-0.03839996508868402,0.000002707330903049621,7922.4557,8004.675,8451.3124,8450.556,-0.9599984626904242,0.00003029181429992911,0.0000007433173163981781,1.000005048737671,211280.47,166648.8,211286.32,211271.8,((1)-((8)-(x))),((0)+(x)),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,77,77,78,78,1
78,x*x*x*x*3*x+1,25,-10,-0.03840015670334185,0.0000005291688534142228,-0.03839994880683383,0.0000024044127600517075,8450.3003,8451.016200000002,8451.398399999998,8450.62,-0.9599990988185246,0.00014956583310538342,0.0000009425082539030923,0.00008780392693316492,211277.19,211271.82,211282.96,211246.6,(((0)-((x)+(7)))+((4)+((9)*(2)))),(((0)+((x)*(x)))+((0)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|SkipD|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,78,78,79,79,1
79,x*x*x*x*3*x+1,25,-10,-0.03840039928397724,-0.00000011295736252953349,-0.038399975236441806,0.0000009087544289978734,8449.019,8451.15187142857,8451.2588,8450.935999999998,-0.9599987883274281,0.00003029181429992911,0.0000014194171080224795,0.000015015548245822209,211278.03,211276.55714285714,211284.6,211271.8,((3)*((0)-(x))),(((0)*(x))+((x)+(0))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddTreeWithAdd,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|SkipD|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,79,79,80,80,1
80,x*x*x*x*3*x+1,25,-10,-0.038399962494947426,-0.009999036814967185,-0.03839981938505724,0.0000029250533183298452,8451.3261,7558.368499999999,8452.082,8450.51,-0.9599890949468521,0.0000904967952208247,0.000005395623576922876,1.1547441516055066,211294.26,122014.62,211335.8,211259.08,(((0)-((x)-(7)))+((2)*((x)+(x)))),(((0)+(x))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddXD,DeleteNonTerminalR,DeleteNonTerminalR,80,80,81,81,1
81,x*x*x*x*3*x+1,25,-10,-0.03840009541921505,0.00000022718860724912397,-0.038399929420072684,0.0000012116725719944094,8450.624,8451.08,8451.5008,8450.872000000001,-0.9599964407118198,0.00006058362859972047,0.0000020725591218446982,0.000029002204153813268,211282.45,211273.4,211297,211265.4,((1)-((x)*(x))),(((0)*((0)/(8)))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,81,81,82,82,1
82,x*x*x*x*3*x+1,25,-10,-0.03840010941024677,-0.00499999100711763,-0.03839998265793631,0.00000007194305896295152,8450.5501,8004.8481,8451.2196,8451.1128,-0.9599997122277641,0,0.0000013271695666793053,1,211275.22000000003,166650.40000000002,211279.72,211278.2,((0)-((0)+(6))),(0),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,82,82,83,83,1
83,x*x*x*x*3*x+1,25,-10,-0.03840012472654539,-0.0000005260340713647883,-0.0383999822035591,0.0000018175088579929918,8450.4692,8451.2392,8451.222,8450.744,-0.9599998712597893,0.00003029181429992911,0.0000005827566968450168,0.000017488987140306226,211275.94,211275,211278.88,211271.8,(((0)*((1)+(4)))-((x)-((3)+(x)))),((0)+(x)),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,83,83,84,84,1
84,x*x*x*x*3*x+1,25,-10,-0.041000008557437545,0.0000006058362859975491,-0.0383999540321718,0.0000021204270009909055,7922.887299999999,8451,8451.3708,8450.68,-0.9599986520142636,0.00006058362859972047,0.0000012248593999439682,0.000029002204153801277,211279.81,211270.19999999998,211285.32,211265.4,(((0)-((1)*(4)))*((7)+(2))),(((0)-((0)*(x)))+((x)+(x))),FellTreeD|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,84,84,85,85,1
85,x*x*x*x*3*x+1,25,-10,-0.0384001205803533,0.0000006549658223150899,-0.03839996584597937,0.0000021333010220695737,8450.4911,8450.98962,8451.3084,8450.677279999998,-0.9599977053950667,0.00006058362859972047,0.000001127401870972003,0.000034977974280532926,211282.61,211271.8,211290.32,211265.4,((5)-((x)-(x))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,85,85,86,86,1
86,x*x*x*x*3*x+1,25,-10,-0.03840031702276903,-0.004999690928832221,-0.03839995910605069,0.0000009333665281159803,8449.453500000001,8004.7847,8451.344000000001,8450.9308,-0.96,0,0.00000017016692368950012,1,211277.27000000002,166650.40000000002,211278.2,211278.2,((7)*((0)*(2))),(0),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,86,86,87,87,1
87,x*x*x*x*3*x+1,25,-10,-0.03840009102690198,-0.0049995997153110365,-0.03839990624683474,0.0000012116725719957869,8450.6472,8004.765428571429,8451.6232,8450.872,-0.9599918136371854,0.00003029181429992911,0.000003938889037692337,1.000005048737671,211290.53,166648.8,211321.44,211271.8,(((0)-((x)-(x)))*((x)+((7)+(x)))),(((0)-((9)*(8)))*((0)+((x)+(0)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|MultXD|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,87,87,88,88,1
88,x*x*x*x*3*x+1,25,-10,-0.038400055755870695,0.00000015145907149964554,-0.03839981007032434,0.0000009087544289978734,8450.8335,8451.096000000001,8452.1312,8450.936000000002,-0.9599929344343147,0.00003029181429992911,0.0000036500713167274147,0.000015145907149964557,211288.44999999998,211276.6,211315.52,211271.8,((((0)+(4))-((x)-(6)))+((0)*((x)+((5)-(0))))),((0)+(x)),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|MultXD|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,88,88,89,89,1
89,x*x*x*x*3*x+1,25,-10,-0.03840003483558644,0.0000003149402067992259,-0.0383998915553048,0.0000012805864495281394,8450.944,8451.061459999999,8451.7008,8450.85744,-0.959990306619424,0.00003237437653305268,0.000005535000223828124,0.000018110138975229126,211303.7,211274.89,211329.4,211271.36,((1)-((9)*(x))),(((0)*((x)*(0)))+((x)+((9)/(3)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|MultXD|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|MutateTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,89,89,90,90,1
90,x*x*x*x*3*x+1,25,-10,-0.03840012393138525,-0.004999846174380509,-0.038399895720429275,0.0000009276868129336072,8450.473399999999,8004.8175,8451.6788,8450.931999999999,-0.96,0.00003029181429992911,0.00000008094562836123792,1.000005048737671,211277.83000000002,166648.8,211278.2,211271.8,((0)*((5)-(x))),((0)+((x)+(0))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|MultXD|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|MutateTerminalR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MutateTerminalR|SkipD|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,90,90,91,91,1
