gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
52,x*x*x*x,25,-10,-0.038400000000000004,-0.0055379112431689,-0.038400000000000004,0.012064342662957226,244.832,443.1671259920635,244.832,239.38400000000001,-0.9600000000000001,0.29712891561015997,0,0.0025382252570223507,6120.8,6098.237678571428,6120.8,6022.986666666667,(0),(((2)/((3)*(4)))*((9)*((7)+(7)))),FellTreeD|DeleteTerminalR|MutateTerminalR|AddTreeWithMult|DeleteNonTerminalR,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|AddXD|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,MutateTerminalR,SkipD,51,51,53,53,3
53,x*x*x*x,25,-10,-0.038400000000000004,-0.005378038596173012,-0.038400000000000004,0.012702121104617515,244.832,441.7971580952381,244.832,233.91879999999998,-0.9600000000000001,0.31810967753981745,0,0.014604886114690187,6120.8,5957.075,6120.8,5843.2,(0),((((7)-(7))/((4)*(0)))+((6)*((8)*((5)-(8))))),FellTreeD|DeleteTerminalR|MutateTerminalR|AddTreeWithMult|DeleteNonTerminalR,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|AddXD|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,51,51,54,54,3
54,x*x*x*x,25,-10,-0.038400000000000004,-0.005710702638132758,-0.038400000000000004,0.01154387692863056,244.832,444.64779619047624,244.832,243.84393333333333,-0.9600000000000001,0.29192573644279307,0,0.0028394696781591008,6120.8,6103.35819047619,6120.8,6067.573333333334,(0),(((7)*((3)+(8)))/((8)*((3)*(4)))),FellTreeD|DeleteTerminalR|MutateTerminalR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|MutateTerminalR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,52,53,55,55,3
55,x*x*x*x,25,-10,-0.038400000000000004,-0.005175721077543549,-0.038400000000000004,0.01413101928786153,244.832,440.06347500000004,244.832,221.67440000000002,-0.9600000000000001,0.4876580092238177,0,0.1116920013730271,6120.8,5747.654166666666,6120.8,4390.32,(0),((((2)/(1))+((x)*((0)+(x))))*((0)+((x)*((5)-(7))))),FellTreeD|DeleteTerminalR|MutateTerminalR|AddTreeWithMult|DeleteNonTerminalR,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,54,55,56,56,3
56,x*x*x*x,25,-10,-0.038400000000000004,0.011499399171510195,-0.038400000000000004,0.012109266762514705,244.832,244.22506857142855,244.832,238.99904000000004,-0.9600000000000001,0.30158429336968084,0,0.008541034609063391,6120.8,6056.902,6120.8,5984.808000000001,(0),((((6)+(7))*((9)+(8)))*((3)/((5)+(8)))),FellTreeD|AddToLeafR|AddXD|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,54,55,57,57,3
57,x*x*x*x,25,-10,-0.038400000000000004,-0.016990016977906048,-0.038400000000000004,0.012013131536760568,244.832,576.5997942857143,244.832,239.82283428571426,-0.9600000000000001,0.3057639524245198,0,0.009472300252663173,6120.8,6069.546571428571,6120.8,5948.991999999999,(0),((((6)*(6))+((0)*(1)))+((5)-((1)/((5)-(x))))),FellTreeD|AddToLeafR|AddXD|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|DeleteTerminalR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,54,57,58,58,3
58,x*x*x*x,25,-10,-0.038400000000000004,-0.014446146824991617,-0.038400000000000004,0.011347863024441254,244.832,676.5076277777777,244.832,245.52359999999996,-0.9600000000000001,0.29018615680489956,0,0.002235935545306905,6120.8,6111.219999999999,6120.8,6082.48,(0),((((1)-(2))/((8)*((8)-(7))))*(((4)*(1))*((2)+((5)*(x))))),FellTreeD|AddToLeafR|AddXD|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddXD|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,54,58,59,59,3
59,x*x*x*x,25,-10,-0.038400000000000004,-0.00226368965693458,-0.038400000000000004,0.01143815000840227,244.832,413.9927545679013,244.832,244.74991999999995,-0.9600000000000001,0.2861157271691843,0,0.00020072072744928285,6120.8,6119.9400000000005,6120.8,6117.36,(0),((((0)*(4))*((x)*(9)))+((7)/((4)*(x)))),FellTreeD|AddToLeafR|MutateTerminalR|AddXD|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,58,59,60,60,3
60,x*x*x*x,25,-10,-0.038400000000000004,-0.022698687763237562,-0.038400000000000004,0.012189319323337755,244.832,643.1671792857143,244.832,238.31306,-0.9600000000000001,0.31760554175924716,0,1.1482707703126964,6120.8,12714.03,6120.8,5847.52,(0),((((9)+(7))+((0)-((6)-(3))))*(((9)*(8))*((4)/((8)*(9))))),FellTreeD|AddToLeafR|MutateTerminalR|AddXD|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|AddTreeWithMult,FellTreeD,SkipD,58,60,61,61,3
61,x*x*x*x,25,-10,-0.038400000000000004,-0.022816590268312266,-0.038400000000000004,0.011549890770580879,244.832,644.1775000000001,244.832,243.79240000000001,-0.9600000000000001,0.2902328360438412,0,1.1442935634781548,6120.8,12763.91,6120.8,6082.08,(0),((((7)*(9))+((4)+(1)))-((8)*((0)+((4)/(4))))),FellTreeD|AddToLeafR|MutateTerminalR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|AddTreeWithMult,FellTreeD,SkipD,60,60,62,62,3
62,x*x*x*x,25,-10,-0.038400000000000004,-0.005552703278082897,-0.038400000000000004,0.012023143233244153,244.832,443.29388071428576,244.832,239.73704285714285,-0.9600000000000001,0.3191606272622759,0,0.019011713153273452,6120.8,5979.748571428572,6120.8,5834.194285714287,(0),((((x)/(7))*((1)*((9)+(0))))*((2)*((2)+((0)*(x))))),FellTreeD|AddToLeafR|MutateTerminalR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|AddTreeWithMult,FellTreeD,SkipD,60,60,63,63,3
63,x*x*x*x,25,-10,-0.038400000000000004,0.005775510938847435,-0.038400000000000004,0.011924211587654278,244.832,310.9228537037037,244.832,240.5848,-0.9600000000000001,0.31937001699124307,0,0.017323824691127723,6120.8,6054.475,6120.8,5832.4,(0),((((4)/(5))+((5)+(8)))*((4)*((8)+((6)*(7))))),FellTreeD|AddToLeafR|MutateTerminalR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,61,62,64,64,3
64,x*x*x*x,25,-10,-0.038400000000000004,-0.007509101398550597,-0.038400000000000004,0.012026159045502924,244.832,464.24351428571424,244.832,239.7112,-0.9600000000000001,0.2895699908508692,0,0.05146066335893162,6120.8,6353.38,6120.8,6087.76,(0),((((9)-(0))*((x)+((7)-(1))))/(((6)*(0))*((0)*((8)+(2))))),FellTreeD|AddToLeafR|MutateTerminalR|AddTreeWithDiv|DeleteTerminalR,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,AddTreeWithDiv,SkipD,63,64,65,65,3
65,x*x*x*x,25,-10,-0.038400000000000004,-0.006009565613375571,-0.038400000000000004,0.011619821457097633,244.832,447.2087888888889,244.832,243.19315555555553,-0.9600000000000001,0.28571428571428575,0,0,6120.8,6120.8,6120.8,6120.8,(0),((((3)*(x))+((4)/(1)))-((9)*((0)*((0)*(9))))),FellTreeD|AddToLeafR|MutateTerminalR|AddTreeWithDiv|DeleteTerminalR,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,DeleteMaliciousR,63,64,66,66,3
66,x*x*x*x,25,-10,-0.043600039864070066,-0.016744122481803247,-0.038400000000000004,0.01260298347762405,NaN,NaN,244.832,234.76832222222222,-0.9600000000000001,0.3841421289467297,0,1.1663989949311042,6120.8,12487.40142857143,6120.8,5277.36,(0),((((4)+(8))*((7)/((6)*(0))))+((x)+((4)*((5)*(x))))),FellTreeD|AddToLeafR|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,AddToLeafR,SkipD,65,65,67,67,3
67,x*x*x*x,25,-10,-0.038400000000000004,-0.01729834433965483,-0.038400000000000004,0.01193684387884026,244.832,579.241888447823,244.832,240.47655238095237,-0.9600000000000001,0.2889925019805335,0,0.0017382774093448116,6120.8,6114.902178115633,6120.8,6092.708571428571,(0),((((4)*(2))+((2)/(7)))*((9)*((2)+(2)))),FellTreeD|AddToLeafR|MutateTerminalR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|SkipD|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,66,67,68,68,3
68,x*x*x*x,25,-10,-0.038400000000000004,-0.005466532081052051,-0.038400000000000004,0.012397382203516143,244.832,442.5554693863848,244.832,236.53014421220578,-0.9600000000000001,0.32588177082360853,0,0.01957384609398,6120.8,5951.05,6120.8,5776.6,(0),((((7)/(8))+((x)*(x)))+((5)*((1)*(x)))),FellTreeD|AddToLeafR|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|SkipD|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,67,67,69,69,3
69,x*x*x*x,25,-10,-0.038400000000000004,0.00044267965849554837,-0.038400000000000004,0.0189742237242564,244.832,374.2696248847926,244.832,180.1724,-0.9600000000000001,0.6457699273671041,0,0.0018391620143025365,6120.8,6112.92,6120.8,3035.44,(0),((((3)/(6))*((4)+((4)*(3))))*((x)*((x)+((x)*(9))))),FellTreeD|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|SkipD|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,68,67,70,70,3
70,x*x*x*x,25,-10,-0.038400000000000004,-0.0040338782280875665,-0.038400000000000004,0.012738035221930889,244.832,424.4841285714286,244.832,233.6110476190476,-0.9600000000000001,0.3445363506793387,0,0.18029733284765648,6120.8,6744.379999999999,6120.8,5616.746666666666,(0),((((0)+(8))*((x)-(7)))/((7)*((9)-((5)*(x))))),FellTreeD|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|SubXD|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|SkipD|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,68,70,71,71,3
71,x*x*x*x,25,-10,-0.038400000000000004,0.000023589964674932686,-0.038400000000000004,0.012298360691812995,244.832,377.86085476190476,244.832,237.37867142857144,-0.9600000000000001,0.3466341934761096,0,0.034382313504642936,6120.8,6027.7925,6120.8,5598.77,(0),((((x)*((3)/(2)))+((2)*((7)/(4))))+(((8)+(x))-((3)+((0)*(x))))),FellTreeD|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|DeleteTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,AddTreeWithDiv,68,70,72,72,3
72,x*x*x*x,25,-10,-0.038400000000000004,-0.005761262475489692,-0.038400000000000004,0.011678025281475815,244.832,445.08104950396825,244.832,242.69439999999997,-0.9600000000000001,0.28859906268088215,0,0.0014213025890766793,6120.8,6114.3306250000005,6120.8,6096.08,(0),((((7)*(1))/((3)+((1)*(9))))-((0)+((7)*((2)+(0))))),FellTreeD|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|DeleteMaliciousR|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,SkipD,68,72,73,73,3
73,x*x*x*x,25,-10,-0.03840035864592864,-0.018151014134590242,-0.038399271206378253,0.012523199581754024,244.77712,587.1600642857143,244.94351999999998,235.45199999999997,-0.9600000000000001,0.34274697985324054,0,0.23557082337260202,6120.8,6947.836428571429,6120.8,5632.08,(0),((((x)+(5))*((2)*((3)+(2))))*(((8)*(3))+((0)/((4)/(7))))),FellTreeD|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteMaliciousR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,DeleteMaliciousR,72,73,74,74,3
74,x*x*x*x,25,-10,-0.038400000000000004,-0.022383788079885808,-0.038400000000000004,0.013819610415071794,244.832,640.468766111111,244.832,224.3429,-0.9600000000000001,0.3254231473010065,0,1.1496905645830044,6120.8,12696.4555,6120.8,5780.53,(0),((((2)/(3))/((8)+(3)))+((6)*((x)*(x)))),FellTreeD|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|AddToLeafR|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|DivXD,FellTreeD,AddToLeafR,73,74,75,75,3
75,x*x*x*x,25,-10,-0.038400000000000004,-0.03365265201705437,-0.038400000000000004,0.014799316171377714,244.832,772.3312134523809,244.832,215.9476838095238,-0.9600000000000001,0.4377149578953265,0,0.07140207950464404,6120.8,5637.373250000001,6120.8,4818.2880000000005,(0),((((x)/(5))*((1)-((5)*(8))))-(((3)*(x))/((1)*((9)+(3))))),FellTreeD|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,MultXD|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,FellTreeD,MultXD,73,75,76,76,3
76,x*x*x*x,25,-10,-0.038400000000000004,-0.04638937300703481,-0.038400000000000004,0.011678230670127156,244.832,916.7772655555555,244.832,242.69263999999998,-0.9600000000000001,0.3020165431222811,0,1.3262200261102435,6120.8,19395.246555555554,6120.8,5981.103999999999,(0),((((7)*(4))-((x)*((8)/(1))))-((3)/((5)+((x)+(6))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|FellTreeD|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,AddTreeWithDiv,75,75,77,77,3
77,x*x*x*x,25,-10,-0.038400000000000004,-0.025029276150820776,-0.038400000000000004,0.011747819634977246,244.832,680.2436685300208,244.832,242.09632380952382,-0.9600000000000001,0.2903915454562429,0,1.1439306880447437,6120.8,12768.571904761906,6120.8,6080.72,(0),((((4)*(3))*((6)/((4)+(0))))+((8)/((9)-((7)*(x))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,AddTreeWithDiv,76,76,78,78,3
78,x*x*x*x,25,-10,-0.038400000000000004,-0.03406136492206345,-0.038400000000000004,0.012449237994766594,244.832,775.8335233809522,244.832,236.08578571428575,-0.9600000000000001,0.29188994902627113,0,1.1424687618028886,6120.8,12787.377695238096,6120.8,6067.88,(0),((((x)*(4))-((3)-((9)*(3))))/(((4)*(2))/((1)+((0)+(4))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,SkipD,77,76,79,79,3
79,x*x*x*x,25,-10,-0.038400000000000004,-0.018176253582023554,-0.038400000000000004,0.011360933211344926,244.832,586.7994583333333,244.832,245.4116,-0.9600000000000001,0.2894976380305096,0,0.0022118782176913355,6120.8,6115.5675,6120.8,6088.38,(0),((((2)/((4)+(6)))-((1)+((2)*(0))))*(((6)/(6))+((4)/((1)*(2))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,SkipD,AddTreeWithDiv,78,79,80,80,3
80,x*x*x*x,25,-10,-0.038400000000000004,-0.05142829840364783,-0.038400000000000004,-0.011427479328877022,244.832,977.6001604166667,244.832,511.28464166666674,-0.9600000000000001,0.2858234956837264,0,1.3196892851034763,6120.8,19443.666041666667,6120.8,6119.864166666667,(0),((((1)/(8))/((6)+(9)))-((2)*((0)-(8)))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,AddTreeWithDiv,78,79,81,81,3
81,x*x*x*x,25,-10,-0.038400000000000004,-0.04545861931690432,-0.038400000000000004,-0.008233174057360064,244.832,908.7961639608712,244.832,483.9122564784053,-0.9600000000000001,0.6572915305188864,0,1.1935488792831142,6120.8,12453.3505,6120.8,2936.71,(0),((((x)+((x)*(9)))+((6)+((3)+(8))))/(((1)*(x))*((7)/((8)+(6))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,SkipD,SkipD,78,81,82,82,3
82,x*x*x*x,25,-10,-0.038400000000000004,-0.016944942032165105,-0.038400000000000004,0.012253370241051593,244.832,576.2135416666666,244.832,237.7642,-0.9600000000000001,0.29428342700300625,0,0.004155625896592863,6120.8,6100.5025000000005,6120.8,6047.37,(0),((((4)*(3))*((7)*(5)))/((2)/((5)*(8)))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,SkipD,80,81,83,83,3
83,x*x*x*x,25,-10,-0.038400000000000004,-0.01696761480990543,-0.038400000000000004,0.012311537240696833,244.832,576.4078274198569,244.832,237.26576,-0.9600000000000001,0.3197901301417182,0,1.15140125419018,6120.8,12673.607142857143,6120.8,5828.8,(0),((((6)/(8))/((6)*(8)))*((5)*((3)+(7)))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,SkipD,80,83,84,84,3
84,x*x*x*x,25,-10,-0.038400000000000004,-0.04661930694981289,-0.038400000000000004,-0.011198808745822209,244.832,918.9278751002331,244.832,509.32513600000004,-0.9600000000000001,0.29397688444087605,0,1.1442921786522982,6120.8,12763.98667668998,6120.8,6049.996800000001,(0),((((9)+(9))/((5)*(5)))/((4)*((2)*(6)))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,SkipD,80,83,85,85,3
