gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
53,x*x*x*x,25,-10,-0.038541993203502815,0.0004919134221326024,-0.038396157365050324,0.0014053718468174106,223.10420000000002,241.8211,245.42,236.23,-0.9598170173833487,0.07324532740818204,0.00008952521495243386,0.033055635986598955,6128.3,5968.0599999999995,6148.8,5672.48,((0)-((4)*(7))),(((x)*((8)*(x)))+((x)+(x))),DeleteTerminalR|SubXD|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|SubXD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,DeleteNonTerminalR,DeleteNonTerminalR,53,53,54,54,2
54,x*x*x*x,25,-10,-0.03839427133708012,0.0001274669977780693,-0.03837773885766567,0.00035132662397072427,245.70860000000002,244.05180000000001,248.2384,242.6816,-0.9587212129133446,0.00977649980394722,0.0006393935433277598,0.0040513692415406945,6169.719999999999,6089.79,6316.48,6060.96,(((x)*((5)*(4)))*((0)-(4))),(((x)*((1)*(x)))+((x)+(x))),DeleteTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddRandomSubTreeR,AddXD,54,54,55,55,2
55,x*x*x*x,25,-10,-0.03824331982747354,0.000293901423995022,-0.0377522389230166,0.0013247941445562689,268.80719999999997,243.03310000000002,343.95239999999995,236.7232,-0.8982104300091491,0.05520846948111359,0.030894784995425473,0.02509191568724346,8484.56,6010.23,15575.84,5782.88,(((7)*((x)*(5)))-((0)*((x)*(x)))),(((x)*((6)*(x)))+((x)+(x))),AddToLeafR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddToLeafR,FellTreeD,55,55,56,56,2
56,x*x*x*x,25,-10,-0.038399820284930074,0.00026346335949965706,-0.03839954254345837,0.0011501764475231996,244.8595,243.21940000000004,244.90200000000002,237.792,-0.9599542543458373,0.04619004051757944,0.000019514304085692244,0.021662621391103618,6123.55,6030.870000000001,6127.8,5838.08,(((0)-(0))+((1)*(7))),(((x)*((5)*(x)))+((x)+(x))),DeleteTerminalR|SubXD|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,DeleteNonTerminalR,AddTreeWithSub,56,56,57,57,2
57,x*x*x*x,25,-10,-0.03841069794798066,0.00020453208730884895,-0.03839986929813097,0.0005463338125735191,243.195,243.58010000000002,244.852,241.48800000000003,-0.9600000000000001,0.0371193308064305,0,0.015974742870323754,6120.8,6035.02,6120.8,5893.6,((1)+((6)*(0))),(((x)*((4)*(x)))+((x)+(x))),DeleteTerminalR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchR,57,57,58,58,2
58,x*x*x*x,25,-10,-0.038356089400078425,0.00019133406599259735,-0.03822435760031369,0.0006966409619657569,251.5512,243.66089999999997,271.7088,240.56799999999998,-0.9424357600313684,0.05520846948111359,0.008782119984315828,0.027211531175242568,6792.719999999999,6032.639999999999,8808.48,5782.88,(((x)*((x)*(0)))-((4)*((2)*(x)))),(((x)*((6)*(x)))+((x)+(x))),AddToLeafR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddToLeafR,MultXD,58,58,59,59,2
59,x*x*x*x,25,-10,-0.038409894131486086,0.00007237676036727488,-0.038400000000000004,0.0002926414847732336,243.31799999999998,244.389,244.832,243.0408,-0.9600000000000001,0.010090184289635377,0,0.00474042833985986,6120.8,6101.9,6120.8,6059.04,(((x)*(0))*((x)*(x))),(((x)+((1)*(x)))+((x)+(x))),AddToLeafR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,DeleteNonTerminalR,MultXD,59,59,60,60,2
60,x*x*x*x,25,-10,-0.03840718337472226,0.00041729839236701207,-0.038400000000000004,0.0022046791269115158,243.73280000000003,242.27779999999998,244.832,231.3376,-0.9600000000000001,0.08218533525029408,0,0.04033251119035106,6120.8,5988,6120.8,5617.76,((0)*((x)*(x))),(((x)*((9)*(x)))+((x)+(x))),AddToLeafR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithMult,AddXD,60,60,61,61,2
61,x*x*x*x,25,-10,-0.03823550646974252,0.0005177754541889957,-0.03774202587897007,0.0014024310547640839,270.0028,241.66279999999998,345.5152,236.248,-0.9010785518232911,0.06422689844464774,0.029460724088354484,0.028208468018898366,8374.84,5964.139999999999,15136.96,5727.68,((((x)*(5))+((x)+(4)))*((x)*((0)-(x)))),(((x)*((7)*(x)))+((x)+(x))),AddToLeafR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddToLeafR,AddTreeWithSub,61,61,62,62,2
62,x*x*x*x,25,-10,-0.038427597699647105,0.0003971049536008379,-0.03833721082211476,0.0011359299437981988,240.609,242.4014,254.44,237.87919999999997,-0.9600000000000001,0.07324532740818204,0,0.03438960822397413,6120.8,5986.56,6120.8,5672.48,(((x)*((6)*(0)))*((x)*((0)-(7)))),(((x)*((8)*(x)))+((x)+(x))),AddToLeafR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|MutateTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddToLeafR,AddTreeWithSub,62,62,63,63,2
63,x*x*x*x,25,-10,-0.03842751731799765,0.00026552027878235223,-0.03827498366226637,0.001053326362566985,240.62129999999996,243.2076,263.962,238.38479999999996,-0.9475114364135407,0.0371193308064305,0.006492772411020456,0.017420955936380836,6544.27,6050.08,8031.8,5893.6,(((7)*((7)*(3)))-((7)*((6)-(0)))),(((x)*((4)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|DeleteNonTerminalR|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|DeleteMaliciousR,DeleteNonTerminalR,DeleteNonTerminalR,63,63,64,64,2
64,x*x*x*x,25,-10,-0.038421286106391325,0.00035581950071886167,-0.03833151222062475,0.0012662397072278147,241.57479999999995,242.65410000000003,255.312,237.0816,-0.9552424519670633,0.0529081165860672,0.00237877401646841,0.027562920296801918,6302.8,5962.79,6848.8,5796.96,(((0)-((x)*(5)))+((9)-((1)*(x)))),(((x)*((x)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddToLeafR|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddRandomSubTreeR,ReplaceBranchR,64,64,65,65,2
65,x*x*x*x,25,-10,-0.03844885766566462,0.0005062708740003982,-0.03839634034766697,0.002523068879884985,237.35580000000002,241.75230000000002,245.392,229.38879999999997,-0.9596340347666973,0.07324532740818204,0.00018298261665139481,0.0317891021245639,6134.8,5964.32,6176.8,5672.48,(((x)*(0))-((x)*(x))),(((x)*((8)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MutateNonTerminalR,AddTreeWithSub,65,65,66,66,2
66,x*x*x*x,25,-10,-0.03838823029669324,0.0004238336192578176,-0.038331590641746176,0.002523068879884985,246.63299999999998,242.2378,255.3,229.38879999999997,-0.9538272121291336,0.07324532740818204,0.0032763132903274356,0.03629175312941443,6320.46,6005.62,7065.36,5672.48,(((0)-((8)*(x)))*((x)+((3)+(x)))),(((x)*((8)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,MultXD,66,66,67,67,2
67,x*x*x*x,25,-10,-0.03832474382433669,0.00024485374734564897,-0.03814614560188211,0.0014607240883544633,256.34770000000003,243.33329999999998,283.6768,235.89120000000003,-0.9439205332636257,0.06422689844464774,0.007771476155258173,0.031096426466254157,6812.540000000001,6013.18,8581.28,5727.68,(((0)-((9)*(3)))*((4)*((6)*(x)))),(((x)*((7)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithMult|MultXD|AddXD|ReplaceBranchXR|AddXD,DeleteNonTerminalR,AddTreeWithAdd,67,67,68,68,2
68,x*x*x*x,25,-10,-0.043590005881584105,0.00020974389105617313,-0.0382316559926807,0.0004881714808521765,215.7573,243.5482,270.592,241.84400000000002,-0.9431655992680696,0.018912560449614466,0.00847420525859194,0.008560319511240642,6752.049999999999,6074.99,8696.8,6005.04,(((0)-((x)*(8)))*((6)-((2)*(x)))),(((x)*((2)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddXD|ReplaceBranchXR|AddXD,DeleteNonTerminalR,DeleteNonTerminalR,68,68,69,69,2
69,x*x*x*x,25,-10,-0.038385576395242454,0.00024333544906937312,-0.03830118938700824,0.0010281009018428973,247.0391,243.3853,259.952,238.53920000000002,-0.9501189387008235,0.05520846948111359,0.004940530649588271,0.025501381291594002,6498.8,6012.1900000000005,7632.8,5782.88,(((x)*((x)*(0)))+((8)-((5)*(7)))),(((x)*((6)*(x)))+((x)+(x))),MutateNonTerminalR|SubXD|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddXD|ReplaceBranchXR|AddXD,SubXD,MultXD,69,69,70,70,2
70,x*x*x*x,25,-10,-0.03837287217357208,0.00032093980535639817,-0.03818355770487518,0.002025878970069275,248.98309999999998,242.8684,277.952,232.43199999999996,-0.940512351326624,0.07324532740818204,0.011663762853861746,0.03502686325730162,6500.0599999999995,5991.51,9102.8,5672.48,((((x)*(1))*((7)-(x)))*((7)*((3)+((0)+(x))))),(((x)*((8)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddToLeafR,DeleteNonTerminalR,70,70,71,71,2
71,x*x*x*x,25,-10,-0.03852371193308064,0.0003361984829089719,-0.03840434975820155,0.001372631028623712,225.90160000000003,242.7742,244.16639999999998,236.43039999999996,-0.9600000000000001,0.04058293033590389,0.00020650895307799955,0.018423049716183804,6105,6040.22,6120.8,5872.4,(((0)*((3)*(0)))-((8)-(6))),(((x)+((3)*(4)))*((x)+((x)+(x)))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|DeleteNonTerminalR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MutateNonTerminalR,MultXD,71,71,72,72,2
72,x*x*x*x,25,-10,-0.03837233302836231,0.00020854435784776283,-0.038136186119461506,0.0004941837668278664,249.06560000000002,243.5571,285.20079999999996,241.80720000000002,-0.9468979218402823,0.018912560449614466,0.00631281653632494,0.0070813027451385666,6868.82,6056.58,8125.68,6005.04,((((x)*(5))+((3)-(8)))*((4)*((4)+((7)+(x))))),(((x)+((x)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,DeleteNonTerminalR,72,72,73,73,2
73,x*x*x*x,25,-10,-0.03811195007188603,0.00019639039421870757,-0.03739875571820678,0.0005689452359168747,288.9094,243.63139999999999,398.04240000000004,241.34959999999998,-0.8732333028362306,0.018912560449614466,0.04040761480651756,0.009166369572677857,10262.72,6071.3,19397.84,6005.04,(((x)*((x)*(6)))*((9)-((x)*(7)))),(((x)*((2)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MutateNonTerminalR,ReplaceBranchR,73,73,74,74,2
74,x*x*x*x,25,-10,-0.03836559338648542,0.0004137312312876778,-0.03820958044700039,0.001909031499150437,250.09690000000003,242.3136,273.96999999999997,233.1472,-0.9468404130179061,0.08218533525029408,0.006924479702721799,0.04963340292368262,6556.639999999999,5880.1,8134.48,5617.76,((((x)-(5))+((4)*(4)))*((x)*((x)+(9)))),(((x)*((9)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MutateNonTerminalR,MutateTerminalR,74,74,75,75,2
75,x*x*x*x,25,-10,-0.037783339432753894,0.0017083388459640289,-0.036271002483335514,0.006356554698732193,339.19339999999994,234.37560000000002,570.6111999999999,205.9248,-0.8392147431708273,0.4532479414455627,0.05888465387874092,0.22032496755151734,11134.220000000001,5366.32,24603.36,3346.56,((((x)-(8))*((9)*(5)))*((x)*((2)+(7)))),((((x)+(3))*((2)+(6)))*((7)*((x)+((x)+(x))))),MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithMult,AddTreeWithAdd,75,75,76,76,2
76,x*x*x*x,25,-10,-0.03836324728793622,0.0002851727575487911,-0.03788868906025357,0.0009097503594301414,250.4559,243.0884,323.0728,239.2636,-0.9124768004182461,0.06677558489086398,0.025543067945851046,0.030699658135099544,7594.7,5983.96,13392.8,5712.08,((((x)+(0))-((7)*(7)))*((x)*((x)*((1)*(3))))),((((0)+(x))*((7)+(9)))*((x)+((x)+(x)))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|AddXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddToLeafR,AddXD,76,76,77,77,2
77,x*x*x*x,25,-10,-0.03786618873349889,0.001257570783771133,-0.03604548947849954,0.0050850869167429116,326.51579999999996,237.1888,605.1192000000001,213.7072,-0.7755535224153706,0.3850999869298131,0.09188446751931699,0.1828714023973613,13263.580000000002,5404.82,34344.8,3763.68,((((3)-(7))-((7)-(2)))*((x)*((x)*((7)*(8))))),((((8)*((x)*(3)))-((0)*((x)+(5))))+(((0)*(2))-((0)*((x)+((x)+(x)))))),MutateNonTerminalR|AddTreeWithSub|MultXD|MultXD|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MultXD,AddTreeWithSub,77,77,78,78,2
78,x*x*x*x,25,-10,-0.03796258136191348,0.00034357936953336934,-0.036710913606064564,0.001208469481113582,311.76579999999996,242.7302,503.29600000000005,237.4352,-0.914480721474317,0.07324532740818204,0.01905502988632651,0.03469042068833177,10050.68,5988.92,13086.16,5672.48,((((x)+(x))*((x)*(8)))-((8)*((9)-((7)*(x))))),((((3)-((6)*(0)))-((x)*((3)+(0))))*(((0)-(x))*((x)+((x)+(x))))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MutateNonTerminalR,ReplaceBranchR,78,78,79,79,2
79,x*x*x*x,25,-10,-0.03382073806433148,-0.0021469611947821047,-0.019724149486446293,0.002569075937785913,1060.344,289.5299,3561.7839999999997,229.1072,0.41792879727093735,0.07324532740818204,0.6943648086034969,0.03477241039697314,69084.21,5949.96,262888.8,5672.48,((((x)*(4))-((9)*(7)))*((9)*((8)+((x)*(x))))),(((x)*((8)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|MutateTerminalR|AddXD,MutateNonTerminalR,MutateTerminalR,79,79,80,80,2
80,x*x*x*x,25,-10,-0.03707029407920533,0.00012537228949513173,-0.03482736897137629,0.005908508691674291,448.3036,246.42789999999997,791.5160000000001,208.6672,-0.8063965494706574,0.26792576133838714,0.07267486497110935,0.12942180415039886,15827.58,5666.46,29625.2,4480.88,((((8)-(7))-((4)-(x)))*((x)*((8)*((5)*(x))))),(((x)*((5)*(x)))+((x)*(x))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|FellTreeD|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|MultXD,MutateNonTerminalR,MultXD,80,80,81,81,2
81,x*x*x*x,25,-10,-0.03749622402300354,0.002100035943013986,-0.03581007450006535,0.006277349366095936,383.1278,231.97809999999998,641.1424000000001,206.40959999999998,-0.8226166514181154,0.21727878708665535,0.07500919370257951,0.10258039436370105,16687.36,5480.9,27143.2,4790.88,((((7)*(4))+((8)-(3)))*((3)*((6)*((x)*(x))))),(((x)*((4)*(x)))+((x)*(x))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|MultXD,MutateNonTerminalR,MultXD,81,81,82,82,2
82,x*x*x*x,25,-10,-0.03645053653117239,-0.001370555333161278,-0.032154317082734286,0.0029379166122075555,543.1389,385.3088,1200.5464000000002,226.84960000000004,-0.3562268984446477,0.1246373023134231,0.27209167050387273,0.05615487871614187,36148,5871.3,98510.16,5357.92,((((x)*(7))*((1)-(6)))-((7)*((x)+((x)*(x))))),(((x)+((7)*(x)))+((x)*(x))),MutateNonTerminalR|AddXD|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|MultXD,AddToLeafR,MultXD,82,82,83,83,2
