gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
63,x*x*x*x,25,-10,-0.03848629460201281,0.000013070186903672723,-0.03839554045222846,0.000013070186903672723,231.62720000000002,244.752,245.51440000000002,244.752,-0.9596340347666973,0.0003267546725918181,0.00017454802764748086,0,6136.84,6118.8,6176.8,6118.8,((((x)*(0))*((3)-(1)))*((x)-((x)*(x)))),(((9)*((2)*(0)))-((x)+((x)+(x)))),AddRandomSubTreeR|SubXD|SubXD|MutateNonTerminalR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,63,63,64,64,3
64,x*x*x*x,25,-10,-0.03844651418115279,0.000013070186903672723,-0.03839554045222846,0.000013070186903672723,237.7144,244.752,245.5144,244.752,-0.9599733368187164,0.0003267546725918181,0.000016688944921786613,0,6121.32,6118.8,6124.88,6118.8,(((x)*((0)*(0)))+((x)-((x)-(x)))),(((0)*((0)*(8)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SkipD|MutateNonTerminalR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,DeleteMaliciousR,DeleteMaliciousR,64,64,65,65,3
65,x*x*x*x,25,-10,-0.038403751143641356,0.000010996961630673912,-0.0383954149784342,0.000016207031760554296,244.25799999999998,244.7647,245.5336,244.73280000000003,-0.9599733368187164,0.0003267546725918181,0.00001539399489155967,0,6122.84,6118.8,6124.88,6118.8,(((x)*((0)+(x)))*((0)-((x)-(x)))),(((0)*((0)*(1)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|MutateNonTerminalR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,65,65,66,66,3
66,x*x*x*x,25,-10,-0.0383987517971507,0.000013070186903672723,-0.038392283361652076,0.000013070186903672723,245.023,244.752,246.0128,244.752,-0.9596340347666973,0.0003267546725918181,0.00017454802764748086,0,6136.84,6118.8,6176.8,6118.8,(((x)*((x)*(0)))*((0)-((x)*(x)))),(((5)*((0)*(x)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|MutateNonTerminalR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,66,66,67,67,3
67,x*x*x*x,25,-10,-0.03841155273820416,0.000013070186903672723,-0.03839540975035943,0.000013070186903672723,243.06419999999997,244.752,245.53440000000003,244.752,-0.9599733368187164,0.0003267546725918181,0.000012787426280181396,0,6123.34,6118.8,6124.88,6118.8,(((x)*((0)*(x)))+((0)-((x)-(x)))),(((4)*((0)*(x)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|MutateNonTerminalR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,67,67,68,68,3
68,x*x*x*x,25,-10,-0.03840358253823029,0.00001927852568291719,-0.038388623709319045,0.0000379035420206506,244.2838,244.71399999999997,246.5728,244.6,-0.9596340347666973,0.0028100901842896056,0.0001696510260095763,0.0012416677558488936,6137.860000000001,6115,6176.8,6103.6,(((x)*((0)*(x)))*((x)-((x)*(x)))),((((2)*(4))+((0)*(x)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|MutateNonTerminalR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,68,68,69,69,3
69,x*x*x*x,25,-10,-0.038408979218402826,0.000013070186903672723,-0.038392021957914,0.000013070186903672723,243.458,244.752,246.0528,244.752,-0.9596340347666973,0.0003267546725918181,0.00017669603673679492,0,6136.32,6118.8,6176.8,6118.8,(((x)*((x)*(0)))*((x)-((x)*(x)))),(((8)*((0)*(0)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|MutateNonTerminalR|ReplaceBranchXR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,69,69,70,70,3
70,x*x*x*x,25,-10,-0.03841322702914652,0.000013070186903672723,-0.0383918860279702,0.000013070186903672723,242.808,244.752,246.0736,244.752,-0.9596340347666973,0.0003267546725918181,0.00018122369133264076,0,6135.3,6118.8,6176.8,6118.8,(((x)*((0)*(x)))*((x)-((x)*(x)))),(((0)*((7)*(0)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|MutateNonTerminalR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,70,70,71,71,3
71,x*x*x*x,25,-10,-0.03840463076721998,0.000013070186903672723,-0.03839554045222846,0.000013070186903672723,244.1234,244.752,245.51440000000002,244.752,-0.9596340347666973,0.0003267546725918181,0.00017454802764748083,0,6136.84,6118.8,6176.8,6118.8,(((0)*((0)*(x)))*((x)-((x)*(x)))),(((0)*((0)*(x)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|MutateNonTerminalR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,71,71,72,72,3
72,x*x*x*x,25,-10,-0.038402770879623585,0.000013070186903672723,-0.038388095673768136,0.000013070186903672723,244.408,244.752,246.6536,244.752,-0.9588759639262843,0.0003267546725918181,0.0006269041540403547,0,6152.84,6118.8,6292.8,6118.8,(((x)*((x)*(0)))-((3)-((x)-(x)))),(((0)*((3)*(0)))-((x)+((x)+(x)))),DeleteNonTerminalR|SubXD|SubXD|AddRandomSubTreeR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|AddXD|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,72,72,73,73,3
73,x*x*x*x,25,-10,-0.03840624166775585,-0.019990197359822246,-0.03839852568291726,-0.019990197359822246,243.87690000000003,511.23400000000004,245.0576,511.23400000000004,-0.9599189648411971,0.0003267546725918181,0.000025635675920554903,0,6127.6900000000005,6118.8,6133.2,6118.8,((((0)*(x))*((0)*(x)))-((x)-((5)*(x)))),(((0)*((0)*(2)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|AddRandomSubTreeR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,73,73,74,74,3
74,x*x*x*x,25,-10,-0.03838495556136453,0.00001999738596261928,-0.03829558227682656,0.00004077898313945895,247.1341,244.7096,260.81,244.58239999999998,-0.9496703698862894,0.003097634296170441,0.006324362355297562,0.0013854398117893116,6342.59,6114.5599999999995,7701.44,6101.84,((((7)*(3))*((x)*(x)))*((x)-((x)-(0)))),((((1)*(9))+((0)*(x)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|AddRandomSubTreeR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,74,74,75,75,3
75,x*x*x*x,25,-10,-0.03841183440073193,0.000028623709319043233,-0.03799960266631813,0.00007528427656515478,243.02110000000002,244.6568,306.1008,244.3712,-0.9200130701869036,0.006548163638740022,0.0199791314692735,0.0031107044830741017,7653.79,6109.280000000001,12239.6,6080.72,((((x)*(3))*((x)*(x)))*((x)-((x)-(0)))),((((3)*(7))+((0)*(x)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|AddRandomSubTreeR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,75,75,76,76,3
76,x*x*x*x,25,-10,-0.0383935001960528,0.000013070186903672723,-0.03837651026009672,0.000013070186903672723,245.82659999999998,244.752,248.42640000000003,244.752,-0.9578815841066528,0.0003267546725918181,0.0010503954241343973,0,6203.88,6118.8,6444.96,6118.8,(((x)*((x)*(0)))-((x)-((x)-(x)))),(((6)*((9)*(0)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|AddRandomSubTreeR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,76,76,77,77,3
77,x*x*x*x,25,-10,-0.03838330152921186,0.00003470134622925109,-0.03825917657822507,0.00009959482420598618,247.3872,244.6196,266.3808,244.2224,-0.9459976473663573,0.008979218402823166,0.0079757068744011,0.004326231865115674,6493.8,6105.5599999999995,8263.44,6065.84,((((6)+(7))+((9)*(x)))*((x)*((x)-((0)-(x))))),((((5)*(6))+((0)*(x)))-((x)+((x)+(x)))),AddToLeafR|SubXD|SubXD|AddRandomSubTreeR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,77,77,78,78,3
78,x*x*x*x,25,-10,-0.03750927329760815,0.000013070186903672723,-0.03480587112795713,0.000013070186903672723,381.1309999999999,244.752,794.8056000000001,244.752,-0.6007632989151745,0.0003267546725918181,0.17631464179271172,0,20707.579999999998,6118.8,61091.2,6118.8,((((x)*(x))*((0)-(9)))*((x)*((x)-((0)-(x))))),(((2)*((0)*(x)))-((x)+((x)+(x)))),AddToLeafR|SubXD|SubXD|AddRandomSubTreeR|DeleteTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,78,78,79,79,3
79,x*x*x*x,25,-10,-0.038490062083387795,0.000013070186903672723,-0.03839815971768396,0.000013070186903672723,231.0507,244.752,245.11360000000002,244.752,-0.9599733368187164,0.0003267546725918181,0.000013331590641818547,0,6123.860000000001,6118.8,6124.88,6118.8,(((x)*((x)*(0)))-((x)-(x))),(((0)*((0)*(x)))-((x)+((x)+(x)))),AddToLeafR|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,79,79,80,80,3
80,x*x*x*x,25,-10,-0.038399505946935045,0.000013070186903672723,-0.03839906940269246,0.000013070186903672723,244.90759999999997,244.752,244.97439999999997,244.752,-0.9599733368187164,0.0003267546725918181,0.000006796497189986983,0,6124.360000000001,6118.8,6124.88,6118.8,((0)-((x)-(x))),(((0)*((5)*(0)))-((x)+((x)+(x)))),AddToLeafR|AddTreeWithSub|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,DeleteNonTerminalR,DeleteMaliciousR,80,80,81,81,3
81,x*x*x*x,25,-10,-0.038355220232649326,0.000013070186903672723,-0.038222919879754284,0.000013070186903672723,251.68420000000003,244.752,271.9288,244.752,-0.9423719775192786,0.0003267546725918181,0.00880747614690891,0,6796.66,6118.8,8818.24,6118.8,((((x)*(x))*((0)-(8)))*((x)-((x)-(x)))),(((0)*((0)*(5)))-((x)+((x)+(x)))),AddToLeafR|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,81,81,82,82,3
82,x*x*x*x,25,-10,-0.038495787478760944,0.000013070186903672723,-0.0383954149784342,0.000013070186903672723,230.17460000000003,244.752,245.5336,244.752,-0.9599281139720299,0.0003267546725918181,0.000022611423343255055,0,6126.610000000001,6118.8,6131.8,6118.8,(((0)-(9))*((1)-(x))),(((0)*((7)*(0)))-((x)+((x)+(x)))),AddToLeafR|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DeleteMaliciousR|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,82,82,83,83,3
83,x*x*x*x,25,-10,-0.03839882825774408,0.000013070186903672723,-0.03839763691020782,0.000013070186903672723,245.0113,244.752,245.1936,244.752,-0.9599085086916743,0.0003267546725918181,0.00003526658402924736,0,6126.84,6118.8,6134.8,6118.8,(((0)-(3))+((9)-(x))),(((9)*((0)*(x)))-((x)+((x)+(x)))),AddToLeafR|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,83,83,84,84,3
84,x*x*x*x,25,-10,-0.038422912037642136,0.000013070186903672723,-0.03839044307933603,0.000013070186903672723,241.326,244.752,246.2944,244.752,-0.9599733368187164,0.0003267546725918181,0.000012787426280181397,0,6123.34,6118.8,6124.88,6118.8,(((3)-((x)*(x)))*((0)-((x)-(x)))),(((0)*((0)*(8)))-((x)+((x)+(x)))),DeleteMaliciousR|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,84,84,85,85,3
85,x*x*x*x,25,-10,-0.03839912756502418,0.000013070186903672723,-0.038398099594824216,0.000013070186903672723,244.9655,244.752,245.1228,244.752,-0.9599542543458373,0.0003267546725918181,0.000013433498847414614,0,6125.09,6118.8,6127.8,6118.8,((0)-((7)+(0))),(((0)*((8)*(0)))-((x)+((x)+(x)))),AddToLeafR|SubXD|MutateTerminalR|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,AddRandomSubTreeR,DeleteMaliciousR,85,85,86,86,3
86,x*x*x*x,25,-10,-0.03840090576395242,0.000013070186903672723,-0.03819482159194877,0.000013070186903672723,244.6934,244.752,276.2284,244.752,-0.939593778591034,0.0003267546725918181,0.010198674586228772,0,6902.460000000001,6118.8,9243.36,6118.8,((((x)*(0))-((9)*(x)))*((x)-((x)-(x)))),((((0)+(0))*((0)*(2)))-((x)+((x)+(x)))),AddToLeafR|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,86,86,87,87,3
87,x*x*x*x,25,-10,-0.03843823029669325,0.000013070186903672723,-0.038396525944321,0.000013070186903672723,238.982,244.752,245.36360000000002,244.752,-0.9598496928506078,0.0003267546725918181,0.0000662428569269765,0,6130.82,6118.8,6143.8,6118.8,((((x)*(x))*((0)*(x)))-((x)-((3)*(7)))),(((0)*((1)*(0)))-((x)+((x)+(x)))),AddToLeafR|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,87,87,88,88,3
88,x*x*x*x,25,-10,-0.03842939092929029,-0.019990197359822246,-0.03839540975035943,-0.019990197359822246,240.3346,511.23400000000004,245.53440000000003,511.23400000000004,-0.9596209645797935,0.0003267546725918181,0.0001832191586232282,0,6136.82,6118.8,6178.8,6118.8,((((x)*(x))*((0)-(x)))-((9)*((6)-(x)))),((((9)*(0))+((0)*(x)))-((x)+((x)+(x)))),SubXD|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,88,88,89,89,3
89,x*x*x*x,25,-10,-0.03839937720559404,0.000013070186903672723,-0.03839852568291727,0.000013070186903672723,244.92730000000003,244.752,245.05759999999998,244.752,-0.9599597438243367,0.0003267546725918181,0.00001569583792861388,0,6124.88,6118.8,6126.96,6118.8,(((0)*((0)*(3)))-((x)-((x)-(x)))),(((0)*((0)*(0)))-((x)+((x)+(x)))),SubXD|MutateTerminalR|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|MultXD|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,89,89,90,90,3
90,x*x*x*x,25,-10,-0.038498508038164944,0.000015618873349888812,-0.03839744608547902,0.00002326493268853709,229.75830000000002,244.7364,245.22279999999998,244.68959999999998,-0.9599281139720299,0.0013462292510782548,0.000031754099106617655,0.0005097372892432184,6126.25,6117.24,6131.8,6112.56,(((0)-((9)-(6)))-((6)-(x))),((((9)*(0))+((8)+(0)))-((x)+((x)+(x)))),SubXD|SubXD|AddToLeafR|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddXD|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|DeleteMaliciousR|MutateTerminalR|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,90,90,91,91,3
91,x*x*x*x,25,-10,-0.038408843288459026,0.00002728401516141688,-0.0383959979087701,0.00006469742517318057,243.47879999999998,244.665,245.44440000000003,244.43600000000004,-0.9597255260750229,0.0027316690628676407,0.00011882429363288957,0.0012024571951379111,6136.09,6115.120000000001,6162.8,6104.08,((0)-((6)*(7))),((((2)*(7))+((0)+(6)))-((x)+((x)+(x)))),SubXD|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|DeleteMaliciousR|MutateTerminalR|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,91,91,92,92,3
92,x*x*x*x,25,-10,-0.038435303228336166,0.00001609266762514726,-0.038399346490654816,0.00003097634296170589,239.4299,244.7335,244.93200000000002,244.64239999999998,-0.9599869298130964,0.0012220624754934767,0,0.00042212100557013617,6122.8,6116.95,6122.8,6113.32,((0)-(x)),((((0)+(0))*((4)+(7)))-((x)+((x)+(x)))),SubXD|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddXD|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|DeleteMaliciousR|MutateTerminalR|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,92,92,93,93,3
93,x*x*x*x,25,-10,-0.03839915370539799,0.0000434093582538233,-0.03839841066527252,0.0001703045353548552,244.96149999999997,244.5663,245.0752,243.78959999999998,-0.9599597438243367,0.007044830741079579,0.000008639185920639423,0.003208038702536591,6125.13,6106.66,6126.96,6077.68,(((0)-(x))-((x)-(x))),((((8)*(8))+((0)+(0)))-((x)+((x)+(x)))),SubXD|SubXD|SubXD|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchR|DeleteMaliciousR|AddXD|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|DeleteMaliciousR|MutateTerminalR|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|AddXD|AddXD,SubXD,DeleteMaliciousR,93,93,94,94,3
94,x*x*x*x,25,-10,-0.038399240622140896,0.000020327406688884355,-0.038398144033459675,0.00007750620833878008,244.94819999999999,244.70759999999999,245.116,244.35760000000002,-0.959921578878578,0.0026989935956084885,0.000034358436388777794,0.0016215256912171087,6125.32,6117.049999999999,6132.8,6104.28,(((0)-((x)-(x)))-((0)+(8))),(((8)+((3)*(5)))+((0)-((x)+(x)))),SubXD|SubXD|SubXD|AddRandomSubTreeR|AddTreeWithAdd,ReplaceBranchR|DeleteMaliciousR|AddXD|DeleteTerminalR|DivXD|FellTreeD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|DeleteMaliciousR|MutateTerminalR|DeleteMaliciousR|AddTreeWithMult|DeleteTerminalR|SubXD|MutateTerminalR|AddXD,SubXD,DeleteMaliciousR,94,94,95,95,3
