gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
15,(x),20,-10,-0.013626666666666667,-0.0007753079768747259,-0.0072,0.02,1.5933333333333335,0.4823333333333333,3.2,0,0.859194593072374,1,0.678646996154589,0.5163977794943223,364.06666666666666,1.6666666666666667,1775.5,0,((((4)+(2))+((6)-(9)))*((6)*((x)*(x)))),((((1)-(6))+((2)+(0)))-((2)*((0)+(x)))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|AddToLeafR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddToLeafR,DeleteNonTerminalR,15,15,16,16,2
16,(x),20,-10,-0.017116666666666665,0.003934640522875817,-0.0152,0.02,0.7208333333333333,0.13366666666666668,1.2,0,0.9043062200956937,1,0.723116519885839,0.5163977794943223,474.06666666666666,3.3333333333333335,2612.5,0,((((4)-(x))*((6)*(4)))+((9)+((4)*(x)))),((0)+((0)+(x))),AddTreeWithSub|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|AddToLeafR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddToLeafR,DeleteNonTerminalR,16,15,17,17,2
17,(x),20,-10,-0.013640000000000001,-0.004517195767195768,-0.0044,0.02,1.59,0.2833333333333333,3.9,0,0.8721227621483376,1,0.5974891382204438,0.49665548085837796,712.4583333333334,2.8333333333333335,1955,0,((((6)*(7))*((1)+(7)))+((7)*((7)*((7)*(x))))),(((0)*(0))+((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,17,17,18,18,2
18,(x),20,-10,-0.010765333333333333,-0.0027248677248677246,-0.0032,0.02,2.308666666666667,1.1533333333333333,4.2,0,0.9222467576897957,1,0.6801988262738075,0.41523085948260957,601.4916666666667,3.2916666666666665,3215.3,0,((((x)+(9))+((8)+(x)))*((x)*((x)-((8)*(x))))),((0)+((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,AddXD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddRandomSubTreeR,AddXD,18,18,19,19,2
19,(x),20,-10,-0.009692497554954186,-0.0036531464710307633,0.005757014670274891,0.02,2.673833333333333,0.2786666666666666,7.021,0,0.9713795077275329,1,0.7400862100309338,0.6455149332395093,1665.75,4.75,8735,0,((((x)+(7))+((4)*(x)))+((8)*((4)*((5)*(x))))),(((0)-(0))+((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,19,19,20,20,2
20,(x),20,-10,-0.010376285714285716,-0.009008982419533443,0.005714285714285714,0.02,2.5011666666666668,1.8836666666666668,7,0,0.9090081892629663,1,0.7340804935095557,0.5163977794943223,604.6416666666667,1.6666666666666667,2747.5,0,((((x)+(x))*((1)*(6)))+((3)*((9)*(x)))),(((0)*((0)*(6)))+((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,20,20,21,21,2
21,(x),20,-10,-0.012621130172784848,0.0008867521367521365,0.0015532189632909065,0.02,1.8501666666666665,0.7326666666666667,5.421,0,0.9902114330462021,1,0.753893252299557,0.5565931353936616,4414.25,3.1666666666666665,25540,0,((((x)+(9))*((5)*(8)))+((5)*((9)+((5)*(x))))),(((0)+((4)*(0)))*((1)*((0)+(x)))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddToLeafR,DeleteNonTerminalR,21,20,22,22,2
22,(x),20,-10,-0.009138833333333332,-0.0029384504384504383,0.004375,0.02,2.7663333333333333,0.3466666666666666,6.4,0,0.8614958448753463,1,0.721696342119801,0.45709681687800013,353,3.25,1805,0,((((5)-(6))*((9)*(7)))+((8)+((5)*(x)))),(((0)+((x)*(2)))+((8)*((0)+(x)))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|ReplaceBranchXR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,21,22,23,23,2
23,(x),20,-10,-0.012122666666666665,-0.0026058201058201057,-0.0015199999999999999,0.02,1.9693333333333332,0.7,4.62,0,0.8798076923076923,1,0.8998809077689475,0.5990390109379475,680.0833333333334,4,2080,0,((((x)+(6))+((6)+(9)))*((5)*((9)+((1)*(x))))),(((0)+(1))*((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddToLeafR,MutateTerminalR,23,23,24,24,2
24,(x),20,-10,-0.01904409523809524,-0.005239302311545657,-0.0181,0,0.23897619047619048,0.22433333333333333,0.475,0.1,0.9841621792841305,1,0.6999045799421211,0.5865431968838267,2699.8333333333335,3.6666666666666665,15785,0,((((x)+(9))*((9)*(4)))*((9)+((3)*(x)))),(((0)+((5)+(0)))*((0)+((0)+(x)))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddToLeafR,SkipD,23,23,25,25,2
25,(x),20,-10,-0.013433333333333335,-0.005932728647014361,-0.0064,0.02,1.6416666666666666,0.3906666666666667,3.4,0,0.8344370860927153,1,0.6178893333831713,0.5241639384219368,351.5833333333333,3.3833333333333333,1510,0,((((7)*(4))*((9)+(x)))+((4)+((9)*((4)*(x))))),(((0)+((0)+(5)))*((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,25,25,26,26,2
26,(x),20,-10,-0.009181362530413626,-0.004644805828879517,0.0017518248175182483,0,2.711666666666667,0.30633333333333335,5.48,0.1,0.8511727586617455,1,0.7360492986080036,0.49319481369977425,646.4333333333334,3.375,1679.8,0,((((x)+(x))+((x)*(9)))+((6)+((6)*((5)*(x))))),(((x)+((0)*(9)))*((6)*((0)+(x)))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|DeleteTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,26,26,27,27,2
27,(x),20,-10,-0.01055177423195999,0.0043034188034188035,0.004520123839009288,0.02,2.4183333333333334,0.13516666666666666,6.46,0,0.8963945296311645,1,0.60344750899442,0.2973494016584978,570.0833333333334,0.9583333333333334,2413,0,((((0)*(3))+((3)+(9)))*((x)*((0)-((8)*(x))))),(((6)+((1)+(1)))+((5)*((0)+(x)))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,27,27,28,28,2
28,(x),20,-10,-0.013678666666666667,0.00012338376822850587,-0.004,0.02,1.5803333333333334,0.30733333333333335,4,0,0.7340425531914894,1,0.7106495356813002,0.49665548085837796,359.1166666666666,2.1666666666666665,940,0,((((3)+(4))*((x)+(2)))+((2)*((7)*((7)*(x))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,28,28,29,29,2
29,(x),20,-10,-0.014436666666666664,-0.005095472266524898,-0.0044,0.02,1.3908333333333334,0.4016666666666666,3.9,0,0.9536178107606679,1,0.7308058139872421,0.5280000128839413,1331.5833333333333,1.625,5390,0,((((7)+(x))-((7)+(5)))*((9)*((3)*((8)*(x))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddToLeafR,SkipD,27,29,30,30,2
30,(x),20,-10,-0.014218666666666666,0.0028370377576659644,-0.01056,0.02,1.4453333333333334,11.675833333333333,2.36,0,0.8333333333333334,1,0.7954984611916512,0.4162531589043309,722.5,0.85,1500,0,((((7)+(6))+((8)*(9)))*((5)-((4)*((4)*(x))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,30,30,31,31,2
31,(x),20,-10,-0.013591111111111111,0.003970797720797722,0.003333333333333333,0.02,1.63,0.3746666666666667,6,0,0.9966926842174891,1,0.7633305691930902,0.7690660472508285,12890.375,6.625,75590,0,((((x)+(4))+((1)*(8)))*((6)*((7)*((9)*(x))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,DeleteNonTerminalR,31,29,32,32,2
32,(x),20,-10,-0.012960000000000001,0.0033187661498708006,-0.0072,0.02,1.76,0.9863333333333333,3.2,0,0.8663101604278075,1,0.6214318624031502,0.24983327774070985,444.425,0.7916666666666666,1870,0,((((x)+(9))*((5)*(8)))+((0)+((7)+((9)*(x))))),((0)-((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,32,32,33,33,2
33,(x),20,-10,-0.012576,0.004865067829457364,-0.008976,0.02,1.8559999999999999,0.262,2.7560000000000002,0,0.9440089585666294,1,0.695777927735631,0.08164965809277258,800.475,0.16666666666666666,4465,0,((((2)-(4))+((7)+(8)))*((7)+((9)*((x)*(x))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,DeleteNonTerminalR,32,32,34,34,2
34,(x),20,-10,-0.011666000000000001,-0.012156333557398192,0,0.02,2.0835,1.5275,5,0,0.976145038167939,1,0.6239483978589695,0.3574213200132303,2225.1666666666665,1.125,10480,0,((((x)+(3))*((4)+(x)))*((8)*((6)+((7)*(x))))),(((x)-((0)+(0)))*((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|AddTreeWithMult|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddToLeafR,SkipD,34,34,35,35,2
35,(x),20,-10,-0.019177333333333334,0.013817829457364341,-0.0168,0.02,0.20566666666666666,0.11466666666666667,0.8,0,0.8194945848375451,1,0.6026978801623412,0,351.3333333333333,0,1385,0,((((x)+(5))+((5)+(8)))+((4)+((9)*((9)*(x))))),(((3)*((3)+(4)))*((0)+((0)+(x)))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|AddTreeWithMult|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,35,34,36,36,2
36,(x),20,-10,-0.010197913639317149,0.0008141587544572622,0.00405103668261563,0.02,2.4983333333333335,4.3468333333333335,6.27,0,0.8915401301518439,1,0.7050697938479717,0.16329931618554522,441.4666666666667,0.3333333333333333,2305,0,((((8)*(8))+((7)*(x)))+((9)*((9)*((5)*(x))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,36,36,37,37,2
37,(x),20,-10,-0.011061333333333334,0.003610696517412935,-0.004,0.02,2.2346666666666666,0.7233333333333333,4,0,0.8251748251748252,1,0.779078116678571,0,587.8333333333334,0,1430,0,((((x)+(2))-((4)-(7)))+((9)*((9)*((4)*(x))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|MultXD,SkipD|MutateTerminalR|DivXD|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,37,37,38,38,2
38,(x),20,-10,-0.018853333333333337,0.009517479793553415,-0.017575999999999998,0.02,0.2866666666666667,0.7806666666666666,0.606,0,0.7811816192560175,1,0.6088579098316015,0.5613413993878118,412.84999999999997,1.3333333333333333,1142.5,0,((((x)+(7))+((9)+(1)))*((x)+((1)+((x)*(x))))),(((7)+((7)*(0)))+((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddTreeWithMult|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,37,38,39,39,2
39,(x),20,-10,-0.013165333333333333,0.008642896627971255,-0.0084,0.02,1.7086666666666668,0.4766666666666666,2.9,0,0.9406175771971497,1,0.6129931609737767,0,876.6,0,4210,0,((((x)+(4))*((3)-(9)))*((5)*((4)+((3)*(x))))),((0)+(x)),DeleteTerminalR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddToLeafR,SkipD,38,39,40,40,2
40,(x),20,-10,-0.00823117066483893,0.0007370561691010564,0.002864976010966416,0.02,2.9621666666666666,0.9436666666666668,5.836,0,0.9467178175618073,1,0.7526274955472644,0.2449489742783178,966,0.5,4692,0,((((x)+(9))*((4)*(9)))+((7)-((x)+((9)*(x))))),((0)*((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddToLeafR,SkipD,40,39,41,41,2
41,(x),20,-10,-0.006915333333333334,0.003116071428571428,-0.00058,0.02,3.271166666666667,0.22333333333333333,4.855,0,0.9354838709677419,1,0.7821250872107445,0.31867255988613563,850.2166666666667,4.417361111111111,3875,0,((((9)+(x))+((8)*(4)))+((4)*((3)*((4)*(x))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithDiv|SkipD,AddRandomSubTreeR,SkipD,41,41,42,42,2
42,(x),20,-10,-0.009491436817151103,-0.0007538126361655777,0.002993197278911565,0.02,2.6566666666666667,0.325,5.88,0,0.881404174573055,1,0.6840137961281969,0.621326696022085,438.0833333333333,2.25,2108,0,(((1)*((6)+(x)))*((7)*((9)*(x)))),(((0)*(x))+((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,41,42,43,43,2
43,(x),20,-10,-0.007467265597147948,0.000046877113411180795,0.014652406417112301,0.02,4.806,0.25666666666666665,18.7,0,0.9860685427695737,1,0.7696543969454591,0.2905454640270033,3258.2666666666664,1.2916666666666667,17945,0,((((x)+(9))+((7)*(8)))*((1)+((8)*((7)*(x))))),(((x)*((0)*(5)))*((0)+(x))),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,SkipD,43,43,44,44,2
44,(x),20,-10,-0.011130333333333332,0.003949013949013949,0.01375,0.02,3.477833333333333,1.11,16,0,0.9967502924736774,1,0.7184963595583214,0.5451159147779651,12899.416666666666,1.7666666666666666,76930,0,((((x)+(2))+((x)*(8)))*((6)*((8)*((6)*(x))))),((0)+(x)),AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,SkipD|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddRandomSubTreeR,DeleteNonTerminalR,43,44,45,45,2
45,(x),20,-10,-0.00696116860916861,-0.0109633443102632,0.008344988344988346,0.02,3.508666666666666,11.003333333333332,8.58,0,0.943630214205186,1,0.7043752396885175,0.4562731475609596,1790.0333333333335,1.5,4435,0,((((2)-(0))+((7)*(5)))*((4)*((6)*(x)))),((0)+(x)),ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR|AddToLeafR|MultXD,AddTreeWithDiv|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|SkipD,AddToLeafR,DeleteNonTerminalR,45,45,46,46,2
