gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
10,(x),20,-10,-0.019349333333333333,-0.0008823529411764706,-0.01908,0,0.16266666666666665,0.106,0.23,0.1,-0.494,1,0.1896830900915173,0.5163977794943223,36.483333333333334,1.6666666666666667,126.5,0,((2)*((7)*(9))),(((0)+(0))*((x)/(0))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,AddRandomSubTreeR,SkipD,10,10,11,11,0
11,(x),20,-10,-0.019392000000000003,0.0011149961149961147,-0.018799999999999997,0.02,0.15200000000000002,0.5,0.3,0,0.2295839753466872,1,0.4771547741151474,0.408248290463863,67.33333333333333,0.8333333333333334,324.5,0,((9)*((9)*(4))),((0)*((x)/(0))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MultXD|AddTreeWithSub|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,DivXD,DeleteNonTerminalR,10,10,12,12,0
12,(x),20,-10,-0.019392,0.00641025641025641,-0.019072,0.02,0.15199999999999997,0.068,0.23199999999999998,0,-0.38,1,0.2397479231748769,0.5163977794943223,49.416666666666664,3.3333333333333335,155,0,((x)*((4)*(8))),((0)*((x)/(0))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MultXD|AddTreeWithSub|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,MutateNonTerminalR,AddTreeWithSub,12,10,13,13,0
13,(x),20,-10,-0.019238666666666664,-0.0032139768461190714,-0.018112000000000003,0,0.19033333333333335,0.12247460317460317,0.47200000000000003,0.1,-0.494,1,0.1852022318080067,0.5163977794943223,38.083333333333336,1.6666666666666667,126.5,0,((6)*((3)*(7))),((0)/(0)),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|ReplaceBranchXR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,ReplaceBranchXR,SkipD,13,12,14,14,0
14,(x),20,-10,-0.019022666666666667,0,-0.01676,0.02,0.24433333333333335,0.1,0.81,0,0.3394980184940555,1,0.5718978331499786,0.408248290463863,118.16666666666667,0.8333333333333334,378.5,0,((6)*((7)*(9))),((0)/(0)),DivXD|DivXD|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,DivXD,SkipD,14,14,15,15,0
15,(x),20,-10,-0.019378666666666666,0.001570469798657718,-0.01908,0.02,0.15533333333333332,0.09566666666666666,0.23,0,-0.422,1,0.22752605711580964,0,46.03333333333333,0,144.5,0,((3)*((8)*(6))),((0)/(0)),DivXD|DivXD|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,DivXD,SkipD,14,15,16,16,0
16,(x),20,-10,-0.019360219576719576,-0.0006666666666666666,-0.01812,0,0.15994510582010582,0.10416666666666666,0.47,0.1,-0.578,1,0.17183558032801782,0.5715476066494082,39.666666666666664,1.875,105.5,0,((7)*((7)+(8))),(((5)+(0))*((x)/(0))),DivXD|ReplaceBranchXR|SkipD|AddToLeafR|ReplaceBranchR|AddRandomSubTreeR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,AddRandomSubTreeR,SkipD,15,16,17,17,0
17,(x),20,-10,-0.0196,0.006666666666666666,-0.0196,0.02,0.1,0.06666666666666667,0.1,0,0.5044598612487612,1,0.6003617787617904,0.408248290463863,91.2,0.8333333333333334,504.5,0,((7)*((8)*(9))),((0)/(0)),DivXD|ReplaceBranchXR|SkipD|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,ReplaceBranchR,SkipD,17,17,18,18,0
18,(x),20,-10,-0.018954666666666665,0.003333333333333333,-0.01788,0.02,0.26133333333333336,0.08333333333333334,0.53,0,-0.06,1,0.34776991627607273,0.6293754241697714,62.73333333333333,2.1999999999999997,235,0,((7)*((x)*(x))),(((5)-(0))*((x)/(0))),DivXD|ReplaceBranchXR|SkipD|ReplaceBranchXR|ReplaceBranchR|AddRandomSubTreeR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,ReplaceBranchXR,SkipD,18,17,19,19,0
19,(x),20,-10,-0.018546666666666666,0,-0.0158,0,0.36333333333333334,0.1,1.05,0.1,-0.098,1,0.3477893998768028,0.5477225575051661,49.583333333333336,2.5,225.5,0,((5)*((5)*(9))),(((1)*(0))*((x)/(0))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,DivXD,SkipD,19,19,20,20,0
20,(x),20,-10,-0.019077333333333335,0.0020325203252032522,-0.01836,0.02,0.23066666666666666,0.094,0.41,0,-0.194,1,0.3050861299152531,0.5477225575051661,48.46666666666667,2.5,201.5,0,((6)*((x)*(x))),((0)/(0)),DivXD|ReplaceBranchXR|SkipD|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,ReplaceBranchR,SkipD,20,20,21,21,0
21,(x),20,-10,-0.018354666666666665,0.006666666666666666,-0.01324,0.02,0.41133333333333333,0.06666666666666667,1.69,0,-0.23,1,0.2855950046248475,0.408248290463863,49.21666666666667,0.8333333333333334,192.5,0,((8)*((4)*(6))),((0)/(0)),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MultXD|DeleteNonTerminalR|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,DivXD,DeleteNonTerminalR,21,21,22,22,0
22,(x),20,-10,-0.01922,0.003333333333333333,-0.018799999999999997,0.02,0.195,0.08333333333333334,0.3,0,-0.662,1,0.1321288260247046,0.5163977794943223,45.76666666666667,1.6666666666666667,84.5,0,((9)+((5)*(6))),(((9)+(0))*((x)/(0))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|SkipD,MultXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,SkipD,SkipD,22,22,23,23,0
23,(x),20,-10,-0.01936533333333333,0.003333333333333333,-0.018520000000000002,0.02,0.15866666666666668,0.08333333333333334,0.37,0,-0.634,1,0.13864496625073217,0.50186126887085,24.016666666666666,1.6186838624338622,91.5,0,((7)+((6)*(7))),((8)+((0)/(0))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,MutateNonTerminalR,SkipD,23,23,24,24,0
24,(x),20,-10,-0.01932533333333333,0.003205128205128205,-0.019,0.02,0.16866666666666666,0.084,0.25,0,-0.782,1,0.0760841639239073,0.48874914944433046,17,1.57473544973545,54.5,0,((3)*((3)*(6))),((0)/(0)),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,SubXD|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,DivXD,SkipD,23,24,25,25,0
25,(x),20,-10,-0.019064000000000005,-0.0025228370828198517,-0.018392,0.02,0.234,0.7709444444444444,0.402,0,0.14965986394557823,1,0.4500653933422974,0.3954364276289684,61.050000000000004,4.006018518518519,294,0,(((6)*(7))*((7)+(x))),((0)/(0)),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|AddXD|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,MutateNonTerminalR,SkipD,25,25,26,26,0
26,(x),20,-10,-0.018924000000000003,0.003691005291005291,-0.01684,0.02,0.269,0.08154497354497353,0.79,0,-0.352,1,0.29702956081844784,0.408248290463863,66.2,0.8333333333333334,162,0,(((6)*(3))*((9)+(x))),((0)/(0)),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|AddXD|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|MutateTerminalR|DeleteTerminalR|SkipD,DivXD,SkipD,26,26,27,27,0
27,(x),20,-10,-0.019376,-0.00002292740225291634,-0.018344,0.0015031746031746033,0.156,0.10054034391534392,0.414,0.09248412698412699,-0.16,1,0.37052827152593903,0.5163977794943223,67.5,1.6666666666666667,210,0,(((x)*(6))*((7)+(x))),((6)*((0)/(0))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|AddXD|AddRandomSubTreeR,DeleteTerminalR|SkipD|DivXD|DeleteNonTerminalR|DeleteTerminalR|SkipD,DivXD,DeleteTerminalR,27,27,28,28,0
28,(x),20,-10,-0.019453333333333333,0.0026680811810996597,-0.01816,0.02,0.13666666666666666,0.08867195767195767,0.46,0,-0.662,1,0.11949379900229132,0.39561229948119386,33.15,1.2376322751322753,84.5,0,((7)*((6)*(2))),((1)*((0)/(0))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,SkipD,SkipD,28,28,29,29,0
29,(x),20,-10,-0.019378666666666666,0.007807399735749913,-0.019,0.02,0.15533333333333332,0.10122962962962964,0.25,0,-0.18,1,0.29946619174791667,0.25942683100199737,62,1.5834325396825395,205,0,((7)*((6)*(x))),((0)/(0)),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|AddTreeWithDiv|DivXD|AddXD|DeleteTerminalR|SkipD,DivXD,SkipD,29,29,30,30,0
30,(x),20,-10,-0.019249333333333334,0.008131481481481483,-0.018799999999999997,0.02,0.18766666666666665,0.05934259259259259,0.3,0,-0.32,1,0.2643801808003013,0.11939911271301,35.550000000000004,0.43184523809523806,170,0,((5)*((7)*(x))),(((7)*((x)-(1)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|AddTreeWithSub|SkipD,MutateNonTerminalR,SkipD,30,30,31,31,0
31,(x),20,-10,-0.018241333333333335,-0.010312632482171978,-0.013999999999999999,0.02,0.4396666666666667,0.8937361111111112,1.5,0,-0.6,1,0.12397487917585023,0.23271813856440332,47.166666666666664,1.0580753968253969,100,0,((7)*((x)*(3))),(((6)*((0)*(7)))/((x)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,AddRandomSubTreeR,SkipD,31,31,32,32,0
32,(x),20,-10,-0.019164,0.0029815587729923503,-0.018680000000000002,0.017696825396825395,0.20900000000000002,0.18108617724867723,0.33,0.011515873015873012,0.2076069730586371,1,0.4637361705621637,0.202757867192597,68.14999999999999,0.5757936507936507,315.5,0,((5)*((7)*(9))),(((5)*((4)*(0)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|FellTreeD|DivXD|AddXD|DeleteTerminalR|SkipD,AddRandomSubTreeR,MutateNonTerminalR,31,32,33,33,0
33,(x),20,-10,-0.019316000000000003,0.004111578071058575,-0.01836,0.02,0.17099999999999999,0.12903657407407407,0.41,0,-0.098,1,0.34825734545974285,0.37671413723705066,48.666666666666664,2.266666666666666,225.5,0,((5)*((5)*(9))),(((0)*((0)-(4)))/((x)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|AddTreeWithDiv|AddXD|DeleteTerminalR|SkipD,ReplaceBranchR,SkipD,31,33,34,34,0
34,(x),20,-10,-0.019249333333333334,0.006738830636780327,-0.01892,0.02,0.18766666666666665,0.07141071428571429,0.27,0,-0.54,1,0.1962179060806293,0.4595804060030484,48.31666666666666,2.170978835978836,115,0,((8)*((3)*(x))),(((9)*((0)*(5)))/((x)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,ReplaceBranchR,SkipD,34,33,35,35,0
35,(x),20,-10,-0.019451999999999997,0.006183966240598502,-0.019,0.02,0.137,0.07015277777777779,0.25,0,-0.746,1,0.0913733148499422,0.23787085017341636,17.783333333333335,0.9596560846560847,63.5,0,((7)+((8)*(7))),(((1)*((1)*(5)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,MutateNonTerminalR,SkipD,35,35,36,36,0
36,(x),20,-10,-0.01858,0.005633996487646132,-0.01552,0.018848412698412698,0.355,0.15858518518518522,1.12,0.005757936507936509,-0.598,1,0.14709643095602287,0.47858784647446173,51.550000000000004,1.5438822751322754,100.5,0,((5)*((5)*(4))),(((9)*((0)-(0)))/((x)+(x))),DivXD|ReplaceBranchXR|AddRandomSubTreeR|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,AddRandomSubTreeR,SkipD,36,36,37,37,0
37,(x),20,-10,-0.019098666666666667,0.0041718650550459,-0.017992,0.02,0.2253333333333333,0.14471818783068785,0.502,0,0.13344887348353554,1,0.4299013112262615,0.09982030789950806,66.16666666666667,0.7752513227513228,288.5,0,((8)*((4)*(9))),(((0)+((4)*(2)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,ReplaceBranchR,SkipD,37,37,38,38,0
38,(x),20,-10,-0.01938133333333333,0.0048862255925566055,-0.01884,0.02,0.15466666666666667,0.07897949735449734,0.29,0,-0.674,1,0.13719718170088865,0.38910102431355936,30.383333333333336,1.7735582010582014,81.5,0,((9)*((3)*(3))),(((4)*((1)-(1)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,DivXD,SkipD,38,38,39,39,0
39,(x),20,-10,-0.019235999999999996,0.010271973254793931,-0.01892,0.016545238095238095,0.19099999999999998,0.0631313492063492,0.27,0.017273809523809525,-0.662,1,0.139633806794773,0.4004609665537731,35,2.0872023809523808,84.5,0,((4)*((3)*(7))),(((8)*((3)+(6)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,ReplaceBranchR,SkipD,39,37,40,40,0
40,(x),20,-10,-0.019044000000000002,0.004001488466230101,-0.0168,0.02,0.23900000000000002,0.17070085978835978,0.8,0,-0.386,1,0.23511272757268303,0.4382356476933536,34.06666666666666,1.94239417989418,153.5,0,((9)*((9)+(8))),(((9)-((6)+(5)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,MutateNonTerminalR,SkipD,40,40,41,41,0
41,(x),20,-10,-0.018022666666666666,0.0028812862196547994,-0.01548,0.02,0.49433333333333335,0.11476984126984129,1.13,0,0.3065187239944521,1,0.5048096514276187,0.5261926670882592,75.7,1.7593915343915338,360.5,0,((5)*((8)*(9))),(((8)*((0)*(5)))/((x)+(x))),DivXD|ReplaceBranchXR|SkipD|DeleteTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,AddRandomSubTreeR,SkipD,41,41,42,42,0
42,(x),20,-10,-0.019138666666666665,0.004494379154678949,-0.01804,0.017696825396825395,0.21533333333333332,0.0938116402116402,0.49,0.011515873015873012,-0.214,1,0.2958308075009543,0.48763490885196376,47.083333333333336,1.6217361111111108,196.5,0,((4)*((7)*(7))),(((1)-((8)*(2)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,DivXD,SkipD,42,42,43,43,0
43,(x),20,-10,-0.01887866666666667,0.007973053302479438,-0.01644,0.02,0.2803333333333333,0.07942248677248678,0.89,0,-0.782,1,0.08874833331768356,0.4774974066895039,29.133333333333336,1.1212301587301587,54.5,0,((6)*((3)*(3))),(((1)*((5)+(8)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,DivXD,SkipD,43,43,44,44,0
44,(x),20,-10,-0.01886,0.0025072790364290554,-0.01728,0.02,0.285,0.10550859788359787,0.68,0,-0.54,1,0.18246409692502977,0.4085768619294524,38.016666666666666,1.6085978835978836,115,0,((6)*((4)*(x))),(((3)*((0)*(5)))/((x)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,DivXD,SkipD,44,44,45,45,0
45,(x),20,-10,-0.019624,0.005304071547884619,-0.019376,0.02,0.094,0.11372632275132276,0.156,0,0.15110356536502548,1,0.5440720311637703,0.077567175188134,109.63333333333333,0.15833333333333333,294.5,0,((6)*((7)*(7))),(((x)*(0))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,SkipD,SkipD,45,44,46,46,0
46,(x),20,-10,-0.019030666666666668,0.009249051327796944,-0.017159999999999998,0.02,0.24233333333333335,0.05576587301587302,0.71,0,0.3630573248407643,1,0.513297240792739,0.383670454638692,93.26666666666667,1.1515873015873017,392.5,0,((8)*((7)*(7))),(((1)*((0)*(1)))/((x)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|MutateNonTerminalR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,MutateNonTerminalR,SkipD,45,46,47,47,0
47,(x),20,-10,-0.019482666666666662,0.01225035247720335,-0.01916,0.02,0.12933333333333333,0.06458478835978836,0.21,0,0.4337485843714609,1,0.5756004746761328,0.21549702706508345,78.55000000000001,1.1967592592592593,441.5,0,((7)*((7)*(9))),(((1)-((1)*(x)))/((0)+(x))),DivXD|ReplaceBranchXR|SkipD|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,MutateNonTerminalR,SkipD,47,47,48,48,0
48,(x),20,-10,-0.018925333333333336,0.002663142451391935,-0.01804,0.02,0.2686666666666666,0.11677380952380952,0.49,0,0.6144949884348496,1,0.6192484167884573,0.39457266979955724,130.5,1.3131613756613756,648.5,0,((9)*((8)*(9))),(((2)*((0)*(5)))/((x)+(x))),DivXD|ReplaceBranchXR|SkipD|AddTreeWithMult|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,AddTreeWithMult,SkipD,48,47,49,49,0
49,(x),20,-10,-0.01864266666666667,0.014372433862433863,-0.015960000000000002,0.02,0.3393333333333333,0.028137830687830684,1.01,0,0.6144949884348496,1,0.6192484167884573,0.39457266979955724,130.5,1.3131613756613756,648.5,0,((9)*((8)*(9))),(((2)*((0)*(5)))/((x)+(x))),DivXD|ReplaceBranchXR|SkipD|AddTreeWithMult|ReplaceBranchR|AddRandomSubTreeR,MutateNonTerminalR|SkipD|DivXD|AddXD|DeleteTerminalR|SkipD,ReplaceBranchR,SkipD,48,49,49,49,0
