gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
47,x*x*x*x,25,-10,-0.03774520977649981,0.011625277741471707,-0.0357241510913606,0.012428534085180276,345.02799999999996,243.1464,654.2904,236.26319999999998,-0.7329379166122075,0.3311238493567601,0.11352450660044446,0.022370910208046043,14808.56,6019.16,40865.84,5731.68,((((5)*(2))*((x)*(8)))*((x)*((x)-(0)))),((x)*((7)*(x))),MutateTerminalR|MultXD|SubXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|AddTreeWithMult|SkipD|ReplaceBranchR|MultXD,MultXD,FellTreeD,47,46,48,48,2
48,x*x*x*x,25,-10,-0.037444481767089276,0.011584013294247252,-0.034399477192523856,0.01176148776070355,391.04540000000003,243.5,856.9920000000001,241.9792,-0.72,0.29420990720167306,0.11999346490654822,0.0038231056624459833,15303.5,6082.98,42845.6,6048,((((8)*(x))*((x)*(x)))*((x)-((7)*(0)))),((9)+((x)*(x))),MutateTerminalR|MultXD|SubXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|AddTreeWithMult|SkipD|ReplaceBranchR|MultXD,MutateTerminalR,FellTreeD,48,46,49,49,2
49,x*x*x*x,25,-10,-0.038125517579401386,0.011539084526765877,-0.03730336949418377,0.011731239613869338,286.8333,243.885,412.63840000000005,242.2384,-0.8505068618481244,0.2940045185503296,0.05473776885848261,0.0037836980992260573,10311.48,6083.860000000001,22875.44,6049.76,((((x)*(x))*((x)*(8)))*((6)-((x)-(0)))),((8)+((x)*(x))),AddToLeafR|SubXD|SubXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|FellTreeD|SkipD|ReplaceBranchR|MultXD,SubXD,FellTreeD,48,49,50,50,2
50,x*x*x*x,25,-10,-0.03826756241014247,0.011509419870418435,-0.03760454842504248,0.01163890807924268,265.0976,244.1392,366.552,243.0296,-0.916615867206901,0.299101891442762,0.02161808597991429,0.006134546557909835,7797.48,6073.58,12759.44,6006.08,((((x)*(5))*((6)*(x)))*((x)-((0)-(x)))),((9)*((8)*(x))),MutateTerminalR|SubXD|SubXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|AddTreeWithMult|SkipD|ReplaceBranchR|MultXD,SubXD,AddTreeWithMult,50,50,51,51,2
51,x*x*x*x,25,-10,-0.038487624493530256,0.00016979573165039287,-0.03831085086916743,0.012027932856582711,231.42370000000003,376.608,258.47360000000003,239.696,-0.9597124558881193,0.31179864443490124,0.0001304404652985869,0.012342483628956763,6134.860000000001,6034.780000000001,6164.8,5897.28,((((x)*(x))*((0)*(x)))-((x)-((6)*(7)))),((4)*((x)*(x))),MutateTerminalR|SubXD|SubXD|AddTreeWithMult|DeleteMaliciousR,FellTreeD|AddTreeWithMult|SkipD|ReplaceBranchR|ReplaceBranchR,SubXD,ReplaceBranchR,51,51,52,52,2
52,x*x*x*x,25,-10,-0.03843990785518233,0.011538431017420697,-0.03839587243497582,0.01171163433351383,238.72530000000003,243.89059999999998,245.4636,242.40640000000002,-0.9597582015422821,0.2940045185503296,0.00010756763821717641,0.002785426238229726,6133.110000000001,6084.42,6157.8,6049.76,((((x)*(x))*((3)*(0)))-((7)*((5)-(x)))),((x)+((8)*(x))),MutateTerminalR|SubXD|SubXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|AddTreeWithMult|SkipD|ReplaceBranchR|MultXD,SubXD,FellTreeD,52,52,53,53,2
53,x*x*x*x,25,-10,-0.03825033721082212,0.011500469126351366,-0.037088566200496664,0.011641895550534947,267.7334,244.2159,445.5076,243.004,-0.82921709580447,0.2946113486565715,0.06840936033858523,0.0044040033406573765,10526.29,6086.18,26133.2,6044.56,((((8)*(8))*((9)*(x)))*((x)-((x)-(0)))),((9)*((5)*(x))),MutateTerminalR|SubXD|SubXD|AddTreeWithDiv|DeleteTerminalR,MutateTerminalR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchR|MultXD,SubXD,MutateTerminalR,53,53,54,54,2
54,x*x*x*x,25,-10,-0.04321953615358922,0.01159220550068152,-0.03675349627499673,0.011854846238586928,272.4465777777778,243.4298,496.7799999999999,241.17919999999998,-0.7954160240491439,0.2935937412476428,0.08225336080221302,0.0027760336096005287,12425.83,6072.54,31305.44,6053.28,((((x)*(x))*((x)*(7)))*((9)-((0)-(x)))),((6)+((x)*(x))),DeleteTerminalR|SubXD|SubXD|AddTreeWithMult|DeleteMaliciousR,FellTreeD|AddTreeWithMult|SkipD|ReplaceBranchR|MultXD,SubXD,FellTreeD,54,54,55,55,2
55,x*x*x*x,25,-10,-0.038284281139720294,0.011616397016263049,-0.03771635603189126,0.011925611964822528,262.5393,243.2225,349.4432,240.5728,-0.8917971506992549,0.3146367421625558,0.03405466383338339,0.013859466362755863,8740.67,6048.85,16557.2,5872.96,((((x)*(9))*((9)*(5)))*((x)-((x)-(0)))),(((2)*((3)*(0)))-((6)-((x)*(x)))),MutateTerminalR|SubXD|SubXD|AddTreeWithMult|DeleteMaliciousR,MutateTerminalR|AddTreeWithMult|AddRandomSubTreeR|ReplaceBranchR|MultXD,SubXD,MultXD,55,53,56,56,2
56,x*x*x*x,25,-10,-0.03847927460462685,0.012724317082734287,-0.038329368709972556,0.016912168344007324,232.7014,233.7286,255.64,197.84239999999997,-0.9598300875702523,0.552028679724406,0.00007098575615819303,0.1341718477643656,6131.32,5562.02,6146.8,3838.72,((((x)*(0))*((x)*(x)))-((x)-((8)*(3)))),((((6)*(9))*((0)-(1)))*((2)-((x)*(x)))),DeleteTerminalR|SubXD|SubXD|AddTreeWithMult|DeleteMaliciousR,MutateTerminalR|AddTreeWithMult|SkipD|ReplaceBranchR|MultXD,SubXD,AddTreeWithMult,54,56,57,57,2
57,x*x*x*x,25,-10,-0.03848823160371193,0.0010436942287036864,-0.03839828519147823,0.015165151147375695,231.33079999999998,5441.413200000001,245.09439999999998,212.81279999999998,-0.9599733368187164,0.2923053942528522,0.000006796497189986983,0.0184650789389007,6124.360000000001,6179.96,6124.88,6064.32,((((3)*(1))*((x)*(x)))*((0)-((x)-(x)))),((4)*((8)*(x))),DeleteTerminalR|SubXD|SubXD|AddTreeWithMult|DeleteMaliciousR,MutateTerminalR|AddTreeWithMult|SkipD|ReplaceBranchR|MultXD,SubXD,ReplaceBranchR,57,57,58,58,2
