gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
83,x*x*x*x,25,-10,-0.038399734675205854,0.011370595813805853,-0.038398431577571564,0.011602825027540752,244.87260000000003,245.32879999999997,245.072,243.33880000000002,-0.9599477192523854,0.29564295983718286,0.000020339159496969224,0.004737913434249454,6124.84,6069.75,6128.8,6035.72,((1)-(9)),(((7)+((0)+(4)))-((5)+((x)*(x)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,AddTreeWithAdd,83,83,84,84,3
84,x*x*x*x,25,-10,-0.038399671284799375,0.011134212147805144,-0.0383985622794406,0.012105046959314381,244.8823,247.3544,245.05200000000002,239.0352,-0.9599607894392891,0.3166999645237785,0.000015556634053364718,0.014592444449200707,6124.3,6039.81,6126.8,5855.28,((0)-(6)),(((8)+((3)*(7)))*((1)*((9)*(x)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,84,84,85,85,3
85,x*x*x*x,25,-10,-0.03839975624101425,0.011774406240080663,-0.038398692981309636,0.013549209253692327,244.8693,241.86849999999998,245.032,226.66,-0.9599542543458373,0.38026775211456953,0.000034049697432418944,0.04700795484307761,6123.8099999999995,5914.4,6127.8,5310.56,((x)-(9)),((((9)+(1))+((x)*(x)))+((4)*((9)-(1)))),DeleteTerminalR|AddXD|AddTreeWithDiv|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithAdd,85,85,86,86,3
86,x*x*x*x,25,-10,-0.03839990785518233,0.011564758108183805,-0.0383985622794406,0.011761581119181437,244.84609999999998,243.665,245.05200000000002,241.9784,-0.9599411841589336,0.30176260806243826,0.00003550691343132329,0.009597434291146307,6122.3099999999995,6054.62,6129.8,5983.28,((0)-(9)),((((9)+(1))-((9)+((5)*(x))))-((0)+((x)*((4)+(9))))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddRandomSubTreeR,86,86,87,87,3
87,x*x*x*x,25,-10,-0.0383996471049536,0.009465855594314796,-0.03839843157757157,0.012328640513845066,244.88600000000002,263.0247,245.072,237.11919999999998,-0.9599477192523854,0.3334858188472096,0.000020230662245668403,0.021502353020320657,6126.05,5982.62,6128.8,5711.44,((0)-(8)),((((5)-(7))+((4)+((6)+(x))))*((1)+((7)+((x)*(x))))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddXD,AddTreeWithAdd,87,87,88,88,3
88,x*x*x*x,25,-10,-0.038399541889949027,0.012340135276434454,-0.03839823552476801,0.015601742069197306,244.9021,237.02070000000003,245.102,209.0716,-0.9599607894392891,0.4741303657785164,0.000024497100934050044,0.09100709289859861,6123.57,5667.58,6126.8,4506.24,((x)-(8)),((((5)*(x))*((x)-(5)))*((4)+((x)*(x)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,AddTreeWithAdd,88,88,89,89,3
89,x*x*x*x,25,-10,-0.038400201934387666,0.009775126903188344,-0.03839895438504771,0.013205743413559387,244.80110000000002,276.43660000000006,244.99200000000002,229.6032,-0.9599542543458373,0.36553578430457273,0.000029788176538981137,0.03593848285797476,6122.0599999999995,5869.67,6127.8,5436.8,((x)-(9)),((((5)*(0))+((x)+(1)))*((3)*((4)*(x)))),DeleteTerminalR|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddTreeWithAdd,89,89,90,90,3
90,x*x*x*x,25,-10,-0.038266289373938056,0.010332901828271653,-0.03786209384394197,0.011577898313945893,265.29240000000004,254.8486,327.14239999999995,243.5524,-0.9063270160763299,0.2929215602068825,0.0269036530689748,0.0030204494619878435,8158.76,6090.77,14333.84,6059.04,((((x)*(x))*((6)*(6)))*((x)-((2)+(x)))),((((5)-(9))+((1)*(1)))+((6)+((x)*(x)))),DeleteTerminalR|AddXD|AddToLeafR|SkipD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,DeleteTerminalR,AddRandomSubTreeR,90,90,91,91,3
91,x*x*x*x,25,-10,-0.03840506142987845,0.009664863623247089,-0.03831548817148086,0.012722893365946564,244.0575,273.4206,257.764,233.74079999999998,-0.9599607894392891,0.34064641410086455,0.000033620965234517795,0.02611814114511637,6121.74,5928.120000000001,6126.8,5650.08,((2)-(8)),((((8)+(x))*((0)+(x)))*((6)-((1)+(2)))),FellTreeD|AddXD|AddToLeafR|DivXD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|FellTreeD|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithSub,AddRandomSubTreeR,91,91,92,92,3
92,x*x*x*x,25,-10,-0.03840678996209646,0.011704480740146015,-0.0383993360345053,0.012946580278955132,243.793,242.4677,244.9336,231.824,-0.9599738596261927,0.3476389640943295,0.00002247502154223141,0.028828661105028255,6122.43,5957.719999999999,6124.8,5590.16,((x)-(6)),(((9)*((x)+(2)))*((x)-((0)+(x)))),FellTreeD|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddTreeWithAdd,92,92,93,93,3
93,x*x*x*x,25,-10,-0.03839985949549078,0.008624039171067294,-0.03839895438504771,0.011632746419702373,244.8535,371.0201,244.99200000000002,243.08239999999998,-0.9599542543458373,0.29402319024590623,0.000022488319136293623,0.0007777978527135056,6122.82,6096.049999999999,6127.8,6049.6,((0)-(7)),(((8)*((x)*(5)))+((0)+((6)-(x)))),FellTreeD|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddTreeWithAdd,93,93,94,94,3
94,x*x*x*x,25,-10,-0.03839997582015424,0.009834779608271395,-0.03839908508691675,0.012982429934462351,244.83570000000003,259.1202,244.972,231.5168,-0.9599738596261927,0.35539705360643803,0.000015556634053364718,0.02985439528728986,6123.3,5896.15,6124.8,5523.68,((3)-(7)),((((x)+(6))-((4)*((4)*(x))))+((0)*((4)+((1)+(4))))),FellTreeD|AddXD|SkipD|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddRandomSubTreeR,94,94,95,95,3
95,x*x*x*x,25,-10,-0.03839949287674814,0.010941578598502533,-0.03839882368317867,0.012085441678958869,244.90959999999998,249.00510000000003,245.012,239.2032,-0.9599542543458373,0.31179864443490124,0.0000062568756225044785,0.010972990394893656,6127.05,6024.21,6127.8,5897.28,((1)-(8)),((((1)+((1)+(0)))*((5)+((0)+(4))))-(((9)-(6))*((x)+((x)*(x))))),AddTreeWithMult|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,AddTreeWithMult,AddRandomSubTreeR,95,95,96,96,3
96,x*x*x*x,25,-10,-0.038399537968892956,0.011753237205220608,-0.0383985622794406,0.013864247437309785,244.90269999999998,242.04989999999998,245.05200000000002,223.96040000000002,-0.9599607894392891,0.5086916742909424,0.000022469953722229437,0.11148586356782421,6124.13,5643.070000000001,6126.8,4210.08,((3)-(9)),((((5)*(5))+((7)*((5)*(x))))+(((x)*(4))+((7)+((9)*(x))))),FellTreeD|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddTreeWithAdd,96,96,97,97,3
97,x*x*x*x,25,-10,-0.03839980982878056,0.011816452564557389,-0.038398692981309636,0.012629674925780012,244.8611,241.5082,245.032,234.53959999999998,-0.9599607894392891,0.33996022928842173,0.000021181769264013915,0.025290764380540443,6122.88,5977.87,6126.8,5655.96,((2)-(8)),((((2)+(5))-((2)+(0)))+((8)*((x)*(x)))),FellTreeD|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddRandomSubTreeR,97,97,98,98,3
98,x*x*x*x,25,-10,-0.03839988694288328,0.011951005470806806,-0.03839895438504771,0.01473448848889968,244.8493,240.3552,244.99200000000002,216.5032,-0.9599477192523854,0.4357226879772953,0.00003813688527021378,0.0738577915106883,6121.76,5783.96,6128.8,4835.36,((1)-(9)),((((5)+(9))-((5)-((1)+(6))))-(((2)*(x))*((x)*((5)+(1))))),FellTreeD|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddTreeWithAdd,98,98,99,99,3
99,x*x*x*x,25,-10,-0.03839984054371978,0.012340963832925671,-0.038398692981309636,0.01620992587336856,244.8564,237.0136,245.032,203.86,-0.9599477192523854,0.4357226879772953,0.00003813688527021378,0.0738577915106883,6121.76,5783.96,6128.8,4835.36,((1)-(9)),((((5)+(9))-((5)-((1)+(6))))-(((2)*(x))*((x)*((5)+(1))))),FellTreeD|AddXD|AddToLeafR|FellTreeD|AddTreeWithSub,ReplaceBranchR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD|AddXD|DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|MutateNonTerminalR|MultXD|MutateNonTerminalR|AddTreeWithAdd|DeleteTerminalR|AddToLeafR|AddRandomSubTreeR,FellTreeD,AddTreeWithAdd,99,99,99,99,3
