gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
64,x*x*x*x,25,-10,-0.03839554437328454,0.012132377653714737,-0.03838875441118808,0.01408723416173423,245.5138,238.801,246.55280000000002,222.0496,-0.9596340347666973,0.4040554922792539,0.0002120650881840772,0.05093563263665524,6148.84,5736.96,6176.8,5106.72,((0)-((x)*(x))),(((x)*((3)*(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,64,64,65,65,4
65,x*x*x*x,25,-10,-0.038396848777937524,0.012967912691151487,-0.038392147431708275,0.01955673394700973,245.31420000000003,231.6412,246.0336,175.1808,-0.9596340347666973,0.5361390667886551,0.0001958961310698501,0.11070797244771927,6150.84,5375.18,6176.8,3974.88,((0)-((x)*(x))),(((x)*((7)*(6)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,DeleteNonTerminalR,ReplaceBranchXR,65,65,66,66,4
66,x*x*x*x,25,-10,-0.03839861717422559,0.012294331273222926,-0.038395937785910335,0.013954011613794653,245.0436,237.4132,245.4536,223.19119999999998,-0.9596340347666973,0.38792314730100647,0.00022608043477866872,0.045522294573520715,6146.84,5741.68,6176.8,5244.96,((0)-((x)*(x))),(((5)*((3)*(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,66,66,67,67,4
67,x*x*x*x,25,-10,-0.03839535093451836,0.012634973019399894,-0.038385361390667894,0.014641690161883603,245.5434,234.4942,247.072,217.29840000000002,-0.9596340347666973,0.4637302313423083,0.00020799964044409776,0.08320138050343301,6149.32,5662.6,6176.8,4595.36,((0)-((x)*(x))),(((4)*((7)*(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,SubXD,ReplaceBranchXR,67,67,68,68,4
68,x*x*x*x,25,-10,-0.03839466474970592,0.01361449016935228,-0.038389151744869954,0.018604664189555056,245.6484,226.1006,246.49200000000002,183.3392,-0.9596340347666973,0.6715275314151279,0.00019579139981695803,0.18767784475273502,6161.82,5226.959999999999,6176.8,2814.72,((0)-((x)*(x))),(((9)*((9)*(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,68,68,69,69,4
69,x*x*x*x,25,-10,-0.038397927068357075,0.012080983811639938,-0.038392147431708275,0.01247119890957298,245.1492,239.2414,246.0336,235.8976,-0.9596340347666973,0.3311238493567601,0.00018632415192655256,0.020456098750072444,6134.34,5913.360000000001,6176.8,5731.68,((0)-((x)*(x))),(((6)*((1)*(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,AddXD,ReplaceBranchXR,69,69,70,70,4
70,x*x*x*x,25,-10,-0.048794732714677824,0.012281447803275019,-0.048789021043000924,0.015783651063353065,184.43,237.52360000000004,185.304,207.51280000000003,-0.9596340347666973,0.4857628321227851,0.00019579139981695803,0.09308066615459935,6161.82,5578.200000000001,6176.8,4406.56,((0)-((x)*(x))),(((8)*((x)*(4)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,70,70,71,71,4
71,x*x*x*x,25,-10,-0.03839306757286629,0.013533291633213216,-0.038385361390667894,0.019206826371902838,245.8928,226.7964,247.072,178.17919999999998,-0.9596340347666973,0.5690759377859105,0.00019579139981695803,0.14061269709979085,6161.82,5499.58,6176.8,3692.64,((0)-((x)*(x))),(((x)*((7)*(7)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,DeleteNonTerminalR,ReplaceBranchXR,71,71,72,72,4
72,x*x*x*x,25,-10,-0.038396414847732326,0.012097461582986356,-0.03838902104300092,0.013471815075527012,245.3806,239.10019999999997,246.512,227.32319999999999,-0.9596340347666973,0.34400731930466616,0.00020799964044409776,0.0230319357331501,6149.32,5911.4400000000005,6176.8,5621.28,((0)-((x)*(x))),(((x)*((7)+(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithAdd|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,MutateNonTerminalR,ReplaceBranchXR,72,72,73,73,4
73,x*x*x*x,25,-10,-0.03839574696118155,0.012004593237111864,-0.03838902104300092,0.013131336706686337,245.4828,239.896,246.512,230.2408,-0.9596340347666973,0.34441809660735295,0.00021883620188859843,0.02429135733134074,6147.8,5920.82,6176.8,5617.76,((0)-((x)*(x))),(((x)*((8)+(2)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,73,73,74,74,4
74,x*x*x*x,25,-10,-0.03839538230296693,0.011341327930989416,-0.038385361390667894,0.012724013667681161,245.5386,245.5796,247.072,233.73120000000003,-0.9596340347666973,0.30507683402729807,0.00022251728663389512,0.007559569798237851,6147.32,6026.72,6176.8,5954.88,((0)-((x)*(x))),(((7)+((9)*(7)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,AddXD,ReplaceBranchXR,74,74,75,75,4
75,x*x*x*x,25,-10,-0.03839740948895569,0.012088195754056428,-0.03839241406352111,0.01362809716750378,245.2284,239.1796,245.9928,225.984,-0.9596340347666973,0.35028100901842896,0.00021883620188859843,0.025051752096546462,6147.8,5885.76,6176.8,5567.52,((0)-((x)*(x))),(((3)*((3)*(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,75,75,76,76,4
76,x*x*x*x,25,-10,-0.0383935550908378,0.013176942323132365,-0.038385361390667894,0.021914222230520756,245.8182,229.85,247.072,154.9792,-0.9596340347666973,0.6485053307690871,0.00019579139981695803,0.17588997559732394,6161.82,5272.52,6176.8,3012,((0)-((x)*(x))),(((8)*((9)*(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,76,76,77,77,4
77,x*x*x*x,25,-10,-0.038395743040125475,0.01236691748977725,-0.03838875441118808,0.015246373023134235,245.4834,236.79120000000003,246.55280000000002,212.1168,-0.9596340347666973,0.44169763056183137,0.00021883620188859843,0.07122653567169174,6147.8,5677.66,6176.8,4784.16,((0)-((x)*(x))),(((3)*((8)*(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|SkipD|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,77,77,78,78,4
78,x*x*x*x,25,-10,-0.03839861717422559,0.01261025636238027,-0.038392147431708275,0.015536437813917885,245.0436,234.706,246.0336,209.63119999999998,-0.9596340347666973,0.5651548817148085,0.00018951771010322638,0.1366972073964209,6133.3,5483.280000000001,6176.8,3726.24,((0)-((x)*(x))),(((x)*((6)*(8)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|AddToLeafR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,78,78,79,79,4
79,x*x*x*x,25,-10,-0.038396298523068875,0.012907626454058296,-0.03838875441118808,0.019600799148570686,245.3984,232.15779999999998,246.55280000000002,174.8032,-0.9596340347666973,0.5741919823739194,0.00022251728663389512,0.1387771304481485,6147.32,5430.96,6176.8,3648.8,((0)-((x)*(x))),(((x)*((x)*(8)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|MutateTerminalR|ReplaceBranchR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,79,79,80,80,4
80,x*x*x*x,25,-10,-0.038394926153443996,0.012499929981141591,-0.038389151744869954,0.015043598409171537,245.6084,235.6514,246.49200000000002,213.8544,-0.9596340347666973,0.579214668484045,0.00018951771010322638,0.14213583224119605,6162.3,5432.280000000001,6176.8,3605.76,((0)-((x)*(x))),(((9)*((2)*(9)))*((x)+((x)*(x)))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MultXD,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,DeleteNonTerminalR,ReplaceBranchXR,80,80,81,81,4
81,x*x*x*x,25,-10,-0.038394696118154485,0.01035885763310141,-0.038385361390667894,0.019857721679705734,245.6436,319.21399999999994,247.072,172.60160000000005,-0.9596340347666973,0.4857628321227851,0.00019579139981695803,0.09920658898464473,6161.82,5664.24,6176.8,4406.56,((0)-((x)*(x))),(((4)*((8)*(x)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,MutateNonTerminalR,ReplaceBranchXR,81,81,82,82,4
82,x*x*x*x,25,-10,-0.03840496013592994,0.012017885150400509,-0.038395807084041306,0.012620945908097916,244.07299999999998,239.78209999999999,245.4736,234.61440000000002,-0.9599733368187164,0.3240099333420468,0.000027051603414938054,0.015308729516554929,6121.360000000001,5966.64,6124.88,5792.64,((0)-((x)-(x))),(((6)*((9)*(7)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,82,82,83,83,4
83,x*x*x*x,25,-10,-0.038398094366749444,0.012305067498179514,-0.03839254476539015,0.014348824616763447,245.1236,237.32119999999995,245.97279999999998,219.80800000000002,-0.9596340347666973,0.4040554922792539,0.00017726559542931446,0.05008519451497732,6136.34,5685.98,6176.8,5106.72,((0)-((x)*(x))),(((0)+((x)*(x)))*((3)+((x)*(x)))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,83,83,84,84,4
84,x*x*x*x,25,-10,-0.03839717814664749,0.011668315999775943,-0.038392147431708275,0.012048845155628585,245.2638,242.7776,246.0336,239.5168,-0.9596340347666973,0.30367645685904743,0.00022251728663389512,0.0024194364843884504,6147.32,6035.540000000001,6176.8,5966.88,((0)-((x)*(x))),(((4)*((3)*(5)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|SkipD|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,SubXD,ReplaceBranchXR,84,84,85,85,4
85,x*x*x*x,25,-10,-0.038395345706443595,0.01176228130776556,-0.038392147431708275,0.012547752861437349,245.54420000000002,241.9724,246.0336,235.2416,-0.9596340347666973,0.31179864443490124,0.00019579139981695803,0.009266622168679737,6161.82,6002.34,6176.8,5897.28,((0)-((x)*(x))),(((0)+((1)*(3)))*((x)+((x)*(x)))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,85,85,86,86,4
86,x*x*x*x,25,-10,-0.03839639785648935,0.010511543110020005,-0.038389151744869954,0.01500905577235469,245.3832,261.6098,246.49200000000002,214.15040000000002,-0.9596340347666973,0.39389808988554253,0.0001958961310698501,0.048856577859106506,6150.84,5817.04,6176.8,5193.76,((0)-((x)*(x))),(((8)*((x)*(2)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,86,86,87,87,4
87,x*x*x*x,25,-10,-0.03839848647235655,0.012760423474055682,-0.03839254476539015,0.01940661351457326,245.0636,233.4192,245.97279999999998,176.46720000000002,-0.9596340347666973,0.5886812181414195,0.00018869433253832245,0.13846407128719534,6133.860000000001,5274.219999999999,6176.8,3524.64,((0)-((x)*(x))),(((x)*((6)*(9)))+((x)*(x))),FellTreeD|FellTreeD|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,87,87,88,88,4
88,x*x*x*x,25,-10,-0.03839486341654686,0.012060841720036599,-0.038385361390667894,0.012690684691076799,245.618,239.41400000000002,247.072,234.0168,-0.9596340347666973,0.33840581063166353,0.00018951771010322638,0.019974417424560343,6162.3,5916.52,6176.8,5669.28,((0)-((x)*(x))),(((8)*((5)+(6)))*((x)+((x)*(x)))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|SubXD,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteTerminalR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,SubXD,ReplaceBranchXR,88,88,89,89,4
89,x*x*x*x,25,-10,-0.03839564370670501,0.011967903355303698,-0.038389151744869954,0.012652594432100381,245.4986,240.21040000000002,246.49200000000002,234.3432,-0.9596340347666973,0.34400731930466616,0.0001958961310698501,0.028891093309836777,6150.84,5943.66,6176.8,5621.28,((0)-((x)*(x))),(((4)*((2)*(1)))*((x)+((x)*(x)))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteTerminalR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,ReplaceBranchXR,89,89,90,90,4
90,x*x*x*x,25,-10,-0.03839730884851653,0.01084467596814108,-0.03838875441118808,0.01252898780738279,245.24380000000002,250.02720000000005,246.55280000000002,235.40240000000003,-0.9596340347666973,0.3434845118285192,0.00018005911231228766,0.02433566150814523,6135.860000000001,5938.040000000001,6176.8,5625.76,((0)-((x)*(x))),(((8)*((x)-(2)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteTerminalR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,MutateNonTerminalR,ReplaceBranchXR,90,90,91,91,4
91,x*x*x*x,25,-10,-0.03839515226767743,0.011999341822730925,-0.03838875441118808,0.012997647366357343,245.5738,239.94099999999997,246.55280000000002,231.38639999999998,-0.9596340347666973,0.3375655843307132,0.00020799964044409776,0.021977261877927125,6149.32,5913.24,6176.8,5676.48,((0)-((x)*(x))),(((7)*((x)*(1)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteTerminalR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,DeleteNonTerminalR,ReplaceBranchXR,91,91,92,92,4
92,x*x*x*x,25,-10,-0.03839544765390145,0.012427658849450123,-0.038385361390667894,0.01780047426106765,245.5286,236.2707,247.072,190.23039999999997,-0.9596340347666973,0.5690759377859105,0.0002120650881840772,0.13153871135301265,6148.84,5371.719999999999,6176.8,3692.64,((0)-((x)*(x))),(((9)+((5)*(8)))*((x)+((x)*(x)))),DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,DivXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,DeleteNonTerminalR,ReplaceBranchXR,92,92,93,93,4
93,x*x*x*x,25,-10,-0.03839717814664749,0.012329445730716808,-0.038392934256959874,0.01453572828948597,245.2638,237.11230000000003,245.9132,218.2064,-0.9596340347666973,0.5264671284799373,0.0002120650881840772,0.10906509777639045,6148.84,5451.960000000001,6176.8,4057.76,((0)-((x)*(x))),(((8)*((5)*(1)))*((x)+((x)*(x)))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,DeleteNonTerminalR,AddTreeWithMult,93,93,94,94,4
94,x*x*x*x,25,-10,-0.03839793883152529,0.00956958956606072,-0.03838894523591688,0.01301715928823497,245.1474,279.7856,246.52360000000002,231.21919999999997,-0.9596340347666973,0.3487966092200834,0.00018869433253832245,0.011020943600403637,6133.860000000001,6039.2,6176.8,5580.24,((0)-((x)*(x))),(((x)*((9)-(6)))+((x)*(x))),AddTreeWithMult|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,MutateNonTerminalR,AddTreeWithMult,94,94,95,95,4
95,x*x*x*x,25,-10,-0.03839717814664749,0.011790965700095225,-0.03838875441118808,0.012669305599641505,245.2638,241.72660000000005,246.55280000000002,234.2,-0.9596340347666973,0.3217133147861158,0.00017726559542931446,0.01473189582873851,6136.34,5947.32,6176.8,5812.32,((0)-((x)*(x))),(((9)*((3)*(9)))+((x)*(x))),FellTreeD|DeleteNonTerminalR|SubXD|AddXD|MutateNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|FellTreeD|FellTreeD|MutateTerminalR|ReplaceBranchXR|MutateTerminalR|DeleteMaliciousR|SubXD|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithMult|AddXD|MultXD,FellTreeD,AddTreeWithMult,95,95,96,96,4
