gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
69,x*x*x*x,25,-10,-0.038400032675467266,0,-0.038400000000000004,0,244.827,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(((0)*(x))*((x)*(0))),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|DeleteTerminalR|SubXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|SkipD|DeleteMaliciousR|FellTreeD,AddToLeafR,DeleteMaliciousR,68,67,70,70,3
70,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((0)*(0)),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|MultXD|DeleteMaliciousR|FellTreeD,MultXD,DeleteMaliciousR,69,69,71,71,3
71,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((0)*(0)),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,MultXD,DeleteMaliciousR,70,70,72,72,3
72,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(((6)-((0)*(x)))*((0)*(x))),(0),MultXD|AddToLeafR|DeleteNonTerminalR|AddTreeWithDiv|DeleteTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,MultXD,DeleteMaliciousR,71,70,73,73,3
73,x*x*x*x,25,-10,-0.0436,0,-0.038400000000000004,0,214.22800000000004,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((0)*(0)),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,MultXD,DeleteMaliciousR,72,70,74,74,3
74,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((0)*(0)),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,MultXD,DeleteMaliciousR,73,70,75,75,3
75,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(((0)*((x)*(0)))-((9)*(x))),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,MultXD,DeleteMaliciousR,74,70,76,76,3
76,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((0)*(0)),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR,AddTreeWithDiv|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,MultXD,DeleteMaliciousR,75,75,77,77,3
77,x*x*x*x,25,-10,-0.03841613710626062,0,-0.038400000000000004,0,242.36270000000002,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((0)*(0)),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|AddXD,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,AddToLeafR,DeleteMaliciousR,76,76,78,78,3
78,x*x*x*x,25,-10,-0.03840013070186904,0,-0.03840013070186904,0,244.812,244.832,244.812,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((0)*((0)-(5))),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteTerminalR,AddTreeWithDiv|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|MutateNonTerminalR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,SkipD,DeleteMaliciousR,77,75,79,79,3
79,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(((9)+((0)*(x)))*((0)*(x))),(0),MultXD|AddXD|DeleteNonTerminalR|SkipD|DeleteTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|SkipD|FellTreeD,MultXD,DeleteMaliciousR,78,78,80,80,3
80,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|AddTreeWithAdd,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,MultXD,DeleteMaliciousR,78,79,81,81,3
81,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),MultXD|AddToLeafR|AddRandomSubTreeR|DeleteNonTerminalR|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|AddXD|DeleteMaliciousR|DivXD|ReplaceBranchXR|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,DeleteNonTerminalR,DeleteMaliciousR,80,80,82,82,3
82,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(((0)*(0))*((3)*(3))),(0),MultXD|AddToLeafR|AddRandomSubTreeR|DeleteNonTerminalR|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,DeleteNonTerminalR,DeleteMaliciousR,80,80,83,83,3
83,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),MultXD|AddToLeafR|DeleteNonTerminalR|DeleteNonTerminalR|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,DeleteNonTerminalR,DeleteMaliciousR,82,80,84,84,3
84,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|MultXD|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,DeleteNonTerminalR,DeleteMaliciousR,83,83,85,85,3
85,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(((0)*(x))*((0)*(x))),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,DeleteNonTerminalR,DeleteMaliciousR,84,84,86,86,3
86,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),MultXD|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,DeleteNonTerminalR,DeleteMaliciousR,85,84,87,87,3
87,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(((x)*(0))*((0)*(x))),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,DeleteNonTerminalR,DeleteMaliciousR,84,86,88,88,3
88,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,DeleteNonTerminalR,DeleteMaliciousR,87,87,89,89,3
89,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,DeleteNonTerminalR,DeleteMaliciousR,87,88,90,90,3
90,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((0)*(0)),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|DivXD,DeleteNonTerminalR,DeleteMaliciousR,87,88,91,91,3
91,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|DivXD,DeleteNonTerminalR,DeleteMaliciousR,90,88,92,92,3
92,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((x)*((0)*(0))),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|DivXD,DeleteNonTerminalR,DeleteMaliciousR,91,88,93,93,3
93,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|DivXD,DeleteNonTerminalR,DeleteMaliciousR,92,88,94,94,3
94,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,(0),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|DivXD,DeleteNonTerminalR,DeleteMaliciousR,91,88,95,95,3
95,x*x*x*x,25,-10,-0.038400000000000004,0,-0.038400000000000004,0,244.832,244.832,244.832,244.832,-0.9600000000000001,0,0,0,6120.8,6120.8,6120.8,6120.8,((0)*(0)),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|DivXD,DeleteNonTerminalR,DeleteMaliciousR,94,88,96,96,3
96,x*x*x*x,25,-10,-0.03839973859626193,-0.02,-0.03839973859626193,-0.02,244.872,511.29400000000004,244.872,511.29400000000004,-0.9599869298130964,0,0,0,6122.8,6120.8,6122.8,6120.8,(((0)+((9)*(x)))*((0)-(x))),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|SubXD,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,AddTreeWithAdd,DeleteMaliciousR,95,95,97,97,3
97,x*x*x*x,25,-10,-0.03841515226767743,0,-0.03839947719252386,0,242.51340000000005,244.832,244.912,244.832,-0.9599869298130964,0,0,0,6122.8,6120.8,6122.8,6120.8,(((x)*((0)-(2)))*((0)*((x)-(x)))),(0),AddTreeWithAdd|AddToLeafR|DeleteNonTerminalR|SkipD|SubXD,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,AddTreeWithAdd,DeleteMaliciousR,95,96,98,98,3
98,x*x*x*x,25,-10,-0.03760760750228728,0,-0.036799594824205986,0,366.08389999999997,244.832,489.72600000000006,244.832,-0.8000130701869037,0,0.05973221287084115,0,18902.32,6120.8,30602,6120.8,((((5)-(7))+((8)*(x)))*((x)*((x)*((x)-(x))))),(0),AddTreeWithAdd|AddTreeWithDiv|MultXD|SkipD|SubXD,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|FellTreeD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,AddTreeWithDiv,DeleteMaliciousR,98,97,99,99,3
99,x*x*x*x,25,-10,-0.03672909815710365,0,-0.03519971245588813,0,500.5134,244.832,734.54,244.832,-0.8000130701869037,0,0.05973221287084115,0,18902.32,6120.8,30602,6120.8,((((5)-(7))+((8)*(x)))*((x)*((x)*((x)-(x))))),(0),AddTreeWithAdd|AddTreeWithDiv|MultXD|SkipD|SubXD,DeleteTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteMaliciousR|DeleteMaliciousR|DivXD|FellTreeD|DivXD|DeleteMaliciousR|DeleteMaliciousR|DeleteTerminalR|ReplaceBranchXR|MultXD|DivXD|SkipD|AddTreeWithMult|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|FellTreeD,SkipD,DeleteMaliciousR,98,98,99,99,3
